Gene	FDRAdjustedP-value	CancerSampleMed	NormalSampleMed	|log2FC|
UPB1	1.2e-06	1.0	44.5	-5.47
TMPRSS2	4.1e-13	2.4	104.0	-5.45
SLC34A3	7.1e-06	1.0	43.7	-5.45
LCN2	7.6e-15	282.2	6.5	5.44
DMRT2	5.2e-10	1.0	42.6	-5.41
AQP6	4.5e-04	1.0	41.8	-5.38
CLDN16	1.4e-07	2.1	86.3	-5.38
GCGR	1.6e-07	1.0	41.8	-5.38
PCK1	9.8e-06	18.8	772.6	-5.36
TMEM30B	5.2e-12	1.0	40.2	-5.33
RHBG	3.4e-08	1.0	40.1	-5.33
WNK4	6.9e-10	1.5	59.6	-5.32
ESRRB	1.0e-06	1.0	39.2	-5.29
CASR	5.6e-10	1.0	39.0	-5.29
ADH1C	8.9e-09	1.0	38.7	-5.28
LINC01762	2.4e-08	1.0	38.0	-5.25
HOXD10	1.6e-09	1.0	38.2	-5.25
PLPPR1	3.3e-13	1.0	38.2	-5.24
CYP4A22	1.1e-05	1.0	37.2	-5.22
SLC22A12	2.3e-05	13.5	502.5	-5.21
SLC22A7	3.0e-05	1.7	61.5	-5.20
SLC9A4	8.2e-14	1.0	36.8	-5.20
C7	5.3e-08	9.7	356.5	-5.20
NR0B2	2.0e-09	1.0	35.5	-5.15
PODXL	1.0e-08	10.5	367.8	-5.13
HEPACAM2	5.4e-10	1.0	34.6	-5.11
TNFAIP6	q<=2.5e-19	34.2	1.0	5.10
NELL1	7.1e-08	1.0	34.1	-5.09
TCF21	1.8e-11	1.0	33.0	-5.04
SLC9A3	4.2e-07	1.8	59.4	-5.04
HAO2	1.6e-06	11.0	359.9	-5.04
CKMT2	2.2e-14	1.1	35.4	-5.02
ASPDH	2.2e-07	4.2	135.2	-5.01
MECOM	3.6e-16	3.3	106.3	-5.00
PDE10A	1.3e-08	2.3	74.4	-4.99
MUC15	9.1e-07	1.0	31.6	-4.98
SLC7A8	6.7e-06	10.6	331.9	-4.97
MGAM	1.5e-04	1.0	31.2	-4.96
NFASC	2.5e-08	1.7	52.5	-4.96
BDKRB2	3.5e-09	1.0	30.9	-4.95
ADH1B	4.4e-08	1.6	48.6	-4.95
CYP17A1	5.9e-04	1.1	32.5	-4.94
NAT8L	1.0e-07	1.0	30.7	-4.94
L1CAM	5.4e-04	2.7	82.1	-4.93
PTGER1	4.1e-09	1.0	30.5	-4.93
PRR35	6.1e-11	1.0	30.0	-4.91
SOST	1.6e-07	1.0	30.1	-4.91
ANGPTL3	8.9e-06	1.0	29.5	-4.88
TCEAL2	6.7e-09	1.0	29.2	-4.87
ENPP6	2.6e-05	1.0	28.8	-4.85
AGMAT	3.9e-07	9.1	260.4	-4.83
NR4A1	5.0e-08	13.2	371.7	-4.82
AVPR2	1.6e-06	1.0	28.1	-4.81
IRX2	9.2e-09	1.0	28.0	-4.80
RNF186	1.2e-04	1.0	27.4	-4.78
ECRG4	1.6e-07	2.7	73.6	-4.78
WT1	8.6e-07	1.0	27.1	-4.76
AGXT	1.6e-05	1.0	26.7	-4.74
HS6ST2	3.6e-08	1.0	26.8	-4.74
TREM2	q<=2.5e-19	66.2	2.5	4.73
NR4A3	4.9e-07	1.0	27.0	-4.72
CCL18	4.0e-14	26.4	1.0	4.72
F11	1.6e-09	1.0	25.5	-4.67
TEK	7.4e-18	2.0	50.1	-4.66
GPC3	3.4e-09	4.8	120.8	-4.65
MME	2.7e-06	8.2	205.5	-4.65
EMCN	3.8e-15	3.7	91.3	-4.64
ARG2	5.9e-05	2.8	69.0	-4.63
DDN	3.0e-07	1.0	24.3	-4.60
MFSD4A	1.7e-06	6.8	162.7	-4.59
SLC4A9	3.4e-07	1.0	24.1	-4.59
FOLR3	1.0e-09	1.0	24.1	-4.59
SLC5A2	5.2e-05	1.0	24.0	-4.58
IGFBP5	1.3e-13	39.5	929.8	-4.56
TSPAN7	8.1e-16	3.9	91.5	-4.56
APLNR	3.6e-08	1.7	40.8	-4.56
STRA6	8.8e-05	1.0	23.4	-4.55
HSPB7	2.7e-04	1.2	27.7	-4.54
AFAP1L2	6.0e-08	2.3	53.6	-4.52
LINC01874	1.2e-04	1.0	22.8	-4.51
TMEM207	4.8e-05	1.0	22.7	-4.51
PLA2G4F	4.4e-16	1.0	22.9	-4.51
SLC52A3	9.9e-10	1.1	25.1	-4.50
HAMP	q<=2.5e-19	22.5	1.0	4.49
ANK2	1.6e-08	4.1	92.1	-4.48
SMIM5	5.8e-09	1.9	43.5	-4.48
LINC00839	1.6e-06	1.0	22.3	-4.48
AQP3	8.1e-07	32.3	719.1	-4.48
UPP2	9.9e-06	1.5	32.0	-4.43
CPAMD8	2.7e-06	1.4	29.4	-4.42
THY1	2.8e-12	8.0	169.1	-4.41
APOH	5.5e-05	1.0	21.0	-4.39
AHNAK2	q<=2.5e-19	21.0	1.0	4.39
DNER	3.5e-05	1.7	35.0	-4.37
UGT3A1	3.9e-08	3.0	62.7	-4.37
PRLR	3.1e-06	2.4	48.8	-4.37
USP9Y	7.8e-06	1.0	20.7	-4.37
NUPR2	5.2e-13	1.0	20.6	-4.36
RNF152	1.8e-08	3.9	80.9	-4.36
LYPD6B	3.8e-05	1.0	20.4	-4.35
TFAP2B	3.6e-10	1.0	20.2	-4.33
STC1	2.9e-06	4.3	86.9	-4.33
DAO	9.9e-06	6.0	120.1	-4.33
CHRDL1	2.1e-06	1.0	19.9	-4.32
GRIK5	4.4e-09	1.0	19.9	-4.31
MPPED2	4.0e-09	1.0	19.7	-4.30
B4GALNT3	2.1e-11	1.1	21.6	-4.30
EHF	1.5e-05	1.0	19.7	-4.30
MAPK4	3.9e-10	1.0	19.6	-4.29
ERICH4	1.3e-06	1.0	19.6	-4.29
IRX1	1.4e-06	1.0	19.5	-4.29
RERGL	2.0e-08	1.0	19.4	-4.28
CNTN6	q<=2.5e-19	19.2	1.0	4.27
BHMT	8.0e-06	27.2	526.0	-4.27
MAB21L4	2.2e-05	1.0	19.3	-4.27
CNTN1	3.8e-12	1.0	19.3	-4.27
CHIT1	6.7e-13	19.1	1.0	4.26
TMEM178A	7.2e-13	3.1	58.3	-4.25
TDGF1	2.6e-05	1.0	19.0	-4.25
SLC7A13	1.6e-04	1.0	18.9	-4.24
RALYL	1.4e-08	1.0	18.8	-4.23
CPN2	4.7e-04	1.0	18.8	-4.23
ADGRF5	1.4e-11	6.0	111.5	-4.22
SEMA3G	1.7e-13	2.7	50.8	-4.22
ATP1B2	7.1e-11	1.3	24.4	-4.22
DPEP1	4.7e-05	33.5	620.5	-4.21
LINC00645	7.6e-10	1.0	18.1	-4.18
SHISA3	5.7e-07	3.5	62.5	-4.17
DACH1	5.2e-09	1.0	18.1	-4.17
EIF1AY	7.6e-06	2.4	42.8	-4.17
LRRN2	3.3e-08	1.6	27.9	-4.16
SLC14A1	4.3e-04	1.0	17.7	-4.15
GPX3	1.5e-05	843.5	14963.8	-4.15
CGNL1	6.4e-15	10.0	176.6	-4.14
NHLRC4	1.6e-09	1.0	17.7	-4.14
IL1RL1	2.2e-05	1.5	26.0	-4.13
FGF9	1.1e-07	1.0	17.6	-4.13
SLC34A2	8.5e-13	293.7	16.8	4.13
BSND	1.2e-11	1.0	17.4	-4.12
CRB2	2.4e-06	1.0	17.4	-4.12
SUSD2	8.8e-06	5.7	98.6	-4.11
C3	1.2e-06	432.7	25.1	4.11
NTRK2	1.0e-06	2.3	39.0	-4.11
SIM2	2.0e-05	1.4	23.6	-4.11
DOC2A	q<=2.5e-19	17.2	1.0	4.10
CEL	1.0e-06	1.0	17.0	-4.09
PCDH1	9.3e-15	5.1	87.0	-4.09
TMEM45B	1.6e-08	3.0	50.2	-4.08
DCN	1.4e-11	12.2	207.8	-4.08
DRAIC	4.8e-05	2.7	45.1	-4.07
SDS	q<=2.5e-19	17.0	1.0	4.06
INPP5J	4.7e-09	4.6	75.6	-4.05
PLN	1.2e-07	1.1	17.4	-4.04
NRK	1.7e-08	1.0	16.5	-4.04
DDX3Y	7.3e-06	2.4	39.1	-4.04
MRGPRF	1.0e-11	1.0	16.5	-4.04
SLC43A1	7.4e-09	1.5	24.4	-4.02
HNF4A-AS1	3.1e-06	1.0	16.2	-4.01
PRSS22	5.6e-04	1.0	16.1	-4.01
SLC7A9	9.8e-05	4.5	72.5	-4.01
TNNC1	1.4e-12	1.8	29.8	-4.01
DOC2B	3.3e-09	1.0	16.2	-4.01
PDGFRA	3.8e-08	1.0	16.0	-4.00
CWH43	8.4e-09	1.2	19.5	-4.00
MAN1C1	2.9e-10	4.3	68.7	-3.99
RANBP3L	5.8e-05	1.0	15.8	-3.98
CNKSR1	4.8e-07	1.0	15.7	-3.97
TRPV6	3.3e-08	1.0	15.6	-3.97
CYP4F3	3.8e-04	1.4	21.4	-3.96
KLK7	1.2e-06	1.0	15.5	-3.96
TNFSF9	q<=2.5e-19	15.5	1.0	3.96
PLCL1	2.2e-11	3.3	50.8	-3.96
CLEC3B	2.1e-12	4.9	74.8	-3.95
VSTM2L	q<=2.5e-19	20.7	1.3	3.95
ATP6V1C2	3.1e-09	1.0	15.4	-3.94
SORCS2	1.6e-06	1.0	15.4	-3.94
EPN3	2.3e-07	1.0	15.1	-3.92
MRO	4.0e-06	1.1	16.7	-3.92
COL14A1	2.9e-07	2.0	30.0	-3.91
TSPAN5	2.8e-06	1.0	15.0	-3.90
MYH11	4.2e-04	4.6	69.5	-3.90
PCOLCE2	1.6e-06	3.4	50.2	-3.89
CYP2B6	1.3e-05	1.0	14.7	-3.88
PSORS1C1	q<=2.5e-19	24.1	1.6	3.88
DNASE1L3	8.0e-12	4.4	64.4	-3.87
ADH6	1.1e-05	3.3	48.4	-3.87
CXCL6	2.2e-13	32.1	2.2	3.86
TFPI2	q<=2.5e-19	253.3	17.5	3.86
APOC3	2.1e-04	1.0	14.5	-3.86
HPGD	2.1e-08	4.3	61.3	-3.85
FCN3	5.4e-05	2.0	28.2	-3.85
PAK6	6.2e-18	1.0	14.4	-3.85
ITGAX	q<=2.5e-19	24.9	1.7	3.84
GPAT3	1.3e-08	8.9	127.8	-3.84
ERP27	1.3e-07	4.3	61.7	-3.84
CYP8B1	1.4e-05	1.9	26.3	-3.83
ITGA8	1.8e-10	1.2	17.0	-3.82
ASPHD1	q<=2.5e-19	33.2	2.3	3.82
SEMA6D	1.1e-07	2.1	29.9	-3.81
DPYS	2.8e-05	17.9	251.8	-3.81
TFAP2A	4.6e-08	1.0	14.0	-3.81
SYT7	1.1e-06	1.0	14.0	-3.81
PROZ	1.9e-05	1.0	13.9	-3.80
RNF150	1.7e-12	1.2	16.6	-3.80
KHK	6.7e-06	11.9	164.2	-3.79
GATA3-AS1	6.6e-07	1.0	13.7	-3.78
CA10	5.0e-11	1.0	13.7	-3.77
TMEM246-AS1	3.6e-07	2.4	32.2	-3.76
KDR	1.5e-12	3.5	47.1	-3.76
FAM107A	1.3e-11	6.2	84.4	-3.76
GGACT	2.6e-07	4.3	58.0	-3.75
HSPA2	1.3e-05	12.2	164.9	-3.75
ITIH5	3.2e-15	4.1	55.1	-3.75
LINC01020	1.5e-07	1.0	13.5	-3.75
GABRB3	5.3e-11	1.0	13.4	-3.74
PRDM16	6.0e-08	1.0	13.4	-3.74
PDE2A	4.7e-19	2.0	26.2	-3.74
GATA2	3.6e-08	2.7	36.6	-3.74
MYO3B	5.4e-09	1.0	13.3	-3.73
TIMP3	4.7e-16	42.2	561.4	-3.73
GRAMD1B	2.3e-07	1.3	16.7	-3.72
LMOD1	2.5e-05	1.2	15.7	-3.71
ASS1	5.0e-06	161.0	2095.5	-3.70
TSPAN2	1.3e-10	1.0	13.0	-3.70
GP2	6.3e-05	1.0	13.0	-3.70
TYRP1	2.4e-05	1.0	13.0	-3.69
PPP1R16B	5.3e-06	2.5	31.6	-3.68
BMPR1B	9.4e-08	1.0	12.8	-3.68
LOC100130691	3.9e-06	1.3	16.9	-3.67
ANGPTL1	1.1e-09	1.2	15.8	-3.67
KCNQ1	9.4e-13	7.1	90.5	-3.67
GNA14	1.5e-15	1.1	13.7	-3.66
SPON2	q<=2.5e-19	390.9	30.9	3.66
TMPRSS3	5.5e-05	1.0	12.6	-3.66
GHR	2.2e-12	1.4	17.8	-3.66
PTPRB	1.3e-15	2.0	25.2	-3.66
LHX1	5.6e-05	1.0	12.5	-3.65
NNMT	q<=2.5e-19	301.5	24.0	3.65
SLC26A4	1.3e-04	1.0	12.4	-3.64
PGGHG	9.8e-17	117.5	9.5	3.63
LINC01606	3.9e-08	1.0	12.4	-3.63
APOD	2.1e-06	4.7	57.9	-3.63
ANGPT1	5.8e-13	1.0	12.3	-3.62
GJA5	7.2e-15	2.2	27.7	-3.62
ERBB4	8.7e-09	1.0	12.3	-3.62
CDA	1.6e-10	2.9	35.3	-3.60
EPB41L4B	6.7e-11	1.0	12.1	-3.60
GRHL2	6.3e-10	1.0	12.0	-3.59
FOLH1	1.3e-06	1.0	12.0	-3.58
VIL1	1.5e-05	1.6	18.9	-3.58
SEZ6L2	q<=2.5e-19	125.1	10.5	3.57
NR4A2	2.3e-04	3.5	42.0	-3.57
AGTR1	1.6e-12	1.0	11.8	-3.56
SLC22A13	4.0e-05	1.0	11.7	-3.55
OVCH2	2.9e-11	1.0	11.7	-3.55
CPNE7	8.3e-15	11.7	1.0	3.55
HOXD3	2.8e-10	1.5	17.2	-3.54
TYRO3	2.9e-06	1.4	15.9	-3.53
PLAT	q<=2.5e-19	12.6	145.7	-3.53
SPTBN2	1.2e-07	6.0	68.5	-3.52
MIOX	3.2e-05	121.1	1386.5	-3.52
TMTC1	3.4e-17	1.9	21.6	-3.52
PLA2R1	4.8e-07	2.6	29.3	-3.51
SLC23A3	4.1e-05	2.2	25.2	-3.51
TBX2	7.1e-13	6.2	69.4	-3.49
EXOC3L2	q<=2.5e-19	3.2	35.8	-3.49
DPP6	4.1e-05	1.0	11.2	-3.48
PARM1	1.5e-11	7.2	80.6	-3.48
TUBAL3	1.9e-05	1.0	11.1	-3.48
GPC5	9.6e-07	1.0	11.1	-3.48
SLIT3	2.9e-09	2.3	25.4	-3.48
DAAM2	6.1e-15	1.0	11.4	-3.47
PKLR	3.4e-05	4.2	46.5	-3.46
SLC38A3	3.3e-04	1.0	11.0	-3.46
PDZD2	8.1e-09	1.0	10.9	-3.45
RPS4Y1	1.8e-04	34.4	377.4	-3.45
A1CF	7.7e-06	1.0	10.9	-3.44
IL1R2	2.9e-06	1.8	19.7	-3.43
NES	9.9e-13	8.0	86.1	-3.43
ATP12A	1.5e-06	1.0	10.8	-3.43
TMEM61	1.7e-07	1.0	10.7	-3.42
TTTY14	3.2e-05	1.0	10.7	-3.41
ST6GALNAC3	6.8e-09	1.0	10.6	-3.41
ALOX5	q<=2.5e-19	71.3	6.7	3.41
LOC101927972	q<=2.5e-19	14.1	1.3	3.40
VCAN	q<=2.5e-19	94.9	9.0	3.40
AGXT2	4.7e-05	25.7	271.8	-3.40
SLC9A2	3.6e-10	1.0	10.5	-3.39
AVPR1A	4.3e-06	1.0	10.4	-3.38
PLA2G12B	1.0e-04	1.0	10.4	-3.37
NR2F1	8.6e-12	3.1	31.8	-3.36
EEF1A2	3.6e-19	35.8	3.5	3.36
BTBD11	1.5e-05	1.0	10.3	-3.36
SLC26A9	1.3e-05	1.1	10.8	-3.36
GPM6A	8.2e-09	1.0	10.3	-3.36
PRAME	q<=2.5e-19	18.4	1.8	3.36
MT1X	2.6e-05	14.3	145.4	-3.35
APCDD1L	1.2e-08	1.0	10.2	-3.35
SLC30A2	1.4e-04	2.9	29.6	-3.35
AOC3	2.1e-08	3.9	39.2	-3.35
MT1F	4.3e-07	66.3	670.6	-3.34
RAMP3	5.8e-14	12.3	123.6	-3.33
CACNA1H	1.4e-07	1.8	18.0	-3.33
SLC6A20	q<=2.5e-19	26.2	2.6	3.33
SCEL	1.0e-18	10.0	1.0	3.33
MYCT1	2.8e-17	1.7	16.5	-3.32
NR1I3	1.0e-06	1.0	10.4	-3.32
SLC16A5	6.4e-05	5.8	57.6	-3.31
ESRRG	1.2e-12	4.3	42.9	-3.31
ADAMTSL2	3.8e-12	4.2	40.9	-3.30
LOC105374428	1.4e-09	1.1	11.3	-3.30
SUSD4	6.5e-07	5.0	48.8	-3.30
SERPINA4	1.2e-05	1.0	9.8	-3.29
LINC02432	8.3e-06	1.5	14.6	-3.29
KCNK13	3.6e-08	1.5	15.0	-3.28
LINC02471	q<=2.5e-19	90.1	9.3	3.28
FAM222A	4.6e-11	2.0	19.3	-3.28
AQP5-AS1	1.4e-06	1.0	9.6	-3.27
HK2	q<=2.5e-19	24.3	2.5	3.27
TOX	1.2e-13	1.1	10.4	-3.26
TBX3	1.4e-07	1.4	13.7	-3.26
CHAC1	1.6e-06	1.9	18.1	-3.26
SLC8A1	1.2e-06	1.0	9.5	-3.25
ARHGEF15	q<=2.5e-19	1.9	17.9	-3.25
SPOCK2	5.0e-08	17.6	167.3	-3.25
CYP4X1	1.5e-12	1.0	9.5	-3.25
PLCG2	1.6e-04	4.3	40.9	-3.25
CLDN14	1.0e-04	1.7	16.2	-3.24
IGFBP6	q<=2.5e-19	490.8	52.2	3.23
GAD1	2.5e-06	1.0	9.4	-3.23
MAP6	3.1e-13	1.7	16.2	-3.23
TFCP2L1	1.1e-15	12.1	113.0	-3.22
GALNT15	6.8e-09	1.7	15.6	-3.22
KMO	5.7e-05	1.2	11.0	-3.22
LILRB4	q<=2.5e-19	13.0	1.4	3.20
PIK3C2G	3.9e-11	1.0	9.2	-3.20
PRELP	2.0e-06	3.4	30.8	-3.19
ADAMTSL1	1.3e-10	1.0	9.1	-3.19
MYOZ1	1.3e-13	1.0	9.1	-3.19
RHEX	q<=2.5e-19	198.3	21.8	3.19
MUC20	6.3e-06	6.6	60.3	-3.18
MUC13	9.5e-04	2.9	26.5	-3.18
TMEM163	q<=2.5e-19	28.2	3.1	3.18
SCG5	1.2e-17	9.0	1.0	3.17
IL13RA2	3.2e-07	1.0	9.0	-3.17
NTNG1	1.3e-06	1.0	9.0	-3.17
LOC100506444	1.5e-05	1.0	9.0	-3.17
KIT	3.0e-06	2.9	26.0	-3.17
LINC00511	q<=2.5e-19	10.0	1.1	3.16
SYNPO2	3.6e-05	2.2	19.3	-3.16
CUBN	2.4e-04	14.2	125.2	-3.14
LRRN4	q<=2.5e-19	60.5	6.9	3.14
PCK2	1.5e-05	50.9	449.4	-3.14
EFEMP1	1.4e-06	12.4	109.3	-3.14
NOTCH3	1.5e-09	6.3	55.0	-3.13
GSTM3	4.3e-06	12.8	111.8	-3.13
EFS	1.3e-07	1.0	8.7	-3.13
LRRC2	3.9e-12	1.0	8.8	-3.13
LYVE1	1.7e-07	1.6	13.6	-3.13
IYD	4.0e-05	1.9	16.5	-3.13
FREM1	3.8e-12	2.9	25.4	-3.13
KLHL3	2.7e-07	1.4	12.4	-3.12
ERVMER34-1	1.1e-08	1.0	8.7	-3.12
EGR3	2.8e-04	1.2	10.9	-3.12
WNT9B	8.0e-05	1.0	8.7	-3.12
NIPAL1	5.1e-07	1.0	8.6	-3.10
FOS	7.3e-06	93.9	806.4	-3.10
PTPRO	8.7e-06	6.1	52.5	-3.10
ARSF	1.4e-04	1.0	8.6	-3.10
ROBO4	2.8e-17	3.8	32.6	-3.10
ERG	q<=2.5e-19	2.2	18.9	-3.10
PLPP4	1.9e-14	1.0	8.5	-3.09
GPIHBP1	1.2e-06	3.0	25.5	-3.09
CYP27B1	8.6e-04	3.8	32.3	-3.09
CD34	4.7e-19	8.3	70.6	-3.09
ALPL	1.2e-05	11.5	97.8	-3.08
ALDH6A1	1.8e-06	30.7	259.2	-3.08
EPHB3	1.1e-06	1.0	8.5	-3.08
PDK4	4.9e-05	22.8	192.0	-3.08
ERFE	8.0e-17	14.2	1.7	3.07
CREB5	q<=2.5e-19	32.4	3.9	3.07
COL4A6	7.5e-11	1.0	8.4	-3.07
FHL1	q<=2.5e-19	715.3	85.2	3.07
APCDD1L-DT	3.6e-07	1.0	8.3	-3.06
ADORA3	q<=2.5e-19	8.9	1.1	3.06
CXCL12	1.4e-09	40.1	334.0	-3.06
IGFBP2	3.7e-12	32.5	270.8	-3.06
SELP	9.6e-10	1.9	16.3	-3.06
LOC105370792	1.1e-18	8.3	1.0	3.05
ACSF2	2.4e-06	34.6	286.5	-3.05
FAM245A	2.4e-10	1.0	8.3	-3.05
SLC7A7	2.1e-04	29.5	244.2	-3.05
PI16	2.8e-05	1.0	8.3	-3.05
APBB1IP	q<=2.5e-19	69.4	8.5	3.04
HAVCR1	q<=2.5e-19	74.0	9.0	3.04
LPL	2.5e-06	5.2	43.0	-3.04
SLC5A11	5.1e-05	1.0	8.2	-3.04
OSCAR	q<=2.5e-19	8.1	1.0	3.03
SLC25A25	2.6e-06	7.0	57.3	-3.03
LINC01485	8.8e-04	1.0	8.2	-3.03
KIF26A	1.3e-07	1.0	8.2	-3.03
LOC101928596	3.3e-08	1.0	8.2	-3.03
BCL6B	1.5e-12	2.0	16.6	-3.02
CEACAM1	3.7e-13	4.2	34.5	-3.02
PON3	1.1e-05	1.0	8.1	-3.02
TREH	1.4e-05	3.3	26.7	-3.01
HOXD8	1.3e-17	12.1	97.6	-3.01
GPR27	2.2e-04	1.0	8.1	-3.01
F3	2.9e-08	3.2	25.8	-3.01
NUGGC	1.3e-06	1.0	8.0	-3.00
MEIS2	q<=2.5e-19	1.9	15.4	-3.00
SORD	4.8e-07	7.4	59.3	-3.00
CRABP1	1.1e-06	1.0	8.0	-3.00
SNORD99	q<=2.5e-19	8.0	1.0	3.00
ADRA2C	1.1e-09	3.2	25.4	-3.00
ENPP7	5.8e-04	1.2	9.8	-2.99
DDC	5.2e-05	47.1	371.5	-2.98
NUAK2	2.5e-10	11.1	87.6	-2.98
KDM5D	7.8e-05	1.7	13.6	-2.98
PSAT1	7.4e-05	17.4	137.5	-2.98
NOS3	2.2e-10	2.1	16.8	-2.98
NR2F1-AS1	2.1e-13	1.0	7.9	-2.98
CD300LG	2.0e-08	1.0	7.9	-2.98
APLP1	3.2e-05	1.0	7.9	-2.98
HGFAC	q<=2.5e-19	7.9	1.0	2.98
SCTR	1.5e-04	1.8	14.1	-2.98
LDB2	5.9e-19	5.5	42.9	-2.97
DLL1	5.0e-04	1.3	9.9	-2.97
RAB42	8.8e-08	10.9	1.4	2.97
ESPN	3.0e-07	5.4	42.4	-2.97
LTBP1	4.9e-07	3.8	29.8	-2.96
TBXA2R	1.1e-09	1.3	10.0	-2.96
CDHR1	2.0e-07	7.8	1.0	2.96
FRMD1	5.7e-07	1.0	7.8	-2.96
FLT4	4.0e-17	3.4	26.7	-2.96
GPRC5B	4.6e-17	12.5	97.3	-2.96
LAD1	2.3e-13	7.7	59.5	-2.96
RAPGEF4	7.6e-12	1.0	7.8	-2.96
IL17RE	9.6e-08	1.9	14.7	-2.95
TNNI1	7.3e-09	1.0	7.7	-2.95
CYYR1	5.2e-14	3.4	26.1	-2.95
SYNDIG1	2.6e-11	1.6	12.0	-2.95
FYB2	1.7e-06	1.0	7.7	-2.95
PLA2G7	q<=2.5e-19	7.7	1.0	2.95
C3orf85	4.0e-04	1.0	7.7	-2.95
TCIM	5.9e-04	16.7	129.1	-2.95
UTY	7.0e-06	1.0	7.7	-2.95
EFHD1	2.5e-16	64.9	500.2	-2.95
TENT5B	2.2e-04	1.9	14.3	-2.94
