Gene	FDRAdjustedP-value	CancerSampleMed	NormalSampleMed	|log2FC|
FOSB	2.0e-06	18.2	370.9	-4.35
ADH1B	q<=5.5e-20	12.7	255.8	-4.34
CLEC3B	q<=5.5e-20	8.4	170.0	-4.33
MMP12	q<=5.5e-20	19.2	1.0	4.26
RETN	5.9e-13	3.2	61.5	-4.26
MYBL2	q<=5.5e-20	36.9	1.9	4.25
INMT	2.3e-18	14.0	257.2	-4.20
STXBP6	4.1e-19	1.3	24.3	-4.19
GDF10	1.4e-18	1.3	23.7	-4.18
CAV1	q<=5.5e-20	76.9	1397.5	-4.18
GJB2	q<=5.5e-20	21.5	1.2	4.17
SFTPA1	q<=5.5e-20	1100.2	19698.7	-4.16
C20orf85	1.4e-04	3.0	53.9	-4.14
CYP4B1	q<=5.5e-20	39.4	690.7	-4.13
FHL1	q<=5.5e-20	22.0	375.8	-4.09
PLA2G1B	1.3e-16	4.4	74.5	-4.07
PGC	3.3e-04	50.0	840.7	-4.07
TNNC1	q<=5.5e-20	14.9	248.4	-4.06
UBE2C	q<=5.5e-20	100.1	6.1	4.04
MGAT3	q<=5.5e-20	2.0	33.6	-4.04
ACADL	q<=5.5e-20	1.9	30.4	-4.02
LRRC36	6.1e-15	1.6	24.9	-3.99
SFTPA2	1.1e-19	1374.5	21312.2	-3.96
BTNL9	3.1e-12	3.4	52.4	-3.94
CYP24A1	7.8e-16	15.2	1.0	3.93
EDNRB	2.9e-19	7.5	110.6	-3.89
TCF21	1.5e-18	2.0	29.3	-3.89
ADRB1	1.2e-12	1.4	21.2	-3.87
LHFPL3-AS2	2.3e-19	2.3	33.8	-3.87
AQP4	q<=5.5e-20	20.7	299.5	-3.86
CEACAM5	q<=5.5e-20	154.0	10.7	3.85
NEK2	q<=5.5e-20	16.9	1.2	3.85
CST1	2.5e-08	14.3	1.0	3.84
EEF1A2	q<=5.5e-20	14.1	1.0	3.82
ECRG4	9.2e-09	2.5	34.9	-3.82
HS6ST2	q<=5.5e-20	20.2	1.4	3.82
LINC02471	2.8e-12	1.0	14.2	-3.82
GPA33	3.2e-11	1.0	14.2	-3.82
DES	3.9e-14	5.4	75.2	-3.81
TOP2A	q<=5.5e-20	44.4	3.2	3.79
PYCR1	q<=5.5e-20	99.4	7.2	3.79
PRX	9.8e-15	4.6	63.4	-3.77
TCEAL2	5.1e-14	1.0	13.5	-3.76
SERTM1	1.6e-15	1.0	13.5	-3.75
S100P	q<=5.5e-20	307.7	22.9	3.75
MARCO	q<=5.5e-20	43.8	587.7	-3.75
CRTAC1	q<=5.5e-20	11.3	151.7	-3.75
ETV4	q<=5.5e-20	43.2	3.2	3.74
BIRC5	q<=5.5e-20	32.5	2.5	3.73
CD36	q<=5.5e-20	15.3	202.5	-3.73
CDC20	q<=5.5e-20	40.9	3.1	3.71
C8B	4.1e-07	1.0	13.1	-3.71
SPOCK2	q<=5.5e-20	28.3	365.2	-3.69
SLC19A3	3.1e-18	1.1	13.6	-3.69
IL1RL1	4.9e-06	1.6	21.2	-3.69
PPP1R14D	q<=5.5e-20	12.8	1.0	3.67
SCARA5	6.1e-07	1.2	14.9	-3.67
FMO2	q<=5.5e-20	11.1	140.0	-3.66
WNT3A	1.5e-19	1.0	12.7	-3.66
CAVIN2	q<=5.5e-20	21.8	267.5	-3.62
MB	q<=5.5e-20	12.4	1.0	3.60
FAM216B	1.1e-04	1.0	12.1	-3.60
MYZAP	1.4e-15	1.1	13.7	-3.59
NUF2	q<=5.5e-20	13.6	1.1	3.59
TROAP	q<=5.5e-20	12.1	1.0	3.59
C9orf24	7.6e-05	2.6	30.6	-3.58
PLA2G4F	6.0e-19	3.5	42.1	-3.57
IGSF10	3.0e-13	1.1	12.6	-3.57
MELK	q<=5.5e-20	14.6	1.2	3.57
ANLN	q<=5.5e-20	19.0	1.6	3.57
DLGAP5	q<=5.5e-20	11.8	1.0	3.56
CACNA2D2	q<=5.5e-20	9.8	116.5	-3.56
CP	q<=5.5e-20	130.5	11.1	3.56
ABCA8	q<=5.5e-20	2.4	28.1	-3.56
MME	q<=5.5e-20	3.6	42.5	-3.55
AGRP	2.0e-13	1.4	15.6	-3.52
TPX2	q<=5.5e-20	32.5	2.8	3.52
SUSD2	q<=5.5e-20	51.4	591.4	-3.52
AADAC	1.2e-05	1.5	16.8	-3.52
IQGAP3	q<=5.5e-20	11.5	1.0	3.52
KIF2C	q<=5.5e-20	15.1	1.3	3.50
ALKAL2	4.6e-12	1.0	11.2	-3.49
DNASE1L3	1.4e-07	2.4	26.6	-3.49
RBP2	3.1e-10	1.0	11.2	-3.49
DNAJC12	q<=5.5e-20	25.1	2.3	3.46
MS4A8	8.3e-04	2.6	28.0	-3.44
CAMP	2.6e-09	1.0	10.8	-3.44
TEK	7.3e-18	5.0	54.7	-3.44
GREM1	q<=5.5e-20	10.7	1.0	3.42
CNTN6	q<=5.5e-20	1.0	10.7	-3.42
HJURP	q<=5.5e-20	10.7	1.0	3.42
SFTPD	q<=5.5e-20	140.3	1495.8	-3.41
GYPE	q<=5.5e-20	1.0	10.6	-3.41
FUT2	q<=5.5e-20	15.2	1.4	3.40
NECAB1	q<=5.5e-20	1.0	10.6	-3.40
CCBE1	1.7e-14	1.2	12.4	-3.39
LYVE1	2.8e-13	3.9	41.1	-3.39
TNXB	1.1e-12	4.1	42.8	-3.39
MORN5	1.7e-04	1.0	10.5	-3.39
IGSF9	q<=5.5e-20	14.4	1.4	3.38
PSAT1	q<=5.5e-20	24.0	2.3	3.37
HSD17B6	q<=5.5e-20	15.5	159.5	-3.37
COL6A6	4.8e-15	1.2	12.3	-3.36
SRGAP3-AS2	2.9e-04	1.0	10.3	-3.36
AURKB	q<=5.5e-20	22.8	2.2	3.36
SCUBE1	2.7e-17	1.0	10.2	-3.35
FAM189A2	q<=5.5e-20	10.0	101.7	-3.35
LAMP3	q<=5.5e-20	52.5	535.0	-3.35
SLC46A2	4.0e-15	1.8	18.0	-3.34
DUOX1	q<=5.5e-20	10.8	108.9	-3.33
GRIA1	1.3e-16	1.0	10.0	-3.32
SSTR1	6.5e-11	1.0	10.4	-3.32
CDC6	q<=5.5e-20	10.0	1.0	3.32
ST8SIA6	7.9e-17	1.0	9.9	-3.31
KIF20A	q<=5.5e-20	14.0	1.4	3.31
AFF3	2.8e-17	1.0	9.9	-3.31
C13orf46	q<=5.5e-20	1.0	9.9	-3.31
CENPA	q<=5.5e-20	9.8	1.0	3.30
CAPSL	3.3e-04	1.1	10.3	-3.30
LINC00511	q<=5.5e-20	23.3	2.4	3.30
CEP55	q<=5.5e-20	19.4	2.0	3.30
LRRN3	3.2e-16	1.0	9.8	-3.30
CENPF	q<=5.5e-20	10.8	1.1	3.30
FGFBP2	1.0e-09	1.0	9.8	-3.29
VIPR1	9.7e-12	9.7	94.9	-3.29
GALNT14	q<=5.5e-20	14.1	1.4	3.29
RBP4	1.4e-12	5.7	55.8	-3.29
MYO16-AS1	1.5e-14	1.0	9.7	-3.28
LIN7A	q<=5.5e-20	1.1	10.4	-3.27
KCNK3	1.6e-15	2.5	23.7	-3.27
OGN	1.3e-05	1.9	18.6	-3.27
VEPH1	q<=5.5e-20	5.5	52.6	-3.25
RRM2	q<=5.5e-20	39.5	4.2	3.25
PITX1	q<=5.5e-20	9.4	1.0	3.24
MUC5B	1.6e-18	14.2	1.5	3.24
UBE2T	q<=5.5e-20	46.9	5.0	3.23
EPN3	q<=5.5e-20	9.5	1.0	3.22
RASGRF1	1.6e-19	2.7	25.0	-3.22
MAMDC2	1.1e-17	4.3	39.6	-3.22
ADRB2	q<=5.5e-20	5.6	51.8	-3.21
SEMA5A	4.0e-18	3.2	29.1	-3.20
SPAG5	q<=5.5e-20	15.3	1.7	3.20
PLK1	q<=5.5e-20	20.1	2.2	3.19
CCNB2	q<=5.5e-20	29.8	3.3	3.19
SBSPON	1.0e-19	1.5	13.4	-3.18
RAMP3	6.2e-14	19.8	178.5	-3.17
GCNT3	q<=5.5e-20	9.0	1.0	3.17
CDC45	q<=5.5e-20	11.0	1.2	3.16
LINC02154	2.5e-10	1.0	8.9	-3.16
HMGB3	q<=5.5e-20	136.0	15.3	3.16
EMCN	6.4e-20	6.1	54.0	-3.15
WNT7A	3.2e-12	1.0	8.9	-3.15
KCNN4	q<=5.5e-20	51.5	5.8	3.15
MKI67	q<=5.5e-20	12.9	1.5	3.14
CDCA7	q<=5.5e-20	19.4	2.2	3.14
KIF4A	q<=5.5e-20	8.8	1.0	3.14
FGFR4	1.1e-18	7.5	66.1	-3.14
TENT5B	2.8e-18	4.0	35.4	-3.14
FERMT1	q<=5.5e-20	12.9	1.5	3.14
MAPK4	2.7e-09	1.0	8.8	-3.13
HSPB6	1.1e-15	1.9	16.5	-3.12
WDR38	6.3e-04	1.2	10.5	-3.12
MASP1	7.7e-16	1.1	9.6	-3.12
NPR1	q<=5.5e-20	5.5	47.8	-3.12
ALG1L	q<=5.5e-20	23.1	2.7	3.12
ANXA8L1	3.5e-11	1.0	8.7	-3.12
FPR2	1.1e-08	2.4	20.3	-3.11
ORC6	q<=5.5e-20	10.1	1.2	3.11
FOXM1	q<=5.5e-20	15.2	1.8	3.11
ADM2	q<=5.5e-20	8.6	1.0	3.11
TGFBR3	9.9e-19	4.5	38.8	-3.11
CDO1	1.8e-17	2.0	17.2	-3.10
LINC02016	1.3e-12	1.0	8.6	-3.10
PKMYT1	q<=5.5e-20	11.2	1.3	3.10
ZNF385B	1.3e-18	4.4	37.7	-3.10
SOX7	1.2e-10	2.1	18.0	-3.10
FHL5	8.5e-18	1.1	9.0	-3.10
TUBA4B	4.8e-04	1.0	8.5	-3.09
SLC2A1	q<=5.5e-20	79.8	9.3	3.09
GPC3	9.5e-18	17.7	150.3	-3.09
PBK	q<=5.5e-20	8.8	1.0	3.09
PCSK9	4.3e-12	3.1	26.8	-3.09
UHRF1	q<=5.5e-20	8.4	1.0	3.08
BCHE	8.3e-09	1.9	16.1	-3.08
LPL	q<=5.5e-20	17.6	148.8	-3.08
TEDC2	q<=5.5e-20	8.4	1.0	3.07
RSPO4	2.5e-11	1.0	8.4	-3.07
PODXL2	q<=5.5e-20	47.6	5.7	3.07
SLIT3	9.0e-18	4.5	37.5	-3.06
STX11	q<=5.5e-20	2.8	23.2	-3.06
PCOLCE2	1.7e-15	4.9	40.6	-3.06
C1orf194	3.6e-04	2.7	22.8	-3.06
KHDRBS2	q<=5.5e-20	1.0	8.3	-3.06
RGCC	q<=5.5e-20	98.4	816.4	-3.05
SIRPB1	1.2e-16	2.3	19.0	-3.05
CES1	1.4e-10	50.1	413.2	-3.04
DACH1	7.1e-20	1.2	10.1	-3.04
SCN4B	2.4e-15	2.5	20.8	-3.04
ANOS1	1.5e-18	10.2	83.8	-3.04
C1QTNF7	1.5e-16	1.3	10.5	-3.03
CDCA3	q<=5.5e-20	16.9	2.1	3.03
NDC80	q<=5.5e-20	11.2	1.4	3.03
SFRP5	2.0e-06	1.0	8.1	-3.02
KL	1.2e-16	1.0	8.1	-3.02
HMMR	q<=5.5e-20	9.7	1.2	3.01
CDCA8	q<=5.5e-20	17.9	2.2	3.01
EFCAB1	2.9e-04	1.2	9.8	-3.01
CLDN5	2.0e-13	23.3	187.6	-3.01
UNC5CL	q<=5.5e-20	9.8	1.2	3.01
SLC5A9	1.5e-10	1.0	8.1	-3.01
TEKT1	2.5e-04	1.0	8.1	-3.01
COMP	q<=5.5e-20	19.9	2.5	3.01
SEMA3G	4.4e-11	3.7	29.3	-3.00
PCP4	5.4e-16	8.2	1.0	3.00
RXRG	3.0e-16	1.0	8.0	-2.99
SYT7	q<=5.5e-20	19.3	2.4	2.99
AOC1	q<=5.5e-20	7.9	1.0	2.98
MEX3A	q<=5.5e-20	7.9	1.0	2.98
TINCR	6.9e-17	1.0	7.9	-2.98
BARX2	3.1e-15	7.9	1.0	2.98
SPDEF	q<=5.5e-20	38.6	4.9	2.97
COL1A1	q<=5.5e-20	835.3	106.9	2.97
PRKG2	6.4e-20	1.0	7.8	-2.97
AQP1	q<=5.5e-20	131.6	1026.2	-2.96
MFAP4	3.0e-18	76.5	597.4	-2.96
SGCG	1.3e-18	1.0	7.8	-2.96
ARHGEF26	q<=5.5e-20	6.2	48.4	-2.96
KIF26B	q<=5.5e-20	7.8	1.0	2.96
WFDC3	q<=5.5e-20	12.2	1.6	2.96
ADGRE1	2.0e-11	1.2	9.0	-2.96
TPPP3	2.8e-09	46.3	361.3	-2.96
FOLR3	6.9e-04	1.0	7.7	-2.95
PAEP	9.9e-12	7.7	1.0	2.94
RAMP2	3.6e-19	34.6	265.6	-2.94
GGTLC1	7.5e-11	11.8	90.8	-2.94
ROBO4	7.7e-18	8.3	63.7	-2.94
CBLC	q<=5.5e-20	27.2	3.6	2.94
TMEM184A	q<=5.5e-20	15.4	2.0	2.93
KANK3	1.0e-17	2.7	20.2	-2.93
HBA1	7.7e-07	1.0	7.6	-2.93
TAL1	8.3e-16	1.1	8.3	-2.93
MYRF	9.4e-15	7.8	59.6	-2.93
GTSE1	q<=5.5e-20	7.6	1.0	2.93
P3H2	q<=5.5e-20	12.6	95.2	-2.92
CDKN3	q<=5.5e-20	21.5	2.8	2.92
CDCA5	q<=5.5e-20	18.6	2.5	2.92
PI16	2.1e-05	1.0	7.5	-2.91
COL11A1	q<=5.5e-20	7.5	1.0	2.91
PLPP2	q<=5.5e-20	160.1	21.2	2.91
PPBP	4.0e-04	1.0	7.5	-2.91
TRIP13	q<=5.5e-20	21.3	2.8	2.90
GINS1	q<=5.5e-20	9.9	1.3	2.90
LINC01996	q<=5.5e-20	1.0	7.5	-2.90
RHOV	q<=5.5e-20	18.3	2.5	2.89
SEC14L6	q<=5.5e-20	2.4	18.1	-2.89
LIMS2	q<=5.5e-20	15.7	116.4	-2.89
HIGD1B	2.9e-16	5.8	43.1	-2.89
NR4A3	3.3e-07	3.1	22.9	-2.88
SPAG4	q<=5.5e-20	22.6	3.1	2.88
LRRK2	5.3e-16	14.2	104.4	-2.88
MDK	q<=5.5e-20	681.6	92.6	2.88
GLDN	2.5e-15	2.3	16.7	-2.88
C14orf132	q<=5.5e-20	5.1	37.3	-2.88
SLC14A1	1.2e-10	1.0	7.4	-2.88
S1PR1	1.0e-19	19.2	140.3	-2.87
CALCRL	3.1e-16	11.5	84.4	-2.87
SEMA6D	1.3e-14	1.6	11.6	-2.87
RHOXF1-AS1	1.7e-11	1.4	10.1	-2.87
RSPO2	1.9e-14	1.0	7.3	-2.87
ANKRD29	q<=5.5e-20	7.9	57.3	-2.86
SEMA6A	2.0e-14	2.2	16.1	-2.86
TSPAN7	q<=5.5e-20	12.0	86.7	-2.86
SFTA1P	q<=5.5e-20	33.5	243.5	-2.86
ANGPTL1	3.2e-15	1.3	9.1	-2.86
PDZD2	q<=5.5e-20	3.7	27.3	-2.86
FRMD3	8.1e-20	1.9	13.5	-2.86
TMEM139	q<=5.5e-20	1.1	8.1	-2.85
AGTR1	1.6e-15	1.2	9.0	-2.85
MT1M	2.4e-06	8.6	61.7	-2.85
HYAL1	q<=5.5e-20	11.6	83.5	-2.85
CCNB1	q<=5.5e-20	44.7	6.3	2.84
SCN7A	3.2e-16	3.9	27.8	-2.84
ABI3BP	1.2e-18	9.2	65.6	-2.84
MND1	q<=5.5e-20	7.1	1.0	2.83
GRK5	q<=5.5e-20	6.6	46.8	-2.83
EMP2	q<=5.5e-20	89.6	639.1	-2.83
LINC00968	9.6e-16	1.0	7.1	-2.83
AOC3	q<=5.5e-20	30.4	216.5	-2.83
SNTN	2.0e-04	2.2	15.3	-2.82
AARD	4.1e-09	1.0	7.0	-2.82
ZBTB16	1.3e-06	1.0	7.0	-2.81
FFAR4	4.9e-11	1.2	8.8	-2.81
CHRDL1	6.1e-16	7.8	54.5	-2.81
GPX3	q<=5.5e-20	207.5	1448.8	-2.80
SH3GL3	q<=5.5e-20	1.0	7.0	-2.80
COL17A1	6.9e-20	6.9	1.0	2.79
CCNA2	q<=5.5e-20	13.2	1.9	2.78
FOXF1	9.0e-16	4.9	33.8	-2.78
HSPA12B	7.6e-16	4.2	28.5	-2.77
RECQL4	q<=5.5e-20	11.0	1.6	2.77
TTK	q<=5.5e-20	6.8	1.0	2.77
PIP5K1B	q<=5.5e-20	4.7	31.9	-2.77
MIR4653	q<=5.5e-20	6.8	1.0	2.77
SIX1	q<=5.5e-20	13.3	2.0	2.77
GIPC2	3.6e-17	1.0	6.8	-2.76
PTPRH	q<=5.5e-20	6.8	1.0	2.76
CCL23	1.1e-16	3.1	21.2	-2.76
CDH5	1.1e-19	24.9	168.7	-2.76
F11	4.5e-16	1.0	6.7	-2.75
GINS2	q<=5.5e-20	9.1	1.4	2.75
PKNOX2	1.0e-16	1.8	12.0	-2.74
BUB1B	q<=5.5e-20	6.7	1.0	2.74
NMU	q<=5.5e-20	6.7	1.0	2.74
AATK	2.2e-18	2.9	19.3	-2.74
GPT2	q<=5.5e-20	27.1	4.0	2.74
CFAP52	4.0e-04	1.0	6.8	-2.74
OLR1	8.1e-17	25.9	172.7	-2.74
TK1	q<=5.5e-20	89.1	13.4	2.73
EFCC1	1.8e-17	3.0	19.6	-2.73
SPAAR	3.9e-18	1.2	8.1	-2.73
PLAC9	2.8e-17	10.6	70.2	-2.73
S100A12	3.7e-05	1.3	8.4	-2.73
CFD	2.2e-19	33.3	219.1	-2.72
RXFP1	1.7e-16	1.0	6.6	-2.72
ADAMTSL3	2.3e-18	1.6	10.7	-2.72
CDH3	q<=5.5e-20	51.7	7.8	2.72
ANGPT1	1.6e-16	5.1	33.2	-2.71
ANKRD22	q<=5.5e-20	14.2	2.2	2.71
LDB2	2.1e-18	14.1	91.8	-2.71
S100A3	4.0e-11	4.1	26.7	-2.71
RHBDL1	q<=5.5e-20	6.5	1.0	2.71
PHACTR1	q<=5.5e-20	8.8	57.3	-2.70
ADAM12	q<=5.5e-20	8.7	1.3	2.70
SLC39A8	q<=5.5e-20	73.7	479.9	-2.70
ARHGAP40	q<=5.5e-20	6.4	1.0	2.69
EPAS1	7.0e-17	164.7	1061.6	-2.69
MRC1	3.0e-16	31.2	201.1	-2.69
PTPRB	4.3e-14	5.3	34.2	-2.69
ABCA3	1.0e-19	63.8	410.6	-2.69
ITIH5	q<=5.5e-20	5.4	35.2	-2.69
C15orf48	q<=5.5e-20	35.2	5.5	2.69
MGC27382	1.3e-14	1.0	6.4	-2.68
KIFC1	q<=5.5e-20	22.9	3.6	2.68
HHIP-AS1	9.8e-17	3.4	22.1	-2.68
CCNE1	q<=5.5e-20	7.5	1.2	2.67
CDT1	q<=5.5e-20	12.9	2.0	2.67
COL3A1	q<=5.5e-20	701.3	110.1	2.67
P2RY6	q<=5.5e-20	13.5	2.1	2.67
LGR4	q<=5.5e-20	30.2	4.8	2.66
SVEP1	2.5e-14	3.1	19.4	-2.66
ITGA11	q<=5.5e-20	6.5	1.0	2.66
REEP1	5.6e-10	1.1	7.0	-2.66
ARC	1.9e-05	1.0	6.3	-2.65
GCOM1	6.8e-14	1.0	6.3	-2.65
TFAP2A	q<=5.5e-20	6.3	1.0	2.65
THBS2	q<=5.5e-20	27.8	4.4	2.65
ITPKA	q<=5.5e-20	6.3	1.0	2.65
GOLM1	q<=5.5e-20	219.6	35.2	2.64
SPC24	q<=5.5e-20	10.1	1.6	2.64
ADGRE3	7.1e-11	1.0	6.2	-2.64
PDK4	5.2e-09	20.2	125.6	-2.64
STRA6	q<=5.5e-20	6.2	1.0	2.64
BCL2L15	q<=5.5e-20	6.2	1.0	2.64
NIM1K	3.9e-10	1.0	6.2	-2.64
CAV2	q<=5.5e-20	57.5	358.2	-2.64
ARHGAP6	q<=5.5e-20	1.9	11.9	-2.63
KIF18B	q<=5.5e-20	6.2	1.0	2.63
PVT1	q<=5.5e-20	17.9	2.9	2.63
GSTM5	3.6e-18	3.8	23.8	-2.63
SLIT2	1.9e-15	6.2	38.4	-2.63
PCLAF	q<=5.5e-20	6.2	1.0	2.62
PIMREG	q<=5.5e-20	6.2	1.0	2.62
ARHGEF15	1.3e-15	4.9	30.4	-2.62
TOX3	q<=5.5e-20	11.4	1.9	2.61
ST6GALNAC5	q<=5.5e-20	2.9	17.9	-2.61
THBD	3.5e-14	20.3	124.1	-2.61
ZWINT	q<=5.5e-20	39.6	6.5	2.61
SYT12	q<=5.5e-20	6.1	1.0	2.61
ACVRL1	q<=5.5e-20	17.3	105.8	-2.61
ATOH8	6.4e-15	7.3	44.6	-2.61
RSPH4A	3.6e-04	1.3	8.1	-2.60
CCM2L	2.1e-16	1.3	7.9	-2.60
HBEGF	7.1e-12	20.9	127.1	-2.60
JAM2	q<=5.5e-20	6.3	38.1	-2.60
STEAP1	q<=5.5e-20	35.3	5.8	2.60
ACKR4	3.2e-18	1.0	6.0	-2.59
NGEF	q<=5.5e-20	6.0	1.0	2.59
SOX17	5.7e-11	2.0	11.7	-2.58
FAM111B	q<=5.5e-20	7.2	1.2	2.58
DEPDC1B	q<=5.5e-20	6.0	1.0	2.58
IL33	9.8e-19	16.9	101.0	-2.58
RSPO1	4.5e-12	1.0	6.0	-2.58
LUCAT1	5.2e-18	22.0	3.7	2.58
MIR3677	3.7e-06	2.5	15.2	-2.58
SPTBN2	q<=5.5e-20	12.1	2.0	2.58
KIF11	q<=5.5e-20	11.4	1.9	2.58
DUOXA1	q<=5.5e-20	7.3	43.2	-2.57
ACOXL	q<=5.5e-20	3.0	17.8	-2.57
RHBDL2	q<=5.5e-20	10.5	1.8	2.57
BUB1	q<=5.5e-20	13.6	2.3	2.57
STAC	2.1e-19	4.2	24.9	-2.56
DKK2	1.1e-14	2.1	12.6	-2.56
C6	3.2e-04	1.0	5.9	-2.56
DLC1	4.8e-17	24.6	144.4	-2.56
ACKR1	1.9e-10	16.2	95.4	-2.56
NDRG4	7.3e-12	4.2	24.9	-2.55
NKD1	9.4e-10	1.1	6.4	-2.55
FAM167A	2.3e-13	4.8	27.9	-2.55
EXO1	q<=5.5e-20	5.9	1.0	2.55
LOC105376453	9.3e-13	1.0	5.8	-2.55
NCAPG	q<=5.5e-20	5.8	1.0	2.54
CA2	7.1e-05	18.8	108.8	-2.54
CD101	1.3e-09	2.1	11.9	-2.54
AK4	q<=5.5e-20	8.1	1.4	2.54
LINC01426	q<=5.5e-20	7.2	1.2	2.54
FAM83D	q<=5.5e-20	13.5	2.3	2.54
PCAT19	1.3e-18	3.6	20.6	-2.53
IQCN	1.6e-08	2.7	15.7	-2.53
VSIG4	4.3e-14	54.5	313.6	-2.53
TGM1	1.5e-05	1.4	8.1	-2.53
STX1A	q<=5.5e-20	12.7	2.2	2.53
ZMYND10	2.7e-04	3.7	21.6	-2.53
ZBED2	9.3e-11	3.4	19.6	-2.53
NOVA2	5.4e-16	1.1	6.2	-2.52
CXCR2	1.2e-08	1.1	6.3	-2.52
MMP28	3.5e-19	12.9	73.9	-2.52
SULT1C4	4.4e-14	2.9	16.4	-2.52
CABCOCO1	2.0e-05	1.4	7.8	-2.52
CA9	q<=5.5e-20	5.7	1.0	2.52
CHEK1	q<=5.5e-20	9.8	1.7	2.52
AURKA	q<=5.5e-20	22.0	3.8	2.52
EPHA10	q<=5.5e-20	5.7	1.0	2.52
ADAMTS1	7.6e-11	14.2	81.5	-2.52
RASIP1	9.2e-20	6.7	38.2	-2.52
PCAT6	q<=5.5e-20	13.5	2.4	2.51
KLF4	3.2e-12	19.9	113.4	-2.51
MFAP3L	4.9e-13	1.3	7.4	-2.51
IRX1	1.2e-08	1.0	5.7	-2.51
ADTRP	1.6e-14	3.2	18.0	-2.51
PTPN21	q<=5.5e-20	6.3	35.7	-2.50
KANK4	6.8e-08	1.0	5.7	-2.50
EZH2	q<=5.5e-20	17.9	3.2	2.50
XDH	q<=5.5e-20	5.7	1.0	2.50
ROPN1L	3.2e-04	2.0	11.4	-2.50
ASPA	3.2e-19	1.0	5.6	-2.49
PHLDA2	q<=5.5e-20	66.2	11.8	2.49
ODAM	q<=5.5e-20	1.0	5.6	-2.49
SCG5	q<=5.5e-20	10.4	1.8	2.49
RADIL	1.0e-16	1.0	5.6	-2.49
FAM162B	2.8e-15	4.2	23.5	-2.48
USHBP1	1.0e-14	1.4	7.6	-2.48
ASF1B	q<=5.5e-20	25.5	4.6	2.48
ABCC3	q<=5.5e-20	117.2	21.1	2.48
PLEK2	q<=5.5e-20	24.0	4.3	2.48
SLC1A1	2.6e-16	9.4	52.8	-2.48
NTRK2	2.9e-05	1.0	5.5	-2.47
BEAN1	q<=5.5e-20	5.5	1.0	2.47
CLIC3	q<=5.5e-20	36.0	199.2	-2.47
CGNL1	q<=5.5e-20	11.0	60.4	-2.46
NXF3	7.5e-08	1.0	5.5	-2.46
CORO2B	3.0e-14	1.7	9.6	-2.46
COX4I2	8.9e-18	11.6	63.8	-2.46
FAM83A-AS1	q<=5.5e-20	5.5	1.0	2.46
CXCL14	2.3e-16	42.3	7.7	2.46
KRT80	q<=5.5e-20	33.1	6.0	2.46
DYNLRB2	3.4e-04	1.5	8.1	-2.46
CCNO	1.7e-17	11.4	2.1	2.45
SMAD6	4.6e-10	6.9	37.6	-2.45
