Gene	FDRAdjustedP-value	CancerSampleMed	NormalSampleMed	|log2FC|
SFTPB	q<=1.6e-19	321.2	19.6	4.04
SLC27A6	q<=1.6e-19	48.4	3.0	4.02
MPPED2	q<=1.6e-19	4.5	71.6	-4.00
MYOC	1.3e-08	1.0	15.8	-3.98
ICAM5	q<=1.6e-19	15.3	1.0	3.94
PLA2R1	q<=1.6e-19	4.1	61.9	-3.92
AGR3	2.2e-06	1.0	15.1	-3.91
CRABP1	7.0e-15	16.0	241.5	-3.91
CHI3L1	q<=1.6e-19	211.6	14.4	3.87
TDH-AS1	1.2e-15	1.1	15.8	-3.87
PPP1R1B	q<=1.6e-19	14.6	1.0	3.87
SLC4A4	q<=1.6e-19	3.6	52.0	-3.85
GRIN2C	3.7e-19	3.3	47.0	-3.82
TENM1	q<=1.6e-19	14.1	1.0	3.81
CXCL17	q<=1.6e-19	17.9	1.3	3.80
HGD	q<=1.6e-19	9.1	125.9	-3.79
RGS8	1.8e-09	1.0	13.6	-3.76
DES	2.2e-04	1.2	16.4	-3.75
SFN	q<=1.6e-19	33.6	2.5	3.75
LRRK2	q<=1.6e-19	68.2	5.1	3.75
LCN2	q<=1.6e-19	49.7	3.7	3.75
ATP2C2	q<=1.6e-19	1.6	22.1	-3.75
TMEM163	q<=1.6e-19	20.6	1.6	3.73
LYVE1	8.4e-15	1.8	23.3	-3.71
PDLIM4	q<=1.6e-19	157.2	12.0	3.71
DGKI	3.6e-13	2.1	27.3	-3.71
LPAR5	q<=1.6e-19	65.5	5.0	3.70
DLG2	q<=1.7e-19	1.6	21.1	-3.69
LINC02454	q<=1.6e-19	12.9	1.0	3.69
MRO	q<=1.6e-19	1.0	12.8	-3.68
OGN	6.2e-11	1.2	15.3	-3.67
GPM6A	2.0e-18	2.1	27.2	-3.67
CYP2S1	q<=1.6e-19	15.3	1.2	3.66
ETV4	q<=1.6e-19	55.7	4.4	3.65
NMU	q<=1.6e-19	12.6	1.0	3.65
KIT	2.4e-15	6.1	75.6	-3.64
CLCNKA	1.6e-06	1.0	12.4	-3.63
SYTL5	q<=1.6e-19	12.3	1.0	3.62
CLDN9	q<=1.6e-19	17.7	1.4	3.61
FOSB	3.1e-07	75.4	918.3	-3.61
GDF10	3.3e-11	1.0	11.8	-3.56
TCEAL5	6.2e-18	1.0	11.8	-3.56
FOXJ1	7.9e-07	1.0	12.1	-3.55
SPX	7.3e-18	4.6	53.3	-3.55
PCSK2	q<=1.6e-19	120.2	10.3	3.54
TCEAL2	q<=1.6e-19	13.6	155.3	-3.52
COMP	7.4e-19	19.4	1.7	3.52
LRRC52-AS1	q<=1.6e-19	11.1	1.0	3.48
SLIT1	q<=1.6e-19	11.2	1.0	3.48
AGR2	q<=1.6e-19	66.3	5.9	3.48
SEZ6L2	q<=1.6e-19	19.3	1.7	3.48
SLC26A7	9.4e-19	65.0	704.5	-3.44
QPCT	q<=1.6e-19	114.7	10.6	3.44
CYSLTR2	q<=1.6e-19	18.2	1.7	3.44
LINC02560	q<=1.6e-19	10.9	1.0	3.44
SELENOV	6.0e-12	1.0	10.9	-3.44
EDN3	2.2e-06	4.1	44.7	-3.43
SERTM1	2.2e-07	1.0	10.7	-3.42
LRG1	q<=1.6e-19	10.9	1.0	3.41
FABP4	8.3e-12	7.0	74.7	-3.41
APOD	9.2e-14	29.2	306.9	-3.39
KCNK2	2.9e-14	1.9	19.7	-3.38
PKNOX2	2.6e-16	3.4	35.4	-3.37
KCNJ2	q<=1.6e-19	11.9	1.2	3.36
SMOC2	2.0e-10	15.5	157.7	-3.35
ANK2	4.8e-13	2.1	21.6	-3.33
PID1	1.0e-18	1.1	10.7	-3.31
MT1F	2.9e-10	156.3	1554.2	-3.31
MFAP4	7.3e-14	10.4	102.5	-3.31
IGFL2	5.8e-19	9.9	1.0	3.30
PLCD3	q<=1.6e-19	64.4	6.6	3.28
DCN	3.6e-15	23.8	227.3	-3.26
PAPSS2	q<=1.6e-19	5.3	49.5	-3.23
PROS1	q<=1.6e-19	212.5	22.6	3.23
STXBP5L	6.9e-15	1.0	9.3	-3.22
TFF2	1.6e-12	1.0	9.3	-3.22
BAIAP3	q<=1.6e-19	9.7	1.1	3.20
CITED1	q<=1.6e-19	9.2	1.0	3.20
TUSC3	q<=1.6e-19	53.5	5.9	3.19
KHDRBS2	8.9e-18	2.0	18.1	-3.19
COL13A1	q<=1.6e-19	12.7	1.4	3.19
PROM1	3.1e-07	1.0	9.1	-3.18
FOXA2	6.3e-09	1.5	13.2	-3.18
GALE	q<=1.6e-19	134.3	15.0	3.17
HAP1	1.2e-18	1.0	9.1	-3.17
RYR2	2.6e-18	1.0	9.0	-3.17
CLCNKB	1.1e-15	4.0	35.9	-3.16
CLDN10	q<=1.6e-19	8.9	1.0	3.15
EPHB3	q<=1.6e-19	12.4	1.4	3.15
DTX4	q<=1.6e-19	186.0	21.1	3.14
CAMK2N1	q<=1.6e-19	157.2	17.9	3.14
TIMP1	q<=1.6e-19	2226.5	253.0	3.14
AVPR1A	2.1e-12	1.6	14.4	-3.14
PLCH1	q<=1.6e-19	1.5	13.1	-3.12
PRSS2	8.9e-17	8.7	1.0	3.12
TRIM29	q<=1.6e-19	9.9	1.2	3.10
SLC26A4	q<=1.6e-19	55.3	473.5	-3.10
ALOX15B	q<=1.6e-19	34.4	4.0	3.10
WNT11	8.0e-14	1.0	8.6	-3.10
LRP1B	3.6e-18	1.0	8.5	-3.09
RERGL	2.2e-09	1.0	8.5	-3.09
RNU4ATAC	3.1e-09	1.0	8.5	-3.09
SRCIN1	q<=1.6e-19	8.5	1.0	3.09
THRSP	q<=1.6e-19	26.9	3.2	3.08
CTXN1	q<=1.6e-19	35.4	4.2	3.07
PRR36	q<=1.6e-19	15.7	1.9	3.07
MFAP5	6.6e-06	1.3	11.0	-3.07
FBLN1	8.9e-12	21.4	179.3	-3.07
MATN2	q<=1.6e-19	65.0	546.4	-3.07
GLT1D1	q<=1.6e-19	13.7	1.6	3.06
FAM180B	9.5e-15	1.0	8.4	-3.06
ODAM	4.8e-15	1.0	8.2	-3.04
EGR2	5.3e-08	38.7	317.0	-3.04
TBX22	5.5e-11	1.0	8.2	-3.04
RNU5F-1	1.1e-08	1.0	8.2	-3.04
GABRD	q<=1.6e-19	8.2	1.0	3.04
CTXND1	q<=1.6e-19	8.1	1.0	3.02
RASD2	q<=1.6e-19	17.9	2.2	3.02
BEX1	4.1e-13	14.4	117.0	-3.02
MRC2	q<=1.6e-19	93.9	11.6	3.02
TMEM139	2.2e-16	1.3	10.5	-3.02
OTOS	2.7e-11	23.7	192.0	-3.02
PODN	4.0e-12	2.9	23.2	-3.02
MGAT3	q<=1.6e-19	15.1	1.9	3.00
ZNF804B	2.2e-13	1.0	8.0	-3.00
TNFRSF11B	q<=1.6e-19	30.1	238.4	-2.99
WNT10A	q<=1.6e-19	8.0	1.0	2.99
GSTM5	7.6e-17	1.6	12.4	-2.99
CDH2	q<=1.6e-19	28.1	3.6	2.98
F10	5.1e-16	1.3	9.9	-2.98
KLK11	q<=1.6e-19	7.9	1.0	2.98
FAM167A	4.5e-09	17.8	139.7	-2.97
PCOLCE2	7.7e-06	1.0	7.8	-2.96
TIAM1	q<=1.6e-19	15.5	2.0	2.96
RASSF6	4.5e-11	1.0	7.8	-2.96
PPARGC1A	2.0e-18	5.0	38.3	-2.94
GLT8D2	q<=1.6e-19	8.3	63.2	-2.94
GLDC	5.1e-05	1.0	7.7	-2.94
TDRD9	2.1e-12	2.3	17.4	-2.93
NR2F1-AS1	q<=1.6e-19	16.0	2.1	2.92
TMEM171	5.1e-16	10.7	80.6	-2.92
DOK7	q<=1.6e-19	11.0	1.5	2.92
ITPR1	q<=1.6e-19	9.2	69.7	-2.91
EPHB1	3.0e-18	2.8	21.2	-2.90
SH2D6	7.8e-19	1.0	7.5	-2.90
CD164L2	q<=1.6e-19	7.5	1.0	2.90
ELMO1	q<=1.6e-19	13.4	100.0	-2.90
NAT8L	q<=1.6e-19	15.7	2.1	2.89
RASSF9	4.4e-18	1.0	7.4	-2.89
TMC6	q<=1.6e-19	54.2	7.4	2.88
LTF	1.2e-05	3.8	28.0	-2.88
NCAM1	q<=1.6e-19	10.2	74.7	-2.88
CAPN6	1.2e-06	1.0	7.3	-2.87
GRIK4	5.2e-10	1.0	7.3	-2.87
PAK3	1.7e-12	1.1	7.8	-2.86
DNAAF1	2.1e-16	1.8	13.0	-2.85
FAM189A1	1.6e-13	1.3	9.7	-2.85
CYP1B1	q<=1.6e-19	33.4	4.6	2.85
LINC02432	2.4e-13	1.8	13.2	-2.85
LEMD1	q<=1.6e-19	14.9	2.1	2.85
NUGGC	4.7e-11	1.0	7.1	-2.84
PBX4	1.6e-18	6.3	44.8	-2.84
DUSP4	q<=1.6e-19	20.6	2.9	2.84
CDON	4.3e-17	3.6	25.9	-2.84
CST6	q<=1.6e-19	310.1	43.4	2.84
ALOX5	q<=1.6e-19	44.0	6.2	2.83
OMD	6.9e-12	1.0	7.1	-2.83
LOC105377590	1.3e-10	1.0	7.1	-2.82
TNFRSF12A	9.6e-14	475.6	67.3	2.82
PLEKHN1	q<=1.6e-19	7.1	1.0	2.82
MISP	q<=1.6e-19	7.0	1.0	2.81
COL23A1	q<=1.6e-19	30.5	214.2	-2.81
FOXP2	q<=1.6e-19	1.8	12.5	-2.81
LOC102723517	q<=1.6e-19	2.5	17.2	-2.80
IP6K3	7.4e-14	3.2	22.5	-2.80
CAPSL	2.7e-08	1.6	10.8	-2.80
ALDH1A3	q<=1.6e-19	7.6	1.1	2.78
ABI3BP	1.5e-17	8.7	60.2	-2.78
RNF150	9.4e-17	1.7	11.7	-2.78
PROX1	4.3e-19	1.9	13.3	-2.78
MIOX	4.6e-16	3.7	25.4	-2.77
ARHGAP24	3.6e-19	5.2	35.5	-2.77
LIFR	6.0e-16	6.3	43.3	-2.77
PLAU	q<=1.6e-19	85.4	12.6	2.76
CCL13	q<=1.6e-19	8.4	1.2	2.76
SLITRK5	8.8e-08	1.0	6.7	-2.74
NR4A3	2.1e-04	2.3	15.1	-2.74
ZFPM2	q<=1.6e-19	2.5	16.8	-2.74
LMOD1	8.5e-12	10.1	67.1	-2.73
TFF1	5.2e-09	1.0	6.6	-2.73
KLK2	1.8e-09	1.0	6.6	-2.73
TNNT3	2.5e-06	1.0	6.6	-2.72
PLEKHG4B	2.5e-13	1.0	6.6	-2.72
FLRT1	5.4e-05	1.0	6.6	-2.71
KRT15	q<=1.6e-19	6.5	1.0	2.71
RTL4	q<=1.6e-19	6.5	1.0	2.71
CRLF1	2.0e-18	49.9	7.6	2.71
CIB4	2.3e-04	1.0	6.5	-2.70
ADIG	9.5e-09	1.0	6.5	-2.70
KRT17	4.7e-05	7.8	1.2	2.70
CA4	1.3e-12	5.4	35.3	-2.70
TESC	q<=1.6e-19	189.3	29.1	2.70
CFD	1.8e-10	16.1	103.6	-2.69
EBI3	7.3e-08	8.2	1.3	2.69
C8orf88	1.6e-18	1.0	6.5	-2.69
CPXM1	4.2e-09	11.7	75.2	-2.69
WDR72	q<=1.6e-19	12.2	78.8	-2.69
FAM124A	4.4e-15	1.0	6.5	-2.69
TMPRSS3	2.0e-17	2.8	17.7	-2.68
RUNX1	q<=1.6e-19	310.7	48.8	2.67
UPK3A	6.9e-06	1.0	6.4	-2.67
RYR1	q<=1.6e-19	6.4	1.0	2.67
LNCNEF	8.1e-08	1.0	6.3	-2.66
PDLIM3	7.6e-15	7.0	43.9	-2.66
STK32A	q<=1.6e-19	41.8	6.6	2.66
FIBIN	8.3e-12	2.3	14.3	-2.65
XKRX	q<=1.6e-19	6.3	1.0	2.65
SDC4	q<=1.6e-19	1064.6	169.3	2.65
HMGA2-AS1	q<=1.6e-19	8.6	1.4	2.65
LINC00092	q<=1.6e-19	2.4	15.2	-2.65
NFE2L3	q<=1.6e-19	24.4	3.9	2.64
CDH6	q<=1.6e-19	13.9	2.2	2.64
ABCC3	q<=1.6e-19	50.3	8.0	2.64
SORBS2	5.0e-16	43.0	265.5	-2.63
SOD3	4.7e-15	54.0	335.8	-2.63
KCNQ3	q<=1.6e-19	6.2	1.0	2.63
OSR1	1.3e-10	1.0	6.1	-2.62
FGF7	3.9e-10	1.0	6.2	-2.62
HBB	2.3e-06	75.9	464.9	-2.62
FHL1	q<=1.6e-19	135.7	827.3	-2.61
LGI3	1.1e-12	6.2	37.8	-2.61
TPPP	4.0e-15	3.8	22.9	-2.61
LINC01586	3.2e-15	1.0	6.1	-2.61
OGDHL	7.7e-17	11.5	70.4	-2.61
SBSPON	3.0e-11	1.0	6.1	-2.61
LAMP5	1.2e-08	8.4	1.4	2.60
SYNDIG1	q<=1.6e-19	2.5	15.0	-2.60
CLUL1	4.9e-17	1.3	7.8	-2.60
ART5	2.6e-13	1.0	6.1	-2.60
LGALS3	q<=1.6e-19	881.8	146.8	2.59
KCP	q<=1.6e-19	6.0	1.0	2.59
FAM20A	q<=1.6e-19	52.7	8.8	2.59
LOC100507477	q<=1.6e-19	1.2	7.4	-2.59
KIF19	2.8e-10	1.0	6.0	-2.58
FMO2	1.3e-12	1.0	5.9	-2.57
AGTR1	2.3e-09	1.0	5.9	-2.56
ALDH3B1	q<=1.6e-19	42.4	7.2	2.56
MIR31HG	q<=1.6e-19	13.0	2.2	2.56
AHNAK2	q<=1.6e-19	5.9	1.0	2.56
FAM95C	2.1e-12	1.1	6.3	-2.56
C7	5.3e-08	8.0	46.7	-2.55
NR4A1	5.2e-07	75.2	441.6	-2.55
EPHA3	2.9e-18	4.4	25.5	-2.55
PWWP3B	4.1e-07	2.9	16.8	-2.54
SLC29A4	1.2e-08	1.9	11.0	-2.54
HPCAL4	q<=1.6e-19	5.8	1.0	2.53
LRRC4C	1.7e-14	1.5	8.8	-2.53
SHROOM4	q<=1.6e-19	23.6	4.1	2.53
EVA1A	q<=1.6e-19	28.7	5.0	2.53
DIRAS2	2.2e-16	1.0	5.7	-2.52
CUX2	4.9e-06	1.0	5.7	-2.52
ADORA1	q<=1.6e-19	35.4	6.2	2.51
ULBP2	q<=1.6e-19	7.2	1.3	2.51
MT1M	7.0e-09	12.3	69.6	-2.50
MET	q<=1.6e-19	211.5	37.4	2.50
CSGALNACT1	2.3e-19	32.0	179.5	-2.49
TREM1	6.6e-15	7.8	1.4	2.49
MIR3189	q<=1.6e-19	5.6	1.0	2.49
NPC2	q<=1.6e-19	3760.1	675.3	2.48
CCN1	1.7e-08	223.7	1248.4	-2.48
DUSP6	q<=1.6e-19	326.9	58.7	2.48
ADAM22	7.2e-19	1.3	7.1	-2.48
SGCD	1.1e-11	3.7	20.6	-2.48
HBA2	1.4e-05	23.8	132.4	-2.48
TSPAN8	1.1e-07	1.0	5.5	-2.47
MMP7	1.3e-09	8.6	1.6	2.47
GGT6	q<=1.6e-19	5.5	1.0	2.46
CTSH	q<=1.6e-19	388.3	70.5	2.46
CDKN2B	q<=1.6e-19	5.5	1.0	2.46
MAMLD1	q<=1.6e-19	9.9	1.8	2.46
TNC	q<=1.6e-19	26.8	4.9	2.46
ANGPTL1	q<=1.6e-19	10.5	57.7	-2.46
RIMS4	3.4e-13	2.2	12.4	-2.46
ADAM33	4.2e-16	1.1	6.3	-2.45
LINC02028	6.4e-18	1.2	6.7	-2.44
ANKS1B	2.8e-17	2.0	10.8	-2.44
JUN	5.9e-10	255.9	1383.1	-2.43
MYO1G	7.8e-19	20.0	3.7	2.43
SSX1	q<=1.6e-19	5.4	1.0	2.43
RSPO4	q<=1.6e-19	15.3	2.8	2.43
CLDN2	q<=1.6e-19	5.4	1.0	2.42
CBLN1	q<=1.6e-19	7.8	1.5	2.42
LAD1	q<=1.6e-19	31.0	5.8	2.42
MIR138-1	1.3e-07	1.0	5.3	-2.42
CNTN5	4.8e-13	1.0	5.3	-2.41
KRT19	q<=1.6e-19	509.2	96.0	2.41
GRAMD2A	q<=1.6e-19	3.2	17.0	-2.40
EFEMP1	q<=1.6e-19	52.6	275.0	-2.39
MIR221	8.8e-13	8.6	1.6	2.39
GHR	1.5e-18	1.5	7.8	-2.39
NPR3	2.0e-07	3.8	20.0	-2.39
TGFA	q<=1.6e-19	58.1	11.2	2.38
B3GNT7	q<=1.6e-19	16.3	3.1	2.38
SLPI	5.4e-16	184.4	35.7	2.37
B4GALNT2	4.2e-08	1.0	5.1	-2.36
LAYN	q<=1.6e-19	7.6	39.2	-2.36
ENTPD1	q<=1.6e-19	35.1	6.8	2.36
TNFRSF10C	q<=1.6e-19	10.2	2.0	2.36
UBE2QL1	q<=1.6e-19	9.5	1.9	2.35
RNF157-AS1	2.1e-13	1.4	7.2	-2.34
LIPI	3.3e-06	1.0	5.0	-2.34
LRATD1	q<=1.6e-19	12.6	2.5	2.34
ADRA1B	q<=1.6e-19	5.1	1.0	2.34
EGR1	3.3e-09	424.9	2140.6	-2.33
SFTPC	4.0e-04	1.0	5.0	-2.33
KRT80	q<=1.6e-19	16.0	3.2	2.33
SPOCK2	q<=1.6e-19	113.5	22.5	2.33
FNDC4	q<=1.6e-19	38.2	7.7	2.32
NR1D1	q<=1.6e-19	43.3	8.7	2.32
FXYD5	q<=1.6e-19	276.6	55.4	2.32
MARCO	4.2e-09	11.1	2.2	2.32
TDRD6	7.7e-16	1.1	5.3	-2.31
MPZL2	q<=1.6e-19	389.0	78.3	2.31
SHANK2	2.0e-17	3.5	17.1	-2.31
GPR83	1.9e-08	1.6	8.0	-2.30
GRHL3	q<=1.6e-19	4.9	1.0	2.30
KY	1.5e-13	2.3	11.4	-2.30
ROR2	q<=1.6e-19	6.8	33.2	-2.30
PTPRE	q<=1.6e-19	37.2	7.6	2.30
RAP1GAP	q<=1.6e-19	79.7	391.1	-2.29
MMP11	7.8e-19	10.2	2.1	2.29
MROH6	q<=1.6e-19	8.7	1.8	2.29
TBC1D4	q<=1.6e-19	11.5	56.1	-2.29
CCDC85A	9.3e-16	1.5	7.2	-2.29
SCN1B	q<=1.6e-19	26.9	5.5	2.29
LAMA2	4.5e-13	1.2	5.8	-2.29
VIT	2.8e-12	1.0	4.9	-2.28
ADGRV1	2.0e-16	1.0	4.9	-2.28
PLXNC1	q<=1.6e-19	23.5	4.8	2.28
UNC5CL	q<=1.6e-19	5.2	1.1	2.28
SYNE1	2.6e-18	7.2	34.8	-2.27
MDK	q<=1.6e-19	420.3	86.8	2.27
C1S	2.8e-09	36.5	176.1	-2.27
AGPAT4	q<=1.6e-19	1.2	5.7	-2.27
ADAMTS9	q<=1.6e-19	19.3	4.0	2.27
PDE5A	q<=1.6e-19	106.5	22.1	2.27
SVEP1	3.8e-12	1.0	4.8	-2.27
ICAM1	q<=1.6e-19	70.1	14.7	2.26
NECAB1	6.4e-17	1.0	4.7	-2.25
AKR1E2	1.2e-06	1.1	5.3	-2.25
DUSP5	q<=1.6e-19	145.6	30.7	2.25
CNFN	q<=1.6e-19	11.2	2.3	2.25
ABTB2	q<=1.6e-19	13.3	2.8	2.24
CDKN2A	q<=1.6e-19	5.0	1.1	2.24
SMAD9	1.9e-17	13.4	63.2	-2.24
VLDLR-AS1	1.1e-13	2.8	13.1	-2.24
CFI	q<=1.6e-19	20.3	4.3	2.23
E2F1	q<=1.6e-19	8.7	1.9	2.23
GALNT9	5.5e-11	3.5	16.6	-2.23
RIN1	q<=1.6e-19	4.8	1.0	2.23
SLC66A1L	3.9e-19	3.8	17.7	-2.23
DEPTOR	q<=1.6e-19	39.6	186.7	-2.23
HSPB6	3.0e-08	1.2	5.6	-2.23
NOD1	q<=1.6e-19	31.4	6.7	2.23
CLMN	q<=1.6e-19	1.8	8.2	-2.22
MXRA8	q<=1.6e-19	343.0	73.6	2.22
FERMT1	1.1e-12	1.4	6.6	-2.22
ITGA2	q<=1.6e-19	17.8	3.8	2.21
SPINK2	q<=1.6e-19	5.3	1.1	2.21
C4orf48	q<=1.6e-19	25.9	5.6	2.21
HLF	6.6e-15	6.5	30.3	-2.21
STAC	q<=1.6e-19	4.6	1.0	2.21
APOE	q<=1.6e-19	676.6	147.4	2.20
EPHA10	q<=1.6e-19	4.6	1.0	2.20
PLEKHD1	2.4e-12	1.0	4.6	-2.20
ODF3L1	2.6e-05	1.0	4.6	-2.20
SLC25A15	6.1e-06	9.0	41.2	-2.20
CCDC146	2.6e-19	6.4	29.4	-2.19
RUNX2	q<=1.6e-19	10.9	2.4	2.19
IL1RAP	q<=1.6e-19	20.9	4.6	2.19
BRINP1	q<=1.6e-19	4.6	1.0	2.19
SAMD5	8.5e-08	1.0	4.6	-2.19
COLEC12	4.3e-13	2.3	10.7	-2.19
KATNAL2	1.6e-16	3.7	17.0	-2.19
GAS1	1.8e-08	2.1	9.7	-2.19
COL25A1	7.9e-07	1.0	4.5	-2.18
RNVU1-15	3.5e-11	1.0	4.5	-2.18
TBX1	4.8e-12	1.3	6.1	-2.18
FAM3B	1.7e-10	4.8	21.7	-2.18
DIO2	8.0e-15	64.5	291.5	-2.18
RDH5	q<=1.6e-19	5.6	1.2	2.18
GJB6	1.3e-08	3.0	13.4	-2.18
C1QTNF7	5.7e-13	1.0	4.5	-2.17
PHYHIP	q<=1.6e-19	29.1	6.5	2.17
HRH1	q<=1.6e-19	5.7	1.3	2.17
HKDC1	7.5e-14	2.9	13.0	-2.17
TMEM184A	q<=1.6e-19	4.5	1.0	2.16
LRP2	1.7e-16	13.8	61.8	-2.16
SCUBE3	2.5e-11	14.4	64.5	-2.16
ADM2	2.2e-08	7.7	34.4	-2.16
FOS	1.2e-09	593.8	2648.2	-2.16
HIGD1B	q<=1.6e-19	8.4	1.9	2.15
GRB7	q<=1.6e-19	48.4	10.9	2.15
PRSS23	q<=1.6e-19	224.5	50.5	2.15
LIFR-AS1	1.8e-13	1.4	6.0	-2.15
HEY2	q<=1.6e-19	20.0	4.5	2.14
TMEM215	3.7e-19	4.4	1.0	2.14
SLC24A3	1.2e-17	1.8	7.8	-2.14
SUCNR1	1.2e-11	2.9	12.6	-2.13
PNMT	q<=1.6e-19	4.4	1.0	2.13
ANXA1	5.7e-14	2516.8	575.7	2.13
SCG5	q<=1.6e-19	91.3	20.9	2.13
GABBR2	q<=1.6e-19	24.5	5.6	2.13
HES6	q<=1.6e-19	22.3	5.1	2.13
TM4SF4	q<=1.6e-19	4.4	1.0	2.13
BBC3	q<=1.6e-19	25.0	5.7	2.13
GNA14	2.3e-15	8.0	35.1	-2.13
GABRB3	6.6e-08	3.2	14.1	-2.13
ASF1B	1.6e-13	10.9	2.5	2.12
MDFI	q<=1.6e-19	11.7	2.7	2.12
MTMR11	q<=1.6e-19	13.9	3.2	2.12
NAB2	7.2e-16	164.6	37.7	2.12
LOC100129434	1.4e-17	1.8	7.7	-2.12
DIRAS3	q<=1.6e-19	33.3	7.6	2.12
ADM	q<=1.6e-19	57.9	13.3	2.12
FRMD3	q<=1.6e-19	117.8	27.3	2.11
NRCAM	q<=1.6e-19	27.0	6.2	2.11
AR	2.3e-11	2.2	9.5	-2.10
IGFBP6	q<=1.6e-19	369.5	85.9	2.10
BID	q<=1.6e-19	48.7	11.4	2.10
FCGBP	7.5e-15	67.2	289.2	-2.10
GALNT7	q<=1.6e-19	59.0	13.9	2.09
TMOD1	1.9e-19	5.7	24.1	-2.09
TSPAN11	3.5e-13	1.2	5.3	-2.09
AMIGO2	q<=1.6e-19	23.6	5.5	2.09
FGL2	3.7e-15	10.1	42.7	-2.09
SDK1	q<=1.6e-19	6.4	1.5	2.09
CCL17	1.4e-14	4.2	1.0	2.08
EBF4	2.1e-07	12.4	52.5	-2.08
KCTD8	8.6e-18	1.6	6.7	-2.08
MUC21	q<=1.6e-19	4.2	1.0	2.08
RELN	5.5e-17	1.0	4.2	-2.08
CP	7.1e-06	1.7	7.3	-2.08
TK1	6.5e-07	17.5	4.1	2.08
IER5L	q<=1.6e-19	11.6	2.8	2.08
TCIM	q<=1.6e-19	104.6	24.9	2.07
IQGAP2	3.1e-19	14.3	60.2	-2.07
PDGFRA	6.4e-12	1.9	8.1	-2.07
SPTBN2	q<=1.6e-19	4.2	1.0	2.07
