Gene	FDRAdjustedP-value	CancerSampleMed	NormalSampleMed	|log2FC|
EPHX4	q<=1.5e-18	13.1	1.0	3.71
SLC51B	8.1e-04	9.7	124.2	-3.67
COL10A1	8.1e-06	12.5	1.0	3.64
TMEM100	3.9e-04	1.0	12.3	-3.62
CBX2	1.8e-17	13.0	1.1	3.62
RBM24	2.3e-04	1.0	12.0	-3.59
PADI2	5.8e-04	22.0	262.8	-3.58
CP	5.8e-06	1.0	11.8	-3.56
DUOXA2	3.2e-06	15.5	1.3	3.54
GHR	7.6e-05	1.3	14.6	-3.54
PITX2	q<=1.5e-18	11.6	1.0	3.54
SULT1A2	1.0e-03	2.0	23.5	-3.54
POU5F1B	1.4e-14	11.6	1.0	3.53
SIM2	q<=1.5e-18	11.4	1.0	3.51
TDGF1	4.5e-18	38.9	3.5	3.48
IL1R2	4.8e-04	7.9	87.6	-3.47
NXPE4	5.7e-05	19.8	216.7	-3.46
ESM1	1.0e-17	11.0	1.0	3.46
GLP2R	8.9e-04	1.0	10.9	-3.45
CCNO	6.0e-13	10.8	1.0	3.44
MYEOV	3.2e-11	22.6	2.1	3.43
COMP	6.4e-06	10.7	1.0	3.42
EVA1A	5.2e-17	10.9	1.0	3.42
UGT1A10	5.9e-04	1.9	20.2	-3.41
CGREF1	q<=1.5e-18	40.4	3.9	3.37
MT1F	3.9e-04	30.7	314.7	-3.36
MIR3189	6.3e-09	10.2	1.0	3.34
PLAC8	4.6e-04	26.1	260.8	-3.32
PCSK9	1.4e-06	34.5	3.4	3.32
GPER1	4.3e-04	1.4	13.9	-3.31
HSD17B2	8.7e-04	9.0	88.9	-3.30
CHST5	5.1e-04	1.0	9.8	-3.30
CTHRC1	5.2e-11	52.3	5.4	3.29
COL11A1	5.5e-05	9.7	1.0	3.27
VSNL1	2.7e-15	29.4	3.1	3.26
SLCO4A1	q<=1.5e-18	57.6	6.0	3.26
C2CD4A	4.6e-12	9.5	1.0	3.25
MFSD4A	3.2e-05	5.1	48.5	-3.25
IGLL5	5.9e-04	1.0	9.5	-3.24
HAGLR	6.2e-05	2.5	23.4	-3.24
PABPC1L	7.1e-12	20.7	2.2	3.24
CYP2B6	1.0e-14	23.0	2.4	3.23
CIDEC	7.6e-04	2.4	22.4	-3.23
KLF4	4.1e-04	41.4	385.8	-3.22
TGFBI	2.3e-17	834.5	89.5	3.22
PLEKHS1	1.0e-04	20.6	2.2	3.21
PLAC9	8.8e-05	4.6	41.7	-3.19
ACKR1	2.4e-04	8.5	77.1	-3.18
TACSTD2	1.8e-04	13.2	1.5	3.18
CNTFR	9.1e-04	1.0	8.9	-3.16
TRIM29	6.2e-13	74.5	8.3	3.16
GNG7	2.2e-04	1.2	10.7	-3.15
SLCO4A1-AS1	3.5e-09	8.7	1.0	3.12
MDFI	q<=1.5e-18	18.4	2.1	3.11
STC2	1.2e-14	16.5	1.9	3.10
EDN3	9.6e-05	5.7	48.7	-3.09
SLC7A5	7.4e-15	94.2	11.1	3.09
NFE2L3	q<=1.5e-18	112.2	13.4	3.07
FAM189A1	3.8e-04	1.0	8.4	-3.06
HAPLN1	6.5e-07	1.1	9.2	-3.06
LGR5	1.4e-14	40.7	4.9	3.05
LDHD	2.5e-04	7.5	60.7	-3.03
GCNT2	7.4e-04	1.0	8.0	-3.01
MLXIPL	5.9e-09	31.4	3.9	3.00
TMPRSS13	7.0e-11	7.9	1.0	2.99
ENTPD8	5.5e-04	10.3	81.7	-2.98
SLC6A6	q<=1.5e-18	55.5	7.1	2.97
UCA1	2.4e-07	7.8	1.0	2.96
SP5	1.9e-11	11.2	1.4	2.96
PSAT1	2.4e-15	60.2	7.7	2.96
SLC9A2	1.6e-04	5.3	41.4	-2.96
AJUBA	q<=1.5e-18	19.9	2.6	2.95
CKB	3.3e-04	451.9	3472.9	-2.94
ZBTB7C	4.4e-04	4.7	35.7	-2.94
SNORA71B	2.1e-12	9.1	1.2	2.94
KLK6	2.5e-05	7.6	1.0	2.93
BBOX1-AS1	1.2e-11	7.6	1.0	2.92
SELENOP	1.6e-04	45.0	339.3	-2.92
MEX3A	5.4e-18	7.5	1.0	2.92
MAFG-DT	q<=1.5e-18	7.6	1.0	2.91
HPGD	3.0e-04	22.8	171.0	-2.91
GDPD5	4.5e-14	26.6	3.6	2.91
PVT1	q<=1.5e-18	19.9	2.6	2.91
NR3C2	9.6e-04	7.5	55.9	-2.90
SLC6A20	3.4e-09	7.4	1.0	2.89
LRRC19	2.6e-04	11.0	81.5	-2.89
COL7A1	1.5e-09	7.2	1.0	2.85
ANO5	4.9e-05	1.0	7.2	-2.84
MACC1	3.4e-18	23.6	3.3	2.83
CPM	1.0e-04	5.3	37.1	-2.82
ITM2A	1.0e-03	9.5	66.6	-2.81
SNORD3A	1.0e-04	21.6	3.1	2.80
IL6R	3.4e-04	4.4	30.4	-2.79
BMP5	3.9e-05	1.1	7.2	-2.77
TSPAN1	6.0e-04	318.0	2161.2	-2.77
LILRB5	4.6e-04	1.7	11.4	-2.76
CRYBA2	5.9e-04	1.0	6.8	-2.76
APLN	2.1e-09	6.8	1.0	2.76
VPS9D1-AS1	q<=1.5e-18	11.3	1.7	2.75
TNS4	3.2e-08	55.3	8.3	2.74
STRA6	1.4e-06	6.6	1.0	2.73
HKDC1	6.4e-11	50.4	7.6	2.73
RHPN1	1.7e-15	11.3	1.7	2.71
ADAMTS12	1.7e-10	6.5	1.0	2.71
GCNT3	3.4e-04	24.4	157.9	-2.69
SEMA6A	5.4e-04	6.3	41.0	-2.69
MIR647	2.5e-10	17.0	2.7	2.67
AGT	1.5e-15	26.7	4.2	2.67
EFNA5	8.4e-04	1.0	6.4	-2.67
SLC25A34	8.5e-04	1.0	6.3	-2.67
UNC5CL	2.2e-16	10.9	1.7	2.67
LINC01082	4.1e-04	1.0	6.4	-2.67
GNG4	1.0e-12	22.4	3.5	2.66
UGT1A8	4.8e-04	1.0	6.3	-2.66
MB	1.1e-04	2.5	16.0	-2.66
TENT5C	1.4e-04	6.3	40.0	-2.66
BARX2	6.1e-04	3.9	24.8	-2.66
MSX2	4.2e-09	6.3	1.0	2.65
SPTBN2	q<=1.5e-18	8.2	1.3	2.65
KLK10	1.0e-05	6.2	1.0	2.63
WNT2	2.1e-13	6.2	1.0	2.63
B3GALT1	5.4e-04	1.0	6.2	-2.63
GLIPR2	1.6e-04	16.3	100.7	-2.62
TP53INP2	6.7e-04	23.8	146.2	-2.62
ALDOB	3.0e-05	12.0	2.0	2.62
GABRE	3.5e-13	24.0	3.9	2.62
C2	q<=1.5e-18	34.7	5.7	2.61
CXCL1	1.3e-10	103.0	16.9	2.60
SP6	8.7e-14	15.1	2.5	2.60
PLCL2	3.0e-04	2.8	16.9	-2.59
GPR143	1.0e-17	12.6	2.1	2.59
ATOH1	1.0e-03	6.4	38.1	-2.58
SRPX2	2.5e-13	11.8	2.0	2.57
HILPDA	q<=1.5e-18	52.4	8.9	2.56
SCD	6.5e-14	270.5	45.8	2.56
FAM3B	2.4e-05	5.9	1.0	2.56
LCN2	1.5e-04	1029.4	174.2	2.56
MYOM3	1.2e-11	11.3	1.9	2.56
FRMD3	2.0e-04	3.8	22.2	-2.56
TMEM220-AS1	1.3e-05	1.0	6.0	-2.56
PRSS33	2.2e-05	5.9	1.0	2.56
ADAM12	5.5e-06	5.9	1.0	2.56
VSTM2A	1.9e-04	1.0	5.9	-2.55
ARID3A	1.4e-16	21.6	3.7	2.54
LRP8	4.7e-17	6.1	1.1	2.54
PRR36	8.9e-13	5.8	1.0	2.54
APOBEC1	1.6e-07	10.4	1.8	2.54
IFITM1	q<=1.5e-18	639.8	110.9	2.53
GTF2IRD1	q<=1.5e-18	66.7	11.6	2.52
XRCC2	q<=1.5e-18	5.7	1.0	2.51
AXIN2	q<=1.5e-18	89.5	15.8	2.50
SNORD14E	9.5e-09	5.7	1.0	2.50
LINC01605	2.9e-17	5.6	1.0	2.49
SMPDL3A	1.1e-04	25.4	141.1	-2.48
TMEM253	3.5e-04	1.0	5.6	-2.48
SEMA6D	9.9e-04	2.7	15.0	-2.48
SERPINB5	2.0e-04	41.5	7.5	2.47
TEAD4	3.5e-18	45.7	8.3	2.47
ITM2C	2.0e-04	486.8	2705.0	-2.47
METTL7A	4.8e-05	31.2	172.6	-2.47
SHH	1.4e-16	48.0	8.7	2.46
DACH1	9.1e-16	22.9	4.2	2.46
SPON1	4.2e-04	14.5	79.9	-2.46
ST3GAL4	7.8e-04	34.1	184.5	-2.44
HAGHL	9.7e-10	9.4	1.7	2.44
PRR7	3.2e-18	8.7	1.6	2.44
LINC00659	3.3e-07	5.4	1.0	2.43
CYSLTR1	5.1e-04	1.0	5.6	-2.43
XKRX	1.6e-12	5.5	1.0	2.43
CXCL11	2.7e-07	8.6	1.6	2.42
TSPAN7	2.0e-04	16.0	85.9	-2.42
MROH6	1.0e-10	15.8	3.0	2.42
TMEM238L	4.9e-04	1.1	6.1	-2.41
ACSL6	1.3e-07	5.3	1.0	2.41
ENTPD5	7.6e-04	26.7	140.8	-2.40
PGGHG	1.2e-09	24.3	4.6	2.40
SERPINE1	2.4e-04	24.9	4.8	2.39
SFRP4	3.1e-05	23.4	4.5	2.39
SKA3	6.3e-18	27.2	5.2	2.39
SRMS	1.1e-12	5.3	1.0	2.39
MSX1	1.1e-04	5.2	1.0	2.38
TCF7	8.0e-17	56.1	10.8	2.38
IL23A	1.7e-10	5.2	1.0	2.37
CPXM1	2.6e-09	13.1	2.6	2.36
ATP11A	q<=1.5e-18	28.2	5.5	2.36
PILRB	3.9e-07	5.1	1.0	2.36
CA9	7.4e-06	12.1	2.4	2.36
NKD1	1.5e-09	15.1	3.0	2.35
ANLN	3.2e-16	36.2	7.2	2.34
OLFM1	9.8e-04	4.1	20.6	-2.33
LPAR1	6.6e-04	5.4	27.0	-2.33
TUSC8	2.0e-14	24.7	4.9	2.33
MAPK15	1.9e-07	5.0	1.0	2.32
SLC17A9	1.6e-10	37.5	7.5	2.32
SLC12A9-AS1	3.1e-16	6.3	1.3	2.31
ST6GALNAC1	4.1e-04	68.6	340.1	-2.31
SNORD19C	2.5e-11	8.0	1.6	2.31
DBNDD1	q<=1.5e-18	26.4	5.3	2.31
GSN	3.9e-04	256.2	1258.1	-2.30
SPINK2	1.5e-04	1.0	4.9	-2.30
NDN	6.2e-04	9.9	49.0	-2.30
SNORD99	9.9e-15	8.6	1.8	2.29
SNHG17	2.9e-18	115.3	23.5	2.29
SFTA2	1.6e-06	4.9	1.0	2.29
PLEKHG4	q<=1.5e-18	19.4	4.0	2.29
FUT1	q<=1.5e-18	4.8	1.0	2.27
SLC7A11	3.4e-12	5.2	1.1	2.27
SPATA25	4.1e-16	4.9	1.0	2.27
AUNIP	7.0e-16	8.6	1.8	2.27
CDC25B	1.6e-18	126.4	26.1	2.27
ORC6	7.4e-18	25.1	5.2	2.27
MTHFD1L	5.8e-16	37.8	7.9	2.26
CLDN5	8.7e-04	6.7	32.2	-2.26
HTR1D	1.5e-10	4.8	1.0	2.26
CELSR3	q<=1.5e-18	4.7	1.0	2.25
SMKR1	3.7e-13	4.8	1.0	2.25
BGN	7.0e-11	222.4	46.9	2.25
EDAR	1.3e-08	7.5	1.6	2.24
DPF3	5.4e-04	1.0	4.7	-2.24
MFAP2	2.9e-12	26.7	5.6	2.24
TRPM2	4.1e-16	10.8	2.3	2.23
PHLDA1	1.5e-06	41.0	8.7	2.23
AKR1C2	9.5e-04	1.6	7.3	-2.22
EREG	8.8e-07	29.7	6.4	2.22
RGS9	5.5e-04	2.2	10.1	-2.22
TPX2	1.6e-12	115.0	24.7	2.22
EDIL3	4.6e-05	13.1	60.6	-2.21
CASC9	3.3e-11	15.6	3.4	2.21
FOXP4-AS1	q<=1.5e-18	12.4	2.7	2.21
RUNDC3B	3.2e-05	1.0	4.6	-2.21
RPL36A	1.5e-11	14.7	3.2	2.21
NEBL	q<=1.5e-18	41.5	9.0	2.20
SLC5A6	3.0e-16	92.4	20.1	2.20
TUSC3	6.4e-04	3.9	17.9	-2.20
HSPH1	8.5e-14	148.0	32.4	2.19
LRRC15	2.8e-04	4.6	1.0	2.19
KIAA1549	q<=1.5e-18	6.3	1.4	2.18
CAPN13	4.9e-06	7.9	35.9	-2.18
MIR3176	3.4e-11	7.5	1.7	2.18
SLC38A5	7.3e-16	116.5	25.7	2.18
ALKAL1	1.4e-12	4.5	1.0	2.18
ANKRD13B	9.7e-16	11.5	2.6	2.17
MIR4435-2HG	q<=1.5e-18	10.0	2.2	2.17
RHBDL2	3.4e-05	8.2	36.7	-2.16
UBE2C	3.7e-16	346.7	77.5	2.16
PCAT1	5.6e-16	4.5	1.0	2.16
COL27A1	7.4e-11	7.2	1.6	2.15
LZTS3	2.4e-18	22.0	5.0	2.15
COL1A1	7.4e-08	774.9	176.0	2.14
PDE3A	9.1e-04	4.9	21.7	-2.14
COL9A3	2.9e-06	15.7	3.6	2.14
FAP	2.0e-07	7.7	1.7	2.14
CPNE8	3.6e-06	4.2	18.4	-2.13
PBX4	6.7e-10	5.1	1.2	2.13
GRM8	4.9e-10	8.9	2.0	2.13
LEF1	1.7e-09	9.9	2.3	2.13
SHROOM4	q<=1.5e-18	10.4	2.4	2.12
TMEM132A	1.1e-17	24.5	5.6	2.12
SNTB1	8.4e-15	30.9	7.1	2.12
BMP7	2.9e-10	22.0	5.1	2.12
ACADS	5.3e-05	43.5	187.2	-2.11
DGAT2	q<=1.5e-18	27.9	6.5	2.11
CXCL3	5.3e-10	59.1	13.7	2.11
RDH5	3.0e-05	1.6	6.7	-2.11
INHBB	2.1e-06	5.7	1.3	2.11
AKAP5	2.1e-04	1.5	6.4	-2.10
SAPCD2	1.2e-07	30.4	7.1	2.10
PLA2G10	1.5e-04	10.6	45.5	-2.10
HDAC9	6.8e-04	1.6	6.8	-2.09
TNFAIP8L3	1.2e-04	2.9	12.3	-2.09
TOMM34	q<=1.5e-18	139.5	32.7	2.09
LIME1	1.2e-14	4.2	1.0	2.08
TIAM1	5.5e-04	1.0	4.3	-2.08
PPM1H	q<=1.5e-18	19.1	4.5	2.08
STC1	5.2e-12	11.2	2.6	2.08
RNF183	1.4e-14	4.2	1.0	2.07
FJX1	q<=1.5e-18	4.4	1.0	2.07
PROX1	1.2e-14	13.9	3.3	2.07
GRHL1	2.6e-12	4.2	1.0	2.06
SOX9	q<=1.5e-18	176.0	42.1	2.06
CBX8	q<=1.5e-18	11.2	2.7	2.06
SMIM6	1.1e-04	4.6	19.3	-2.06
TEX45	1.0e-16	4.2	1.0	2.06
OSBPL3	q<=1.5e-18	18.0	4.3	2.06
GALNT6	q<=1.5e-18	42.5	10.3	2.05
CDK5RAP3	2.0e-09	6.3	1.5	2.05
CCL20	4.2e-04	163.1	39.4	2.05
SPP1	2.9e-04	69.5	16.8	2.05
CD1D	9.8e-06	1.7	7.0	-2.04
CEP72	q<=1.5e-18	8.0	1.9	2.04
GPT2	6.5e-08	44.1	10.7	2.04
IER5L	2.2e-18	7.2	1.8	2.04
MNX1-AS1	2.0e-12	8.8	2.1	2.04
RECQL4	3.0e-15	23.0	5.6	2.04
TROAP	2.9e-11	28.4	6.9	2.04
GVQW3	4.0e-12	4.4	1.1	2.04
MAP7D2	2.2e-07	6.7	1.6	2.03
TMPRSS3	6.9e-08	9.3	2.3	2.02
TMEM147-AS1	3.3e-18	10.2	2.5	2.02
MIR6859-1	5.2e-11	4.4	1.1	2.02
TMCC3	9.5e-04	9.2	37.2	-2.01
SH3PXD2A-AS1	2.4e-12	4.0	1.0	2.01
SPTLC3	8.1e-04	1.1	4.5	-2.01
ITGA11	1.8e-07	6.9	1.7	2.00
ADAMTS2	1.3e-09	17.4	4.4	2.00
GPA33	7.6e-04	176.1	705.7	-2.00
GZMB	1.0e-09	18.6	4.7	2.00
IQGAP3	1.7e-08	27.7	6.9	2.00
KIAA0513	3.8e-04	4.5	18.1	-2.00
ZFAS1	9.7e-18	103.8	26.0	2.00
B4GALNT4	3.4e-09	4.7	1.2	1.99
CDCA7	6.2e-18	171.7	43.2	1.99
RCAN2	3.9e-04	6.4	25.2	-1.99
MSLN	1.5e-06	37.8	9.5	1.99
ARHGAP44	1.8e-04	7.6	30.1	-1.99
SLC39A10	q<=1.5e-18	20.5	5.2	1.99
PRKACB	1.1e-05	39.3	156.2	-1.99
KRTAP5-1	8.1e-13	4.0	1.0	1.99
AKAP7	1.5e-04	7.5	29.7	-1.99
ASGR1	3.6e-08	5.6	1.4	1.99
MAOA	3.4e-04	52.8	209.4	-1.99
LINC02441	1.7e-04	8.7	34.3	-1.98
TNNC2	3.6e-07	62.9	16.0	1.98
EVPL	1.2e-14	41.6	10.6	1.98
HSF4	1.7e-07	10.2	2.6	1.98
NMU	4.7e-07	8.1	2.1	1.98
SOX4	2.7e-18	93.0	23.6	1.98
ALG1L	8.0e-09	10.1	2.6	1.98
RHEBL1	q<=1.5e-18	4.2	1.1	1.98
SMOX	2.9e-16	29.2	7.5	1.97
SSTR1	9.2e-05	2.3	8.9	-1.97
EPB41L4A	3.3e-04	1.0	3.9	-1.96
SYNE4	3.5e-12	20.2	5.2	1.96
DNMT3B	8.9e-16	4.2	1.1	1.96
AMPD1	4.5e-04	1.0	3.9	-1.96
PLPP1	3.5e-05	26.6	103.6	-1.96
R3HDML	4.1e-11	3.9	1.0	1.95
EIF4E3	7.4e-04	4.3	16.6	-1.95
PDE6A	5.8e-04	1.0	3.9	-1.95
FBXO41	2.5e-17	6.8	1.8	1.95
TMEM211	4.1e-06	3.9	1.0	1.95
KRT6B	6.8e-04	3.8	1.0	1.94
PTK7	4.7e-17	60.5	15.7	1.94
KLHL35	3.8e-15	3.8	1.0	1.94
KLK1	4.7e-04	80.3	308.0	-1.94
MIR4664	8.2e-09	10.6	2.8	1.94
RASSF10	2.2e-09	4.9	1.3	1.94
GRHL3	3.3e-07	3.8	1.0	1.93
SMIM14	4.1e-07	24.2	92.0	-1.93
FGFRL1	7.5e-13	48.6	12.8	1.93
MIR429	1.7e-04	20.5	5.4	1.93
FRZB	7.9e-05	10.3	39.1	-1.92
RHEX	1.0e-03	1.0	3.8	-1.92
CXCL2	4.0e-07	40.1	10.6	1.92
EFNA3	5.7e-10	25.6	6.8	1.92
LEMD1	3.7e-07	3.7	1.0	1.91
ENGASE	2.7e-17	47.7	12.7	1.91
BRCA2	q<=1.5e-18	3.7	1.0	1.91
OTUB2	3.9e-13	4.0	1.1	1.91
SLC22A3	3.1e-14	21.2	5.6	1.91
FMO5	3.9e-04	19.6	73.5	-1.91
SYT7	2.0e-18	36.9	9.9	1.90
ASPHD1	3.3e-12	10.1	2.7	1.90
KIF12	6.3e-10	35.3	9.5	1.90
NR5A2	1.3e-04	5.9	22.0	-1.90
CYP27B1	q<=1.5e-18	3.8	1.0	1.90
PYCR1	1.1e-09	104.4	28.0	1.90
TOP1MT	q<=1.5e-18	92.5	24.7	1.90
KIF14	1.3e-12	4.8	1.3	1.90
MIR7111	6.6e-06	4.0	1.1	1.89
KAT2B	9.4e-04	6.2	22.9	-1.89
ERP27	1.1e-04	5.6	1.5	1.89
PID1	3.0e-06	17.5	64.8	-1.89
MYC	6.9e-13	168.0	45.3	1.89
FXYD5	q<=1.5e-18	277.9	75.0	1.89
GOLT1A	3.6e-07	33.4	9.0	1.88
ACAN	9.0e-14	3.7	1.0	1.88
RNF125	5.5e-04	3.1	11.3	-1.87
PMEPA1	3.4e-13	109.0	29.8	1.87
KIF20A	3.9e-07	20.4	5.6	1.87
CADPS	5.2e-11	8.3	2.3	1.87
SLC16A1-AS1	3.4e-11	7.4	2.0	1.86
PKP1	4.9e-07	3.6	1.0	1.86
TWNK	9.1e-15	29.9	8.2	1.86
TGIF2	3.5e-18	36.9	10.2	1.86
LDLRAD3	2.0e-18	13.1	3.6	1.86
MET	4.4e-10	75.4	20.7	1.86
PTP4A3	4.3e-09	47.6	13.2	1.85
RBBP8NL	2.6e-14	15.1	4.2	1.85
ATP6V1C2	4.2e-10	3.6	1.0	1.85
ZP3	3.2e-14	20.4	5.7	1.85
CCN4	1.7e-09	4.8	1.4	1.84
EGFL6	8.2e-13	3.6	1.0	1.84
GRAMD2A	8.3e-08	5.5	1.5	1.84
PLAU	7.9e-12	42.5	11.8	1.84
RUBCNL	2.2e-13	43.3	12.2	1.83
ECT2	8.4e-16	57.7	16.2	1.83
SLC13A3	2.1e-08	3.6	1.0	1.83
SALL4	2.3e-13	3.6	1.0	1.83
ENC1	1.0e-16	86.6	24.4	1.83
ABHD3	3.5e-04	30.9	109.2	-1.82
MST1	6.0e-08	4.1	1.1	1.82
TCN2	3.0e-05	18.7	66.2	-1.82
PUS7	1.1e-13	28.3	8.0	1.82
PODNL1	7.7e-12	3.7	1.0	1.81
SLC4A11	1.2e-09	3.5	1.0	1.81
PTGER4	5.1e-04	14.0	49.2	-1.81
RAB27A	6.5e-07	17.6	61.5	-1.81
WNT11	4.8e-07	14.8	4.2	1.81
PAQR4	2.7e-13	16.1	4.6	1.81
TRIP13	1.3e-12	30.4	8.7	1.80
KRT7	9.4e-05	3.5	1.0	1.80
STRIP2	6.8e-16	3.5	1.0	1.80
SNAI1	5.6e-09	9.1	2.6	1.80
CITED2	2.6e-04	26.4	92.3	-1.80
SELENBP1	1.0e-03	296.1	1026.5	-1.79
STAG3L5P-PVRIG2P-PILRB	2.4e-08	7.5	2.2	1.79
CENPF	5.8e-06	20.4	5.9	1.79
MIR17HG	6.5e-14	3.5	1.0	1.79
BCL2	5.0e-04	4.6	16.0	-1.79
AURKA	6.9e-13	64.7	18.7	1.79
MTBP	q<=1.5e-18	7.9	2.3	1.79
DNAAF11	2.2e-15	5.3	1.5	1.79
C4BPA	5.0e-06	3.5	1.0	1.79
LINC01748	5.8e-11	3.4	1.0	1.78
PDPN	2.9e-11	21.9	6.4	1.78
CFH	2.3e-04	14.8	50.9	-1.78
CPNE1	q<=1.5e-18	246.1	71.7	1.78
RETREG1	2.8e-04	24.9	85.7	-1.78
DIO2	1.0e-09	5.0	1.5	1.77
CYP4F3	1.5e-11	10.7	3.1	1.77
DHRS11	3.4e-04	49.9	170.0	-1.77
CCDC113	4.1e-16	5.5	1.6	1.77
ULBP3	1.1e-10	3.8	1.1	1.77
SLC11A1	4.3e-07	3.4	1.0	1.77
KHDC4	4.5e-13	47.9	14.1	1.77
PLCB4	4.9e-12	65.6	19.2	1.77
COL8A1	9.9e-06	18.6	5.5	1.76
VEGFA	2.0e-11	120.7	35.6	1.76
MIR4653	3.4e-06	12.3	3.6	1.76
NECTIN4	1.4e-10	10.9	3.2	1.76
LY6G6D	4.2e-09	3.4	1.0	1.75
RAB37	1.5e-04	3.6	12.2	-1.75
NAAA	5.1e-04	33.6	113.0	-1.75
S100A11	1.4e-16	1692.0	508.0	1.74
RIMKLA	3.0e-04	2.3	7.5	-1.74
SYNPR-AS1	1.3e-09	5.8	1.7	1.74
SNORA65	3.2e-12	6.1	1.8	1.74
SLC35D3	1.9e-05	3.3	1.0	1.74
LINC02487	9.9e-08	4.0	1.2	1.74
GOLGA7B	1.5e-10	3.3	1.0	1.73
CYP2W1	2.2e-06	25.6	7.7	1.73
FAM89A	2.6e-18	15.8	4.8	1.73
METTL27	8.6e-04	16.0	4.8	1.73
CXCL10	4.2e-06	27.8	8.4	1.73
LOXL2	6.7e-08	39.2	11.8	1.73
BYSL	9.8e-11	51.5	15.6	1.73
HJURP	5.1e-12	22.6	6.9	1.72
RPS10	2.6e-12	5.5	1.7	1.72
ASPM	1.3e-07	9.6	2.9	1.72
HSPD1	9.6e-17	899.6	273.5	1.72
CKAP2	q<=1.5e-18	50.5	15.3	1.72
MIR25	1.4e-10	10.9	3.3	1.71
KIF18B	3.5e-10	12.3	3.7	1.71
DKC1	2.4e-13	160.3	48.8	1.71
TRAF5	6.3e-11	39.6	12.1	1.71
TNFSF15	1.6e-15	6.5	2.0	1.71
PRR11	1.2e-07	9.5	2.9	1.71
LUCAT1	5.2e-04	3.3	1.0	1.71
SLC35E4	6.5e-05	17.7	5.4	1.70
SNHG12	1.3e-13	30.9	9.5	1.70
LINC01123	3.2e-06	3.9	1.2	1.70
HOMER1	5.1e-09	5.1	1.6	1.70
JAG2	1.4e-15	15.9	4.9	1.69
SOSTDC1	1.0e-03	6.7	21.7	-1.69
ASB9	2.3e-12	11.3	3.5	1.69
