Gene	FDRAdjustedP-value	CancerSampleMed	NormalSampleMed	|log2FC|
MIR124-2HG	q<=2.4e-20	1.0	20.5	-4.36
PNMT	q<=2.4e-20	1.7	35.1	-4.36
DHPS	q<=2.4e-20	5.7	116.2	-4.35
CORT	q<=2.4e-20	1.0	20.4	-4.35
CD68	q<=2.4e-20	1.0	20.1	-4.33
SH2D5	q<=2.4e-20	1.3	25.6	-4.33
CABP1	q<=2.4e-20	5.5	108.8	-4.32
ARPP21	q<=2.4e-20	6.9	139.0	-4.32
SPINT2	q<=2.4e-20	6.2	124.6	-4.32
CKMT1A	q<=2.4e-20	1.0	19.9	-4.32
SDHA	q<=2.4e-20	6.7	133.7	-4.32
RASAL1	q<=2.4e-20	1.0	19.8	-4.31
TPPP	q<=2.4e-20	10.8	214.4	-4.31
SNAP91	q<=2.4e-20	5.2	102.8	-4.31
PRMT8	q<=2.4e-20	1.5	29.4	-4.30
C1QL2	q<=2.4e-20	1.0	19.7	-4.30
MMP9	6.7e-11	19.6	1.0	4.29
RAB3A	q<=2.4e-20	22.3	437.6	-4.29
SLC32A1	q<=2.4e-20	1.0	19.8	-4.28
HLA-DRA	q<=2.4e-20	1532.8	79.1	4.28
RALYL	q<=2.4e-20	2.8	53.7	-4.28
IL13RA2	8.2e-20	42.8	2.2	4.27
AQP4	q<=2.4e-20	561.2	29.1	4.27
SYT5	q<=2.4e-20	4.4	84.6	-4.27
SLC6A15	q<=2.4e-20	1.0	19.3	-4.27
KCNK4	q<=2.4e-20	1.0	19.1	-4.26
PTX3	2.7e-13	26.1	1.4	4.26
TROAP	q<=2.4e-20	19.2	1.0	4.26
PDIA2	q<=2.4e-20	3.9	74.7	-4.26
NFIA-AS2	q<=2.4e-20	25.3	1.3	4.25
WDR73	q<=2.4e-20	22.5	1.2	4.25
CES4A	q<=2.4e-20	1.2	22.5	-4.25
PAIP2B	q<=2.4e-20	3.0	57.6	-4.25
UNC13C	q<=2.4e-20	1.0	19.1	-4.25
PPP1R1A	q<=2.4e-20	3.9	74.5	-4.24
CDK3	q<=2.4e-20	1.0	18.9	-4.24
FMOD	6.7e-05	52.0	2.8	4.24
SPINK8	q<=2.4e-20	20.6	1.1	4.24
PITPNM3	q<=2.4e-20	2.7	51.9	-4.24
HPCA	q<=2.4e-20	15.5	291.0	-4.23
MCF2L2	q<=2.4e-20	1.3	23.8	-4.23
CELF3	q<=2.4e-20	4.7	89.0	-4.23
ZDHHC11B	q<=2.4e-20	2.6	48.6	-4.23
ANXA1	q<=2.4e-20	587.7	31.6	4.22
TRAPPC6B	q<=2.4e-20	3.0	55.7	-4.22
SRRM3	q<=2.4e-20	4.2	77.7	-4.22
C1QC	q<=2.4e-20	721.2	38.7	4.22
KIF5A	q<=2.4e-20	32.2	597.8	-4.21
NETO1-DT	1.2e-15	1.2	22.2	-4.21
CRISPLD1	q<=2.4e-20	68.3	3.7	4.21
PCP4L1	q<=2.4e-20	2.8	51.3	-4.21
KCNIP2	q<=2.4e-20	7.1	130.2	-4.20
SCN2B	q<=2.4e-20	3.5	63.6	-4.20
STMN2	q<=2.4e-20	28.6	522.9	-4.19
CXCL8	4.9e-06	31.2	1.7	4.18
SGSM1	q<=2.4e-20	1.4	25.5	-4.18
AATK	q<=2.4e-20	7.0	127.2	-4.18
APOL4	q<=2.4e-20	26.7	1.5	4.17
SLC25A32	q<=2.4e-20	1.0	18.0	-4.17
PRRT2	q<=2.4e-20	13.5	244.0	-4.17
MMP14	q<=2.4e-20	150.9	8.4	4.17
PLA2G2A	2.3e-05	19.4	1.1	4.17
MELK	q<=2.4e-20	17.8	1.0	4.16
KLC1	q<=2.4e-20	28.9	519.0	-4.16
RTP5	q<=2.4e-20	1.9	33.2	-4.15
FOXD3-AS1	q<=2.4e-20	17.7	1.0	4.15
JPH4	q<=2.4e-20	15.2	268.4	-4.15
RIPPLY2	q<=2.4e-20	1.8	32.8	-4.15
SOX10	1.4e-07	17.6	1.0	4.14
PDPN	q<=2.4e-20	251.6	14.4	4.13
SPC25	q<=2.4e-20	17.5	1.0	4.13
ADARB2	q<=2.4e-20	1.0	17.6	-4.13
CYP4X1	q<=2.4e-20	1.0	17.9	-4.13
FRRS1L	q<=2.4e-20	2.3	41.0	-4.13
SYN2	q<=2.4e-20	9.5	164.4	-4.12
NDC80	q<=2.4e-20	17.4	1.0	4.12
PDCD6	q<=2.4e-20	11.9	207.7	-4.12
RNASE2	q<=2.4e-20	27.4	1.6	4.12
P2RX5	q<=2.4e-20	1.0	17.3	-4.12
NECAB2	q<=2.4e-20	6.9	119.0	-4.11
MS4A6A	q<=2.4e-20	117.2	6.8	4.11
NEFH	q<=2.4e-20	2.6	45.4	-4.10
CNGA3	6.6e-19	17.1	1.0	4.10
PNMA3	q<=2.4e-20	2.6	44.0	-4.10
NUF2	q<=2.4e-20	18.6	1.1	4.10
BCAS1	q<=2.4e-20	27.1	465.2	-4.10
FBXO2	q<=2.4e-20	26.9	457.0	-4.09
AGAP2	q<=2.4e-20	12.5	212.0	-4.09
CRIP1	q<=2.4e-20	1.0	17.0	-4.09
PCP4	q<=2.4e-20	15.0	255.1	-4.09
SAA1	1.0e-06	19.0	1.1	4.08
SV2B	q<=2.4e-20	1.0	17.0	-4.08
CASKIN1	q<=2.4e-20	4.3	73.1	-4.08
UHRF1	q<=2.4e-20	22.8	1.3	4.08
GALNT9	q<=2.4e-20	2.7	46.3	-4.08
ATP8A2	q<=2.4e-20	1.0	16.9	-4.08
EGFR	2.0e-14	288.5	17.2	4.07
SEPTIN4	q<=2.4e-20	57.6	963.7	-4.07
KCNJ4	q<=2.4e-20	2.7	44.9	-4.07
ALOX5AP	q<=2.4e-20	164.5	9.8	4.07
CKLF	q<=2.4e-20	1.0	16.7	-4.06
NKAIN2	q<=2.4e-20	1.8	29.9	-4.06
ADORA2A	q<=2.4e-20	1.0	16.7	-4.06
SPX	q<=2.4e-20	2.8	46.1	-4.06
CNTNAP2	q<=2.4e-20	1.5	25.8	-4.06
CDCA7	q<=2.4e-20	23.3	1.4	4.06
PDZD7	q<=2.4e-20	1.5	25.6	-4.06
ASIC2	q<=2.4e-20	1.0	16.5	-4.05
GRIN2C	q<=2.4e-20	3.2	52.8	-4.05
MROH7	q<=2.4e-20	1.0	16.6	-4.05
ZFR2	q<=2.4e-20	1.0	16.4	-4.04
AMACR	q<=2.4e-20	1.0	16.3	-4.03
SLC35F3	q<=2.4e-20	1.0	16.3	-4.03
RAB5IF	q<=2.4e-20	4.3	70.6	-4.03
KCNJ3	q<=2.4e-20	1.2	19.3	-4.02
CDC45	q<=2.4e-20	16.2	1.0	4.02
TMEM35B	q<=2.4e-20	1.0	16.2	-4.02
SNORD104	q<=2.4e-20	16.2	1.0	4.02
GNAL	q<=2.4e-20	1.0	16.8	-4.02
STXBP6	q<=2.4e-20	2.1	33.5	-4.01
CENPK	q<=2.4e-20	16.1	1.0	4.01
C1QB	q<=2.4e-20	869.2	53.9	4.01
GIMAP5	q<=2.4e-20	1.0	16.1	-4.01
CACNA1I	q<=2.4e-20	1.0	16.2	-4.01
SNORA63	q<=2.4e-20	1.0	16.0	-4.00
TREM2	q<=2.4e-20	237.8	14.8	4.00
PPP4R4	q<=2.4e-20	1.0	16.0	-4.00
LINC02381	q<=2.4e-20	29.7	1.9	3.99
HS3ST4	q<=2.4e-20	1.0	15.9	-3.99
L1CAM	q<=2.4e-20	5.0	79.1	-3.98
KCNH3	q<=2.4e-20	4.9	77.5	-3.98
ZNF410	q<=2.4e-20	1.0	15.8	-3.98
JAKMIP3	q<=2.4e-20	1.0	15.6	-3.97
SNHG3	q<=2.4e-20	15.7	1.0	3.97
AJAP1	q<=2.4e-20	1.0	15.7	-3.97
ZNF385B	q<=2.4e-20	1.0	15.7	-3.97
RAB11FIP4	q<=2.4e-20	5.3	83.1	-3.97
C1QA	q<=2.4e-20	462.3	29.4	3.97
PHF24	q<=2.4e-20	2.6	40.4	-3.96
CDK5RAP3	q<=2.4e-20	9.3	144.9	-3.96
CA11	q<=2.4e-20	43.0	667.7	-3.96
MMP2	8.4e-20	78.5	5.1	3.96
TMEM265	q<=2.4e-20	1.0	15.6	-3.96
MIR25	q<=2.4e-20	15.6	1.0	3.96
DYNLRB1	q<=2.4e-20	37.6	585.4	-3.96
CCL2	2.9e-15	162.6	10.5	3.95
BHLHB9	q<=2.4e-20	1.0	15.4	-3.95
EGLN1	q<=2.4e-20	4.0	61.6	-3.95
OPRL1	q<=2.4e-20	1.0	15.4	-3.94
HMGCLL1	q<=2.4e-20	1.0	15.3	-3.94
SPP1	q<=2.4e-20	3786.2	248.8	3.93
RUNDC3A	q<=2.4e-20	34.6	527.8	-3.93
LRTM2	q<=2.4e-20	1.0	15.2	-3.93
CDC42EP2	q<=2.4e-20	1.0	15.3	-3.93
MIAT	q<=2.4e-20	3.7	55.8	-3.92
DIO3OS	q<=2.4e-20	1.0	15.1	-3.92
DOK6	q<=2.4e-20	1.0	15.1	-3.92
RAD50	q<=2.4e-20	1.0	15.1	-3.91
ANK3	q<=2.4e-20	2.6	39.5	-3.91
FGF11	q<=2.4e-20	1.0	15.1	-3.91
AK1	q<=2.4e-20	8.8	131.3	-3.91
IGFBP3	6.8e-16	200.7	13.4	3.90
RAB24	q<=2.4e-20	5.1	75.9	-3.90
ASPDH	q<=2.4e-20	4.4	65.2	-3.90
SHISAL1	q<=2.4e-20	1.0	15.0	-3.90
S100A1	q<=2.4e-20	6.7	98.9	-3.89
CDK11A	q<=2.4e-20	1.2	17.4	-3.89
MIR7-3HG	q<=2.4e-20	1.7	25.8	-3.89
CRABP1	q<=2.4e-20	1.4	20.1	-3.89
FLJ32255	q<=2.4e-20	14.8	1.0	3.89
RNASEH2A	q<=2.4e-20	1.0	14.8	-3.88
PANX2	q<=2.4e-20	3.8	56.2	-3.88
PLAU	q<=2.4e-20	26.8	1.8	3.88
KIF20A	q<=2.4e-20	14.7	1.0	3.88
SHANK2	q<=2.4e-20	1.0	14.7	-3.88
BUB1	q<=2.4e-20	14.8	1.0	3.88
NMNAT2	q<=2.4e-20	5.1	75.1	-3.87
TMEM151B	q<=2.4e-20	3.1	45.6	-3.87
DACH2	q<=2.4e-20	1.0	14.5	-3.86
TMSB15A	2.4e-14	21.4	1.5	3.86
SNCA	q<=2.4e-20	6.7	96.6	-3.86
PRDM16-DT	q<=2.4e-20	2.5	36.3	-3.86
LY6G5B	q<=2.4e-20	6.7	96.8	-3.85
GABRB3	q<=2.4e-20	3.4	48.9	-3.85
CHAD	q<=2.4e-20	1.0	14.4	-3.85
LOC101930421	q<=2.4e-20	1.0	14.3	-3.84
LRRC10B	q<=2.4e-20	1.3	18.1	-3.84
GOLGA7B	q<=2.4e-20	3.2	45.4	-3.84
RAB26	q<=2.4e-20	7.3	104.5	-3.84
NRXN3	q<=2.4e-20	1.3	18.7	-3.83
NRN1L	q<=2.4e-20	1.0	14.3	-3.83
SFTPC	q<=2.4e-20	1.1	14.9	-3.83
ENTPD3	q<=2.4e-20	1.1	16.0	-3.83
SPOCK3	q<=2.4e-20	7.3	103.0	-3.83
NMB	q<=2.4e-20	293.3	20.6	3.83
PNCK	q<=2.4e-20	7.9	112.0	-3.82
MIR6859-4	q<=2.4e-20	14.2	1.0	3.82
NEUROD2	q<=2.4e-20	1.3	17.7	-3.81
LCNL1	q<=2.4e-20	1.9	27.2	-3.81
AK5	q<=2.4e-20	7.3	102.0	-3.81
GABRA2	q<=2.4e-20	1.5	21.1	-3.81
IL10RB	q<=2.4e-20	1.4	19.2	-3.81
PDE2A	q<=2.4e-20	7.6	105.4	-3.80
ABCG4	q<=2.4e-20	1.0	14.0	-3.80
CHRNA4	q<=2.4e-20	1.0	13.9	-3.80
CENPA	q<=2.4e-20	14.0	1.0	3.80
PEX5L	q<=2.4e-20	1.6	22.4	-3.80
NEK2	q<=2.4e-20	13.8	1.0	3.79
WNK2	q<=2.4e-20	2.6	35.8	-3.79
RGS11	q<=2.4e-20	7.2	99.6	-3.79
FPR1	q<=2.4e-20	64.9	4.7	3.79
GDF15	2.8e-17	23.1	1.7	3.79
WEE1	q<=2.4e-20	41.3	3.0	3.79
ROGDI	q<=2.4e-20	22.6	311.9	-3.79
SMIM10L2B	q<=2.4e-20	2.8	39.2	-3.79
CAMK4	q<=2.4e-20	1.4	18.6	-3.78
ANXA2	q<=2.4e-20	645.2	46.9	3.78
BRINP1	q<=2.4e-20	5.0	69.3	-3.78
RIMBP2	q<=2.4e-20	1.4	19.2	-3.78
SLCO1A2	q<=2.4e-20	3.2	44.3	-3.78
CACNA1E	q<=2.4e-20	1.0	13.7	-3.77
ST18	q<=2.4e-20	1.8	24.4	-3.77
CBFA2T3	q<=2.4e-20	1.0	13.7	-3.77
NAPB	q<=2.4e-20	18.3	250.5	-3.77
CCKBR	q<=2.4e-20	1.0	13.6	-3.77
NEGR1	q<=2.4e-20	1.2	16.7	-3.77
