Gene	FDRAdjustedP-value	CancerSampleMed	NormalSampleMed	|log2FC|
GNG5	q<=1.9e-20	7.5	91.2	-3.61
CKMT1B	q<=1.9e-20	4.3	52.2	-3.61
TSTD3	q<=1.9e-20	12.1	1.0	3.60
VSNL1	q<=1.9e-20	27.6	335.1	-3.60
CAMK1G	q<=1.9e-20	3.3	39.3	-3.60
VWA5B2	q<=1.9e-20	5.4	66.2	-3.60
UTP14C	q<=1.9e-20	1.0	12.1	-3.59
MASP1	q<=1.9e-20	107.4	9.0	3.58
TRAPPC6B	q<=1.9e-20	4.7	55.7	-3.58
C4orf50	q<=1.9e-20	1.1	13.5	-3.57
PAK6	q<=1.9e-20	3.9	46.6	-3.56
RYR2	q<=1.9e-20	1.0	11.7	-3.55
IL10RB	q<=1.9e-20	1.6	19.2	-3.55
C2orf81	q<=1.9e-20	1.0	11.7	-3.55
VSIG4	q<=1.9e-20	78.5	6.7	3.54
CCNA1	q<=1.9e-20	1.2	13.6	-3.54
LINC00689	5.5e-18	11.6	1.0	3.53
MIR1244-2	q<=1.9e-20	31.8	2.8	3.52
NDUFA11	q<=1.9e-20	18.5	211.2	-3.52
EGR4	q<=1.9e-20	1.0	11.4	-3.51
KCNH3	q<=1.9e-20	6.7	76.9	-3.51
CCDC80	q<=1.9e-20	43.6	3.8	3.51
PARTICL	q<=1.9e-20	11.3	1.0	3.50
MIR4315-2	q<=1.9e-20	11.3	1.0	3.50
GEMIN7	q<=1.9e-20	1.0	11.3	-3.50
CPNE6	q<=1.9e-20	14.5	163.9	-3.50
BEST3	q<=1.9e-20	43.0	3.8	3.50
RARRES2	q<=1.9e-20	9.5	106.5	-3.49
COPB2-DT	q<=1.9e-20	52.6	4.7	3.49
SELL	q<=1.9e-20	48.3	4.3	3.49
PAM16	q<=1.9e-20	9.2	102.8	-3.49
HPCA	q<=1.9e-20	26.1	290.3	-3.48
GABPB1-IT1	q<=1.9e-20	11.2	1.0	3.48
GTF2I	q<=1.9e-20	174.4	15.6	3.48
CYP7B1	q<=1.9e-20	11.1	1.0	3.48
RGS14	q<=1.9e-20	3.8	41.5	-3.47
RALY-AS1	q<=1.9e-20	11.0	1.0	3.47
OGDHL	q<=1.9e-20	8.9	97.9	-3.46
RAB26	q<=1.9e-20	9.5	104.6	-3.46
LINC00339	q<=1.9e-20	2.0	21.7	-3.46
GRIN1	q<=1.9e-20	31.3	342.2	-3.45
SNORD14A	q<=1.9e-20	12.6	1.2	3.45
ARHGDIG	q<=1.9e-20	30.5	333.9	-3.45
LY6G5B	q<=1.9e-20	8.9	96.9	-3.45
GUSBP11	q<=1.9e-20	10.9	1.0	3.44
PNMT	q<=1.9e-20	3.3	35.2	-3.43
WBP1	q<=1.9e-20	26.0	279.5	-3.43
SULT4A1	q<=1.9e-20	15.5	166.9	-3.43
PYDC1	q<=1.9e-20	1.0	10.8	-3.43
PDK3	q<=1.9e-20	11.1	1.0	3.42
CCNO	q<=1.9e-20	1.0	10.7	-3.42
TCEAL6	q<=1.9e-20	3.8	40.6	-3.42
SYT5	q<=1.9e-20	7.9	84.4	-3.42
FAM27C	q<=1.9e-20	10.6	1.0	3.41
OPALIN	q<=1.9e-20	9.4	99.9	-3.41
CD44	q<=1.9e-20	105.4	9.9	3.41
LINC00680-GUSBP4	q<=1.9e-20	10.7	1.0	3.41
MICOS10	q<=1.9e-20	6.0	64.3	-3.41
ECSCR	q<=1.9e-20	1.0	10.7	-3.41
LRRC61	q<=1.9e-20	1.6	16.7	-3.40
PP7080	q<=1.9e-20	1.0	10.6	-3.40
PRSS3	q<=1.9e-20	3.8	40.4	-3.40
BEGAIN	q<=1.9e-20	5.7	60.3	-3.40
GAD2	q<=1.9e-20	4.0	42.0	-3.40
NNAT	q<=1.9e-20	22.5	238.0	-3.40
CNPY2	q<=1.9e-20	8.3	87.2	-3.39
CALB2	q<=1.9e-20	6.7	70.6	-3.39
CHST9	q<=1.9e-20	10.4	1.0	3.38
AIFM3	q<=1.9e-20	10.5	109.7	-3.38
SLC35F3	q<=1.9e-20	1.6	16.3	-3.38
OLFM3	q<=1.9e-20	1.3	13.3	-3.37
PKD1P6-NPIPP1	q<=1.9e-20	10.3	1.0	3.37
NOL12	q<=1.9e-20	2.5	25.4	-3.37
CITED1	q<=1.9e-20	1.0	10.3	-3.37
GABRA5	q<=1.9e-20	4.3	44.4	-3.36
CES4A	q<=1.9e-20	2.2	22.5	-3.36
HES6	q<=1.9e-20	656.8	64.4	3.35
SYNGR3	q<=1.9e-20	15.8	160.1	-3.34
PITPNM3	q<=1.9e-20	5.1	51.9	-3.34
MIR3916	q<=1.9e-20	10.1	1.0	3.33
ENTPD3	q<=1.9e-20	1.6	16.0	-3.33
ABCG4	q<=1.9e-20	1.4	14.0	-3.33
OGFOD2	q<=1.9e-20	1.0	10.0	-3.32
GATD3B	q<=1.9e-20	2.4	23.5	-3.32
TOP2A	q<=1.9e-20	10.0	1.0	3.32
HAPLN4	q<=1.9e-20	1.0	9.9	-3.31
CD24	3.7e-17	104.9	10.6	3.31
FLT3LG	q<=1.9e-20	1.0	9.9	-3.31
CCND2-AS1	q<=1.9e-20	9.8	1.0	3.30
HSPB2	q<=1.9e-20	1.0	9.9	-3.30
PLIN5	q<=1.9e-20	1.5	14.8	-3.30
GNL3L	q<=1.9e-20	9.8	1.0	3.30
NGB	q<=1.9e-20	1.0	9.8	-3.29
BCHE	q<=1.9e-20	118.9	12.2	3.29
ITIH4	q<=1.9e-20	1.0	9.8	-3.29
RBAK-RBAKDN	q<=1.9e-20	9.7	1.0	3.28
EGFR	q<=1.9e-20	167.2	17.2	3.28
DES	2.7e-16	1.0	9.6	-3.27
MEG9	q<=1.9e-20	1.0	9.6	-3.27
MEF2B	q<=1.9e-20	1.0	9.7	-3.27
FMC1	q<=1.9e-20	4.3	41.5	-3.27
ANGPTL2	q<=1.9e-20	164.9	17.1	3.27
CACNA1I	q<=1.9e-20	1.7	16.1	-3.27
CATSPERZ	q<=1.9e-20	1.0	9.6	-3.26
NPEPL1	q<=1.9e-20	9.2	87.8	-3.26
MRPL12	q<=1.9e-20	11.4	108.0	-3.25
CRHR1	q<=1.9e-20	1.0	9.5	-3.25
NES	q<=1.9e-20	276.9	29.1	3.25
NRIP3	q<=1.9e-20	5.4	51.5	-3.25
CYP4X1	q<=1.9e-20	1.9	17.9	-3.24
LIN37	q<=1.9e-20	3.4	32.2	-3.23
RPRML	q<=1.9e-20	1.3	12.6	-3.23
LINC00237	q<=1.9e-20	34.9	3.7	3.23
CFB	q<=1.9e-20	1.0	9.4	-3.23
ANKRD34A	q<=1.9e-20	2.7	25.4	-3.23
HTR5A-AS1	q<=1.9e-20	1.0	9.4	-3.23
AK1	q<=1.9e-20	14.0	131.4	-3.23
TSTD1	q<=1.9e-20	5.5	51.1	-3.22
FTH1	q<=1.9e-20	132.1	1229.9	-3.22
JPH1	q<=1.9e-20	1.5	13.6	-3.22
RALGDS	q<=1.9e-20	18.3	170.0	-3.22
SLC26A10	q<=1.9e-20	1.0	9.3	-3.22
HAPLN1	q<=1.9e-20	13.3	1.4	3.22
GABRB2	q<=1.9e-20	2.9	27.2	-3.22
ACTA1	q<=1.9e-20	1.0	9.2	-3.21
MIR635	q<=1.9e-20	10.7	1.2	3.21
TM9SF1	q<=1.9e-20	3.5	32.5	-3.21
CAMK2B	q<=1.9e-20	35.3	327.3	-3.21
NUPR2	q<=1.9e-20	1.0	9.2	-3.20
PTPN5	q<=1.9e-20	9.7	88.6	-3.19
ERICH3	q<=1.9e-20	1.5	13.9	-3.19
CLEC2L	q<=1.9e-20	4.0	36.3	-3.19
MIR573	q<=1.9e-20	10.1	1.1	3.18
RFPL2	q<=1.9e-20	1.0	9.1	-3.18
HOOK1	q<=1.9e-20	1.0	9.1	-3.18
CACNA1B	q<=1.9e-20	2.6	23.8	-3.17
RPE65	q<=1.9e-20	9.0	1.0	3.17
ADAM33	q<=1.9e-20	2.1	18.8	-3.17
ROGDI	q<=1.9e-20	34.8	312.4	-3.17
PCDHB9	q<=1.9e-20	11.8	1.3	3.17
CDK1	q<=1.9e-20	9.0	1.0	3.16
IPO4	q<=1.9e-20	1.0	8.9	-3.16
IFNAR2	q<=1.9e-20	1.0	8.9	-3.16
NEFL	q<=1.9e-20	17.1	152.6	-3.16
LHFPL3	q<=1.9e-20	63.3	7.1	3.16
VWA7	q<=1.9e-20	1.0	9.0	-3.16
NPM2	q<=1.9e-20	8.0	71.0	-3.15
CNNM1	q<=1.9e-20	2.8	24.9	-3.15
CHI3L2	4.4e-10	24.0	2.7	3.15
TIMP4	q<=1.9e-20	151.6	17.0	3.15
PTOV1-AS1	q<=1.9e-20	1.9	16.5	-3.14
BTBD8	q<=1.9e-20	8.8	1.0	3.14
MTHFD2	q<=1.9e-20	42.9	4.9	3.14
CTRL	q<=1.9e-20	1.0	8.8	-3.14
KCNA1	q<=1.9e-20	1.4	12.0	-3.14
PCP4L1	q<=1.9e-20	5.8	51.3	-3.13
CDR1	q<=1.9e-20	1.0	8.7	-3.13
GPR34	q<=1.9e-20	42.5	4.9	3.13
GLT1D1	q<=1.9e-20	2.8	24.5	-3.13
CHD5	q<=1.9e-20	5.6	48.7	-3.12
VAX2	q<=1.9e-20	23.6	2.7	3.12
SOX11	q<=1.9e-20	16.6	1.9	3.11
BTBD17	q<=1.9e-20	54.2	6.3	3.11
BICDL1	q<=1.9e-20	3.8	32.9	-3.10
DNLZ	q<=1.9e-20	1.0	8.6	-3.10
TSSK3	q<=1.9e-20	1.0	8.6	-3.10
TAF10	q<=1.9e-20	2.7	22.9	-3.09
RAB3A	q<=1.9e-20	51.3	437.1	-3.09
CCKBR	q<=1.9e-20	1.6	13.5	-3.09
STRADA	q<=1.9e-20	8.3	70.8	-3.09
IGFBPL1	q<=1.9e-20	8.5	1.0	3.08
GSTM5	q<=1.9e-20	10.4	88.3	-3.08
GRHL3	q<=1.9e-20	8.4	1.0	3.08
HRH3	q<=1.9e-20	6.8	57.1	-3.07
ZGLP1	q<=1.9e-20	2.1	17.9	-3.07
TMEM130	q<=1.9e-20	24.9	208.0	-3.06
MIR6859-4	q<=1.9e-20	8.3	1.0	3.06
MEF2C-AS2	q<=1.9e-20	8.3	1.0	3.06
MTCP1	q<=1.9e-20	1.0	8.3	-3.06
FBXL16	q<=1.9e-20	85.3	713.7	-3.06
CA11	q<=1.9e-20	79.7	667.6	-3.06
CCL3	q<=1.9e-20	8.3	1.0	3.05
C1QC	q<=1.9e-20	319.9	38.7	3.05
CSNK2B	q<=1.9e-20	32.1	264.8	-3.05
GPR12	q<=1.9e-20	1.5	12.1	-3.05
SNAP25	q<=1.9e-20	210.2	1745.1	-3.05
CELF4	q<=1.9e-20	14.5	119.9	-3.05
ZNF385B	q<=1.9e-20	1.9	15.7	-3.04
SLC6A17	q<=1.9e-20	6.7	55.3	-3.04
RBM24	q<=1.9e-20	1.0	8.2	-3.04
CNTNAP4	q<=1.9e-20	3.7	29.8	-3.03
SLC25A10	q<=1.9e-20	2.2	18.1	-3.03
TNFSF13	q<=1.9e-20	6.7	54.8	-3.03
SULT1C4	q<=1.9e-20	69.8	8.5	3.03
PRRT2	q<=1.9e-20	29.9	244.2	-3.03
TREM2	q<=1.9e-20	119.8	14.8	3.02
CAMKV	q<=1.9e-20	18.3	149.0	-3.02
RWDD3	q<=1.9e-20	4.9	39.8	-3.02
LOC105375304	q<=1.9e-20	60.8	7.5	3.02
CCL4L2	q<=1.9e-20	17.6	2.2	3.01
FBXO17	q<=1.9e-20	3.2	25.6	-3.01
HBA1	q<=1.9e-20	1.5	12.4	-3.01
CCPG1	q<=1.9e-20	7.3	58.3	-3.00
KCNJ4	q<=1.9e-20	5.6	44.8	-3.00
CX3CR1	q<=1.9e-20	49.3	6.2	3.00
DNAJA4	q<=1.9e-20	14.3	113.5	-2.99
TRAPPC5	q<=1.9e-20	2.9	23.3	-2.99
CD22	q<=1.9e-20	3.6	28.5	-2.99
DOC2B	q<=1.9e-20	5.9	46.5	-2.98
TMSB15A	q<=1.9e-20	11.6	1.5	2.98
IGFLR1	q<=1.9e-20	1.4	11.0	-2.98
DDIT4L	3.0e-20	1.0	7.9	-2.98
FOLR2	q<=1.9e-20	51.1	6.5	2.98
TMEM86B	q<=1.9e-20	3.3	25.7	-2.98
RYR3	q<=1.9e-20	1.5	11.6	-2.97
NGRN	q<=1.9e-20	110.7	868.3	-2.97
DIABLO	q<=1.9e-20	3.2	24.7	-2.97
COX6A1	q<=1.9e-20	135.8	1053.6	-2.96
MTUS2	q<=1.9e-20	1.0	7.8	-2.96
MT1H	q<=1.9e-20	1.1	9.0	-2.96
VCAN	q<=1.9e-20	132.4	17.0	2.96
GABRA2	q<=1.9e-20	2.7	21.0	-2.95
LINC01948	q<=1.9e-20	7.7	1.0	2.95
NREP	q<=1.9e-20	6.8	52.6	-2.95
VCAM1	q<=1.9e-20	30.2	3.9	2.95
SRPX	q<=1.9e-20	75.8	9.8	2.95
DMTN	q<=1.9e-20	41.2	317.4	-2.95
RNF212	q<=1.9e-20	1.0	7.7	-2.95
SNORA4	q<=1.9e-20	1.0	7.7	-2.95
SNORD10	q<=1.9e-20	1.0	7.7	-2.95
VIPR1	q<=1.9e-20	3.4	25.8	-2.94
CYGB	q<=1.9e-20	3.5	26.7	-2.94
PCLO	q<=1.9e-20	1.4	11.0	-2.94
PDZD7	q<=1.9e-20	3.3	25.6	-2.94
PTGR2	q<=1.9e-20	3.5	26.6	-2.94
TCF12	q<=1.9e-20	246.4	32.2	2.94
PSMA1	q<=1.9e-20	18.8	144.7	-2.94
NEFH	q<=1.9e-20	6.0	45.4	-2.93
CALB1	q<=1.9e-20	4.3	32.9	-2.93
CPLX2	q<=1.9e-20	79.8	609.1	-2.93
CPNE9	q<=1.9e-20	1.5	11.5	-2.92
CRISPLD1	q<=1.9e-20	27.9	3.7	2.92
MRPL53	q<=1.9e-20	1.0	7.6	-2.92
