Gene	FDRAdjustedP-value	CancerSampleMed	NormalSampleMed	|log2FC|
ACSL5	q<=2.0e-20	71.7	2.4	4.90
SDHAP2	q<=2.0e-20	29.8	1.0	4.90
NTM	q<=2.0e-20	29.7	1.0	4.89
CRISP3	1.9e-05	29.8	1.0	4.89
AMN	q<=2.0e-20	29.7	1.0	4.89
PTF1A	q<=2.0e-20	1.0	29.6	-4.89
WFDC2	q<=2.0e-20	347.6	11.7	4.89
MOXD1	q<=2.0e-20	33.6	1.1	4.89
CXCR4	1.3e-15	109.3	3.7	4.89
USH1C	q<=2.0e-20	82.3	2.8	4.88
ITGB4	q<=2.0e-20	207.8	7.1	4.88
MFAP5	q<=2.0e-20	29.7	1.0	4.88
TSPAN8	q<=2.0e-20	683.0	23.4	4.87
PRSS3	q<=2.0e-20	113.9	3335.1	-4.87
RELL1	q<=2.0e-20	29.0	1.0	4.86
EDIL3	q<=2.0e-20	29.1	1.0	4.86
CMTM3	q<=2.0e-20	89.1	3.1	4.86
CAMK2N1	q<=2.0e-20	148.6	5.1	4.86
HLA-A	q<=2.0e-20	2699.9	93.4	4.85
FBN1	q<=2.0e-20	57.9	2.0	4.84
EDNRA	q<=2.0e-20	28.4	1.0	4.83
F2R	q<=2.0e-20	64.3	2.3	4.83
ISG15	6.7e-19	205.7	7.2	4.83
LDHB	q<=2.0e-20	8.2	230.6	-4.82
AEBP1	q<=2.0e-20	444.5	15.9	4.81
TMED6	q<=2.0e-20	2.9	80.7	-4.81
ANXA1	q<=2.0e-20	524.1	18.7	4.81
CAPG	q<=2.0e-20	503.8	17.9	4.81
BMP4	q<=2.0e-20	49.5	1.8	4.81
HOXB7	q<=2.0e-20	28.0	1.0	4.81
MMP9	7.4e-19	27.9	1.0	4.80
TREM2	q<=2.0e-20	47.5	1.7	4.80
APLNR	q<=2.0e-20	34.7	1.3	4.79
SDR16C5	q<=2.0e-20	27.6	1.0	4.79
GDA	q<=2.0e-20	30.0	1.1	4.79
CCL5	q<=2.0e-20	48.6	1.8	4.79
SDC1	q<=2.0e-20	286.2	10.3	4.79
TGFBI	q<=2.0e-20	225.4	8.2	4.78
LST1	q<=2.0e-20	53.5	1.9	4.78
ERP27	q<=2.0e-20	12.4	341.2	-4.78
MYEOV	q<=2.0e-20	44.4	1.6	4.77
BASP1	q<=2.0e-20	51.4	1.9	4.77
BST2	q<=2.0e-20	348.5	12.8	4.77
RUNX1	q<=2.0e-20	827.4	30.4	4.77
THBS2	q<=2.0e-20	94.6	3.5	4.76
CD74	q<=2.0e-20	2595.3	95.5	4.76
LTBP1	q<=2.0e-20	59.1	2.2	4.76
KLK6	7.0e-16	26.9	1.0	4.75
PSMB9	q<=2.0e-20	116.3	4.3	4.75
GEM	q<=2.0e-20	60.2	2.2	4.75
GNA15	q<=2.0e-20	26.8	1.0	4.75
HLA-G	q<=2.0e-20	26.9	1.0	4.75
OASL	q<=2.0e-20	26.9	1.0	4.75
FNDC1	q<=2.0e-20	27.0	1.0	4.75
DHRS9	9.4e-11	26.7	1.0	4.74
CXCL8	3.7e-19	42.0	1.6	4.74
MGLL	q<=2.0e-20	126.0	4.8	4.71
SERPINE2	q<=2.0e-20	61.0	2.3	4.71
CA9	3.7e-04	39.4	1.5	4.71
CPXM1	q<=2.0e-20	37.2	1.4	4.70
CORO2A	q<=2.0e-20	26.0	1.0	4.70
OLR1	q<=2.0e-20	25.9	1.0	4.69
RFLNA	q<=2.0e-20	25.7	1.0	4.68
RAB31	q<=2.0e-20	92.9	3.6	4.67
PPARG	q<=2.0e-20	35.8	1.4	4.67
SERPINA1	6.6e-12	786.0	31.1	4.66
BAIAP2L2	q<=2.0e-20	40.2	1.6	4.65
RGS10	q<=2.0e-20	64.3	2.6	4.65
ADAM28	q<=2.0e-20	29.7	1.2	4.64
TACC3	q<=2.0e-20	31.2	1.3	4.64
HLA-DPB1	q<=2.0e-20	132.5	5.3	4.64
CDC20	q<=2.0e-20	25.0	1.0	4.64
FERMT1	q<=2.0e-20	29.8	1.2	4.64
HAPLN3	q<=2.0e-20	32.0	1.3	4.64
IGFL2	2.1e-18	24.9	1.0	4.64
CST6	1.2e-16	24.8	1.0	4.63
STRA6	q<=2.0e-20	24.6	1.0	4.62
HEPH	q<=2.0e-20	24.6	1.0	4.62
HK2	q<=2.0e-20	41.1	1.7	4.62
MARCKSL1	q<=2.0e-20	388.2	15.8	4.62
MROH6	q<=2.0e-20	24.5	1.0	4.61
FAM83E	q<=2.0e-20	24.3	1.0	4.60
FSCN1	q<=2.0e-20	88.8	3.7	4.60
HLA-DPA1	q<=2.0e-20	353.9	14.6	4.60
ASNS	q<=2.0e-20	1.0	24.1	-4.59
AMT	q<=2.0e-20	1.0	24.1	-4.59
ITGBL1	q<=2.0e-20	24.0	1.0	4.59
SLC45A3	q<=2.0e-20	24.1	1.0	4.59
KLF5	q<=2.0e-20	139.3	5.8	4.58
CDK1	q<=2.0e-20	23.8	1.0	4.58
IGFBP5	q<=2.0e-20	393.9	16.5	4.58
PITX1	q<=2.0e-20	23.8	1.0	4.57
APOC1	4.5e-15	85.7	3.6	4.57
S100A10	q<=2.0e-20	1801.7	75.9	4.57
APOE	3.7e-15	395.6	16.6	4.57
PLEK2	q<=2.0e-20	87.9	3.7	4.56
CEACAM7	4.8e-08	23.7	1.0	4.56
IPO4	q<=2.0e-20	1.0	23.6	-4.56
SYT13	q<=2.0e-20	40.3	1.7	4.55
SHH	q<=2.0e-20	23.5	1.0	4.55
LY6E	q<=2.0e-20	750.0	32.2	4.54
PDLIM7	q<=2.0e-20	241.9	10.4	4.54
C15orf48	q<=2.0e-20	51.5	2.2	4.53
TNC	3.2e-09	22.9	1.0	4.52
PDLIM4	q<=2.0e-20	41.3	1.8	4.52
ARHGAP27P1-BPTFP1-KPNA2P3	q<=2.0e-20	23.0	1.0	4.52
VSIG1	3.5e-12	22.7	1.0	4.51
MTMR11	q<=2.0e-20	65.6	2.9	4.51
ARL4C	q<=2.0e-20	70.5	3.1	4.51
KRT23	5.4e-16	22.8	1.0	4.51
ITGB2	q<=2.0e-20	107.9	4.7	4.51
LAMA4	q<=2.0e-20	36.6	1.6	4.51
GPNMB	q<=2.0e-20	178.8	7.9	4.50
SLC5A1	1.1e-18	22.7	1.0	4.50
UBE2T	q<=2.0e-20	22.6	1.0	4.50
LY86	q<=2.0e-20	22.5	1.0	4.49
FAM3D	2.2e-09	22.4	1.0	4.49
SLC39A5	q<=2.0e-20	10.0	225.1	-4.49
ANXA10	1.5e-18	102.0	4.6	4.48
MUC5AC	6.8e-12	22.2	1.0	4.47
CD3E	4.4e-15	23.8	1.1	4.47
MATN3	q<=2.0e-20	22.0	1.0	4.46
CD55	q<=2.0e-20	196.2	8.9	4.46
PRR15	q<=2.0e-20	42.6	1.9	4.46
HLA-DOA	q<=2.0e-20	24.1	1.1	4.46
PRRX1	q<=2.0e-20	34.3	1.6	4.46
MXRA5	q<=2.0e-20	74.6	3.4	4.46
TBXAS1	q<=2.0e-20	43.0	2.0	4.45
C1QA	q<=2.0e-20	288.8	13.3	4.44
SH3KBP1	q<=2.0e-20	41.1	1.9	4.44
TMSB10	q<=2.0e-20	6985.4	321.4	4.44
SLC6A14	3.3e-19	21.4	1.0	4.42
LGALS1	q<=2.0e-20	1478.4	69.2	4.42
MBOAT2	q<=2.0e-20	21.2	1.0	4.41
RRM2	q<=2.0e-20	21.3	1.0	4.41
RNASE4	q<=2.0e-20	1.0	21.3	-4.41
MIR4315-2	q<=2.0e-20	21.2	1.0	4.41
CAPN5	q<=2.0e-20	73.0	3.4	4.41
GBP2	q<=2.0e-20	66.8	3.2	4.40
TGM2	q<=2.0e-20	331.1	15.7	4.40
MUC5B	1.8e-10	21.1	1.0	4.40
FCGR3A	q<=2.0e-20	62.2	3.0	4.39
EGLN3	1.2e-10	48.4	2.3	4.39
MCUB	q<=2.0e-20	23.3	1.1	4.39
PTK6	q<=2.0e-20	40.2	1.9	4.39
EMP3	q<=2.0e-20	178.0	8.5	4.39
COL8A2	q<=2.0e-20	21.0	1.0	4.39
VDR	q<=2.0e-20	27.9	1.3	4.38
LINC01503	3.7e-18	20.9	1.0	4.38
HSPA14	q<=2.0e-20	20.8	1.0	4.38
CASC19	6.3e-11	20.6	1.0	4.37
TYROBP	q<=2.0e-20	243.3	11.8	4.37
MYOF	q<=2.0e-20	91.2	4.4	4.37
SAMD9	q<=2.0e-20	20.6	1.0	4.36
SPX	q<=2.0e-20	1.0	20.5	-4.36
LEMD1	q<=2.0e-20	20.5	1.0	4.36
CARD16	q<=2.0e-20	25.9	1.3	4.36
S100A4	4.0e-16	538.4	26.2	4.36
KRT7	q<=2.0e-20	663.8	32.3	4.36
JAML	q<=2.0e-20	24.1	1.2	4.36
LGALS3BP	q<=2.0e-20	822.8	40.3	4.35
KRT15	2.6e-15	20.4	1.0	4.35
MZB1	4.7e-17	20.3	1.0	4.34
KCNK1	q<=2.0e-20	64.3	3.2	4.33
SLC3A1	q<=2.0e-20	1.0	20.0	-4.33
PKM	q<=2.0e-20	1424.4	70.7	4.33
HLA-B	q<=2.0e-20	3193.4	159.3	4.33
MMP14	q<=2.0e-20	461.0	23.1	4.32
SLC15A3	q<=2.0e-20	43.7	2.2	4.32
CCN4	q<=2.0e-20	19.8	1.0	4.31
SLC6A6	q<=2.0e-20	48.9	2.5	4.31
HLA-F	q<=2.0e-20	252.5	12.7	4.31
SPSB3	q<=2.0e-20	1.0	19.9	-4.31
SSC5D	q<=2.0e-20	19.9	1.0	4.31
GUCA1C	q<=2.0e-20	1.0	19.7	-4.30
MST1R	q<=2.0e-20	39.5	2.0	4.30
NCF2	q<=2.0e-20	34.5	1.8	4.30
GPR183	q<=2.0e-20	19.6	1.0	4.29
SLC16A1	q<=2.0e-20	23.6	1.2	4.29
COL14A1	q<=2.0e-20	29.6	1.5	4.29
COTL1	q<=2.0e-20	304.1	15.5	4.29
CCNB2	q<=2.0e-20	19.5	1.0	4.29
OSBPL10	q<=2.0e-20	23.0	1.2	4.28
SERPINH1	q<=2.0e-20	397.4	20.5	4.28
TOP2A	q<=2.0e-20	19.3	1.0	4.27
CDHR2	8.4e-20	19.2	1.0	4.27
ECE2	q<=2.0e-20	1.0	19.3	-4.27
CD300A	q<=2.0e-20	23.9	1.3	4.25
TMEM92	q<=2.0e-20	19.0	1.0	4.25
EFNB1	q<=2.0e-20	90.9	4.8	4.25
FUT3	q<=2.0e-20	64.7	3.4	4.25
LIPH	q<=2.0e-20	50.5	2.7	4.25
PLA2G4B	q<=2.0e-20	1.0	19.0	-4.25
PTAFR	q<=2.0e-20	19.1	1.0	4.25
TPX2	q<=2.0e-20	19.0	1.0	4.25
LINC00671	q<=2.0e-20	1.0	19.0	-4.25
CDHR5	5.2e-13	20.9	1.1	4.25
IL1R2	7.1e-09	20.8	1.1	4.24
CEMIP	1.3e-19	18.9	1.0	4.24
LY96	q<=2.0e-20	32.0	1.7	4.23
ADAM8	q<=2.0e-20	56.7	3.0	4.23
NPC1L1	q<=2.0e-20	18.7	1.0	4.23
SYTL2	q<=2.0e-20	35.9	1.9	4.22
PLXDC2	q<=2.0e-20	23.2	1.2	4.22
CP	1.6e-09	18.7	1.0	4.22
LBH	q<=2.0e-20	128.3	6.9	4.22
TRIM14	q<=2.0e-20	41.6	2.2	4.22
CLDN2	q<=2.0e-20	78.6	4.2	4.22
PLEKHO1	q<=2.0e-20	64.3	3.5	4.21
COL6A3	q<=2.0e-20	377.1	20.3	4.21
MRC2	q<=2.0e-20	68.8	3.8	4.20
AIF1	q<=2.0e-20	102.9	5.6	4.20
SLC16A4	q<=2.0e-20	18.4	1.0	4.20
NNMT	q<=2.0e-20	247.9	13.5	4.20
PALLD	q<=2.0e-20	150.0	8.2	4.19
CSTA	1.3e-13	27.5	1.5	4.19
LGALS3	q<=2.0e-20	867.4	47.4	4.19
DKK3	q<=2.0e-20	117.0	6.5	4.18
ITGA3	q<=2.0e-20	205.4	11.3	4.18
PILRB	q<=2.0e-20	4.3	77.9	-4.18
LEF1	q<=2.0e-20	18.1	1.0	4.17
FXYD2	q<=2.0e-20	10.9	196.0	-4.17
GIMAP2	q<=2.0e-20	21.4	1.2	4.17
CDKN2B	q<=2.0e-20	17.8	1.0	4.16
RGS1	q<=2.0e-20	120.9	6.8	4.16
ANGPTL2	q<=2.0e-20	45.5	2.5	4.16
APOBEC3G	q<=2.0e-20	19.8	1.1	4.16
ADGRF1	q<=2.0e-20	17.9	1.0	4.16
LCK	q<=2.0e-20	17.8	1.0	4.15
CD3D	2.9e-14	17.8	1.0	4.15
TNFRSF21	q<=2.0e-20	149.2	8.4	4.15
NMU	6.9e-19	17.8	1.0	4.15
PTGIS	1.0e-15	24.3	1.4	4.15
ABLIM3	q<=2.0e-20	30.9	1.8	4.14
PAQR8	q<=2.0e-20	17.6	1.0	4.14
EGR2	q<=2.0e-20	17.6	1.0	4.14
LINC02188	3.0e-15	17.7	1.0	4.14
ADAM19	q<=2.0e-20	17.7	1.0	4.14
AHNAK2	q<=2.0e-20	17.6	1.0	4.14
TRIM50	q<=2.0e-20	1.0	17.5	-4.13
MXRA8	q<=2.0e-20	184.0	10.5	4.13
MAGI2-AS3	q<=2.0e-20	17.5	1.0	4.13
LGALS9	q<=2.0e-20	177.7	10.1	4.13
JMJD7	q<=2.0e-20	1.0	17.5	-4.13
MIR3916	q<=2.0e-20	17.5	1.0	4.13
CYP1B1	q<=2.0e-20	22.8	1.3	4.13
BCL2A1	q<=2.0e-20	17.4	1.0	4.12
ABCG1	q<=2.0e-20	35.3	2.0	4.12
RTP4	q<=2.0e-20	24.1	1.4	4.11
OAS3	q<=2.0e-20	25.9	1.5	4.11
PXDN	q<=2.0e-20	40.4	2.3	4.11
ASF1B	q<=2.0e-20	17.2	1.0	4.11
RAB34	q<=2.0e-20	89.8	5.2	4.10
SERPINE1	q<=2.0e-20	194.4	11.4	4.10
PLCD3	q<=2.0e-20	25.0	1.5	4.10
SPOCK2	1.3e-11	19.5	1.1	4.10
ERAP2	q<=2.0e-20	27.5	1.6	4.09
CST7	q<=2.0e-20	16.9	1.0	4.08
GPSM3	q<=2.0e-20	58.1	3.4	4.08
KRT6A	5.2e-05	16.8	1.0	4.07
VASP	q<=2.0e-20	246.8	14.7	4.07
TTYH3	q<=2.0e-20	88.5	5.3	4.06
ACAD11	q<=2.0e-20	1.0	16.6	-4.06
EGF	q<=2.0e-20	1.0	16.7	-4.06
CNN1	7.6e-04	49.7	3.0	4.06
