Gene	FDRAdjustedP-value	CancerSampleMed	NormalSampleMed	|log2FC|
KAZALD1	7.0e-04	33.3	9.0	1.89
ARHGEF6	6.4e-04	24.1	89.0	-1.89
HMGA2	1.6e-06	3.7	1.0	1.88
BTLA	1.4e-06	1.5	5.4	-1.88
RHEX	8.5e-04	1.2	4.4	-1.86
SNORA68B	1.3e-04	1.0	3.6	-1.85
TCERG1L	2.9e-08	3.6	1.0	1.85
PAX1	q<=2.4e-18	327.7	91.5	1.84
FOXN1	6.4e-10	98.9	27.6	1.84
TMEM171	1.2e-08	3.6	1.0	1.84
FAM81A	1.8e-08	4.5	1.3	1.83
LAMP5	8.0e-06	6.0	1.7	1.81
WSCD1	8.8e-09	9.9	2.8	1.80
CCDC74B	1.0e-08	11.9	3.4	1.79
COL9A3	1.3e-04	21.6	6.2	1.79
USP9Y	3.2e-11	3.4	1.0	1.77
DUOX1	4.6e-07	25.2	7.4	1.77
TEKT2	2.1e-09	9.8	2.9	1.77
NTF4	2.1e-12	25.4	7.4	1.77
LINC00672	2.4e-04	1.0	3.4	-1.76
ESM1	1.6e-06	3.4	1.0	1.75
DUSP9	9.0e-05	3.3	1.0	1.74
TDGF1	4.9e-05	66.8	20.0	1.74
SLC4A11	4.9e-07	12.7	3.8	1.74
MDK	8.8e-14	974.3	293.4	1.73
TRAF1	q<=2.4e-18	11.4	37.8	-1.73
PLTP	3.1e-12	2940.0	895.4	1.71
CCDC74A	2.2e-04	41.5	12.7	1.71
IRX3	8.7e-09	9.0	2.8	1.71
KCNA2	4.1e-04	3.0	10.0	-1.71
MEIOB	9.6e-04	3.4	1.1	1.68
LINC02716	q<=2.4e-18	1.2	3.9	-1.67
ALG1L	9.2e-06	15.3	4.8	1.66
RNU5A-1	6.5e-10	3.3	1.1	1.66
ZNF350-AS1	8.1e-11	7.5	2.4	1.66
WDR72	2.3e-08	3.2	1.0	1.66
SYT1	7.6e-09	3.6	1.1	1.65
RNU4-2	5.4e-04	6.5	2.1	1.65
KIF12	4.6e-04	17.4	5.5	1.65
RTN4RL2	2.1e-05	4.7	1.5	1.64
ARL9	1.1e-08	3.7	1.2	1.63
KRTAP5-10	9.2e-11	3.1	1.0	1.62
CA8	7.5e-08	6.4	2.1	1.62
BAIAP2	5.5e-04	86.8	28.2	1.62
LINC01551	1.3e-10	25.8	8.5	1.61
S100A2	6.9e-04	17.2	5.6	1.61
PDGFA	2.0e-05	41.9	13.9	1.59
CHRM4	8.5e-09	10.5	3.5	1.58
TUSC3	2.2e-04	32.8	11.1	1.57
GBP1	4.1e-05	15.0	44.1	-1.56
PLEKHB1	9.9e-07	3.6	10.6	-1.55
UTY	2.8e-13	2.9	1.0	1.55
C5orf38	8.7e-11	3.2	1.1	1.55
PATL2	1.5e-10	3.1	8.9	-1.54
ZNF571-AS1	3.2e-07	3.8	1.3	1.54
FSTL4	2.5e-08	2.9	1.0	1.53
PKP1	6.9e-13	127.9	44.2	1.53
PKP3	q<=2.4e-18	43.8	15.2	1.52
NRCAM	3.8e-05	7.6	2.6	1.52
TTTY14	1.3e-11	2.9	1.0	1.51
KRT18	3.3e-10	106.7	37.5	1.51
SUSD4	4.2e-11	23.9	8.4	1.51
KLC3	1.0e-04	9.9	3.5	1.50
TFDP3	5.6e-07	2.8	1.0	1.50
COL26A1	1.6e-08	6.9	2.4	1.50
SLC15A1	3.6e-06	2.8	1.0	1.49
LOC100130449	3.6e-07	11.2	4.0	1.49
LINC02182	2.5e-09	2.8	1.0	1.49
NGEF	7.8e-10	2.8	1.0	1.48
IGSF11	4.8e-11	2.9	1.0	1.48
CUBN	q<=2.4e-18	1.0	2.8	-1.47
SLC13A2	6.0e-10	3.1	1.1	1.47
KIF26B	1.1e-05	2.8	1.0	1.46
S1PR3	q<=2.4e-18	4.3	11.8	-1.46
TFAP2A	4.4e-07	3.7	1.4	1.46
EVA1A	2.8e-07	25.2	9.2	1.46
IGSF9	2.7e-05	21.4	7.8	1.45
GMDS	8.6e-08	138.0	50.6	1.45
TXK	1.6e-10	1.6	4.4	-1.45
ADARB2	9.8e-09	3.0	1.1	1.43
SOCS3-DT	1.1e-17	2.7	1.0	1.43
EPHA1	5.1e-09	49.2	18.2	1.43
SLC35E2A	9.0e-06	14.1	37.6	-1.42
TMEM59L	1.2e-04	2.7	1.0	1.42
AP1M2	8.4e-12	27.5	10.3	1.42
LINC00565	5.8e-06	3.4	1.3	1.41
CSGALNACT1	6.0e-06	7.0	18.6	-1.41
RAB25	3.9e-12	82.5	30.9	1.41
TTC34	6.0e-04	1.2	3.1	-1.40
SDSL	2.6e-12	12.8	4.9	1.40
KREMEN2	8.9e-12	71.1	26.9	1.40
CIART	2.7e-04	10.7	4.1	1.39
MAFG-DT	3.8e-06	6.0	2.3	1.39
WNT5B	3.7e-08	39.8	15.3	1.38
MIR7161	2.0e-05	1.0	2.6	-1.38
SNORD46	3.9e-12	2.1	5.3	-1.37
FAM83H	9.4e-06	23.2	8.9	1.37
EDN3	5.0e-05	16.7	6.5	1.36
CDH23	6.1e-04	11.5	29.2	-1.35
OGDHL	3.9e-05	7.1	2.8	1.35
C22orf31	3.6e-12	5.0	2.0	1.34
MYSM1	6.1e-11	6.2	15.6	-1.34
ETNK2	2.7e-12	11.4	4.5	1.34
PNMA8B	9.8e-18	33.5	13.2	1.34
CLDN7	3.0e-11	21.2	8.4	1.34
EPHX3	3.5e-07	7.8	3.1	1.32
MYBPC2	3.3e-06	4.9	2.0	1.32
SLC6A8	3.7e-05	78.0	31.2	1.32
KCNC3	8.2e-11	9.0	3.6	1.31
P3H2	4.4e-04	32.0	12.9	1.31
PHEX	1.8e-05	2.5	1.0	1.30
ROCK1	2.1e-07	11.9	29.4	-1.30
COLQ	q<=2.4e-18	2.1	5.1	-1.30
FMN1	3.1e-11	2.2	5.5	-1.30
STRADA	q<=2.4e-18	5.7	13.8	-1.29
MARVELD2	4.8e-13	5.8	2.4	1.29
MIR4324	4.3e-07	1.0	2.4	-1.28
SZT2	q<=2.4e-18	6.7	16.0	-1.27
LINC01748	1.1e-09	2.4	1.0	1.25
CYP2W1	1.0e-03	3.0	1.2	1.25
TMEM40	8.0e-05	2.4	1.0	1.25
KDM7A	5.4e-06	4.7	11.2	-1.25
POU5F1B	1.1e-12	2.4	1.0	1.25
LOC285097	5.8e-05	1.7	4.2	-1.25
SYCE3	6.4e-10	2.4	1.0	1.25
TMEM63A	5.7e-04	27.6	65.4	-1.25
ZDHHC17	1.8e-15	17.7	42.0	-1.25
ZNF81	4.2e-04	1.4	3.3	-1.25
APOC1	9.9e-05	44.2	18.7	1.25
EDARADD	1.2e-06	11.2	4.7	1.24
GAS2	1.1e-10	9.5	4.0	1.24
STXBP5	1.2e-12	3.7	8.8	-1.24
SDK2	4.5e-05	4.9	2.1	1.24
TRIM38	5.9e-04	6.2	14.6	-1.24
KBTBD8	4.4e-13	1.2	2.9	-1.23
UBE2V1	q<=2.4e-18	1.7	3.9	-1.23
RPRM	4.1e-07	2.3	1.0	1.23
IL11	1.1e-11	2.3	1.0	1.23
ADAP1	5.6e-09	9.5	4.1	1.22
CCDC181	4.0e-13	3.4	1.4	1.22
TMEM154	9.7e-04	1.9	4.3	-1.21
EPCAM	1.8e-09	28.9	12.5	1.21
SMARCC2	4.5e-04	34.7	79.7	-1.20
CAMK2B	1.0e-03	3.4	1.5	1.20
PIKFYVE	5.7e-13	13.8	31.5	-1.19
SNORA22	1.2e-08	1.0	2.3	-1.19
AGO4	q<=2.4e-18	8.3	18.9	-1.19
ENTPD8	5.7e-05	2.9	1.3	1.19
SFN	3.2e-07	144.0	63.0	1.19
KDF1	1.1e-17	16.5	7.2	1.18
LY6H	6.6e-04	2.9	1.3	1.18
GADD45G	6.3e-08	24.5	10.8	1.18
SRGN	3.3e-16	108.0	244.8	-1.18
LSP1	q<=2.4e-18	107.9	243.9	-1.18
OSBPL8	q<=2.4e-18	15.1	34.0	-1.17
KIF25-AS1	2.1e-05	1.4	3.2	-1.17
ANKRD52	q<=2.4e-18	9.7	21.7	-1.17
PRSS21	1.1e-06	10.7	4.8	1.16
CLIC6	7.2e-10	32.8	14.6	1.16
LINC00605	1.7e-07	2.5	1.1	1.16
PROC	3.2e-09	4.8	2.1	1.16
KIRREL2	7.6e-11	2.4	1.1	1.16
ADORA3	2.6e-04	7.2	3.2	1.16
GNPDA1	4.9e-06	94.0	42.4	1.15
FRAS1	2.2e-05	7.0	3.2	1.15
HLA-G	2.4e-06	13.4	29.7	-1.15
KRT32	5.8e-06	3.0	1.4	1.14
LOC105371730	2.8e-10	2.2	1.0	1.14
ANKRD42-DT	1.3e-04	5.6	12.4	-1.14
SACS	2.3e-04	2.6	5.7	-1.14
GAS5	q<=2.4e-18	1071.0	487.6	1.14
ZNF556	1.1e-13	2.2	1.0	1.13
ZNF518A	3.7e-05	8.1	17.8	-1.13
C15orf62	7.1e-08	1.7	3.8	-1.13
SLC7A6OS	6.8e-09	2.8	6.1	-1.13
HCG25	9.5e-05	2.5	5.6	-1.13
HACE1	4.1e-15	4.7	10.3	-1.13
NINJ2	q<=2.4e-18	7.9	17.2	-1.12
KAT6B	q<=2.4e-18	12.7	27.5	-1.12
DOP1A	9.8e-06	5.0	10.9	-1.12
PIFO	7.9e-06	6.2	2.9	1.10
STAP2	6.9e-08	44.4	20.7	1.10
SYBU	4.1e-04	19.6	9.1	1.10
ADGRV1	8.0e-11	2.1	1.0	1.10
FAM229A	q<=2.4e-18	12.1	26.1	-1.10
LTA	5.8e-07	3.8	8.0	-1.09
PLK3	q<=2.4e-18	13.0	27.6	-1.09
GPR18	6.9e-12	3.9	8.3	-1.09
TRIM22	1.7e-13	51.7	109.7	-1.09
VMAC	q<=2.4e-18	7.5	15.9	-1.08
SIGLEC8	5.9e-05	2.6	1.2	1.08
MLKL	3.5e-14	9.7	20.6	-1.08
PGF	7.5e-04	31.9	15.1	1.08
TMEM163	2.5e-04	9.3	4.4	1.07
TEX29	5.2e-04	1.1	2.4	-1.07
FBXL19-AS1	2.7e-07	1.4	2.8	-1.07
RASGRP2	q<=2.4e-18	62.0	129.3	-1.06
EMB	3.4e-08	22.5	47.0	-1.06
CYP2D6	1.8e-08	3.4	7.0	-1.06
IRF6	2.4e-13	78.2	37.8	1.05
TAX1BP3	1.9e-11	7.6	3.7	1.05
COL9A2	8.0e-05	12.6	6.1	1.05
COL11A1	9.6e-05	2.1	1.0	1.04
SPINT1-AS1	2.2e-10	10.6	5.2	1.04
MLLT6	q<=2.4e-18	51.7	106.5	-1.04
MIR324	1.4e-05	1.3	2.6	-1.04
BOD1L1	q<=2.4e-18	11.8	24.4	-1.04
WNT7B	7.9e-04	4.0	2.0	1.03
CCDC144NL-AS1	1.3e-08	4.5	2.2	1.03
KRT19	1.5e-12	1089.6	534.3	1.03
KMT2C	6.9e-08	9.8	20.0	-1.03
MIR6812	1.8e-07	1.0	2.0	-1.03
ZNF625	7.5e-11	4.0	2.0	1.02
ITSN2	q<=2.4e-18	19.1	38.7	-1.02
LASP1	7.4e-10	94.3	191.1	-1.02
ZGLP1	7.2e-04	2.3	1.1	1.02
SNORD91B	1.2e-05	1.0	2.0	-1.02
GCC2	1.3e-11	10.3	20.9	-1.02
RNPC3	1.0e-09	15.9	31.9	-1.01
FBXL20	2.5e-07	6.6	13.4	-1.01
RAB9B	q<=2.4e-18	4.1	8.2	-1.01
POLR2I	2.4e-11	30.3	15.0	1.01
IGSF21	3.5e-05	5.6	2.8	1.01
ARPC1B	2.8e-06	1.6	3.1	-1.01
SPEN	6.6e-04	17.1	34.3	-1.00
CHMP4A	2.2e-07	3.7	7.4	-1.00
SNORA59A	4.7e-05	1.0	2.0	-1.00
PRKAR1B	3.9e-16	82.7	41.2	1.00
SLFN11	q<=2.4e-18	16.2	32.3	-1.00
C1QTNF6	6.8e-06	9.6	19.1	-1.00
LRRC56	1.0e-03	4.7	2.4	1.00
PHC3	q<=2.4e-18	10.0	20.0	-1.00
RBM43	9.2e-05	8.1	16.3	-1.00
EFNA1	1.1e-11	95.4	47.7	1.00
