Gene	FDRAdjustedP-value	CancerSampleMed	NormalSampleMed	|log2FC|
WFDC1	5.9e-04	14.9	104.5	-2.81
PLA2G2F	5.3e-12	35.5	5.1	2.80
CSGALNACT1	7.7e-05	5.3	36.9	-2.80
KLHL13	8.6e-04	1.6	11.2	-2.79
WDR72	7.1e-05	11.6	1.7	2.79
PHYHD1	9.4e-06	2.7	18.4	-2.79
CDC6	1.1e-10	19.4	2.8	2.79
CDKN3	2.2e-06	34.6	5.0	2.78
CENPK	9.9e-12	14.2	2.1	2.78
KIF15	3.1e-11	7.4	1.1	2.78
PRIMA1	1.8e-04	1.0	6.8	-2.77
DTL	1.2e-05	10.2	1.5	2.77
DENND2A	2.9e-04	3.4	23.1	-2.77
RECQL4	7.2e-10	22.7	3.4	2.76
SLC24A3	9.2e-05	3.0	20.4	-2.76
RAD54L	1.1e-17	6.8	1.0	2.76
ORC6	5.0e-08	22.1	3.3	2.76
HAAO	6.9e-05	6.5	43.6	-2.75
COX7A1	7.9e-04	26.0	174.2	-2.75
MAGI2-AS3	3.6e-04	3.7	24.5	-2.74
ETV4	9.7e-17	29.6	4.4	2.74
ARHGAP40	3.3e-05	8.0	1.2	2.73
KRT7	1.1e-05	2047.3	310.3	2.72
GFRA1	6.4e-04	1.0	6.6	-2.72
NDC80	2.3e-09	25.0	3.8	2.71
SNORD14E	1.5e-08	9.8	1.5	2.71
PDE4B	5.2e-04	3.3	21.7	-2.71
FAM149A	2.9e-04	2.0	12.8	-2.71
KLC3	1.8e-08	6.5	1.0	2.71
BMERB1	5.8e-04	8.9	57.9	-2.69
FAM111B	6.4e-13	8.9	1.4	2.69
NPR1	8.4e-04	2.5	16.2	-2.68
STARD13	3.5e-04	4.0	26.0	-2.68
E2F1	9.0e-08	25.4	4.0	2.68
MGLL	1.1e-05	14.7	93.5	-2.67
SLC12A8	2.0e-11	12.5	2.0	2.67
PLPP3	9.5e-05	23.8	151.5	-2.67
CDCA2	1.1e-11	6.3	1.0	2.66
BDKRB2	2.5e-04	6.4	40.8	-2.66
TNNT1	3.8e-16	6.3	1.0	2.66
RECK	3.9e-04	3.3	20.9	-2.66
C1QTNF2	6.6e-04	1.3	8.2	-2.65
LTBP4	1.4e-04	28.6	180.2	-2.65
PARM1	4.8e-04	9.5	59.7	-2.65
STIL	7.6e-18	7.4	1.2	2.64
SHCBP1	1.8e-04	7.8	1.3	2.64
AQP1	1.3e-04	43.7	270.4	-2.63
CBX7	1.5e-04	10.5	65.4	-2.63
CLU	4.4e-04	164.9	1011.7	-2.62
HCAR1	3.6e-07	6.7	1.1	2.62
MTFR2	7.3e-12	9.8	1.6	2.62
ATP1B2	5.3e-04	1.0	6.1	-2.62
PTTG1	3.1e-05	103.6	17.0	2.61
THSD4	7.2e-04	4.2	25.6	-2.61
CD69	5.9e-04	4.4	26.7	-2.61
IGFBP5	1.0e-03	55.7	340.9	-2.61
BUB1	8.9e-06	22.9	3.8	2.61
CENPE	3.1e-11	6.7	1.1	2.61
SCNN1G	7.3e-06	11.4	1.9	2.60
MIR4653	q<=1.7e-18	15.5	2.6	2.60
TMEM220	1.0e-06	1.1	6.5	-2.60
CNRIP1	1.6e-04	5.7	34.6	-2.60
RHOJ	1.5e-04	3.9	23.4	-2.59
OLFML1	9.6e-04	3.9	23.2	-2.59
RBMS3	6.9e-04	1.5	8.8	-2.59
GSN	3.1e-04	284.0	1698.7	-2.58
MYEOV	1.2e-07	6.0	1.0	2.58
PDE7B	4.2e-04	1.5	9.0	-2.57
LEPR	1.0e-03	2.9	17.1	-2.56
PAQR4	2.8e-17	6.6	1.1	2.56
MIR6859-4	1.2e-08	5.9	1.0	2.56
CYP1A1	3.6e-04	1.0	5.9	-2.56
KIF11	1.2e-06	19.7	3.4	2.55
MMP23B	9.6e-04	3.7	21.7	-2.55
ORC1	6.5e-16	7.7	1.3	2.54
HES2	4.0e-04	5.8	1.0	2.54
PALM	3.8e-04	5.7	33.3	-2.54
SIM2	2.9e-17	7.6	1.3	2.54
CBX2	6.3e-08	11.8	2.0	2.54
ECT2	5.1e-09	27.3	4.7	2.53
GRIN2D	q<=1.7e-18	5.8	1.0	2.53
TGFBR3	1.8e-04	12.4	71.4	-2.52
ARHGAP11A	8.1e-04	10.4	1.8	2.51
EBF1	9.8e-04	1.4	8.0	-2.51
GNG11	4.0e-05	10.6	59.8	-2.50
POC1A	5.4e-05	23.6	4.2	2.50
PMP22	3.0e-04	52.4	296.1	-2.50
KIF18A	4.2e-16	5.7	1.0	2.50
NR2F1	1.0e-03	5.3	30.2	-2.50
RBBP8NL	5.3e-09	12.4	2.2	2.49
PRICKLE2	9.6e-04	2.0	11.5	-2.49
GULP1	7.3e-04	2.9	16.4	-2.49
FZD7	9.4e-04	9.3	52.6	-2.49
CENPM	3.7e-05	38.6	7.0	2.47
ESPN	3.7e-05	6.0	1.1	2.45
GINS2	4.5e-06	19.8	3.7	2.44
GPR183	2.7e-04	7.5	41.0	-2.44
UPK2	2.3e-06	269.4	49.9	2.43
PPP1R14C	3.1e-05	5.4	1.0	2.42
FCHO1	1.5e-05	11.9	2.2	2.42
ZEB2	7.3e-04	4.0	21.4	-2.41
NOVA1	8.4e-04	1.0	5.3	-2.41
MEF2C	3.7e-04	3.5	18.8	-2.40
TDO2	6.6e-12	5.3	1.0	2.40
UBE2T	1.7e-09	60.9	11.5	2.40
PER1	3.8e-08	17.7	93.2	-2.40
CDC25A	2.1e-08	8.6	1.6	2.39
SNORD99	4.8e-05	17.1	3.3	2.38
B4GALNT4	2.2e-18	5.2	1.0	2.37
LRRK2	4.0e-04	1.0	5.2	-2.37
MAD2L1	3.3e-11	13.1	2.5	2.37
RIPPLY3	4.1e-12	5.2	1.0	2.37
LYNX1	1.9e-04	2.9	14.9	-2.36
CHAC1	q<=1.7e-18	7.1	1.4	2.36
C1QTNF6	q<=1.7e-18	34.6	6.8	2.36
BIN1	7.5e-04	21.6	110.5	-2.35
TACC3	4.3e-12	79.4	15.5	2.35
CIT	2.4e-06	7.7	1.5	2.35
CD34	2.0e-04	14.4	73.6	-2.35
EVA1C	9.9e-06	11.9	60.3	-2.34
CENPI	5.7e-12	5.7	1.1	2.34
ISG15	1.2e-17	415.2	82.8	2.33
RHPN1	2.8e-13	22.9	4.5	2.33
FRMD3	2.1e-05	1.9	9.6	-2.32
EZH2	2.5e-12	24.5	5.0	2.31
APOLD1	6.7e-04	9.9	49.2	-2.31
SBK1	7.6e-13	4.9	1.0	2.30
SLC9A9	3.2e-06	3.2	16.0	-2.30
DNMT3B	q<=1.7e-18	7.7	1.6	2.30
CLSPN	1.8e-08	4.9	1.0	2.30
SLC19A1	2.7e-12	15.6	3.2	2.28
SPRY1	2.9e-04	21.4	104.0	-2.28
LMNB1	3.9e-10	54.0	11.2	2.27
PALM3	1.3e-09	11.7	2.4	2.27
RAC3	q<=1.7e-18	23.7	5.0	2.26
KLF4	5.0e-04	25.3	120.8	-2.26
TPPP3	1.1e-05	17.4	82.8	-2.25
OXER1	1.1e-04	1.8	8.5	-2.25
TBX1	7.1e-16	17.7	3.7	2.24
TNS2	1.3e-04	13.7	64.7	-2.24
DDIAS	4.5e-11	7.1	1.5	2.23
PAFAH1B3	1.4e-07	124.8	26.5	2.23
ZNF726	3.5e-11	5.0	1.1	2.23
CHEK1	2.0e-09	14.8	3.2	2.23
SELENOP	2.1e-04	10.1	47.5	-2.23
WNT2B	2.7e-04	1.3	6.0	-2.22
RCSD1	5.8e-04	3.7	17.1	-2.22
GARNL3	3.1e-04	2.8	13.1	-2.22
RDM1	q<=1.7e-18	4.6	1.0	2.21
APOC1	3.5e-14	43.8	9.5	2.21
C21orf58	q<=1.7e-18	10.3	2.2	2.21
GJC2	5.1e-04	1.2	5.6	-2.21
CENPU	1.8e-08	22.5	4.9	2.21
CXCL11	8.9e-07	4.6	1.0	2.20
MIR7111	3.7e-05	4.6	1.0	2.20
KNL1	6.4e-06	4.6	1.0	2.20
LHFPL6	9.8e-04	20.1	92.0	-2.20
IGFL1	1.5e-07	6.4	1.4	2.19
MIR4477B	7.0e-13	17.9	3.9	2.19
PLK4	2.2e-10	9.2	2.0	2.19
ALDH2	6.9e-04	7.4	33.5	-2.18
FAM24B	8.7e-10	6.1	1.3	2.18
EMCN	4.0e-04	3.4	15.6	-2.18
DUSP9	2.2e-10	4.5	1.0	2.18
MIR4664	8.4e-04	4.5	1.0	2.18
S1PR5	5.5e-15	12.4	2.8	2.17
C15orf48	1.1e-09	16.6	3.7	2.17
PKNOX2	4.0e-04	1.0	4.5	-2.17
PRR36	2.0e-18	4.5	1.0	2.17
RIBC2	1.5e-12	4.5	1.0	2.17
MAPK15	q<=1.7e-18	5.8	1.3	2.17
KPNA2	5.4e-10	182.4	40.8	2.16
BCL2	1.1e-06	3.7	16.4	-2.16
FANCI	7.4e-07	20.7	4.6	2.16
SLC39A4	2.2e-16	50.5	11.3	2.16
HPGDS	1.6e-04	1.0	4.5	-2.15
CCNE1	2.3e-18	25.2	5.7	2.15
NACAD	9.9e-04	1.0	4.4	-2.14
TRIM17	8.1e-11	4.4	1.0	2.14
NPR2	9.4e-04	2.4	10.8	-2.14
FANCA	q<=1.7e-18	9.3	2.1	2.14
KIF14	2.3e-07	4.4	1.0	2.14
CKS2	2.9e-13	153.7	35.1	2.13
CHRD	7.4e-04	1.2	5.2	-2.13
SNX10	3.1e-12	11.0	2.5	2.13
NDN	8.5e-05	13.6	59.1	-2.12
PRR15L	1.6e-04	11.8	2.7	2.12
STMN1	1.5e-11	348.4	80.8	2.11
E2F2	1.3e-08	4.3	1.0	2.11
HILPDA	8.1e-10	54.9	12.7	2.11
MAGI2	5.3e-04	1.2	5.3	-2.10
E2F8	3.9e-04	8.4	1.9	2.10
RTKN2	2.1e-09	4.3	1.0	2.09
EEF1AKMT4	1.6e-10	16.1	3.8	2.09
PODXL2	6.4e-17	42.6	10.0	2.08
PDZK1IP1	2.0e-04	18.6	4.4	2.08
MCM2	1.3e-16	24.4	5.7	2.08
MELTF-AS1	q<=1.7e-18	4.3	1.0	2.08
FIRRE	q<=1.7e-18	4.2	1.0	2.07
RTN4R	q<=1.7e-18	6.7	1.6	2.06
POLE2	3.1e-14	9.6	2.3	2.06
COL10A1	2.7e-17	4.2	1.0	2.06
ERCC6L	3.2e-11	4.1	1.0	2.05
RHBG	q<=1.7e-18	4.1	1.0	2.05
CEP85L	2.4e-04	1.9	7.7	-2.05
IER5L	q<=1.7e-18	13.5	3.3	2.05
MYL3	1.4e-04	1.0	4.1	-2.05
LY6K	5.9e-07	6.1	1.5	2.04
LPAR1	2.2e-05	8.4	34.3	-2.03
TRPM2	6.8e-06	7.7	1.9	2.03
TRAIP	7.6e-08	12.5	3.1	2.03
PARPBP	2.6e-10	4.8	1.2	2.03
TP53INP2	9.9e-04	17.3	70.6	-2.03
EPHX2	5.0e-07	6.9	28.1	-2.03
RGL3	3.6e-04	17.6	4.3	2.02
RHEBL1	2.3e-16	4.1	1.0	2.02
SALL4	q<=1.7e-18	4.0	1.0	2.02
NAGS	q<=1.7e-18	4.2	1.0	2.02
MIR647	1.4e-10	12.1	3.0	2.02
DBNDD1	4.2e-11	22.3	5.5	2.02
CYP27A1	1.7e-04	12.3	49.6	-2.01
CXCL10	5.8e-08	26.2	6.5	2.01
NXPH4	4.0e-18	4.0	1.0	2.01
MKRN2OS	3.9e-09	11.3	2.8	2.01
FZD2	q<=1.7e-18	6.1	1.5	2.00
PRSS8	1.8e-12	59.4	14.8	2.00
PFKFB4	q<=1.7e-18	11.0	2.7	2.00
MIR25	4.4e-09	13.8	3.4	2.00
MAFG-DT	2.0e-15	6.0	1.5	2.00
ESCO2	5.7e-05	4.0	1.0	2.00
HOXB5	3.5e-04	5.0	1.3	1.99
XRCC2	4.7e-17	3.9	1.0	1.98
ARHGEF39	4.3e-18	5.3	1.3	1.98
CKS1B	9.6e-07	106.3	27.0	1.98
PSRC1	4.6e-07	16.6	4.2	1.98
RHOB	3.9e-04	189.2	748.8	-1.98
NPIPB15	2.2e-13	3.9	1.0	1.97
CPQ	3.7e-04	24.5	95.9	-1.97
CTSV	1.4e-06	3.9	1.0	1.97
GPRASP2	4.4e-04	4.3	16.6	-1.97
SNORD104	6.7e-14	49.7	12.7	1.97
PABPC1L	4.9e-15	30.5	7.8	1.96
LIPG	q<=1.7e-18	3.9	1.0	1.96
SCN7A	8.6e-04	1.0	3.9	-1.96
LAMC2	5.7e-07	45.6	11.8	1.95
MND1	4.6e-05	11.2	2.9	1.95
FXYD3	5.0e-06	12.8	3.3	1.95
LINC00839	3.4e-16	5.7	1.5	1.94
TINCR	1.1e-09	11.3	3.0	1.94
SOX10	3.9e-05	1.0	3.8	-1.94
SLC26A6	q<=1.7e-18	20.9	5.5	1.94
CDIP1	1.1e-06	10.2	39.3	-1.94
EME1	q<=1.7e-18	3.8	1.0	1.94
POLQ	q<=1.7e-18	3.8	1.0	1.93
MDK	7.2e-09	696.3	183.2	1.93
CENPO	1.2e-08	6.5	1.7	1.93
FEN1	2.5e-08	65.1	17.1	1.93
SPAG4	7.4e-10	26.2	6.9	1.92
NLRP2	4.7e-06	8.7	2.3	1.92
BLM	9.4e-16	4.4	1.2	1.92
TICRR	q<=1.7e-18	3.8	1.0	1.92
IFI27	8.3e-16	685.6	182.6	1.91
ZNF488	3.8e-16	3.7	1.0	1.91
CYP27B1	q<=1.7e-18	3.8	1.0	1.91
KNSTRN	9.2e-08	28.3	7.5	1.91
SIX4	2.4e-11	4.1	1.1	1.91
HMGB3	q<=1.7e-18	63.8	17.0	1.91
EFNA3	9.0e-04	4.2	1.1	1.90
KIAA0513	8.2e-04	5.2	19.3	-1.90
SELENBP1	4.0e-04	29.2	108.8	-1.90
DNA2	4.9e-12	5.3	1.4	1.90
CDCA7	4.3e-18	17.0	4.6	1.89
CHAF1B	4.2e-18	9.5	2.6	1.89
SOX4	1.9e-08	95.8	25.9	1.89
MICB	8.8e-17	7.5	2.0	1.89
LINC01819	9.9e-11	9.2	2.5	1.88
FANCD2	4.0e-14	12.0	3.3	1.88
CIP2A	1.0e-10	8.5	2.3	1.88
CPEB2	5.7e-04	3.6	13.1	-1.87
RPS6KA2	3.2e-05	9.2	33.8	-1.87
LINC00885	3.7e-04	8.2	2.2	1.87
RORA	9.7e-04	1.3	4.6	-1.87
SGO2	5.0e-06	6.5	1.8	1.87
PIF1	2.7e-17	8.1	2.2	1.87
LINC01748	7.3e-04	3.7	1.0	1.87
GPT2	1.1e-04	22.0	6.0	1.87
TACC2	2.7e-04	17.8	65.1	-1.87
LIME1	q<=1.7e-18	4.2	1.2	1.86
METTL7B	3.5e-08	3.6	1.0	1.86
INHBA	q<=1.7e-18	9.0	2.5	1.86
HIC1	1.8e-04	3.1	11.3	-1.86
CELSR3	q<=1.7e-18	3.6	1.0	1.86
TONSL	6.9e-13	19.7	5.5	1.85
SERP2	1.2e-04	2.7	9.9	-1.85
NAP1L5	4.3e-05	5.8	20.8	-1.85
TSHZ2	5.9e-04	1.1	3.9	-1.85
TSC22D1	5.4e-05	94.5	340.8	-1.85
MEST	1.1e-14	31.2	8.7	1.84
ULBP3	1.1e-07	4.8	1.3	1.84
SNHG12	4.2e-07	52.1	14.5	1.84
SQLE	4.2e-10	61.2	17.0	1.84
MEIS1	1.4e-04	8.0	28.8	-1.84
NFATC4	4.4e-04	10.1	36.1	-1.84
SLC16A7	6.6e-04	1.5	5.3	-1.84
COL7A1	q<=1.7e-18	38.6	10.8	1.84
EEF1A2	3.7e-09	14.2	3.9	1.84
VGLL1	3.4e-07	114.3	32.0	1.84
FCRLB	2.7e-15	7.4	2.1	1.83
KCNG1	4.6e-18	14.0	3.9	1.83
HCAR2	5.9e-05	13.3	3.7	1.83
GINS4	8.0e-08	3.5	1.0	1.82
ATAD5	q<=1.7e-18	3.5	1.0	1.82
FBXL6	q<=1.7e-18	32.6	9.3	1.82
CGREF1	2.9e-12	5.2	1.5	1.82
TESMIN	1.2e-12	3.5	1.0	1.82
EPCAM	2.1e-09	202.2	57.3	1.82
PLA2G4A	5.0e-04	9.6	33.8	-1.82
MFSD3	3.1e-09	39.7	11.3	1.81
MARVELD3	9.7e-08	18.2	5.2	1.81
LINC01410	1.1e-11	3.9	1.1	1.81
GPRIN1	q<=1.7e-18	3.5	1.0	1.80
NCAPG2	2.9e-07	18.1	5.2	1.80
SMPDL3B	9.5e-06	4.7	1.4	1.80
LDB2	1.6e-04	7.0	24.1	-1.79
SERPINA1	6.8e-10	14.4	4.2	1.77
KNTC1	2.0e-18	11.4	3.4	1.77
OTX1	4.7e-09	3.4	1.0	1.77
SERINC2	1.3e-05	514.0	151.8	1.76
BRCA1	5.8e-10	10.0	3.0	1.76
PRR19	8.7e-16	3.4	1.0	1.76
PNPLA7	8.2e-04	1.6	5.5	-1.76
TFR2	q<=1.7e-18	3.4	1.0	1.76
NME1	7.3e-06	74.2	21.9	1.76
CYP39A1	8.3e-04	1.8	6.0	-1.76
COMTD1	1.4e-04	39.0	11.5	1.76
CCNF	1.4e-08	15.8	4.6	1.76
GNGT1	7.1e-08	3.4	1.0	1.75
TANC2	9.3e-06	13.8	4.1	1.75
MIR4292	2.7e-05	9.8	2.9	1.75
TYMP	7.7e-08	103.1	30.7	1.75
TTYH3	1.4e-12	67.3	20.0	1.75
UBE2S	4.2e-06	43.8	13.1	1.75
TLE6	2.1e-11	3.8	1.1	1.75
PSMG3	1.6e-11	121.4	36.4	1.74
SP6	2.6e-05	17.0	5.1	1.74
IL6ST	1.0e-03	17.3	57.9	-1.74
E2F7	q<=1.7e-18	3.3	1.0	1.73
ANKRD44	1.3e-04	2.8	9.2	-1.73
RACGAP1	6.1e-04	38.8	11.7	1.73
TYMS	3.5e-06	11.6	3.5	1.73
TIMELESS	1.5e-12	27.4	8.3	1.72
CDK5RAP3	1.2e-11	6.9	2.1	1.72
CRY2	5.6e-06	14.0	45.9	-1.72
SCX	1.3e-07	5.2	1.6	1.72
TCF4	5.2e-04	8.7	28.7	-1.72
