Gene	FDRAdjustedP-value	CancerSampleMed	NormalSampleMed	|log2FC|
UGT1A10	1.8e-14	2.0	44.1	-4.47
C7	2.1e-06	1.5	32.5	-4.46
VSIG2	5.9e-15	15.7	342.7	-4.45
FCGBP	3.3e-11	35.3	768.4	-4.45
ADTRP	1.4e-14	5.9	129.0	-4.45
TMEM72	2.9e-13	1.0	21.8	-4.45
SFRP1	8.0e-09	1.0	21.7	-4.44
CNTFR	5.3e-09	1.0	21.1	-4.40
CLEC3B	3.2e-15	3.0	62.1	-4.39
EDN3	7.9e-18	3.2	66.7	-4.38
CTSG	1.3e-13	1.0	20.7	-4.37
VIP	1.0e-06	1.7	35.4	-4.36
HEPACAM2	1.3e-09	4.8	96.8	-4.33
OGN	2.8e-07	1.0	19.9	-4.32
CCN5	1.7e-08	1.0	19.9	-4.31
AKR1B10	4.9e-14	10.4	203.8	-4.29
ELFN1-AS1	q<=9.5e-20	19.5	1.0	4.28
CPNE7	q<=9.5e-20	19.2	1.0	4.26
STMN2	7.9e-16	1.5	28.2	-4.26
VWA2	q<=9.5e-20	21.2	1.1	4.24
CHI3L1	1.0e-19	28.0	1.5	4.24
SLC51A	7.9e-07	4.0	75.5	-4.23
TNFRSF17	3.0e-12	1.9	35.8	-4.23
GPR15	3.0e-12	1.0	18.6	-4.22
LARGE2	q<=9.5e-20	29.3	1.6	4.21
PADI2	1.5e-15	19.9	364.9	-4.20
C2orf88	2.5e-18	3.7	66.2	-4.18
EYA2	3.4e-10	1.4	24.5	-4.17
CA9	2.2e-16	24.5	1.4	4.16
SLC17A4	4.3e-11	1.8	31.2	-4.15
MT1G	2.4e-11	109.5	1940.5	-4.15
GSTM1	1.7e-04	1.0	17.7	-4.15
GRIN2D	q<=9.5e-20	17.6	1.0	4.14
TNXB	1.7e-07	1.4	24.7	-4.14
BTNL8	1.5e-10	6.1	107.4	-4.13
GDPD2	9.0e-11	1.5	25.2	-4.08
ABCA8	1.4e-17	1.0	16.8	-4.07
TRIM29	q<=9.5e-20	54.7	3.3	4.05
GPT	3.0e-16	5.4	89.4	-4.04
SLC9A3	5.1e-06	3.7	59.7	-4.03
PDX1	q<=9.5e-20	16.4	1.0	4.03
TESC	q<=9.5e-20	92.8	5.7	4.02
ADAMDEC1	1.3e-13	20.5	319.8	-3.96
DPT	1.7e-05	1.6	25.3	-3.96
INHBA	3.8e-16	15.5	1.0	3.95
CHRDL1	5.0e-06	1.6	25.1	-3.94
PLP1	2.7e-07	1.0	15.1	-3.92
C6orf223	q<=9.5e-20	15.1	1.0	3.91
MMP1	q<=9.5e-20	59.5	4.0	3.91
B3GNT7	2.6e-06	7.0	104.7	-3.90
PCSK1N	4.3e-04	1.0	14.8	-3.89
NKD2	q<=9.5e-20	17.6	1.2	3.88
FABP1	6.6e-14	924.7	13411.3	-3.86
FAM107A	1.7e-10	1.4	20.0	-3.86
KRT17	5.8e-04	14.4	1.0	3.85
FOSL1	6.5e-16	19.5	1.4	3.81
MIR3189	q<=9.5e-20	14.0	1.0	3.78
TPSG1	6.7e-10	3.2	43.8	-3.77
MT1F	7.1e-11	28.8	391.4	-3.77
CGREF1	q<=9.5e-20	34.1	2.5	3.76
TMEM37	4.3e-13	14.4	193.6	-3.75
LINC02418	q<=9.5e-20	13.5	1.0	3.75
SERPINB5	q<=9.5e-20	43.0	3.2	3.75
WSCD1	4.0e-15	1.5	20.3	-3.75
GCNT2	6.8e-18	1.0	13.3	-3.74
UGT1A8	7.6e-12	1.0	13.4	-3.74
URAD	9.8e-11	3.7	49.2	-3.73
ECRG4	2.3e-06	1.0	13.2	-3.72
FABP2	2.3e-04	3.8	49.7	-3.72
CCL13	3.0e-08	2.2	29.6	-3.72
CXCL8	2.9e-04	52.1	4.0	3.71
CFD	2.3e-13	17.2	224.6	-3.71
STC2	q<=9.5e-20	13.0	1.0	3.70
DPP10-AS1	2.6e-11	1.0	13.0	-3.70
SCGB2A1	1.0e-05	1.0	13.0	-3.69
LDHD	4.7e-16	8.5	109.4	-3.68
MSX2	q<=9.5e-20	12.8	1.0	3.68
TRIB3	q<=9.5e-20	76.3	6.0	3.67
MOGAT2	1.3e-14	9.7	123.3	-3.67
MT1E	2.5e-13	70.3	893.1	-3.67
ENTPD8	5.7e-11	9.1	114.8	-3.65
EPHX4	q<=9.5e-20	12.5	1.0	3.65
C16orf89	3.4e-11	1.0	12.4	-3.64
MAMDC2	2.3e-08	1.0	12.4	-3.64
CBX2	q<=9.5e-20	12.5	1.0	3.64
MDFI	q<=9.5e-20	18.7	1.5	3.64
SLC25A34	1.0e-13	1.0	12.3	-3.62
MMP11	q<=9.5e-20	119.7	9.8	3.61
TMEM100	1.5e-14	1.0	12.1	-3.59
CCL19	1.1e-04	3.7	44.5	-3.58
COL10A1	q<=9.5e-20	11.9	1.0	3.57
NR1H4	4.9e-04	1.0	11.9	-3.57
CTHRC1	q<=9.5e-20	51.2	4.4	3.54
CLC	8.3e-04	1.0	11.6	-3.54
PCK1	2.2e-10	15.6	180.9	-3.54
SLC13A2	2.7e-05	2.1	24.5	-3.52
PLAAT2	4.1e-05	2.1	23.4	-3.51
CDKN2B	2.1e-14	8.5	97.3	-3.51
S100A2	4.8e-07	14.3	1.3	3.48
LGALS9C	7.9e-09	2.2	24.3	-3.48
EVA1A	q<=9.5e-20	11.2	1.0	3.48
MMRN1	7.0e-10	1.0	11.1	-3.47
CCL8	2.1e-07	2.2	23.9	-3.44
BTNL3	3.0e-14	8.7	94.3	-3.43
CXCL11	2.4e-11	13.0	1.2	3.42
SELENOP	1.7e-08	28.6	305.3	-3.42
BBOX1-AS1	q<=9.5e-20	10.6	1.0	3.41
RBPMS2	7.3e-04	1.6	16.6	-3.41
CD79A	5.9e-07	9.2	97.6	-3.41
C2CD4A	q<=9.5e-20	10.6	1.0	3.40
MAL	1.4e-08	1.0	10.5	-3.40
SECTM1	1.6e-09	19.4	203.4	-3.39
CLEC10A	9.7e-13	2.1	21.9	-3.39
HPGD	3.7e-15	19.6	205.0	-3.39
LILRB5	5.6e-14	1.4	15.0	-3.38
HBB	1.4e-04	21.7	226.1	-3.38
CD163L1	3.2e-10	2.1	21.5	-3.37
PTGDR	1.2e-10	1.0	10.2	-3.36
PCOLCE2	8.2e-08	1.0	10.2	-3.36
F13A1	2.4e-06	4.3	44.8	-3.36
PLAC8	1.1e-12	43.2	442.1	-3.36
B3GALT5	8.7e-09	2.5	25.8	-3.36
MMP28	4.2e-16	5.5	56.1	-3.35
TNS4	q<=9.5e-20	74.0	7.2	3.35
LRRC26	7.3e-05	1.0	10.2	-3.35
IGLL5	2.0e-08	1.0	10.2	-3.35
SEMA6D	1.2e-14	2.4	23.9	-3.34
COL11A1	q<=9.5e-20	10.0	1.0	3.33
SLCO4A1	q<=9.5e-20	46.7	4.6	3.33
PCSK9	q<=9.5e-20	40.6	4.0	3.33
HHLA2	2.3e-15	23.5	234.4	-3.32
SMIM32	6.4e-16	2.1	21.0	-3.32
HMGCS2	5.0e-11	96.1	952.3	-3.31
ASCL2	q<=9.5e-20	121.6	12.2	3.31
KLK10	4.7e-19	9.8	1.0	3.29
ANGPTL1	5.1e-04	1.0	9.8	-3.29
MADCAM1	1.2e-09	1.0	10.1	-3.29
TUBAL3	5.1e-12	5.6	54.6	-3.29
EPOP	q<=9.5e-20	9.7	1.0	3.29
CCL23	2.1e-11	1.0	9.7	-3.28
FER1L6	1.7e-07	1.0	9.7	-3.27
MLXIPL	q<=9.5e-20	27.1	2.8	3.27
LGALS2	3.5e-06	11.8	112.9	-3.26
PHGR1	5.2e-12	346.4	3318.9	-3.26
BRINP3	3.1e-11	1.0	9.5	-3.25
MB	5.4e-12	3.2	30.1	-3.25
SULT2B1	q<=9.5e-20	28.0	3.0	3.24
ACKR1	9.3e-09	5.6	52.7	-3.23
CLDN23	5.8e-11	13.2	123.5	-3.23
FAP	q<=9.5e-20	9.3	1.0	3.21
SPTBN2	q<=9.5e-20	9.3	1.0	3.20
SPP1	2.5e-18	82.5	9.0	3.19
ADCY5	2.8e-07	1.0	9.6	-3.19
NEU4	5.3e-13	5.6	50.5	-3.18
POU5F1B	q<=9.5e-20	9.0	1.0	3.17
PLN	8.2e-04	3.6	32.5	-3.16
CEL	3.9e-15	8.9	1.0	3.16
ESM1	q<=9.5e-20	9.0	1.0	3.16
SIM2	q<=9.5e-20	8.9	1.0	3.15
BCHE	7.1e-05	1.0	8.9	-3.15
ABI3BP	5.5e-08	1.8	16.4	-3.15
AJUBA	q<=9.5e-20	18.5	2.1	3.15
CD36	2.1e-10	4.5	40.0	-3.14
EPB41L3	q<=9.5e-20	6.9	61.0	-3.14
FAM189A1	4.7e-16	1.0	8.8	-3.14
SCD	q<=9.5e-20	241.1	27.5	3.13
TRIM40	4.8e-04	1.3	11.2	-3.12
NKD1	2.4e-19	8.9	1.0	3.12
SELENBP1	2.5e-12	221.5	1909.0	-3.11
RNF152	1.4e-12	1.5	12.6	-3.11
PGM5	5.2e-04	4.5	38.2	-3.10
PRIMA1	2.3e-06	1.0	8.5	-3.09
RHPN1	q<=9.5e-20	14.8	1.7	3.09
CALB2	2.9e-06	2.2	18.9	-3.09
RERGL	7.3e-09	1.0	8.5	-3.08
CILP	2.5e-05	1.0	8.5	-3.08
SCIN	3.8e-11	3.2	27.3	-3.08
ASB2	4.9e-05	2.1	17.7	-3.08
HS6ST2	q<=9.5e-20	8.4	1.0	3.07
FOLR2	1.0e-07	6.1	51.1	-3.07
SLC7A5	q<=9.5e-20	89.1	10.6	3.07
CCNO	q<=9.5e-20	15.7	1.9	3.07
SLC6A6	q<=9.5e-20	47.4	5.7	3.07
NEURL1	2.5e-09	2.0	16.8	-3.05
TSPAN7	q<=9.5e-20	12.3	102.1	-3.05
CKB	1.3e-10	307.5	2540.8	-3.05
SULT1B1	1.4e-17	14.8	121.9	-3.04
IRF4	1.2e-07	1.4	11.6	-3.03
LGALS9B	7.5e-07	1.8	14.5	-3.03
TACSTD2	8.0e-18	15.3	1.9	3.02
MYEOV	q<=9.5e-20	27.5	3.4	3.02
CXCL1	q<=9.5e-20	105.2	13.0	3.02
BCAS1	1.4e-16	22.1	178.0	-3.01
GNG7	5.6e-19	1.2	9.8	-3.01
NKX2-3	5.9e-10	2.8	22.6	-3.01
SLC6A20	9.8e-07	8.1	1.0	3.01
CADM3	6.0e-11	1.0	8.1	-3.01
CXCL3	q<=9.5e-20	65.9	8.2	3.00
NR3C2	q<=9.5e-20	7.6	60.7	-3.00
ISX	2.4e-13	11.5	91.5	-2.99
TNFRSF12A	q<=9.5e-20	145.9	18.3	2.99
FHL1	1.0e-05	16.3	128.6	-2.98
AHCYL2	3.6e-15	32.4	256.6	-2.98
GSTM5	2.8e-12	1.3	10.0	-2.98
TGFBI	q<=9.5e-20	690.4	87.3	2.98
S100P	q<=9.5e-20	952.2	120.3	2.98
SLC38A4	8.5e-06	1.1	8.7	-2.97
HAGLR	6.6e-19	3.7	28.8	-2.97
MEP1A	2.4e-07	55.9	437.7	-2.97
CD209	1.8e-13	2.1	16.7	-2.96
KRT20	1.5e-14	299.8	2336.8	-2.96
DEFB1	3.3e-07	7.7	59.9	-2.96
HRCT1	1.4e-10	10.7	83.4	-2.96
BARX2	2.6e-13	4.1	32.1	-2.96
LRRC19	9.2e-16	12.0	93.3	-2.96
SGCA	3.4e-06	1.3	10.1	-2.95
CDHR5	6.0e-09	60.3	466.3	-2.95
GDF15	q<=9.5e-20	272.5	35.6	2.94
EREG	q<=9.5e-20	21.3	2.8	2.93
PLCL2	2.4e-17	2.9	21.7	-2.93
SP5	q<=9.5e-20	8.6	1.1	2.93
RASD2	9.3e-11	3.5	26.7	-2.92
HAGHL	q<=9.5e-20	12.9	1.7	2.92
GCNT3	1.7e-12	27.0	202.0	-2.91
ZBTB7C	5.7e-17	6.1	46.2	-2.91
VPREB3	3.4e-04	1.1	8.5	-2.91
CPM	7.5e-18	4.4	33.2	-2.91
SMPDL3A	3.7e-15	23.0	171.4	-2.90
TMEM220	1.1e-06	1.8	13.7	-2.90
PHLDA1	q<=9.5e-20	45.5	6.1	2.89
MZB1	6.3e-09	17.9	132.9	-2.89
PDK4	1.1e-05	10.3	76.2	-2.89
SFRP4	4.0e-17	16.6	2.3	2.88
MFAP5	4.8e-08	3.7	26.8	-2.87
PVT1	7.2e-12	19.3	2.6	2.87
PABPC1L	q<=9.5e-20	19.9	2.7	2.87
BMP5	9.8e-14	1.0	7.3	-2.87
HSD11B2	5.9e-19	114.9	841.7	-2.87
KLF4	3.6e-17	47.1	342.6	-2.86
ADAMTS12	q<=9.5e-20	7.2	1.0	2.86
SCUBE2	6.7e-12	1.5	11.1	-2.86
SULT1C2	3.1e-15	8.3	1.2	2.85
CCL28	2.6e-17	20.2	145.9	-2.85
CP	9.5e-06	1.0	7.2	-2.85
IL6R	5.1e-19	5.0	36.2	-2.85
ADAM12	8.5e-16	7.2	1.0	2.85
CELSR1	q<=9.5e-20	9.7	1.4	2.84
NXPE1	1.7e-10	5.2	37.6	-2.84
CCR2	7.7e-11	1.0	7.3	-2.84
MAFG-DT	q<=9.5e-20	7.1	1.0	2.84
CLDN5	2.6e-13	5.7	40.5	-2.83
NOTUM	2.8e-07	7.1	1.0	2.83
LTK	6.5e-08	2.2	15.4	-2.83
MALL	2.6e-15	8.6	60.9	-2.82
IL1R2	2.4e-08	9.7	68.5	-2.82
KLK6	6.5e-09	7.0	1.0	2.81
MT2A	2.9e-11	251.9	1766.0	-2.81
GPX3	9.1e-09	25.6	180.3	-2.81
AZGP1	q<=9.5e-20	117.5	16.9	2.80
PTGDR2	3.6e-09	1.0	7.0	-2.80
TPSB2	2.4e-10	7.4	51.0	-2.79
C15orf48	9.9e-19	93.0	642.8	-2.79
ATOH1	3.3e-08	7.5	51.5	-2.78
TNFRSF13B	6.4e-11	1.0	6.9	-2.78
COMP	6.0e-11	6.8	1.0	2.77
SRPX2	q<=9.5e-20	10.0	1.5	2.77
UCN3	8.6e-07	1.0	6.8	-2.77
SLC30A10	8.7e-06	1.0	6.8	-2.77
P2RY14	1.6e-11	1.6	10.6	-2.77
DHRS11	1.0e-16	45.4	309.7	-2.77
TDGF1	q<=9.5e-20	24.0	3.6	2.75
FGL2	1.0e-17	8.7	58.3	-2.75
SRPX	3.2e-07	4.5	30.3	-2.75
SDCBP2	5.8e-16	53.2	358.5	-2.75
NCAM1	8.8e-06	1.2	8.1	-2.74
SEMA6A	3.9e-18	6.3	42.0	-2.74
LGI4	7.0e-10	2.0	13.5	-2.74
GLP2R	8.1e-17	1.0	6.7	-2.74
TTLL6	3.0e-10	1.1	7.2	-2.73
L1CAM	3.3e-04	1.8	11.8	-2.73
CCL21	6.2e-10	23.0	153.1	-2.73
CA12	3.3e-16	37.5	248.1	-2.73
PCSK5	1.4e-14	3.0	20.2	-2.73
XDH	6.1e-08	6.4	42.7	-2.73
TBX10	2.2e-05	1.9	12.6	-2.72
P2RX1	2.1e-14	1.2	7.8	-2.72
SH2D7	3.3e-07	1.0	6.6	-2.71
PLAC9	5.5e-14	4.5	29.2	-2.71
ENTPD5	4.0e-16	28.6	187.5	-2.71
GPER1	3.4e-08	1.5	9.7	-2.71
ITM2C	q<=9.5e-20	397.5	2584.5	-2.70
CXCL12	1.5e-09	20.5	133.3	-2.70
BGN	q<=9.5e-20	208.1	32.1	2.70
FGFR2	4.3e-14	6.7	43.6	-2.70
NFE2L3	q<=9.5e-20	90.3	13.9	2.70
CAPN9	3.6e-08	3.4	21.9	-2.68
LIFR	6.9e-10	1.0	6.4	-2.68
CHRNA3	7.8e-06	1.2	7.4	-2.68
PRELP	3.8e-04	3.2	20.5	-2.68
ACADS	2.0e-17	52.8	335.3	-2.67
PSAT1	q<=9.5e-20	64.7	10.2	2.67
ANK2	1.9e-05	1.0	6.4	-2.67
PIGR	4.1e-16	1007.3	6400.0	-2.67
LRP8	q<=9.5e-20	6.3	1.0	2.66
PHLPP2	5.1e-11	5.2	32.9	-2.66
CYP2W1	8.7e-11	10.8	1.7	2.66
TNFSF9	2.3e-19	7.2	1.1	2.66
LINC02441	6.4e-13	6.1	38.0	-2.65
COL7A1	q<=9.5e-20	6.9	1.1	2.65
FCER1A	5.4e-09	1.0	6.2	-2.64
ADGRG7	5.5e-05	2.5	15.9	-2.64
ADORA3	2.4e-09	1.2	7.3	-2.64
PLCD1	4.8e-14	12.9	80.7	-2.64
TSPAN1	1.5e-15	361.5	2254.5	-2.64
B3GALT1	2.9e-14	1.0	6.2	-2.64
GPAT3	1.1e-17	5.3	32.8	-2.63
HPGDS	8.6e-13	1.0	6.2	-2.63
BMP7	q<=9.5e-20	15.1	2.4	2.63
HMCN2	3.8e-07	1.4	8.7	-2.63
SLCO4A1-AS1	q<=9.5e-20	6.2	1.0	2.63
LY9	7.8e-09	1.0	6.3	-2.63
PRKG2	3.0e-06	1.0	6.1	-2.62
BMX	2.5e-10	1.1	6.6	-2.62
PRR7	q<=9.5e-20	9.2	1.5	2.61
NTN1	5.3e-08	1.6	9.6	-2.61
APLN	q<=9.5e-20	6.1	1.0	2.60
VSNL1	q<=9.5e-20	27.6	4.6	2.60
CHAD	2.4e-09	1.0	6.1	-2.60
TINCR	7.0e-11	1.0	6.1	-2.60
TP53INP2	2.6e-14	22.7	137.7	-2.60
CPA3	5.7e-11	6.0	35.9	-2.58
DPF3	2.2e-18	1.0	6.0	-2.58
THRB	9.1e-11	1.8	10.9	-2.57
KCNMA1	8.0e-04	2.2	13.0	-2.57
METTL7A	q<=9.5e-20	32.0	189.5	-2.57
PDE2A	1.2e-05	1.3	7.9	-2.56
NPY1R	3.5e-08	1.0	5.9	-2.56
HOXB8	q<=9.5e-20	34.7	5.9	2.56
MEX3A	q<=9.5e-20	5.9	1.0	2.56
SULT1A1	8.7e-13	26.3	155.1	-2.56
MPZ	2.5e-08	1.2	7.2	-2.55
MTHFD1L	q<=9.5e-20	38.7	6.6	2.55
CMA1	1.3e-09	1.0	5.9	-2.55
HAND2-AS1	5.2e-04	1.0	5.9	-2.55
CES3	9.7e-15	20.1	117.5	-2.55
NR5A2	q<=9.5e-20	4.9	28.3	-2.54
PRKCB	5.3e-10	2.0	11.4	-2.54
STC1	q<=9.5e-20	9.0	1.6	2.54
GDPD3	2.1e-13	9.7	56.3	-2.54
CAVIN2	6.9e-05	3.8	22.4	-2.54
CCN4	q<=9.5e-20	5.8	1.0	2.54
SNCG	6.7e-08	2.9	16.8	-2.54
TMEM132A	q<=9.5e-20	25.3	4.4	2.53
PBLD	1.8e-11	22.5	130.1	-2.53
HTR1D	2.7e-10	5.8	1.0	2.53
GAP43	8.9e-06	1.0	5.8	-2.53
MFAP4	4.2e-09	32.9	190.5	-2.53
ARHGAP44	9.0e-15	7.2	41.4	-2.53
HAPLN1	5.0e-12	1.0	5.8	-2.53
P2RY1	q<=9.5e-20	2.7	15.8	-2.53
MYOC	7.5e-08	1.0	5.7	-2.52
SLC9A2	2.1e-17	7.8	44.6	-2.52
TPSAB1	1.7e-10	7.2	41.5	-2.52
CLU	1.1e-06	30.7	175.6	-2.52
SLC22A18AS	5.2e-17	5.9	34.0	-2.52
SLIT3	7.2e-07	2.1	12.0	-2.51
SULF1	q<=9.5e-20	84.8	14.9	2.51
CHST5	1.6e-07	1.0	5.7	-2.51
PTN	6.9e-11	3.0	17.2	-2.50
COL1A1	q<=9.5e-20	791.6	139.5	2.50
SHISA3	1.8e-06	1.0	5.7	-2.50
MACC1	q<=9.5e-20	19.6	3.5	2.50
SLC7A11	q<=9.5e-20	5.6	1.0	2.49
CDHR2	5.0e-04	15.3	85.6	-2.49
FRMD3	9.5e-13	3.1	17.3	-2.49
APOBR	1.9e-13	20.8	116.3	-2.48
TMPRSS13	q<=9.5e-20	5.5	1.0	2.47
KLK15	9.7e-05	1.2	6.7	-2.47
C10orf99	3.4e-13	151.1	836.0	-2.47
SLC17A9	q<=9.5e-20	29.1	5.3	2.47
DBNDD1	q<=9.5e-20	27.6	5.0	2.47
NEBL	q<=9.5e-20	34.0	6.1	2.47
TMEM253	2.4e-06	1.0	5.5	-2.46
ARNTL2	q<=9.5e-20	8.5	1.5	2.46
BMP6	1.1e-10	1.0	5.5	-2.46
THBS2	7.8e-19	22.2	4.0	2.46
CNTN4	1.6e-13	1.0	5.5	-2.45
JAM2	3.4e-11	2.5	13.7	-2.45
SLAMF7	1.4e-10	9.1	49.8	-2.45
HTR4	2.8e-10	1.0	5.5	-2.45
TMEM220-AS1	2.1e-13	1.2	6.7	-2.45
MPEG1	3.7e-14	9.7	53.2	-2.45
PDE9A	1.4e-09	21.6	117.8	-2.45
CD79B	6.5e-04	1.6	8.6	-2.45
CASP5	1.6e-07	7.6	41.1	-2.44
TMEM171	5.4e-14	24.6	133.7	-2.44
TCF21	3.4e-15	1.7	9.4	-2.44
GFRA3	1.1e-07	1.0	5.4	-2.44
SYNGR1	2.0e-06	1.9	10.4	-2.44
DUSP4	q<=9.5e-20	8.9	1.7	2.43
SERPINE1	1.4e-08	23.8	4.4	2.43
UCHL1	7.8e-06	5.5	29.6	-2.43
HILPDA	q<=9.5e-20	49.8	9.2	2.43
POU2AF1	3.3e-06	4.3	23.3	-2.43
TRIP13	q<=9.5e-20	32.8	6.1	2.42
CCDC69	4.1e-05	11.0	58.9	-2.42
KIAA1549	q<=9.5e-20	5.9	1.1	2.42
C3orf85	4.0e-05	2.3	12.5	-2.42
AMN	8.6e-10	45.1	239.9	-2.41
HOMER1	q<=9.5e-20	5.3	1.0	2.41
AMPD1	1.1e-08	1.0	5.3	-2.41
NIBAN1	2.7e-04	4.1	21.5	-2.41
RGS16	q<=9.5e-20	19.3	3.6	2.41
MSX1	1.0e-17	5.3	1.0	2.40
RGMA	9.9e-05	1.3	6.9	-2.40
ANLN	q<=9.5e-20	34.6	6.5	2.40
CEACAM1	6.5e-10	112.8	592.8	-2.39
SLCO2A1	8.3e-13	28.2	148.0	-2.39
RDH5	q<=9.5e-20	1.8	9.6	-2.39
SUGCT	7.1e-14	3.3	17.4	-2.38
CES2	7.8e-14	95.6	498.7	-2.38
TMCC3	2.3e-11	9.0	47.2	-2.38
SOX10	2.9e-06	1.0	5.2	-2.37
C1orf115	1.2e-10	23.6	122.1	-2.37
UNC5CL	2.6e-17	10.2	2.0	2.37
ADAMTSL1	6.8e-13	1.4	7.4	-2.37
PTGS1	3.8e-04	6.2	31.8	-2.36
OSR1	1.5e-06	1.0	5.1	-2.36
TMEM238L	1.1e-16	1.3	6.5	-2.36
COL12A1	1.2e-19	52.7	10.3	2.36
WDR72	q<=9.5e-20	5.1	1.0	2.36
SFTA2	1.0e-12	5.1	1.0	2.35
FAM189A2	1.3e-09	1.0	5.1	-2.35
DGAT2	5.6e-19	25.9	5.1	2.35
HSPB3	5.1e-04	1.0	5.1	-2.34
SCG2	6.7e-09	2.5	12.5	-2.34
ITM2A	4.4e-14	8.3	41.6	-2.33
LGR5	q<=9.5e-20	27.3	5.4	2.33
MUC4	4.2e-05	11.7	58.6	-2.33
PDE6A	1.6e-11	1.0	5.0	-2.32
NGFR	1.2e-05	1.0	5.0	-2.32
GFRA1	2.5e-05	1.0	5.0	-2.32
S100B	1.9e-05	3.7	18.6	-2.32
PLEKHS1	4.7e-16	23.4	4.7	2.32
CPNE8	4.2e-19	3.3	16.4	-2.32
VPS9D1-AS1	q<=9.5e-20	9.7	2.0	2.31
FMO5	7.7e-13	17.4	86.1	-2.31
CD27	5.0e-10	2.3	11.5	-2.31
CELSR3	q<=9.5e-20	5.0	1.0	2.31
VSTM2A	5.5e-12	1.0	5.0	-2.31
NAAA	3.5e-14	33.0	162.7	-2.30
AXIN2	q<=9.5e-20	77.7	15.8	2.30
TIMP1	q<=9.5e-20	835.0	169.1	2.30
PTPRH	7.8e-15	25.8	126.9	-2.30
