Gene	FDRAdjustedP-value	CancerSampleMed	NormalSampleMed	|log2FC|
DLGAP5	3.0e-08	14.7	1.7	3.10
OLFML2B	4.7e-10	135.5	16.0	3.08
SRPX2	4.2e-14	13.4	1.6	3.07
ASPM	q<=4.4e-19	8.4	1.0	3.06
KIF11	2.2e-08	17.0	2.0	3.06
FANCI	2.9e-08	15.9	1.9	3.03
DUXAP8	q<=4.4e-19	9.9	1.2	3.03
CDK1	1.8e-14	50.7	6.3	3.02
FAM111B	q<=4.4e-19	8.1	1.0	3.02
SNORD3A	2.1e-10	12.3	1.5	3.02
SMC4	3.0e-11	24.0	3.0	3.01
PERP	q<=4.4e-19	4.6	36.9	-3.01
PCLAF	q<=4.4e-19	10.1	1.3	2.99
SCG5	1.3e-13	11.4	1.4	2.98
RUNX1	4.5e-08	447.2	57.2	2.97
CRABP2	1.6e-09	195.3	25.0	2.96
CENPA	1.0e-03	14.7	1.9	2.96
MCM2	q<=4.4e-19	27.9	3.6	2.96
EZH2	8.7e-05	22.9	3.0	2.95
FNDC1	3.1e-13	12.9	1.7	2.94
SIX1	9.6e-07	7.7	1.0	2.94
KCNG1	2.0e-17	10.0	1.3	2.93
PCDHGC3	1.6e-11	27.0	3.6	2.90
POSTN	6.4e-10	283.5	38.3	2.89
FBLN7	5.1e-04	30.9	4.2	2.88
CCNF	1.4e-14	9.6	1.3	2.87
MEX3B	9.7e-04	13.5	1.9	2.86
ATAD2	q<=4.4e-19	20.5	2.8	2.86
PRR11	q<=4.4e-19	7.2	1.0	2.85
DTL	5.8e-05	12.7	1.8	2.85
CDC25C	q<=4.4e-19	7.1	1.0	2.83
ORC6	q<=4.4e-19	12.8	1.8	2.83
MMP14	1.8e-11	810.7	114.7	2.82
PLK4	q<=4.4e-19	7.8	1.1	2.81
TEDC2	3.1e-10	12.3	1.8	2.81
SKA3	q<=4.4e-19	7.9	1.1	2.80
PMAIP1	1.5e-16	10.7	1.6	2.78
DEPDC1	q<=4.4e-19	8.6	1.3	2.77
RAD51AP1	1.2e-07	10.9	1.6	2.77
RUNX2	2.3e-18	6.9	1.0	2.74
IDO1	9.8e-08	10.3	1.6	2.74
APOC1	1.2e-11	25.8	3.9	2.73
NID2	q<=4.4e-19	29.4	4.5	2.71
DLK1	1.1e-04	1.0	6.5	-2.70
KIF15	q<=4.4e-19	7.0	1.1	2.69
TRIP13	1.0e-03	20.4	3.2	2.68
CBX2	1.2e-14	9.7	1.5	2.68
FOXD1	q<=4.4e-19	6.3	1.0	2.67
WDHD1	q<=4.4e-19	6.9	1.1	2.66
ITGA11	1.5e-14	21.4	3.4	2.66
COL5A2	9.0e-04	205.3	32.6	2.66
PYCR1	1.9e-13	39.6	6.3	2.66
RSPH1	q<=4.4e-19	1.0	6.3	-2.66
EXO1	q<=4.4e-19	6.3	1.0	2.66
EDIL3	1.3e-09	68.6	10.8	2.66
SNAI2	q<=4.4e-19	82.2	13.1	2.65
CCNB1	3.3e-08	56.4	9.0	2.65
KIF23	7.6e-05	22.8	3.7	2.64
ITPRIPL1	q<=4.4e-19	6.2	1.0	2.64
NCAPH	q<=4.4e-19	6.2	1.0	2.64
ZIC1	1.1e-16	6.2	1.0	2.63
CCNO	q<=4.4e-19	6.6	1.1	2.61
GPSM2	q<=4.4e-19	10.0	1.6	2.61
CDCA4	2.5e-14	25.9	4.3	2.60
COL7A1	9.0e-13	11.0	1.8	2.60
EPHB2	q<=4.4e-19	11.2	1.8	2.60
MIR25	q<=4.4e-19	6.1	1.0	2.59
KNTC1	q<=4.4e-19	9.2	1.5	2.58
RAD54L	q<=4.4e-19	6.0	1.0	2.58
FANCD2	q<=4.4e-19	6.1	1.0	2.57
RUNX3	1.2e-14	8.4	1.4	2.56
HK2	2.4e-17	10.4	1.8	2.56
B4GALNT1	1.9e-07	8.9	1.5	2.55
AURKA	q<=4.4e-19	23.9	4.1	2.55
CDC7	2.7e-14	10.8	1.9	2.55
CENPL	q<=4.4e-19	13.3	2.3	2.54
SGO2	q<=4.4e-19	7.6	1.3	2.53
MXRA5	1.3e-17	59.7	10.3	2.53
CDCA2	q<=4.4e-19	5.8	1.0	2.53
SGO1	q<=4.4e-19	5.7	1.0	2.52
TBX18	3.3e-05	9.8	1.7	2.52
TNFSF4	2.1e-17	6.6	1.2	2.51
ORC1	1.3e-15	6.6	1.2	2.50
VASH2	6.0e-14	7.0	1.2	2.50
GPX8	3.9e-15	68.8	12.3	2.49
STIL	q<=4.4e-19	5.6	1.0	2.49
TNC	6.1e-12	139.3	24.9	2.48
CHSY3	1.5e-18	6.6	1.2	2.46
GFPT2	2.0e-05	55.1	10.0	2.46
C4orf48	1.8e-12	15.2	2.8	2.45
MTFR2	q<=4.4e-19	5.4	1.0	2.44
CENPE	q<=4.4e-19	5.4	1.0	2.44
FANCA	q<=4.4e-19	5.4	1.0	2.44
ADAMTS9-AS2	8.3e-04	1.0	5.4	-2.44
CLSPN	q<=4.4e-19	5.4	1.0	2.42
LTB4R	q<=4.4e-19	7.8	1.5	2.41
PSD3	1.4e-04	8.1	1.5	2.41
SKA1	9.6e-04	8.6	1.6	2.41
ZNF93	q<=4.4e-19	8.5	1.6	2.40
RMI2	q<=4.4e-19	30.2	5.7	2.40
MAD2L1	9.8e-07	11.2	2.1	2.40
RHEBL1	q<=4.4e-19	5.2	1.0	2.38
NCAPG2	q<=4.4e-19	19.7	3.8	2.38
NEIL3	q<=4.4e-19	5.2	1.0	2.38
WDR62	1.0e-03	9.7	1.9	2.37
GINS1	q<=4.4e-19	10.8	2.1	2.37
RIBC2	q<=4.4e-19	5.1	1.0	2.36
IFI16	1.7e-07	149.1	29.3	2.35
BRME1	q<=4.4e-19	5.7	1.1	2.35
RECQL4	9.2e-15	13.7	2.7	2.34
RELT	q<=4.4e-19	5.7	1.1	2.34
GPRIN1	q<=4.4e-19	5.1	1.0	2.34
MIR4435-2HG	q<=4.4e-19	19.9	3.9	2.34
CD72	q<=4.4e-19	8.8	1.7	2.34
MCM4	1.6e-16	63.0	12.4	2.34
FLRT2	q<=4.4e-19	9.9	2.0	2.33
SNAP25	6.9e-16	6.7	1.3	2.33
CD7	7.5e-17	9.5	1.9	2.33
KIF18A	q<=4.4e-19	5.0	1.0	2.32
NXPH4	4.6e-08	5.0	1.0	2.32
GSDMB	2.0e-15	11.1	2.2	2.32
CDKN2B-AS1	q<=4.4e-19	5.0	1.0	2.32
FOXD2-AS1	2.5e-05	8.7	1.8	2.31
NTM	1.5e-07	10.2	2.1	2.31
FSCN1	2.0e-05	214.8	43.3	2.31
COL12A1	5.4e-17	75.8	15.4	2.30
DBF4	q<=4.4e-19	8.5	1.7	2.30
MEG3	1.7e-09	67.9	13.9	2.29
ITGA8	3.5e-05	4.4	21.6	-2.29
DNMT1	q<=4.4e-19	57.9	11.8	2.29
MELTF	q<=4.4e-19	21.3	4.4	2.28
SIGLEC9	q<=4.4e-19	5.0	1.0	2.28
FGD1	q<=4.4e-19	11.8	2.4	2.28
TMEM132A	q<=4.4e-19	34.7	7.2	2.28
TRIB3	q<=4.4e-19	25.0	5.2	2.27
IL2RB	6.1e-17	5.2	1.1	2.26
UBXN10	q<=4.4e-19	1.0	4.8	-2.26
GBP5	1.9e-09	4.8	1.0	2.26
COL5A3	9.3e-04	28.8	6.1	2.25
CDCA7L	4.0e-17	12.8	2.7	2.24
RBL1	1.4e-06	9.5	2.0	2.23
CLEC2D	q<=4.4e-19	5.1	1.1	2.23
PDCD1LG2	1.2e-16	8.0	1.7	2.23
C1orf112	q<=4.4e-19	4.7	1.0	2.23
ANOS1	7.9e-13	4.7	1.0	2.23
ELF4	2.8e-18	26.2	5.6	2.22
LINC02328	7.0e-07	7.0	1.5	2.22
AMH	8.5e-16	4.6	1.0	2.22
TYMS	2.2e-08	14.7	3.2	2.21
PAQR4	q<=4.4e-19	7.2	1.5	2.21
CIP2A	q<=4.4e-19	6.3	1.4	2.21
ROBO1	1.8e-05	24.0	5.2	2.21
CDC25A	q<=4.4e-19	4.6	1.0	2.21
TREM2	7.5e-09	21.9	4.8	2.20
GPR173	q<=4.4e-19	5.2	1.1	2.20
LINC00632	4.2e-13	4.5	1.0	2.19
ADCY3	3.7e-14	18.4	4.1	2.18
FBN1	8.4e-04	93.0	20.5	2.18
TNFSF9	5.4e-17	5.0	1.1	2.18
KIF20B	1.8e-04	5.9	1.3	2.17
GSC	5.0e-11	4.9	1.1	2.17
ADAMTS10	2.5e-04	18.6	4.1	2.17
RCC1	q<=4.4e-19	48.1	10.7	2.17
LINC01615	1.8e-09	4.8	1.1	2.16
LDLRAD3	1.1e-17	13.3	3.0	2.16
TRIO	q<=4.4e-19	35.1	7.8	2.16
SYNE3	1.9e-10	7.4	1.7	2.16
BRCA1	4.9e-08	7.5	1.7	2.16
TCF7	1.6e-10	11.7	2.6	2.15
GALNT15	7.4e-07	19.9	4.5	2.15
TTC12	1.0e-04	3.8	16.6	-2.15
CCL4L2	2.4e-13	5.8	1.3	2.14
GPNMB	4.2e-12	425.3	98.1	2.12
FCGR3A	1.0e-04	58.4	13.4	2.12
LOC153684	q<=4.4e-19	4.4	1.0	2.12
LRRC17	4.0e-09	29.0	6.7	2.12
E2F2	4.5e-18	4.3	1.0	2.12
ATP8B2	1.1e-08	55.5	12.9	2.11
GCNT1	1.1e-13	5.4	1.3	2.11
ISG20	q<=4.4e-19	15.5	3.6	2.11
FBXO5	q<=4.4e-19	19.6	4.6	2.10
EBF2	4.6e-13	4.3	1.0	2.09
C21orf58	2.8e-18	8.1	1.9	2.09
C18orf54	q<=4.4e-19	4.5	1.1	2.09
SPOCD1	1.1e-11	4.2	1.0	2.08
EME1	q<=4.4e-19	4.2	1.0	2.08
PARPBP	q<=4.4e-19	4.2	1.0	2.07
DLX5	3.8e-09	4.2	1.0	2.07
MTBP	q<=4.4e-19	4.5	1.1	2.06
LAIR1	q<=4.4e-19	15.5	3.7	2.06
CXCL10	8.0e-09	17.8	4.3	2.06
ESCO2	q<=4.4e-19	4.2	1.0	2.05
DSN1	2.0e-04	40.1	9.7	2.05
STMN1	q<=4.4e-19	350.8	85.2	2.04
MCM5	2.1e-04	65.3	15.9	2.04
ARHGEF2	6.3e-09	109.5	26.6	2.04
CENPI	q<=4.4e-19	4.1	1.0	2.03
PLXDC1	2.0e-13	13.2	3.2	2.03
ZWINT	4.1e-05	40.8	10.0	2.03
DHPS	q<=4.4e-19	4.1	1.0	2.02
FAM171A2	1.1e-07	5.3	1.3	2.01
APOL4	1.0e-06	7.6	1.9	2.01
PLXNA1	8.8e-05	32.3	8.1	2.00
CCL4	1.9e-14	16.8	4.2	2.00
LMNB2	q<=4.4e-19	77.7	19.4	2.00
SCML2	5.6e-08	5.1	1.3	2.00
CEP170	q<=4.4e-19	13.4	3.4	1.99
LZTS1	q<=4.4e-19	9.4	2.4	1.99
TRPM2	q<=4.4e-19	4.5	1.1	1.99
BAZ1A	1.4e-06	16.7	4.2	1.98
E2F7	q<=4.4e-19	4.0	1.0	1.98
DLEU2	q<=4.4e-19	5.2	1.3	1.98
MTHFD1L	1.6e-04	27.9	7.0	1.98
AMPH	q<=4.4e-19	14.5	3.7	1.98
GMIP	q<=4.4e-19	13.3	3.4	1.96
TYMP	q<=4.4e-19	81.6	21.0	1.96
PIEZO2	7.9e-16	6.5	1.7	1.96
CDC25B	q<=4.4e-19	96.8	24.8	1.96
CNIH2	8.9e-17	4.5	1.2	1.95
WNT5A	9.1e-11	6.1	1.6	1.95
LAPTM5	q<=4.4e-19	104.1	26.9	1.95
MMS22L	q<=4.4e-19	3.9	1.0	1.95
DEF6	2.5e-05	13.9	3.6	1.95
CDK5RAP3	4.0e-11	4.5	1.2	1.95
SLFN11	7.4e-07	27.1	7.1	1.94
CDH24	2.0e-05	11.4	3.0	1.94
PLEK	q<=4.4e-19	22.4	5.8	1.94
PLA2G7	2.3e-04	7.6	2.0	1.94
TRIM46	q<=4.4e-19	3.8	1.0	1.93
ARHGAP33	9.8e-12	13.1	3.4	1.93
IL4I1	4.4e-12	9.7	2.5	1.93
ULBP2	q<=4.4e-19	4.2	1.1	1.92
DDIAS	q<=4.4e-19	3.8	1.0	1.92
MAZ	q<=4.4e-19	17.6	4.6	1.92
FGD2	q<=4.4e-19	5.9	1.6	1.91
INHBA	9.1e-07	9.7	2.6	1.91
CD163	q<=4.4e-19	56.8	15.1	1.91
SPIN4	q<=4.4e-19	7.6	2.0	1.90
DONSON	1.3e-08	17.9	4.8	1.90
IER5L	1.2e-06	11.9	3.2	1.90
LINC01235	q<=4.4e-19	3.7	1.0	1.90
TDO2	2.1e-07	5.2	1.4	1.90
MAFB	1.8e-05	80.1	21.5	1.90
GAS2L3	2.0e-07	7.0	1.9	1.90
MAP4K4	3.1e-07	77.5	20.9	1.89
YJEFN3	q<=4.4e-19	7.8	2.1	1.89
GZMA	9.2e-13	10.9	2.9	1.89
EVI2A	2.5e-18	5.9	1.6	1.89
CCDC163	q<=4.4e-19	3.7	1.0	1.88
TRO	q<=4.4e-19	32.7	8.9	1.88
HMGB2	4.8e-07	256.9	70.0	1.88
CAMK1D	2.6e-05	21.9	5.9	1.88
BMPER	3.4e-16	3.8	1.0	1.88
STRADA	q<=4.4e-19	3.6	1.0	1.87
SPDL1	q<=4.4e-19	13.6	3.7	1.87
SNORD6	q<=4.4e-19	3.7	1.0	1.87
AKNA	q<=4.4e-19	18.5	5.1	1.87
BGN	1.8e-18	1084.4	296.8	1.87
LIMK1	q<=4.4e-19	52.6	14.4	1.87
NETO2	3.6e-05	4.8	1.3	1.86
FCGR1A	2.0e-05	8.4	2.3	1.86
REEP4	1.1e-06	54.6	15.0	1.86
GINS4	q<=4.4e-19	3.6	1.0	1.86
EBF3	6.1e-10	5.9	1.6	1.86
MMP16	9.9e-15	3.9	1.1	1.85
SLC20A1	q<=4.4e-19	57.0	15.8	1.85
CCSAP	q<=4.4e-19	6.4	1.8	1.85
NOTCH2	q<=4.4e-19	69.1	19.2	1.85
KCNN4	4.9e-08	5.6	1.6	1.84
LIMD2	6.8e-09	18.6	5.2	1.84
KDELR3	q<=4.4e-19	77.4	21.6	1.84
MIR155HG	q<=4.4e-19	3.5	1.0	1.82
MX2	2.1e-05	19.3	5.5	1.82
DDIT4	4.1e-10	51.8	14.6	1.82
CCL5	2.8e-10	38.6	11.0	1.82
PBX4	q<=4.4e-19	3.6	1.0	1.81
OASL	2.3e-06	10.4	3.0	1.81
ST8SIA4	6.8e-09	8.5	2.4	1.80
ZNF423	1.3e-18	5.8	1.7	1.80
TCF3	q<=4.4e-19	65.1	18.7	1.80
FMNL3	1.8e-06	13.6	3.9	1.80
TRIM9	q<=4.4e-19	3.5	1.0	1.80
NREP	9.7e-05	6.9	2.0	1.79
KPNA2	q<=4.4e-19	106.6	30.7	1.79
PIK3R5	q<=4.4e-19	4.6	1.3	1.79
LAG3	2.5e-10	5.3	1.5	1.79
FCMR	2.5e-12	4.2	1.2	1.78
MCM10	q<=4.4e-19	3.4	1.0	1.77
HIVEP3	3.0e-05	4.0	1.2	1.77
BRIP1	q<=4.4e-19	3.4	1.0	1.77
FLJ32255	q<=4.4e-19	16.3	4.8	1.77
POLD1	1.1e-17	20.7	6.1	1.76
FAM78A	q<=4.4e-19	7.0	2.1	1.76
BEST1	q<=4.4e-19	4.4	1.3	1.75
POLE	3.5e-09	15.6	4.6	1.75
ADCY7	q<=4.4e-19	3.4	1.0	1.75
ASAP1	q<=4.4e-19	33.6	10.0	1.75
SANBR	q<=4.4e-19	7.3	2.2	1.74
CCDC34	8.9e-04	22.5	6.8	1.74
LRP4	5.8e-14	3.9	1.2	1.73
ADORA3	1.9e-05	6.0	1.8	1.73
ARL4C	4.4e-05	52.0	15.7	1.73
S100A3	2.0e-10	11.4	3.5	1.73
DLG5	9.3e-04	13.0	3.9	1.72
NKG7	1.9e-10	18.4	5.6	1.72
CLEC7A	1.5e-09	5.7	1.7	1.72
SNORA11	q<=4.4e-19	3.3	1.0	1.72
MARCKSL1	3.0e-07	216.1	65.4	1.72
NSD2	2.4e-08	31.8	9.7	1.71
CENPP	q<=4.4e-19	3.3	1.0	1.71
CCDC18	q<=4.4e-19	3.3	1.0	1.71
NFAM1	q<=4.4e-19	5.8	1.8	1.71
SSBP4	3.4e-15	96.3	29.4	1.71
MEX3D	2.0e-04	29.0	8.9	1.71
OLFM2	4.0e-05	15.3	4.7	1.70
CAD	q<=4.4e-19	24.2	7.5	1.70
DOK3	q<=4.4e-19	7.8	2.4	1.69
CCDC88A	8.7e-05	15.8	4.9	1.69
CXCR4	q<=4.4e-19	59.0	18.3	1.69
GPR176	q<=4.4e-19	19.4	6.0	1.69
SKP2	q<=4.4e-19	15.9	5.0	1.68
JAK3	2.1e-10	6.9	2.2	1.67
DNM1	2.0e-06	33.2	10.4	1.67
CD70	3.3e-13	3.2	1.0	1.67
TTLL3	q<=4.4e-19	8.4	2.6	1.67
PTPRS	1.5e-06	25.0	7.9	1.67
GABRD	q<=4.4e-19	3.2	1.0	1.67
CORO1A	3.1e-16	54.3	17.1	1.67
SMIM3	q<=4.4e-19	86.2	27.0	1.67
DDX39A	q<=4.4e-19	150.9	47.8	1.66
SLC17A9	4.8e-07	4.4	1.4	1.65
RGS19	3.4e-04	28.7	9.1	1.65
CCL3L1	1.5e-16	3.1	1.0	1.65
FERMT3	1.1e-08	29.7	9.5	1.65
KCTD21-AS1	q<=4.4e-19	7.3	2.3	1.65
LSAMP	3.2e-17	3.4	1.1	1.64
C1QC	1.0e-16	453.1	145.1	1.64
NCAPD2	q<=4.4e-19	53.4	17.2	1.64
DPF1	q<=4.4e-19	3.1	1.0	1.64
GNB4	q<=4.4e-19	18.8	6.1	1.63
SLC2A10	q<=4.4e-19	19.0	6.1	1.63
CEMIP	2.8e-08	3.1	1.0	1.63
KIF14	q<=4.4e-19	3.1	1.0	1.62
KNSTRN	q<=4.4e-19	24.3	7.9	1.62
ERFE	1.1e-08	3.1	1.0	1.62
MIR34AHG	q<=4.4e-19	3.1	1.0	1.62
GBP1	3.0e-08	79.5	25.8	1.62
ADAMTS5	1.8e-10	8.3	2.7	1.62
SMOC1	6.9e-10	5.4	1.8	1.62
VAX2	q<=4.4e-19	3.1	1.0	1.61
CD8A	9.7e-09	4.0	1.3	1.60
SERPINB8	6.9e-05	9.5	3.1	1.60
CD84	2.7e-14	3.5	1.1	1.60
MIR6859-1	1.8e-04	3.8	1.2	1.60
GREM1	5.4e-09	3.0	1.0	1.59
ADAMTS14	2.5e-04	5.5	1.8	1.59
ARHGEF19	q<=4.4e-19	9.9	3.3	1.59
CARD9	q<=4.4e-19	5.6	1.9	1.59
PRF1	8.4e-13	5.9	2.0	1.59
FAM126A	q<=4.4e-19	9.1	3.0	1.59
ARHGAP9	1.8e-15	8.6	2.9	1.59
CDK2	2.1e-06	37.7	12.5	1.59
IGDCC4	2.5e-09	4.4	1.5	1.59
SPSB4	3.7e-06	3.9	1.3	1.59
RNF175	5.6e-16	3.0	1.0	1.59
PLXNA3	7.7e-07	11.1	3.7	1.59
DOCK2	1.7e-12	7.8	2.6	1.59
HK3	q<=4.4e-19	4.5	1.5	1.59
CEP72	9.8e-10	3.6	1.2	1.58
RUBCNL	q<=4.4e-19	3.0	1.0	1.58
SLAMF7	9.0e-09	3.7	1.3	1.58
KLHL4	9.6e-11	7.2	2.4	1.58
TMSB15A	4.8e-08	15.3	5.2	1.57
WNT11	1.4e-13	3.5	1.2	1.57
MMP11	4.1e-05	43.6	14.7	1.57
ASIC3	2.7e-16	3.0	1.0	1.57
MYO1G	q<=4.4e-19	4.9	1.7	1.57
GNRH1	q<=4.4e-19	3.0	1.0	1.57
CD37	7.8e-04	25.4	8.6	1.57
NOTCH3	9.2e-09	61.5	20.7	1.57
EPB41L2	6.5e-12	84.4	28.4	1.57
ITGAL	2.6e-12	4.6	1.6	1.56
GAS1	q<=4.4e-19	70.5	24.0	1.56
NPTX2	2.3e-06	4.9	1.7	1.56
MAMLD1	5.8e-17	7.4	2.5	1.56
HCLS1	q<=4.4e-19	77.5	26.3	1.56
SHC1	2.5e-08	110.5	37.6	1.56
NLRC5	q<=4.5e-19	15.6	5.3	1.55
RAI1	3.1e-04	16.6	5.7	1.55
QRICH2	7.2e-04	3.5	1.2	1.55
GUCY1A2	1.1e-12	3.0	1.0	1.55
EPHB3	2.2e-11	16.1	5.5	1.55
ZNF668	4.7e-05	5.1	1.8	1.54
LCP1	q<=4.4e-19	51.3	17.7	1.54
SPATC1L	2.9e-12	16.0	5.5	1.54
PSMA6	q<=4.4e-19	8.0	2.8	1.53
SNCAIP	3.4e-09	4.0	1.4	1.53
ARL10	1.1e-05	8.5	2.9	1.53
FKBP11	q<=4.4e-19	52.6	18.2	1.53
POLA1	q<=4.4e-19	14.0	4.8	1.53
CCN4	1.0e-09	17.2	6.0	1.52
MSR1	2.3e-07	24.0	8.3	1.52
PLCB2	1.7e-10	9.5	3.3	1.52
LOX	1.2e-08	40.0	13.9	1.52
NEMP1	7.4e-14	15.1	5.3	1.51
LINC01480	1.9e-18	2.8	1.0	1.51
EDA2R	3.9e-09	5.6	2.0	1.51
CENPN	q<=4.4e-19	6.4	2.2	1.51
TTC13	q<=4.4e-19	11.6	4.1	1.51
CDON	1.8e-13	3.3	1.1	1.51
CMTM1	q<=4.4e-19	2.8	1.0	1.50
TIAM1	6.6e-10	5.6	2.0	1.50
LY6G5B	q<=4.4e-19	2.8	1.0	1.50
MAP3K7CL	6.8e-12	12.7	4.5	1.50
MYO1F	9.5e-06	14.2	5.0	1.50
EMB	q<=4.4e-19	13.0	4.6	1.50
C3AR1	2.2e-16	15.1	5.4	1.49
MAPK7	q<=4.4e-19	40.8	14.5	1.49
BAALC	9.7e-12	4.9	1.7	1.49
CD4	q<=4.4e-19	59.7	21.2	1.49
NUP188	q<=4.4e-19	40.1	14.3	1.49
PDGFRB	3.2e-15	156.3	55.8	1.49
B3GNT9	1.9e-11	24.5	8.7	1.49
C1QB	1.1e-17	505.4	180.7	1.48
EGLN2	q<=4.4e-19	3.4	1.2	1.48
MILR1	4.1e-16	10.7	3.8	1.48
LILRB4	4.0e-18	9.6	3.4	1.48
MCM6	2.4e-04	53.4	19.1	1.48
CHST6	1.7e-14	2.8	1.0	1.48
CEP128	q<=4.4e-19	2.8	1.0	1.48
CD53	2.8e-15	54.4	19.7	1.47
MAP4K1	3.9e-13	3.0	1.1	1.46
CD300C	2.4e-16	4.1	1.5	1.46
PRR16	3.2e-04	5.2	1.9	1.46
USP1	1.5e-06	50.1	18.2	1.46
RFC3	q<=4.4e-19	18.1	6.6	1.45
SASH3	2.6e-17	8.6	3.2	1.45
COX10-AS1	8.7e-18	12.3	4.5	1.45
E2F8	q<=4.4e-19	2.7	1.0	1.45
TRAM2	1.9e-09	36.9	13.6	1.44
MS4A7	4.9e-04	26.1	9.6	1.44
TNFAIP2	3.7e-07	53.4	19.7	1.44
DUSP3	3.2e-15	54.8	147.7	-1.43
RAPGEFL1	q<=4.4e-19	3.8	1.4	1.43
LIN37	4.5e-04	3.3	1.2	1.43
AIM2	6.1e-13	2.7	1.0	1.43
PLXNA4	4.1e-09	5.2	1.9	1.43
ADAM23	5.1e-11	3.1	1.2	1.43
PLK2	2.3e-12	44.1	16.4	1.43
PFKFB4	4.2e-04	5.1	1.9	1.43
CCNE2	q<=4.4e-19	2.7	1.0	1.42
LINC02104	4.8e-04	3.8	1.4	1.42
GZMM	9.7e-15	3.5	1.3	1.42
ITGA10	2.9e-09	2.7	1.0	1.42
SETD5	9.5e-05	38.7	14.5	1.42
TOP3A	3.2e-04	17.5	6.5	1.42
TPGS1	6.8e-05	8.3	3.1	1.41
APOBEC3G	2.4e-04	24.8	9.3	1.41
HAUS5	5.8e-05	13.9	5.3	1.41
SIGLEC7	q<=4.4e-19	2.7	1.0	1.41
OSCAR	3.2e-04	4.8	1.8	1.41
IL12RB1	2.1e-17	2.9	1.1	1.41
GPC2	q<=4.4e-19	2.6	1.0	1.41
CXCL11	3.9e-08	2.9	1.1	1.41
GPR85	6.6e-13	3.0	1.1	1.41
LRRN3	6.8e-13	2.7	1.0	1.41
ITGB2	q<=4.4e-19	78.1	29.3	1.41
S100PBP	1.4e-07	20.5	7.7	1.41
ZNF521	q<=4.4e-19	16.5	6.2	1.41
DCLRE1B	q<=4.4e-19	12.1	4.6	1.40
IL16	q<=4.4e-19	3.7	1.4	1.40
DPY19L1	1.1e-05	23.6	8.9	1.40
IL2RA	3.5e-10	3.5	1.3	1.40
COL8A1	8.7e-12	24.7	9.4	1.39
SIRPB2	5.8e-09	3.1	1.2	1.39
LINC02541	1.6e-09	3.1	1.2	1.39
