Gene	FDRAdjustedP-value	CancerSampleMed	NormalSampleMed	|log2FC|
MCHR2-AS1	q<=2.1e-20	1.0	170.5	-7.41
FAM81B	q<=2.1e-20	1.0	169.7	-7.41
CCDC173	q<=2.1e-20	1.0	167.2	-7.39
TEX51	q<=2.1e-20	1.0	168.3	-7.39
LYZL2	q<=2.1e-20	1.0	166.2	-7.38
SPEM3	q<=2.1e-20	1.0	166.5	-7.38
TEX53	q<=2.1e-20	1.0	165.3	-7.37
FANCD2OS	q<=2.1e-20	1.0	165.0	-7.37
C12orf54	q<=2.1e-20	1.0	164.9	-7.37
KCTD19	q<=2.1e-20	1.1	184.9	-7.35
KLHL10	q<=2.1e-20	1.0	162.1	-7.34
CLGN	q<=2.1e-20	1.0	161.2	-7.33
FAM166A	q<=2.1e-20	1.0	159.2	-7.32
DYDC1	q<=2.1e-20	1.0	159.9	-7.32
PDHA2	q<=2.1e-20	1.0	155.1	-7.28
FBXO24	q<=2.1e-20	1.0	154.7	-7.27
PENK	q<=2.1e-20	1.7	258.8	-7.26
TEX37	q<=2.1e-20	1.3	205.5	-7.26
PRM3	q<=2.1e-20	1.0	152.0	-7.25
CCDC110	q<=2.1e-20	1.0	150.7	-7.24
WFDC3	q<=2.1e-20	1.1	158.8	-7.22
GOLGA6L2	q<=2.1e-20	1.0	149.6	-7.22
CFAP53	q<=2.1e-20	1.5	227.8	-7.21
MIR7515HG	q<=2.1e-20	1.0	144.6	-7.18
FMR1NB	q<=2.1e-20	1.0	143.5	-7.17
DRICH1	q<=2.1e-20	1.0	144.2	-7.17
IZUMO2	q<=2.1e-20	1.0	144.0	-7.17
DNAJB8	q<=2.1e-20	1.0	143.4	-7.16
TIMD4	q<=2.1e-20	1.0	143.7	-7.16
LINC01350	q<=2.1e-20	1.0	143.3	-7.16
NACA2	q<=2.1e-20	1.0	141.7	-7.15
ADIG	q<=2.1e-20	1.0	142.4	-7.15
SPANXB1	q<=2.1e-20	1.0	141.5	-7.14
JCHAIN	2.3e-16	147.5	1.0	7.14
DMRTC2	q<=2.1e-20	1.0	139.5	-7.12
ADAD2	q<=2.1e-20	1.0	138.7	-7.12
ARMC12	q<=2.1e-20	1.1	156.1	-7.12
SCP2D1	q<=2.1e-20	1.0	138.9	-7.12
USP2	q<=2.1e-20	1.6	220.2	-7.11
DNAAF8	q<=2.1e-20	1.0	137.9	-7.11
CYLC2	q<=2.1e-20	1.0	138.3	-7.11
TMEM31	q<=2.1e-20	1.1	153.8	-7.10
TTC29	q<=2.1e-20	1.0	137.0	-7.10
SYNGR4	q<=2.1e-20	1.0	135.8	-7.09
RNF148	q<=2.1e-20	1.0	135.6	-7.08
RFX4	q<=2.1e-20	1.0	135.1	-7.08
C12orf50	q<=2.1e-20	1.0	134.8	-7.08
FKBP6	q<=2.1e-20	1.0	135.4	-7.08
MT1H	1.2e-12	134.1	1.0	7.07
COX7B2	q<=2.1e-20	1.1	154.5	-7.07
PPP1R32	q<=2.1e-20	1.9	254.4	-7.06
LYZL4	q<=2.1e-20	1.0	133.0	-7.06
RN7SL1	q<=2.1e-20	133.5	1.0	7.06
YBX2	q<=2.1e-20	12.9	1721.1	-7.05
TBC1D21	q<=2.1e-20	1.0	132.3	-7.05
SPTY2D1OS	q<=2.1e-20	2.3	296.8	-7.04
TSSK3	q<=2.1e-20	1.0	130.2	-7.02
PHOSPHO1	q<=2.1e-20	1.7	223.8	-7.02
RGS22	q<=2.1e-20	1.0	129.8	-7.02
CCDC7	q<=2.1e-20	1.1	145.4	-7.02
CCDC188	q<=2.1e-20	1.0	129.2	-7.01
SPACA1	q<=2.1e-20	1.0	127.6	-7.00
LINC01760	q<=2.1e-20	1.0	127.4	-6.99
LYZL1	q<=2.1e-20	1.0	126.1	-6.98
LINC02583	q<=2.1e-20	1.0	126.0	-6.98
TTLL10	q<=2.1e-20	1.0	126.4	-6.98
LYZL6	q<=2.1e-20	1.0	125.4	-6.97
FAM71E2	q<=2.1e-20	1.0	124.4	-6.96
ACRV1	q<=2.1e-20	1.3	155.7	-6.95
RNF133	q<=2.1e-20	1.0	124.0	-6.95
RNF113B	q<=2.1e-20	1.0	123.4	-6.95
SRRM5	q<=2.1e-20	1.0	122.9	-6.94
FTMT	q<=2.1e-20	1.0	122.9	-6.94
HEMGN	q<=2.1e-20	1.0	122.1	-6.93
LINC00661	q<=2.1e-20	1.0	121.9	-6.93
MS4A6E	q<=2.1e-20	1.0	122.2	-6.93
TUBA3D	q<=2.1e-20	4.6	556.5	-6.93
LINC00919	q<=2.1e-20	1.0	120.8	-6.92
TSBP1	q<=2.1e-20	1.0	120.7	-6.92
PPP1R36	q<=2.1e-20	1.0	120.2	-6.91
ECRG4	q<=2.1e-20	1.0	119.2	-6.90
WFDC6	q<=2.1e-20	1.0	119.1	-6.90
TBX18-AS1	q<=2.1e-20	1.0	119.1	-6.90
DKKL1	q<=2.1e-20	7.9	934.8	-6.88
INSL3	5.7e-15	2.3	274.2	-6.88
CYLC1	q<=2.1e-20	1.0	117.3	-6.88
LRRC36	q<=2.1e-20	1.1	128.8	-6.87
TEKT2	q<=2.1e-20	1.9	214.2	-6.86
CSMD2-AS1	q<=2.1e-20	1.0	116.4	-6.86
TSACC	q<=2.1e-20	16.0	1860.7	-6.86
NT5C1B	q<=2.1e-20	1.0	115.1	-6.85
TEX29	q<=2.1e-20	1.0	114.6	-6.84
IQCF3	q<=2.1e-20	1.0	114.5	-6.84
PPP3R2	q<=2.1e-20	1.0	113.6	-6.83
C16orf78	q<=2.1e-20	1.0	114.2	-6.83
ETV4	q<=2.1e-20	254.5	2.3	6.80
GABRG3-AS1	q<=2.1e-20	1.0	110.9	-6.79
ACRBP	q<=2.1e-20	7.8	862.1	-6.79
VWA3B	q<=2.1e-20	1.0	110.6	-6.79
SPINK2	q<=2.1e-20	6.7	741.7	-6.79
AKAP14	q<=2.1e-20	1.0	110.6	-6.79
DUSP13	q<=2.1e-20	1.0	109.9	-6.78
CCDC62	q<=2.1e-20	1.0	110.0	-6.78
C16orf90	q<=2.1e-20	1.0	109.1	-6.77
PLCZ1	q<=2.1e-20	1.0	108.9	-6.77
LINC02901	q<=2.1e-20	2.0	218.1	-6.77
AQP5	q<=2.1e-20	5.8	626.1	-6.76
SPATA32	q<=2.1e-20	1.0	108.1	-6.76
SPAG6	q<=2.1e-20	1.5	161.5	-6.75
DMRTB1	q<=2.1e-20	1.7	180.3	-6.75
SPPL2C	q<=2.1e-20	1.0	106.3	-6.73
INHA	q<=2.1e-20	2.5	261.8	-6.73
DEFB123	q<=2.1e-20	2.9	304.1	-6.73
SPATA16	q<=2.1e-20	1.0	106.2	-6.73
CFAP45	q<=2.1e-20	1.0	105.4	-6.72
DDX4	q<=2.1e-20	2.6	272.4	-6.72
REC114	q<=2.1e-20	1.0	105.5	-6.72
GTF2A1L	q<=2.1e-20	1.0	104.6	-6.71
PIH1D2	q<=2.1e-20	1.4	147.4	-6.71
SAXO1	q<=2.1e-20	1.0	104.9	-6.71
FNDC8	q<=2.1e-20	1.0	103.9	-6.70
LRRC71	q<=2.1e-20	1.0	103.4	-6.69
LOC100507384	q<=2.1e-20	1.6	166.1	-6.68
THEG	q<=2.1e-20	1.0	102.5	-6.68
CCDC185	q<=2.1e-20	1.0	101.7	-6.67
PRSS37	q<=2.1e-20	1.0	101.3	-6.66
LRRC46	q<=2.1e-20	1.8	185.1	-6.65
C2orf74	q<=2.1e-20	1.3	133.4	-6.65
EGLN2	q<=2.1e-20	5.1	513.2	-6.64
IL13	q<=2.1e-20	1.0	99.6	-6.64
CFAP206	q<=2.1e-20	1.0	98.9	-6.63
SLFNL1	q<=2.1e-20	1.0	99.0	-6.63
C11orf94	q<=2.1e-20	1.0	98.7	-6.63
CCL19	5.1e-10	98.4	1.0	6.62
TFAP2C	q<=2.1e-20	135.0	1.4	6.62
TCP10L	q<=2.1e-20	1.0	98.7	-6.62
PRSS55	q<=2.1e-20	1.0	98.6	-6.62
PILRB	q<=2.1e-20	6.4	626.7	-6.61
ASB17	q<=2.1e-20	1.0	97.0	-6.60
TSPAN1	q<=2.1e-20	1.0	96.3	-6.59
ZDHHC19	q<=2.1e-20	2.2	211.1	-6.59
LOC105369728	q<=2.1e-20	1.0	96.2	-6.59
SPATC1	q<=2.1e-20	1.0	95.9	-6.58
C3orf22	q<=2.1e-20	1.0	95.9	-6.58
MS4A5	q<=2.1e-20	1.0	95.8	-6.58
SPANXN3	q<=2.1e-20	1.0	95.0	-6.57
FAM153B	q<=2.1e-20	1.0	95.3	-6.57
ZBTB32	q<=2.1e-20	2.6	246.6	-6.56
SAP25	q<=2.1e-20	1.0	94.4	-6.56
SPATA46	q<=2.1e-20	1.0	93.7	-6.55
CAPN11	q<=2.1e-20	1.0	93.5	-6.55
ZNF683	q<=2.1e-20	2.2	207.2	-6.55
CEP295NL	q<=2.1e-20	1.0	93.4	-6.54
SLC26A8	q<=2.1e-20	1.0	93.4	-6.54
C9orf135-DT	q<=2.1e-20	1.0	93.1	-6.54
KLRG2	q<=2.1e-20	93.1	1.0	6.54
TNP2	q<=2.1e-20	1.0	91.8	-6.52
LEF1-AS1	q<=2.1e-20	1.0	90.1	-6.49
DRC7	q<=2.1e-20	1.0	89.6	-6.49
LINC00658	q<=2.1e-20	1.0	89.7	-6.49
FBXO39	q<=2.1e-20	1.0	89.5	-6.48
C9orf43	q<=2.1e-20	1.5	136.5	-6.48
C5orf52	q<=2.1e-20	1.0	89.3	-6.48
CAPN3	q<=2.1e-20	1.0	89.4	-6.48
DAW1	q<=2.1e-20	1.0	88.7	-6.47
UBQLNL	q<=2.1e-20	1.0	87.8	-6.46
ALPG	3.1e-17	88.3	1.0	6.46
TAF7L	q<=2.1e-20	1.0	88.0	-6.46
FAM71F1	q<=2.1e-20	3.3	288.2	-6.45
DNAI1	q<=2.1e-20	1.0	87.0	-6.44
CCDC96	q<=2.1e-20	1.7	148.0	-6.43
HDAC4-AS1	q<=2.1e-20	1.3	109.3	-6.43
FAM71B	q<=2.1e-20	1.0	86.2	-6.43
IZUMO1	q<=2.1e-20	1.0	85.3	-6.42
TBATA	q<=2.1e-20	1.0	85.4	-6.42
CCDC116	q<=2.1e-20	1.0	85.8	-6.42
WBP2NL	q<=2.1e-20	1.0	85.5	-6.42
OXCT2	q<=2.1e-20	1.0	85.8	-6.42
PRND	q<=2.1e-20	1.9	164.5	-6.41
STPG3	q<=2.1e-20	1.0	85.2	-6.41
NKAPL	q<=2.1e-20	1.0	88.1	-6.40
DAZL	3.3e-20	1.2	100.1	-6.40
SMKR1	q<=2.1e-20	5.0	423.9	-6.40
CPA5	q<=2.1e-20	1.0	84.7	-6.40
JARID2-AS1	q<=2.1e-20	1.0	84.3	-6.40
LINC01606	q<=2.1e-20	1.0	84.3	-6.40
AZGP1	q<=2.1e-20	1.0	84.1	-6.39
DAB1-AS1	q<=2.1e-20	1.0	83.9	-6.39
LINC01255	q<=2.1e-20	1.0	83.7	-6.39
FMC1	q<=2.1e-20	1.7	138.6	-6.39
SCGB3A2	3.5e-13	83.5	1.0	6.38
LOC100506271	q<=2.1e-20	1.0	83.3	-6.38
LINC01988	q<=2.1e-20	1.0	83.4	-6.38
SUN5	q<=2.1e-20	1.0	82.9	-6.37
CXorf65	q<=2.1e-20	1.0	82.1	-6.36
FAM71C	q<=2.1e-20	1.0	82.2	-6.36
MOV10L1	q<=2.1e-20	1.0	81.8	-6.35
FHL5	q<=2.1e-20	1.0	80.9	-6.34
TKTL2	q<=2.1e-20	1.0	81.2	-6.34
CCN5	q<=2.1e-20	1.0	83.2	-6.34
TEKT5	q<=2.1e-20	1.0	80.9	-6.34
TSKS	q<=2.1e-20	4.4	355.1	-6.34
HMGCS2	5.0e-10	1.0	80.2	-6.33
CKLF	q<=2.1e-20	1.0	80.4	-6.33
CT62	q<=2.1e-20	1.0	79.6	-6.32
OAZ3	q<=2.1e-20	5.7	451.5	-6.32
SLIT1-AS1	q<=2.1e-20	1.0	79.8	-6.32
C10orf120	q<=2.1e-20	1.0	79.9	-6.32
C2orf16	q<=2.1e-20	1.0	79.6	-6.32
TEKT3	q<=2.1e-20	1.2	93.7	-6.32
RSPH6A	q<=2.1e-20	1.0	80.1	-6.32
FAM181A	q<=2.1e-20	1.0	79.2	-6.31
DNAJC5B	q<=2.1e-20	1.0	79.4	-6.31
SORCS3-AS1	q<=2.1e-20	1.0	79.5	-6.31
GALNTL5	q<=2.1e-20	1.0	78.9	-6.30
ADAM29	q<=2.1e-20	1.0	78.7	-6.30
C5orf60	q<=2.1e-20	1.0	79.0	-6.30
C7orf61	q<=2.1e-20	1.0	78.1	-6.29
TMEM239	q<=2.1e-20	1.0	78.3	-6.29
FSCB	q<=2.1e-20	1.0	78.3	-6.29
EQTN	q<=2.1e-20	1.0	78.0	-6.29
MIR3654	q<=2.1e-20	78.3	1.0	6.29
REG3G	q<=2.1e-20	1.0	77.5	-6.28
PRPS1L1	q<=2.1e-20	1.0	77.9	-6.28
CCDC183	q<=2.1e-20	1.0	77.8	-6.28
BRWD1-AS2	q<=2.1e-20	1.3	102.3	-6.27
SPANXN5	q<=2.1e-20	1.0	77.0	-6.27
TJP2	q<=2.1e-20	1.0	77.2	-6.27
REXO5	q<=2.1e-20	7.4	569.1	-6.27
MBD3L1	q<=2.1e-20	1.0	76.4	-6.26
ODF3L2	q<=2.1e-20	1.0	76.8	-6.26
MT1G	3.1e-14	348.9	4.6	6.26
LDHAL6B	q<=2.1e-20	1.0	76.7	-6.26
LINC00710	q<=2.1e-20	1.0	75.8	-6.24
LCNL1	q<=2.1e-20	1.0	75.1	-6.23
HSF5	q<=2.1e-20	1.0	74.4	-6.22
RNASE11	q<=2.1e-20	1.0	74.8	-6.22
CYP2S1	q<=2.1e-20	161.2	2.2	6.22
NFIA-AS1	q<=2.1e-20	1.0	74.5	-6.22
MIR663AHG	q<=2.1e-20	1.0	74.7	-6.22
FAM205C	q<=2.1e-20	1.0	73.8	-6.21
CCDC182	q<=2.1e-20	1.0	74.1	-6.21
ACTRT3	q<=2.1e-20	2.2	162.3	-6.21
PTRH1	q<=2.1e-20	1.0	74.1	-6.21
VSIG1	q<=2.1e-20	1.0	73.5	-6.20
SLC25A31	q<=2.1e-20	1.0	73.3	-6.20
CSDC2	q<=2.1e-20	1.2	90.9	-6.20
CCT6B	q<=2.1e-20	3.3	241.0	-6.20
FAM236A	q<=2.1e-20	1.0	73.0	-6.19
SPAG8	q<=2.1e-20	1.0	73.2	-6.19
ADAM2	q<=2.1e-20	1.0	72.8	-6.19
LKAAEAR1	q<=2.1e-20	1.0	72.7	-6.18
ODAD1	q<=2.1e-20	1.4	103.8	-6.18
DNAI2	q<=2.1e-20	1.0	71.9	-6.17
CCDC89	q<=2.1e-20	1.0	71.9	-6.17
DNAAF3	q<=2.1e-20	1.2	86.0	-6.17
C2orf81	q<=2.1e-20	1.0	71.3	-6.16
STARD13-AS	q<=2.1e-20	1.0	71.4	-6.16
SLIT2-IT1	q<=2.1e-20	1.0	71.3	-6.16
SSMEM1	q<=2.1e-20	1.0	71.3	-6.16
ASNS	q<=2.1e-20	1.0	71.4	-6.16
HSD17B3	q<=2.1e-20	1.0	71.4	-6.16
ATP1A3	q<=2.1e-20	1.8	126.9	-6.15
CFAP221	q<=2.1e-20	1.1	80.5	-6.14
SNORD104	q<=2.1e-20	70.4	1.0	6.14
PABPC3	q<=2.1e-20	1.0	69.8	-6.13
C1orf105	q<=2.1e-20	1.0	70.1	-6.13
SLC6A16	q<=2.1e-20	2.5	176.8	-6.13
C9orf131	q<=2.1e-20	1.0	70.2	-6.13
SYCP1	q<=2.1e-20	1.0	69.3	-6.12
TEX45	q<=2.1e-20	1.0	69.6	-6.12
KRT72	q<=2.1e-20	1.0	69.5	-6.12
PROK1	q<=2.1e-20	1.0	69.2	-6.11
SMC1B	q<=2.1e-20	1.0	69.1	-6.11
TMEM191B	q<=2.1e-20	1.0	68.9	-6.11
GOLGA6L7	q<=2.1e-20	1.0	69.2	-6.11
C2orf73	q<=2.1e-20	1.0	68.7	-6.10
BOLL	q<=2.1e-20	1.0	68.5	-6.10
C11orf42	q<=2.1e-20	1.0	68.5	-6.10
TKTL1	5.3e-08	4.0	276.3	-6.10
TEX36-AS1	q<=2.1e-20	1.0	68.1	-6.09
TEX26	q<=2.1e-20	1.0	68.1	-6.09
EFCAB6	q<=2.1e-20	1.0	68.0	-6.09
CCDC158	q<=2.1e-20	1.0	68.0	-6.09
LINC00343	q<=2.1e-20	1.0	68.0	-6.09
CCNA1	q<=2.1e-20	2.9	197.2	-6.09
HSPB9	q<=2.1e-20	2.0	135.4	-6.09
MACROD2-AS1	q<=2.1e-20	1.0	67.8	-6.08
MFSD14A	q<=2.1e-20	1.3	85.2	-6.08
ALDH1A2	q<=2.1e-20	1.4	92.2	-6.08
PRKACG	q<=2.1e-20	1.0	67.2	-6.07
PPM1J	q<=2.1e-20	3.5	233.1	-6.07
FAM228A	q<=2.1e-20	1.0	67.1	-6.07
PAGE2B	q<=2.1e-20	1.0	66.7	-6.06
AGBL2	q<=2.1e-20	1.0	66.8	-6.06
CXCL10	q<=2.1e-20	66.9	1.0	6.06
MFSD6L	q<=2.1e-20	1.1	70.0	-6.05
SEPTIN5	q<=2.1e-20	1.0	66.2	-6.05
IGSF11-AS1	q<=2.1e-20	1.0	66.1	-6.05
HSPA4L	q<=2.1e-20	1.1	72.2	-6.04
GLIPR1L1	q<=2.1e-20	1.0	65.8	-6.04
CHRM3-AS2	q<=2.1e-20	1.5	101.3	-6.04
LINC02400	q<=2.1e-20	1.0	65.6	-6.04
CCL5	q<=2.1e-20	107.1	1.6	6.04
DRC1	q<=2.1e-20	1.0	65.6	-6.04
C5orf49	q<=2.1e-20	1.0	66.0	-6.04
GUCA1A	q<=2.1e-20	1.0	65.5	-6.03
FAM186B	q<=2.1e-20	1.0	65.1	-6.03
TTLL13P	q<=2.1e-20	1.0	65.1	-6.03
TCTE1	q<=2.1e-20	1.0	65.3	-6.03
CFAP99	q<=2.1e-20	1.0	65.0	-6.02
RGMB-AS1	q<=2.1e-20	1.0	65.0	-6.02
LINC01095	q<=2.1e-20	1.0	64.8	-6.02
SPDYA	q<=2.1e-20	1.0	65.0	-6.02
PWRN1	q<=2.1e-20	2.9	186.5	-6.02
CHD1L	q<=2.1e-20	1.0	64.7	-6.01
MAEL	q<=2.1e-20	5.8	375.0	-6.01
SPATA12	q<=2.1e-20	1.0	64.6	-6.01
ACE2	q<=2.1e-20	1.0	64.0	-6.00
C12orf42	q<=2.1e-20	1.0	63.8	-6.00
PPP1R2C	q<=2.1e-20	2.8	177.7	-5.99
LYZ	5.3e-10	177.0	2.8	5.98
UVRAG-DT	q<=2.1e-20	1.0	63.2	-5.98
