Gene	FDRAdjustedP-value	CancerSampleMed	NormalSampleMed	|log2FC|
CDKN2A	q<=3.7e-20	14.4	1.0	3.85
CCNB1	q<=3.7e-20	18.9	1.3	3.83
CDC20	q<=3.7e-20	14.3	1.0	3.83
UBE2T	q<=3.7e-20	17.1	1.2	3.78
FOSB	9.2e-07	3.3	45.2	-3.77
NAT2	q<=3.7e-20	4.4	60.4	-3.77
BCO2	7.1e-15	1.9	25.6	-3.75
CDK1	q<=3.7e-20	13.4	1.0	3.74
ACSL4	1.8e-17	70.3	5.3	3.73
SPINK1	4.9e-19	273.4	20.9	3.71
HAO2	q<=3.7e-20	19.0	238.6	-3.65
SLC22A1	2.4e-18	69.9	867.8	-3.63
PTH1R	2.5e-17	1.6	19.4	-3.60
MUC13	1.1e-11	11.8	1.0	3.56
MMP11	1.3e-13	12.2	1.1	3.53
LYVE1	1.3e-10	1.3	15.2	-3.52
MT2A	8.5e-12	873.5	9924.7	-3.51
CENPM	q<=3.7e-20	11.3	1.0	3.50
DNASE1L3	3.0e-17	12.2	137.5	-3.49
PLVAP	q<=3.7e-20	87.8	8.0	3.46
E2F1	q<=3.7e-20	11.0	1.0	3.46
SPC24	q<=3.7e-20	10.8	1.0	3.44
C7	1.8e-06	6.7	73.1	-3.44
CDHR2	1.3e-06	2.7	29.6	-3.44
CCNB2	q<=3.7e-20	10.6	1.0	3.40
APOF	1.6e-19	36.3	379.7	-3.39
UROC1	1.0e-13	8.3	85.7	-3.37
CLTRN	4.1e-15	1.5	15.6	-3.37
DBH	7.9e-11	1.8	18.5	-3.34
TOP2A	q<=3.7e-20	10.2	1.0	3.34
KIFC1	q<=3.7e-20	10.1	1.0	3.33
SRD5A2	1.3e-10	2.6	25.2	-3.28
CYP39A1	q<=3.7e-20	5.3	51.0	-3.26
CYP2A6	8.2e-07	168.1	1607.4	-3.26
THY1	q<=3.7e-20	13.5	1.4	3.25
AURKB	q<=3.7e-20	9.5	1.0	3.25
ECM1	q<=3.7e-20	5.4	51.4	-3.25
ESR1	6.2e-16	1.0	9.6	-3.24
TCF19	q<=3.7e-20	9.4	1.0	3.24
AURKA	q<=3.7e-20	15.0	1.6	3.23
FOS	1.3e-08	33.1	305.2	-3.21
PLAC8	3.6e-09	1.0	9.2	-3.20
EPS8L3	q<=3.7e-20	9.1	1.0	3.19
CDCA3	q<=3.7e-20	8.9	1.0	3.16
HGFAC	4.6e-14	23.0	203.7	-3.15
ALG1L	q<=3.7e-20	13.8	1.6	3.14
MXD3	q<=3.7e-20	11.4	1.3	3.13
FAM99B	3.7e-07	1.1	9.1	-3.11
NNMT	2.5e-10	157.3	1356.1	-3.11
CDCA5	q<=3.7e-20	8.6	1.0	3.10
AADAT	q<=3.7e-20	4.1	34.6	-3.09
KCNN2	6.3e-12	1.0	8.5	-3.09
CYP2C19	3.9e-04	1.3	10.9	-3.09
HGF	1.9e-09	1.5	12.7	-3.08
MYBL2	q<=3.7e-20	8.5	1.0	3.08
SLC26A6	q<=3.7e-20	17.0	2.0	3.08
ADGRG7	1.3e-13	1.3	10.8	-3.07
BBOX1	3.3e-08	4.1	34.7	-3.07
GNAO1	4.5e-10	1.4	11.3	-3.06
DCN	5.8e-14	10.9	90.6	-3.06
GDF2	1.1e-14	1.0	8.3	-3.05
ROBO1	q<=3.7e-20	13.8	1.7	3.04
LIFR	2.9e-14	1.4	11.6	-3.03
ST8SIA6-AS1	q<=3.7e-20	8.2	1.0	3.03
ASF1B	q<=3.7e-20	8.1	1.0	3.02
ZWINT	q<=3.7e-20	16.7	2.1	3.00
GCGR	2.1e-15	9.6	76.2	-2.99
MOGAT2	3.9e-17	8.8	70.0	-2.99
LCN2	1.3e-12	72.8	9.2	2.98
GABRE	q<=3.7e-20	7.9	1.0	2.98
OIT3	6.1e-15	9.7	76.5	-2.98
RECQL4	q<=3.7e-20	7.8	1.0	2.97
NTF3	q<=3.7e-20	1.0	7.8	-2.96
CYP2C8	2.7e-19	166.8	1280.6	-2.94
SLC51B	3.9e-06	7.7	1.0	2.94
CYP2B6	8.8e-09	32.5	241.8	-2.89
ANGPTL6	q<=3.7e-20	2.0	14.6	-2.86
SULT1C2	q<=3.7e-20	7.2	1.0	2.86
FCGR2B	1.7e-06	1.9	13.6	-2.85
INMT	3.8e-06	3.1	22.1	-2.85
CETP	3.8e-09	4.4	31.4	-2.84
KRTCAP2	q<=3.7e-20	7.1	1.0	2.83
ESM1	q<=3.7e-20	7.1	1.0	2.83
RACGAP1	q<=3.7e-20	8.6	1.2	2.82
CDT1	q<=3.7e-20	7.1	1.0	2.82
ASPG	1.2e-14	5.3	37.0	-2.81
EZH2	q<=3.7e-20	8.3	1.2	2.81
FAM83D	q<=3.7e-20	9.5	1.3	2.81
ADH4	2.4e-15	307.0	2148.3	-2.81
CYP2E1	2.0e-08	866.8	6085.7	-2.81
CXCL12	2.8e-16	29.2	202.7	-2.79
NEK2	q<=3.7e-20	6.9	1.0	2.79
TMEM150B	q<=3.7e-20	16.7	2.5	2.77
COL15A1	q<=3.7e-20	6.8	1.0	2.77
KDM8	2.6e-12	7.4	50.3	-2.76
HRCT1	q<=3.7e-20	8.6	1.3	2.76
RETREG1	8.0e-12	3.9	26.6	-2.75
TK1	q<=3.7e-20	38.9	5.8	2.75
CAP2	q<=3.7e-20	19.6	2.9	2.73
LOC101927972	2.3e-07	1.0	6.7	-2.73
NPY1R	8.7e-11	1.0	6.6	-2.72
H19	1.1e-04	20.8	135.6	-2.71
CD34	q<=3.7e-20	17.0	2.6	2.71
CENPU	q<=3.7e-20	6.5	1.0	2.70
MAGI2-AS3	7.8e-11	2.4	15.8	-2.70
CYTOR	q<=3.7e-20	19.9	3.1	2.69
NT5DC2	q<=3.7e-20	15.4	2.4	2.69
SQLE	q<=3.7e-20	57.7	8.9	2.69
CCL20	8.7e-07	37.4	5.9	2.67
ITPKA	q<=3.7e-20	6.6	1.0	2.67
ETV4	q<=3.7e-20	7.6	1.2	2.66
TNFRSF4	q<=3.7e-20	6.3	1.0	2.66
TIMD4	4.5e-05	1.0	6.3	-2.66
NDC80	q<=3.7e-20	6.3	1.0	2.65
LNCAROD	q<=3.7e-20	6.8	1.1	2.64
ADAMTS13	2.9e-19	2.6	16.3	-2.64
LCAT	q<=3.7e-20	39.8	247.6	-2.64
BICDL1	q<=3.7e-20	6.2	1.0	2.64
PLK1	q<=3.7e-20	6.2	1.0	2.63
SEZ6L2	q<=3.7e-20	6.2	1.0	2.62
NGFR	2.2e-15	2.6	15.8	-2.61
SNORD104	q<=3.7e-20	35.3	5.8	2.61
DIRAS3	2.0e-10	1.0	6.1	-2.60
PCK1	2.7e-15	172.2	1040.3	-2.59
CENPW	q<=3.7e-20	6.0	1.0	2.59
TROAP	q<=3.7e-20	6.0	1.0	2.59
NDUFA4L2	1.8e-14	28.1	4.7	2.58
DTNA	q<=3.7e-20	6.0	1.0	2.58
MIR4664	q<=3.7e-20	8.5	1.4	2.58
FOXM1	q<=3.7e-20	5.9	1.0	2.57
LINC00665	q<=3.7e-20	6.6	1.1	2.57
LY6E	1.5e-14	112.2	663.7	-2.56
SLC22A10	3.3e-08	8.8	51.6	-2.56
SHBG	4.7e-08	16.7	98.8	-2.56
S100P	4.8e-10	13.1	2.2	2.56
GMNN	q<=3.7e-20	61.0	10.4	2.56
PDZK1IP1	1.0e-17	28.8	4.9	2.55
MCM2	q<=3.7e-20	5.8	1.0	2.54
ADM2	q<=3.7e-20	6.5	1.1	2.53
AKR1D1	1.9e-11	24.3	140.4	-2.53
HBB	2.6e-05	23.3	134.2	-2.53
CDCA8	q<=3.7e-20	5.7	1.0	2.52
STMN1	q<=3.7e-20	72.5	12.8	2.51
SPP1	5.0e-13	122.8	21.6	2.51
TREM2	5.5e-13	7.7	1.4	2.50
LRCOL1	2.5e-05	3.0	16.9	-2.49
HKDC1	4.6e-19	14.6	2.6	2.49
SORT1	q<=3.7e-20	15.6	2.8	2.49
ENO3	2.3e-05	15.4	85.2	-2.47
EGR1	4.6e-10	42.4	234.8	-2.47
KBTBD11	1.9e-16	1.0	5.5	-2.46
UGT2B11	7.0e-14	5.5	1.0	2.46
NOTCH3	q<=3.7e-20	8.5	1.5	2.46
NQO1	5.4e-20	10.0	1.8	2.46
GLYAT	q<=3.7e-20	48.0	262.2	-2.45
KIF20A	q<=3.7e-20	5.5	1.0	2.45
RMI2	q<=3.7e-20	7.6	1.4	2.45
DBNDD1	5.1e-16	23.6	4.4	2.44
TONSL	q<=3.7e-20	6.7	1.2	2.42
PDGFA	q<=3.7e-20	14.9	2.8	2.42
GPM6A	7.3e-12	1.0	5.3	-2.41
KIFC2	q<=3.7e-20	5.9	1.1	2.41
GPSM1	q<=3.7e-20	7.0	1.3	2.41
TPPP2	3.7e-12	1.0	5.3	-2.41
LOC101927727	8.6e-07	1.0	5.3	-2.40
CYP3A43	1.7e-05	1.7	8.8	-2.39
BAIAP2L2	1.7e-19	5.2	1.0	2.39
COX4I2	q<=3.7e-20	5.2	1.0	2.39
CENPH	q<=3.7e-20	6.0	1.1	2.39
CCNA2	5.8e-17	5.2	1.0	2.38
TBC1D16	q<=3.7e-20	10.4	2.0	2.38
TPX2	q<=3.7e-20	13.2	2.5	2.37
CFHR3	4.0e-04	29.4	151.8	-2.37
MIR4435-2HG	q<=3.7e-20	5.8	1.1	2.36
SPATC1L	q<=3.7e-20	5.1	1.0	2.36
PAMR1	1.4e-05	1.4	7.1	-2.36
CLRN3	1.2e-11	7.7	39.2	-2.35
PTP4A3	q<=3.7e-20	11.8	2.3	2.35
TRIM31	9.1e-15	5.1	1.0	2.35
GINS2	q<=3.7e-20	5.2	1.0	2.35
DIPK2B	q<=3.7e-20	5.1	1.0	2.34
STEAP4	3.5e-04	1.1	5.6	-2.33
KCND3	7.8e-17	1.8	8.9	-2.33
TBX15	4.1e-06	3.7	18.4	-2.33
IQGAP3	q<=3.7e-20	5.0	1.0	2.33
RDH16	5.0e-18	125.1	623.9	-2.32
UGT2B7	6.4e-20	183.9	917.8	-2.32
CDC45	q<=3.7e-20	4.9	1.0	2.31
NUF2	q<=3.7e-20	5.0	1.0	2.31
BHMT	9.8e-09	100.4	498.2	-2.31
TACC3	q<=3.7e-20	17.1	3.5	2.31
SLC6A8	1.3e-14	5.7	1.1	2.31
CCL23	5.8e-08	1.0	5.0	-2.31
BCHE	1.2e-11	24.0	119.5	-2.31
DUSP9	4.6e-12	4.9	1.0	2.30
UCK2	q<=3.7e-20	7.8	1.6	2.30
HMMR	q<=3.7e-20	4.9	1.0	2.29
LINC01089	q<=3.7e-20	8.0	1.6	2.29
LINC01138	q<=3.7e-20	5.0	1.0	2.29
PBK	q<=3.7e-20	4.9	1.0	2.29
TP53I3	1.4e-19	30.2	6.2	2.29
CDKN2C	q<=3.7e-20	17.3	3.5	2.29
GHR	4.1e-11	15.6	76.1	-2.29
GOLGA8B	q<=3.7e-20	5.8	1.2	2.29
TMEM82	2.9e-15	11.1	54.2	-2.29
FPR1	9.2e-06	1.2	6.0	-2.28
PSRC1	q<=3.7e-20	4.9	1.0	2.28
PDGFRA	3.0e-04	1.6	7.7	-2.28
IGF2BP2	q<=3.7e-20	5.4	1.1	2.28
HDAC11	q<=3.7e-20	15.5	3.2	2.27
FAM222A	q<=3.7e-20	7.3	1.5	2.26
CYP4A11	q<=3.7e-20	199.0	944.9	-2.25
MELK	q<=3.7e-20	4.7	1.0	2.24
EGR2	2.1e-05	1.2	5.5	-2.24
TOMM40L	q<=3.7e-20	13.2	2.8	2.24
CD24	q<=3.7e-20	66.4	14.1	2.24
CYP4A22	3.0e-16	43.7	204.3	-2.23
FLVCR1	q<=3.7e-20	4.7	1.0	2.23
RBP7	q<=3.7e-20	24.2	5.1	2.23
PODXL	q<=3.7e-20	12.5	2.7	2.23
SERPINA11	q<=3.7e-20	124.5	583.5	-2.23
ZFP41	q<=3.7e-20	4.7	1.0	2.23
CRIP3	q<=3.7e-20	8.4	1.8	2.22
CTHRC1	6.3e-18	4.7	1.0	2.22
LINC01018	1.1e-08	11.4	52.8	-2.21
MCM6	q<=3.7e-20	14.7	3.2	2.21
ANXA10	4.2e-15	12.5	57.8	-2.21
TCIM	1.8e-13	27.4	126.2	-2.21
TTC9	q<=3.7e-20	5.1	1.1	2.21
MND1	q<=3.7e-20	4.6	1.0	2.20
ECT2	q<=3.7e-20	4.6	1.0	2.20
VWF	q<=3.7e-20	14.5	3.2	2.19
SAMD5	3.5e-08	1.0	4.7	-2.19
PAFAH1B3	6.3e-19	18.3	4.0	2.19
CEP131	q<=3.7e-20	7.3	1.6	2.19
DPT	2.2e-04	1.0	4.6	-2.19
HSF4	q<=3.7e-20	8.8	1.9	2.19
MFAP3L	7.8e-16	4.3	19.7	-2.19
KRT23	9.2e-06	4.6	1.0	2.19
ZNF692	q<=3.7e-20	20.0	4.4	2.18
FAM189B	q<=3.7e-20	19.8	4.4	2.18
TARBP1	q<=3.7e-20	11.4	2.5	2.17
SERPINE1	5.8e-05	48.1	217.4	-2.17
GNMT	4.2e-05	61.9	279.3	-2.17
STAB2	5.5e-12	1.0	4.5	-2.17
RAB11FIP4	q<=3.7e-20	8.3	1.8	2.17
G6PD	1.9e-19	18.4	4.1	2.16
LOXL2	q<=3.7e-20	6.8	1.5	2.15
MTMR11	q<=3.7e-20	6.7	1.5	2.15
OLFML2B	1.2e-05	4.4	1.0	2.15
KIAA1522	q<=3.7e-20	28.5	6.4	2.15
LINC01831	1.5e-04	2.3	9.9	-2.14
SOWAHA	q<=3.7e-20	5.6	1.3	2.13
THEM5	q<=3.7e-20	5.3	1.2	2.13
KIF2C	q<=3.7e-20	4.4	1.0	2.13
STK39	q<=3.7e-20	5.0	1.1	2.13
CYP8B1	3.4e-13	84.6	367.1	-2.12
CDC6	q<=3.7e-20	4.4	1.0	2.12
CIART	q<=3.7e-20	9.6	2.2	2.12
ANKRD29	q<=3.7e-20	4.4	1.0	2.12
MSTO1	q<=3.7e-20	16.3	3.7	2.12
TRIM16	q<=3.7e-20	4.4	1.0	2.11
GAS5	q<=3.7e-20	290.1	67.2	2.11
UBE2S	q<=3.7e-20	10.3	2.4	2.11
RFC4	q<=3.7e-20	21.3	4.9	2.11
C3orf85	3.3e-07	1.0	4.3	-2.11
GNAZ	q<=3.7e-20	4.3	1.0	2.10
PABPC1L	q<=3.7e-20	13.1	3.1	2.10
SNHG25	2.3e-18	10.9	2.5	2.10
ACSM3	7.7e-18	12.8	55.0	-2.10
AKR1C3	q<=3.7e-20	617.2	144.5	2.10
SLC10A1	5.1e-17	69.9	298.9	-2.10
TEDC2	q<=3.7e-20	4.3	1.0	2.10
TTC39A	3.2e-18	4.3	1.0	2.10
CHTF18	q<=3.7e-20	6.0	1.4	2.09
COL4A1	q<=3.7e-20	71.4	16.7	2.09
TPM2	1.6e-15	52.9	12.4	2.09
FBP1	2.1e-17	102.2	435.4	-2.09
CCDC28B	q<=3.7e-20	4.2	1.0	2.08
IGFBP3	6.0e-20	92.4	391.9	-2.08
MIR25	q<=3.7e-20	4.2	1.0	2.08
ACTG2	q<=3.7e-20	5.9	1.4	2.08
CAMK2B	5.7e-06	1.0	4.2	-2.08
MIR647	q<=3.7e-20	5.5	1.3	2.08
CGREF1	q<=3.7e-20	17.2	4.1	2.08
LILRA5	4.9e-09	1.1	4.8	-2.07
TIGD5	q<=3.7e-20	4.2	1.0	2.07
NUDT1	q<=3.7e-20	23.6	5.6	2.07
ANKRD52	q<=3.7e-20	7.2	1.7	2.06
GIHCG	q<=3.7e-20	6.4	1.5	2.06
CPEB3	6.0e-13	2.1	8.9	-2.06
F9	q<=3.7e-20	97.0	404.6	-2.06
NMB	3.8e-16	9.7	2.3	2.06
GBP2	q<=3.7e-20	39.6	9.5	2.06
DTL	q<=3.7e-20	4.2	1.0	2.06
HJURP	q<=3.7e-20	4.2	1.0	2.06
LRRC1	q<=3.7e-20	4.1	1.0	2.05
SPP2	7.0e-12	92.6	380.8	-2.04
PKN3	q<=3.7e-20	5.2	1.3	2.04
HMGA1	q<=3.7e-20	72.9	17.7	2.04
FAM13A	8.8e-13	3.9	15.9	-2.04
SEMA7A	1.8e-13	4.4	1.1	2.04
CYP2C9	8.9e-17	190.8	784.3	-2.04
SLC16A4	2.1e-05	1.4	5.7	-2.04
ADH1B	8.2e-17	432.9	1775.2	-2.04
EFNA4	q<=3.7e-20	14.4	3.5	2.03
FXYD1	7.3e-09	1.0	4.1	-2.03
VNN1	1.3e-05	30.8	125.6	-2.03
SOCS2	6.0e-10	8.0	32.7	-2.03
ALPL	1.2e-09	20.1	81.9	-2.02
BCAS4	q<=3.7e-20	6.1	1.5	2.02
RNU6-8	q<=3.7e-20	4.6	1.1	2.02
PVALB	6.1e-11	1.0	4.1	-2.02
SLAIN1	1.7e-07	1.0	4.1	-2.02
FABP4	1.6e-04	8.9	2.2	2.02
GLYATL1	q<=3.7e-20	51.8	209.7	-2.02
PYCR1	q<=3.7e-20	7.3	1.8	2.02
MESP1	q<=3.7e-20	4.1	1.0	2.02
FAM180A	1.7e-11	1.0	4.0	-2.01
SNHG1	q<=3.7e-20	29.6	7.3	2.01
RND3	2.4e-09	19.0	76.4	-2.01
SPATS2	q<=3.7e-20	10.1	2.5	2.01
KAT2A	q<=3.7e-20	33.5	8.4	2.00
ITLN1	4.8e-05	1.0	4.0	-2.00
HSPB1	q<=3.7e-20	1270.9	316.8	2.00
PHLDA1	5.0e-08	12.6	50.5	-2.00
TSLP	2.7e-12	1.0	4.0	-2.00
HP	2.7e-18	7316.9	29112.0	-1.99
DAPK2	q<=3.7e-20	5.9	1.5	1.99
C6	q<=3.7e-20	93.6	372.7	-1.99
RUSC1-AS1	q<=3.7e-20	4.0	1.0	1.99
RCAN1	1.6e-11	35.8	141.3	-1.98
CPED1	5.3e-16	4.3	17.1	-1.98
GLI4	q<=3.7e-20	13.1	3.3	1.98
LPA	3.2e-16	10.6	41.7	-1.98
ZNF517	q<=3.7e-20	8.8	2.2	1.98
LRRC14	q<=3.7e-20	7.8	2.0	1.98
GPD1	1.8e-10	29.8	117.2	-1.98
SMG5	q<=3.7e-20	65.8	16.6	1.98
RGS5	q<=3.7e-20	37.3	9.5	1.98
TLCD1	q<=3.7e-20	20.9	5.3	1.98
GSTZ1	3.7e-18	47.3	184.8	-1.97
XRCC3	q<=3.7e-20	5.4	1.4	1.97
FEN1	q<=3.7e-20	25.0	6.4	1.97
SCAMP5	9.5e-17	7.3	1.9	1.97
MBL2	1.8e-09	29.4	114.8	-1.97
ATOH8	1.3e-08	2.9	11.5	-1.97
TAT	9.4e-07	155.2	608.2	-1.97
CD1D	2.5e-17	2.3	9.1	-1.96
KMT5C	q<=3.7e-20	7.2	1.8	1.96
CHAF1A	q<=3.7e-20	8.7	2.2	1.96
JCAD	4.1e-14	3.9	1.0	1.96
ABCC10	q<=3.7e-20	6.3	1.6	1.96
KIF4A	q<=3.7e-20	3.9	1.0	1.96
ACSM1	1.9e-09	15.0	3.9	1.96
SPC25	q<=3.7e-20	3.9	1.0	1.96
WHRN	q<=3.7e-20	4.2	1.1	1.96
OLFML3	3.4e-05	5.6	21.9	-1.96
ASPA	2.2e-10	1.2	4.8	-1.96
JRK	q<=3.7e-20	3.9	1.0	1.96
ZG16	2.8e-11	4.8	18.4	-1.95
MCM3	q<=3.7e-20	42.7	11.1	1.95
CAPG	8.9e-13	36.9	9.6	1.95
ATAD2	q<=3.7e-20	14.7	3.8	1.95
PVT1	q<=3.7e-20	3.9	1.0	1.95
UNC119B	q<=3.7e-20	4.7	1.2	1.95
CDK5RAP3	q<=3.7e-20	3.9	1.0	1.95
CES5A	2.0e-05	1.1	4.0	-1.94
MCM4	q<=3.7e-20	19.6	5.1	1.94
GINS1	q<=3.7e-20	3.8	1.0	1.94
PCAT6	q<=3.7e-20	4.2	1.1	1.94
FAM83H	q<=3.7e-20	34.2	8.9	1.94
EHD3	7.2e-10	2.0	7.6	-1.93
CCDC34	q<=3.7e-20	12.4	3.3	1.93
FANCG	q<=3.7e-20	7.7	2.0	1.93
DDX39A	q<=3.7e-20	74.1	19.5	1.93
PKMYT1	q<=3.7e-20	3.8	1.0	1.93
SPSB2	q<=3.7e-20	48.0	12.6	1.93
CSRNP1	2.9e-14	14.7	55.7	-1.92
POLE2	q<=3.7e-20	4.5	1.2	1.92
IL33	1.4e-05	4.1	15.4	-1.92
TDRKH	q<=3.7e-20	8.5	2.2	1.92
LOXL4	7.1e-08	7.5	2.0	1.92
RFX5	q<=3.7e-20	16.2	4.3	1.92
KMO	8.9e-16	3.9	14.7	-1.92
FITM1	7.0e-09	1.0	3.8	-1.91
MKI67	q<=3.7e-20	3.8	1.0	1.91
KLF13	q<=3.7e-20	32.7	8.7	1.91
TYMS	q<=3.7e-20	3.8	1.0	1.91
TRIP13	q<=3.7e-20	3.8	1.0	1.91
CDC25C	q<=3.7e-20	3.7	1.0	1.90
CBFA2T3	3.6e-09	1.0	3.7	-1.90
VSIG4	7.4e-06	5.7	21.3	-1.90
LRAT	4.2e-14	1.0	3.7	-1.90
CBFA2T2	q<=3.7e-20	5.2	1.4	1.90
MCM5	q<=3.7e-20	30.4	8.2	1.90
TMEM45B	8.6e-14	56.4	15.1	1.90
CLDN15	q<=3.7e-20	40.0	10.7	1.90
ENAH	q<=3.7e-20	9.9	2.6	1.90
DTX1	4.2e-07	5.2	19.5	-1.90
TBC1D31	q<=3.7e-20	3.7	1.0	1.90
C12orf75	4.1e-11	9.0	2.4	1.89
MAFG	q<=3.7e-20	7.1	1.9	1.89
TSPAN8	q<=3.7e-20	106.7	28.8	1.89
RBIS	q<=3.7e-20	24.8	6.7	1.89
TMEM106C	q<=3.7e-20	80.5	21.7	1.89
FLVCR1-DT	q<=3.7e-20	7.7	2.1	1.88
NR2C2AP	q<=3.7e-20	19.9	5.4	1.88
NELFE	q<=3.7e-20	101.9	27.7	1.88
PLXNC1	q<=3.7e-20	3.7	1.0	1.88
MCM7	q<=3.7e-20	62.1	16.8	1.88
TMIGD3	1.9e-04	1.0	3.7	-1.88
TMEM164	q<=3.7e-20	6.5	1.8	1.88
SCAMP3	q<=3.7e-20	146.0	39.6	1.88
ITGA6	q<=3.7e-20	19.9	5.4	1.87
SCNM1	q<=3.7e-20	25.8	7.1	1.87
P4HA2	q<=3.7e-20	11.7	3.2	1.87
LAMA4	q<=3.7e-20	6.3	1.7	1.86
EPCAM	4.4e-09	1.8	6.6	-1.86
PHLDA2	3.5e-06	9.5	2.6	1.86
ASPM	q<=3.7e-20	3.6	1.0	1.86
GASK1A	1.7e-05	1.0	3.6	-1.86
CCN1	7.1e-06	29.2	105.0	-1.85
BUB1	q<=3.7e-20	3.6	1.0	1.85
GUSBP11	q<=3.7e-20	3.6	1.0	1.85
MAP2	q<=3.7e-20	4.0	1.1	1.85
CD163	2.3e-06	8.4	30.0	-1.84
MTHFD1L	q<=3.7e-20	6.6	1.8	1.84
PEG10	2.1e-11	3.6	1.0	1.84
S100A10	q<=3.7e-20	390.6	109.0	1.84
LINC01767	3.9e-08	11.8	42.3	-1.84
COL4A2	q<=3.7e-20	56.4	15.7	1.84
ID1	1.3e-06	29.1	103.9	-1.84
NECAB3	q<=3.7e-20	40.6	11.3	1.84
HELLS	q<=3.7e-20	3.6	1.0	1.84
ASS1	5.6e-09	624.3	2233.0	-1.84
KPNA2	q<=3.7e-20	46.9	13.1	1.84
C1orf35	q<=3.7e-20	29.3	8.2	1.84
CDKN2B	q<=3.7e-20	3.6	1.0	1.83
SOX12	q<=3.7e-20	10.3	2.9	1.83
TDO2	1.9e-15	159.2	567.3	-1.83
NR4A1	5.0e-05	9.4	33.4	-1.83
SLC7A2	2.5e-12	30.8	109.4	-1.83
PACC1	q<=3.7e-20	3.7	1.0	1.82
CXCL2	8.7e-09	39.1	138.0	-1.82
RUSC1	q<=3.7e-20	16.1	4.5	1.82
SNHG12	q<=3.7e-20	9.3	2.6	1.82
NSMCE2	q<=3.7e-20	37.2	10.6	1.82
ANLN	q<=3.7e-20	3.5	1.0	1.82
GBA	q<=3.7e-20	86.1	24.5	1.81
IRAK1	q<=3.7e-20	68.5	19.5	1.81
CYP26A1	3.8e-04	1.0	3.5	-1.81
FABP5	2.0e-18	7.8	2.2	1.81
DNAJC12	1.7e-09	14.4	50.4	-1.81
TTC13	q<=3.7e-20	10.2	2.9	1.81
SAC3D1	q<=3.7e-20	24.0	6.8	1.81
SNHG7	q<=3.7e-20	30.8	8.8	1.81
BOP1	q<=3.7e-20	56.0	16.0	1.81
AFM	3.1e-13	113.6	395.8	-1.80
LAPTM4B	q<=3.7e-20	80.7	23.2	1.80
SEMA3G	q<=3.7e-20	3.8	1.1	1.80
BCAT2	q<=3.7e-20	32.3	9.3	1.80
KHDC4	q<=3.7e-20	18.5	5.3	1.80
CKAP2	q<=3.7e-20	6.3	1.8	1.80
CENPF	q<=3.7e-20	3.5	1.0	1.80
CCHCR1	q<=3.7e-20	21.5	6.2	1.79
PRIM2	q<=3.7e-20	9.7	2.8	1.79
GABRD	q<=3.7e-20	3.5	1.0	1.79
SBF1	q<=3.7e-20	13.2	3.8	1.79
CMTM4	8.8e-19	3.9	1.1	1.79
MAPK12	q<=3.7e-20	6.2	1.8	1.79
MAPK11	q<=3.7e-20	7.2	2.1	1.78
