Gene	FDRAdjustedP-value	CancerSampleMed	NormalSampleMed	|log2FC|
ADGRF1	1.5e-18	1.0	78.8	-6.30
TNFAIP6	q<=5.7e-20	76.2	1.0	6.25
HRG	1.4e-04	1.0	70.1	-6.13
ANGPTL4	q<=5.7e-20	1286.0	18.7	6.10
SPTBN2	6.0e-18	1.0	68.4	-6.09
L1CAM	1.6e-17	1.0	67.7	-6.08
NDNF	7.3e-11	1.0	66.2	-6.05
PRDM16-DT	8.6e-15	1.0	65.7	-6.04
NPTX2	q<=5.7e-20	62.0	1.0	5.96
ATP6V1G3	1.8e-11	1.0	61.4	-5.94
CD70	q<=5.7e-20	60.0	1.0	5.91
FOXI1	7.2e-08	1.0	59.7	-5.90
SLC26A7	1.3e-14	1.0	59.3	-5.89
DIO1	1.0e-08	1.0	59.3	-5.89
COL23A1	q<=5.7e-20	197.5	3.4	5.88
PPP1R1A	3.1e-12	3.9	224.8	-5.84
MUC15	1.4e-15	1.0	54.3	-5.76
VTCN1	1.7e-16	1.0	54.2	-5.76
LHX1-DT	q<=5.7e-20	1.0	53.5	-5.74
FABP6	q<=5.7e-20	52.9	1.0	5.73
INPP5J	5.6e-14	1.2	63.7	-5.71
FAM3B	q<=5.7e-20	1.0	52.3	-5.71
SOSTDC1	1.5e-19	1.2	62.2	-5.65
DPEP1	4.9e-10	4.3	206.0	-5.60
CASR	q<=5.7e-20	1.0	46.9	-5.55
SLC13A2	1.6e-10	1.0	45.8	-5.52
ESRRB	1.6e-14	1.0	44.6	-5.48
LINC01762	q<=5.7e-20	1.0	44.0	-5.46
MYOCOS	q<=5.7e-20	43.7	1.0	5.45
SCNN1A	q<=5.7e-20	8.7	372.1	-5.43
DMRT2	3.3e-14	1.0	42.7	-5.42
CRHBP	3.9e-12	1.6	66.2	-5.40
NELL1	1.0e-17	1.0	41.2	-5.37
ENPP3	q<=5.7e-20	252.9	6.4	5.32
HEPACAM2	2.1e-04	1.0	38.3	-5.26
PLPPR1	q<=5.7e-20	1.0	38.1	-5.25
TACSTD2	5.3e-11	10.7	408.3	-5.25
SLC9A4	q<=5.7e-20	1.0	38.0	-5.25
SMIM5	q<=5.7e-20	1.0	38.0	-5.25
MFSD4A	8.0e-14	5.8	219.2	-5.24
CYP2J2	q<=5.7e-20	174.0	4.6	5.23
HIF1A-AS3	q<=5.7e-20	57.5	1.5	5.22
C16orf89	2.3e-13	1.5	57.2	-5.22
ADH1C	1.4e-09	1.0	36.8	-5.20
HSF4	q<=5.7e-20	62.4	1.8	5.14
SUSD4	4.5e-19	1.5	54.2	-5.14
GPC3	q<=5.7e-20	4.8	165.5	-5.12
HILPDA	q<=5.7e-20	334.1	9.8	5.09
HS6ST2	q<=5.7e-20	1.0	33.8	-5.08
RANBP3L	4.5e-12	1.0	33.9	-5.08
PAH	7.1e-09	3.1	106.0	-5.08
WNK4	q<=5.7e-20	1.7	58.3	-5.07
PRR15	1.6e-16	1.4	46.7	-5.05
DNER	q<=5.7e-20	1.0	33.0	-5.04
MAL	q<=5.7e-20	42.2	1369.2	-5.02
HOXB9	9.7e-20	1.8	59.2	-5.00
APOC1	q<=5.7e-20	118.2	3.7	4.98
CTXN3	7.3e-10	1.0	31.5	-4.98
SLC36A2	6.6e-10	1.0	30.9	-4.95
FGF1	5.0e-13	3.3	101.0	-4.95
NNMT	q<=5.7e-20	870.5	28.1	4.95
NR0B2	9.7e-12	1.0	30.3	-4.92
C3	q<=5.7e-20	684.4	22.7	4.91
SLC22A7	5.7e-09	1.0	29.7	-4.89
F11	4.1e-19	1.0	29.7	-4.89
PRR15L	q<=5.7e-20	2.1	62.9	-4.88
TNNC1	q<=5.7e-20	1.0	28.9	-4.85
CHGB	3.6e-13	1.0	28.6	-4.84
DGCR5	q<=5.7e-20	56.8	2.0	4.84
CNTN1	q<=5.7e-20	1.0	28.5	-4.83
FREM1	q<=5.7e-20	1.0	28.0	-4.81
C7	3.9e-15	15.0	419.2	-4.80
FGF9	7.4e-18	1.0	27.9	-4.80
TMEM45B	q<=5.7e-20	2.2	59.5	-4.79
IRX2	q<=5.7e-20	1.0	27.5	-4.78
CHL1	q<=5.7e-20	1.0	27.3	-4.77
LINC00887	q<=5.7e-20	27.1	1.0	4.76
NAT8L	5.9e-15	1.0	27.0	-4.76
EHF	2.8e-13	1.0	27.0	-4.75
FAM151A	1.9e-09	2.9	77.3	-4.72
SIM2	2.4e-15	1.0	25.9	-4.70
ESRP1	q<=5.7e-20	1.0	25.9	-4.69
LINC00645	q<=5.7e-20	1.0	25.9	-4.69
FAM167A	q<=5.7e-20	1.0	25.7	-4.68
KRT7	4.2e-12	6.2	156.8	-4.66
TCEAL2	6.4e-20	1.0	25.1	-4.65
GCGR	1.5e-18	1.0	24.9	-4.64
SLC47A2	8.9e-11	1.9	45.8	-4.62
SLC9A3	5.3e-13	2.0	48.2	-4.59
TMEM30B	q<=5.7e-20	2.0	48.7	-4.58
PVT1	q<=5.7e-20	23.6	1.0	4.56
TDGF1	9.1e-10	1.0	23.5	-4.55
ANKRD2	2.8e-11	1.0	23.4	-4.55
SLC30A2	5.3e-12	1.0	23.4	-4.55
LINC00462	q<=5.7e-20	23.3	1.0	4.54
STC2	q<=5.7e-20	84.3	3.7	4.53
TREM2	q<=5.7e-20	61.7	2.7	4.51
TMEM207	1.5e-12	1.0	22.8	-4.51
RHBG	3.4e-10	1.0	22.6	-4.50
ELF5	5.3e-07	1.0	22.5	-4.49
CWH43	q<=5.7e-20	1.0	22.2	-4.47
G6PC1	1.9e-07	1.3	28.0	-4.47
GATA3	q<=5.7e-20	3.6	79.6	-4.47
SH3GL2	q<=5.7e-20	1.0	22.2	-4.47
CLIC5	4.3e-12	5.2	115.5	-4.47
HMGCS2	3.5e-05	11.6	255.5	-4.47
CHRDL1	4.1e-11	1.0	22.0	-4.46
WT1	1.3e-10	1.0	21.9	-4.45
LINC02348	q<=5.7e-20	21.9	1.0	4.45
EGLN3	q<=5.7e-20	595.6	27.4	4.44
PAPPA2	5.4e-09	1.0	21.6	-4.43
SLC6A19	1.7e-07	3.2	68.2	-4.43
TFAP2B	q<=5.7e-20	1.0	21.2	-4.41
TCF21	5.9e-19	1.7	36.6	-4.40
LYPD6B	5.7e-14	1.0	21.1	-4.40
NUPR2	q<=5.7e-20	1.0	21.0	-4.39
DOC2A	q<=5.7e-20	21.0	1.0	4.39
SLC22A6	1.7e-08	7.4	153.8	-4.38
AFM	1.0e-08	1.0	20.7	-4.37
SOST	3.6e-11	1.0	20.6	-4.37
RALYL	q<=5.7e-20	1.0	20.7	-4.37
PLA2G4F	q<=5.7e-20	1.0	20.6	-4.36
MYO3B	q<=5.7e-20	1.0	20.6	-4.36
BSND	q<=5.7e-20	1.0	20.4	-4.35
ADH1B	4.8e-12	3.6	72.8	-4.34
S100A2	2.4e-10	7.4	148.0	-4.32
CP	q<=5.7e-20	155.8	8.0	4.28
HSD11B2	q<=5.7e-20	46.0	892.3	-4.28
GABRD	q<=5.7e-20	19.4	1.0	4.28
NRK	q<=5.7e-20	1.0	19.3	-4.27
PTGER1	1.8e-10	1.0	19.1	-4.26
TJP3	q<=5.7e-20	1.0	18.9	-4.24
BMPR1B	3.0e-11	1.0	18.8	-4.23
IDO1	q<=5.7e-20	36.9	2.0	4.22
LAD1	q<=5.7e-20	3.2	58.4	-4.21
SLPI	7.9e-04	8.1	149.1	-4.20
LIPH	6.1e-15	1.0	18.3	-4.20
ANGPTL3	6.1e-10	1.5	28.2	-4.20
C1orf116	q<=5.7e-20	1.0	18.2	-4.19
C5orf46	q<=5.7e-20	18.1	1.0	4.18
UCHL1	q<=5.7e-20	11.6	208.0	-4.17
SLC52A3	q<=5.7e-20	1.5	27.7	-4.17
LUCAT1	q<=5.7e-20	20.2	1.1	4.15
ANGPTL1	q<=5.7e-20	1.2	20.5	-4.14
LINC02188	q<=5.7e-20	69.6	3.9	4.14
CDH3	1.3e-19	1.0	17.6	-4.14
LRRN2	q<=5.7e-20	1.6	27.9	-4.13
DDN	1.3e-11	1.0	17.3	-4.12
SDS	6.8e-17	17.1	1.0	4.10
CYP4F2	9.2e-09	1.0	17.0	-4.09
ERBB4	q<=5.7e-20	1.0	17.1	-4.09
DCN	2.2e-18	14.0	236.0	-4.08
GRIK5	q<=5.7e-20	1.0	16.9	-4.08
SCARB1	q<=5.7e-20	164.1	9.8	4.07
ARMH4	q<=5.7e-20	1.8	29.8	-4.07
SHISA3	q<=5.7e-20	4.0	67.3	-4.06
PRRG2	q<=5.7e-20	1.5	25.0	-4.06
PRR35	q<=5.7e-20	1.0	16.6	-4.06
FOLR3	1.7e-19	1.0	16.6	-4.05
SPAG4	q<=5.7e-20	76.0	4.6	4.05
TMEM178A	q<=5.7e-20	3.1	50.4	-4.04
RAB42	q<=5.7e-20	27.4	1.7	4.04
EPB41L4B	q<=5.7e-20	1.0	16.4	-4.03
SEMA5B	q<=5.7e-20	96.5	5.9	4.03
AVPR2	4.3e-12	1.4	22.5	-4.03
CA10	q<=5.7e-20	1.0	16.3	-4.03
KLK6	9.2e-13	1.0	16.1	-4.01
LINC02432	2.6e-16	1.3	20.3	-3.98
NXPH4	q<=5.7e-20	22.6	1.4	3.98
ESRRG	q<=5.7e-20	3.9	61.4	-3.97
TUBB2B	7.5e-19	1.4	22.0	-3.97
IRX1	1.2e-16	1.0	15.6	-3.96
SIM1	1.0e-15	1.8	27.6	-3.96
INHBB	q<=5.7e-20	53.3	3.4	3.96
PIGR	8.3e-07	18.6	285.6	-3.94
MISP	1.9e-18	1.6	25.3	-3.94
TFAP2A	q<=5.7e-20	1.0	15.3	-3.93
SLC7A8	3.5e-12	12.5	191.2	-3.93
HSPA2	1.3e-12	14.3	216.4	-3.92
CDCA2	q<=5.7e-20	15.1	1.0	3.92
ATP6V1C2	6.8e-16	1.0	15.2	-3.92
CYP24A1	4.4e-04	1.0	15.0	-3.91
NHLRC4	q<=5.7e-20	1.0	15.5	-3.90
RNF150	q<=5.7e-20	1.7	25.6	-3.88
SEMA3B-AS1	7.8e-19	1.0	14.8	-3.88
SLC15A2	q<=5.7e-20	1.4	20.7	-3.88
SYT7	2.8e-13	1.0	14.7	-3.88
SOWAHA	q<=5.7e-20	1.0	14.6	-3.87
DAO	7.4e-10	3.4	48.9	-3.86
AHNAK2	q<=5.7e-20	14.4	1.0	3.85
LOC101927972	q<=5.7e-20	14.4	1.0	3.84
MAPK4	3.1e-19	1.0	14.2	-3.83
TRPV6	q<=5.7e-20	1.0	14.2	-3.83
PDGFRA	1.2e-13	2.1	29.2	-3.83
CKMT2	4.0e-05	2.4	34.0	-3.82
ALDH1A2	q<=5.7e-20	3.4	47.1	-3.80
RPS6KA6	q<=5.7e-20	1.1	14.9	-3.80
EPN3	3.8e-19	1.0	14.0	-3.80
KLK7	1.7e-12	1.0	13.9	-3.80
PAK6	q<=5.7e-20	1.0	13.9	-3.79
SLC9A2	q<=5.7e-20	1.0	13.7	-3.78
HSPB7	2.4e-09	2.3	31.2	-3.78
SLC5A2	2.1e-10	1.0	13.8	-3.78
LINC01426	q<=5.7e-20	14.3	1.0	3.77
TMEM72	q<=5.7e-20	14.8	200.8	-3.77
CYP17A1	4.2e-04	1.0	13.6	-3.77
SLC4A9	3.8e-14	1.0	13.5	-3.76
B4GALNT3	q<=5.7e-20	1.4	18.8	-3.75
TNFSF9	q<=5.7e-20	13.5	1.0	3.75
CNKSR1	q<=5.7e-20	1.0	13.4	-3.74
GRHL2	q<=5.7e-20	1.0	13.3	-3.74
TMPRSS4	5.2e-13	1.0	13.3	-3.74
PRDM16	2.0e-17	1.0	13.3	-3.74
LINC02294	1.8e-09	1.0	13.3	-3.73
CLSTN2	3.9e-14	1.0	13.3	-3.73
HK2	q<=5.7e-20	45.1	3.4	3.72
PSAT1	4.3e-10	8.2	107.4	-3.72
PTH1R	5.7e-14	20.4	268.8	-3.72
BMP7	3.5e-19	1.0	13.2	-3.72
ENPP6	1.3e-09	1.0	13.0	-3.71
HOXB-AS3	q<=5.7e-20	3.6	47.7	-3.71
PHYHD1	q<=5.7e-20	4.2	54.4	-3.70
UPP2	2.7e-09	1.0	12.9	-3.69
PAPPA	q<=5.7e-20	1.0	12.8	-3.68
FAM222A	5.9e-20	1.3	17.2	-3.68
GPRC5A	8.6e-11	2.0	25.1	-3.68
LINC01606	q<=5.7e-20	1.0	12.8	-3.68
CEL	6.9e-12	1.0	12.7	-3.67
TYRP1	2.9e-13	1.0	12.7	-3.67
ITGAX	q<=5.7e-20	18.3	1.5	3.66
LRRC2	q<=5.7e-20	1.0	12.6	-3.66
CCDC181	q<=5.7e-20	1.0	12.6	-3.66
DEFB1	9.8e-16	221.1	2797.4	-3.66
CRB2	1.3e-10	1.0	12.5	-3.65
GPAT3	7.4e-19	10.4	129.9	-3.64
SLC4A11	7.4e-07	1.2	15.5	-3.64
REG1A	5.6e-10	38.8	3.1	3.64
SLC22A12	3.6e-07	12.9	160.7	-3.64
CDKN2A	q<=5.7e-20	12.4	1.0	3.63
ARL4D	2.2e-16	6.4	78.7	-3.63
PIK3C2G	q<=5.7e-20	1.0	12.3	-3.62
ADAMTS16	3.1e-16	1.0	12.3	-3.62
LOC100506444	3.7e-10	1.0	12.3	-3.62
FA2H	8.0e-19	1.0	12.2	-3.61
IGFBP3	q<=5.7e-20	2236.1	182.8	3.61
IL1RL1	3.6e-07	2.9	35.0	-3.61
KLHL14	5.5e-16	1.0	12.2	-3.61
TOX3	q<=5.7e-20	1.7	21.2	-3.60
ESM1	q<=5.7e-20	320.2	26.5	3.59
ST8SIA4	q<=5.7e-20	31.0	2.6	3.59
SLC16A7	4.3e-17	2.8	33.7	-3.59
PCK1	1.7e-08	34.2	412.3	-3.59
PROM1	2.1e-10	10.0	119.1	-3.57
LOC105374428	q<=5.7e-20	1.0	11.9	-3.57
PGF	q<=5.7e-20	105.1	8.8	3.57
PDE1A	q<=5.7e-20	9.0	105.8	-3.56
GSTM3	2.3e-17	12.2	143.0	-3.55
LINC01874	2.1e-07	1.0	11.7	-3.55
AIF1L	q<=5.7e-20	77.2	896.2	-3.54
LHX1	q<=5.7e-20	1.0	11.6	-3.53
MTURN	q<=5.7e-20	12.0	138.6	-3.53
SCIN	q<=5.7e-20	8.5	98.3	-3.53
COL5A3	q<=5.7e-20	14.7	1.3	3.53
ERICH4	2.5e-11	1.0	11.4	-3.52
CPN2	2.8e-04	1.0	11.5	-3.52
TRNP1	4.3e-19	2.4	27.2	-3.50
CES4A	q<=5.7e-20	13.5	1.2	3.50
FCGR3A	q<=5.7e-20	149.3	13.3	3.49
IYD	1.5e-10	1.0	11.2	-3.49
GPC5	9.4e-14	1.0	11.2	-3.48
REEP6	8.5e-14	3.3	36.9	-3.48
C1orf226	q<=5.7e-20	1.5	17.1	-3.48
ODF3B	q<=5.7e-20	66.6	6.0	3.48
DUSP15	8.7e-13	3.5	39.1	-3.48
TMEM91	q<=5.7e-20	60.1	5.4	3.47
PROC	2.5e-08	1.5	16.8	-3.47
OVCH2	q<=5.7e-20	1.0	11.1	-3.47
PACRG	6.0e-14	1.7	18.5	-3.47
CREB3L3	q<=5.7e-20	13.1	1.2	3.47
ERVMER34-1	6.6e-17	1.0	11.1	-3.47
DPP6	9.5e-13	1.0	11.0	-3.46
CERNA2	q<=5.7e-20	50.8	4.6	3.45
SYNE4	q<=5.7e-20	1.2	12.7	-3.45
FBXO2	9.3e-13	4.1	44.9	-3.45
C21orf62	7.2e-17	1.4	14.7	-3.44
MOXD1	1.3e-09	5.1	55.4	-3.44
PROX1	1.9e-10	1.0	10.9	-3.44
SERPINA4	2.4e-10	1.0	10.9	-3.44
ANXA3	q<=5.7e-20	8.2	89.2	-3.43
CBLC	q<=5.7e-20	1.2	12.7	-3.43
TMC4	q<=5.7e-20	9.0	96.3	-3.42
SEMA6D	3.3e-16	3.6	38.9	-3.42
PIPOX	4.2e-10	8.9	95.5	-3.42
MAB21L4	2.0e-09	1.0	10.6	-3.41
PTPRO	2.4e-11	4.5	48.0	-3.41
ARG2	8.1e-11	6.6	69.9	-3.41
NETO2	q<=5.7e-20	26.2	2.5	3.40
SCD	q<=5.7e-20	217.6	20.8	3.39
SLC44A4	q<=5.7e-20	10.9	113.8	-3.39
VWF	q<=5.7e-20	336.6	32.7	3.37
SLC34A3	1.3e-08	1.0	10.3	-3.37
WNT9B	1.3e-07	1.0	10.4	-3.37
NIPAL1	2.7e-11	1.0	10.2	-3.36
PCSK1N	9.7e-19	7.8	79.8	-3.35
GLOD5	4.1e-18	1.3	13.7	-3.35
STRA6	4.8e-10	1.0	10.2	-3.35
GATA3-AS1	6.6e-18	1.0	10.2	-3.35
CYP27B1	2.1e-07	1.0	10.4	-3.34
SLC17A4	q<=5.7e-20	29.5	2.9	3.34
ADORA3	q<=5.7e-20	14.6	1.5	3.33
GALNT3	8.4e-18	2.9	28.9	-3.33
C6orf223	q<=5.7e-20	22.7	2.3	3.32
HPGD	4.3e-11	6.6	65.6	-3.32
LOX	q<=5.7e-20	109.8	11.0	3.32
MPP7	q<=5.7e-20	3.1	30.8	-3.32
AP1M2	q<=5.7e-20	13.6	134.6	-3.31
IL2RB	q<=5.7e-20	16.4	1.6	3.31
CYP4F3	1.6e-07	1.0	9.9	-3.31
CALCA	2.9e-05	1.0	9.9	-3.31
VEGFA	q<=5.7e-20	1159.4	117.0	3.31
CLDN14	3.7e-08	1.1	11.1	-3.31
RNASET2	q<=5.7e-20	33.1	3.4	3.31
NOL3	q<=5.7e-20	167.9	17.0	3.30
CSDC2	3.6e-09	3.5	34.1	-3.30
KISS1R	q<=5.7e-20	9.8	1.0	3.30
HHLA2	q<=5.7e-20	67.2	6.8	3.30
ATP12A	5.5e-14	1.0	9.9	-3.30
B4GALNT2	7.1e-09	1.0	9.8	-3.30
COL4A6	q<=5.7e-20	1.0	9.9	-3.30
TAGLN3	1.2e-16	1.0	9.8	-3.30
ANGPT2	q<=5.7e-20	53.8	5.5	3.29
SIGLEC10	q<=5.7e-20	9.8	1.0	3.29
EPCAM	q<=5.7e-20	65.4	635.0	-3.28
CD2	q<=5.7e-20	29.8	3.1	3.27
ENO2	q<=5.7e-20	223.1	23.1	3.27
SCGN	q<=5.7e-20	25.7	2.7	3.27
SLC38A4	8.6e-05	1.0	9.6	-3.26
CA8	5.7e-07	1.0	9.6	-3.26
NAP1L2	q<=5.7e-20	2.3	22.1	-3.26
PCDH9	q<=5.7e-20	1.0	9.6	-3.26
RASSF10	q<=5.7e-20	1.0	9.4	-3.24
NKG7	q<=5.7e-20	70.6	7.5	3.24
PTGER3	q<=5.7e-20	49.4	466.1	-3.24
DNASE1	2.0e-14	10.4	98.0	-3.24
PLCXD3	3.4e-13	1.0	9.4	-3.23
PPP1R1B	1.9e-08	1.0	9.4	-3.23
LIX1	7.3e-05	1.0	9.4	-3.23
MPPED2	q<=5.7e-20	2.7	25.0	-3.23
APCDD1L	3.4e-07	1.0	9.3	-3.22
SLC16A1-AS1	q<=5.7e-20	12.0	1.3	3.21
MIR210HG	q<=5.7e-20	27.2	3.0	3.20
SLC16A5	2.6e-12	6.1	56.3	-3.20
PRSS22	4.6e-11	1.0	9.2	-3.20
SLC16A3	q<=5.7e-20	217.9	23.8	3.20
CXCL9	q<=5.7e-20	46.8	5.1	3.19
OGDHL	2.6e-18	34.3	311.8	-3.19
MAN1C1	q<=5.7e-20	7.1	64.7	-3.19
LOC101928596	2.3e-17	1.0	9.1	-3.18
IGF2BP2	8.1e-16	1.1	10.1	-3.17
PLCL1	q<=5.7e-20	6.9	61.5	-3.17
TMEM61	1.0e-16	1.0	9.0	-3.17
ANO5	q<=5.7e-20	1.0	9.0	-3.17
GNLY	q<=5.7e-20	29.9	3.4	3.16
BTBD11	1.9e-14	1.1	9.8	-3.16
RASD2	q<=5.7e-20	11.1	1.2	3.16
ANK2	q<=5.7e-20	12.7	113.4	-3.16
MSC	q<=5.7e-20	32.0	3.6	3.16
FYB2	1.5e-16	1.0	8.9	-3.16
CGN	q<=5.7e-20	6.0	53.4	-3.15
LMO3	9.2e-12	1.0	8.9	-3.15
COL9A2	q<=5.7e-20	3.3	29.0	-3.15
CXCR4	q<=5.7e-20	293.1	33.1	3.15
ACSF2	7.5e-11	15.8	140.1	-3.15
MRGPRF	3.0e-17	1.4	12.6	-3.15
STK32A	2.7e-15	1.0	8.8	-3.14
RGS1	q<=5.7e-20	198.1	22.5	3.14
CAPN6	6.4e-08	3.8	33.9	-3.14
MECOM	q<=5.7e-20	16.4	143.6	-3.13
AQP5-AS1	1.2e-15	1.0	8.8	-3.13
CXCL11	q<=5.7e-20	9.1	1.0	3.12
PLEKHB1	q<=5.7e-20	4.9	41.8	-3.11
RUNX3	q<=5.7e-20	14.6	1.7	3.10
COL4A5	q<=5.7e-20	3.1	26.7	-3.10
EFHD1	q<=5.7e-20	61.4	524.9	-3.10
LOC100130691	1.5e-09	1.2	10.5	-3.10
SUCNR1	8.6e-11	6.7	57.2	-3.10
CLDN11	2.5e-10	1.1	9.4	-3.10
GP2	9.9e-12	1.0	8.6	-3.10
HPCAL4	2.3e-08	1.0	8.6	-3.10
BDH1	q<=5.7e-20	3.1	26.6	-3.10
CPAMD8	5.8e-14	3.5	29.7	-3.09
LILRB4	q<=5.7e-20	14.9	1.8	3.09
DIRAS1	1.6e-17	1.0	8.5	-3.09
GZMH	q<=5.7e-20	19.1	2.2	3.09
SLC26A4	2.0e-08	1.0	8.5	-3.08
S100A14	3.4e-19	5.2	44.0	-3.08
ITGB6	5.0e-06	5.2	43.9	-3.08
PLA2G7	q<=5.7e-20	8.4	1.0	3.08
PLIN2	q<=5.7e-20	1241.1	147.0	3.08
CD8A	q<=5.7e-20	20.2	2.4	3.07
ATP1A1	q<=5.7e-20	233.5	1963.9	-3.07
MCOLN3	3.6e-19	1.0	8.4	-3.07
OXGR1	2.6e-14	1.0	8.4	-3.07
GDF6	q<=5.7e-20	8.4	1.0	3.07
SHISA2	1.9e-11	1.0	8.4	-3.07
SIRLNT	6.2e-10	1.0	8.3	-3.06
APCDD1L-DT	1.5e-11	1.0	8.3	-3.06
AGXT	1.5e-04	1.0	8.3	-3.06
GAS2L3	q<=5.7e-20	18.6	2.2	3.05
VAT1L	2.1e-07	1.0	8.3	-3.05
SCD5	q<=5.7e-20	18.3	149.8	-3.04
CYP2B6	2.0e-08	1.0	8.2	-3.04
PSORS1C1	q<=5.7e-20	13.3	1.6	3.04
ASPDH	3.4e-10	5.0	41.1	-3.04
SLC2A12	q<=5.7e-20	1.0	8.2	-3.04
GZMA	q<=5.7e-20	39.1	4.8	3.03
CD3D	q<=5.7e-20	28.5	3.5	3.03
FCGR1A	q<=5.7e-20	12.0	1.5	3.03
IGFBP2	q<=5.7e-20	34.8	283.8	-3.03
MAL2	1.8e-16	22.6	184.5	-3.03
LOXL2	q<=5.7e-20	61.5	7.5	3.03
DNASE1L3	q<=5.7e-20	9.4	75.9	-3.02
TYMP	q<=5.7e-20	124.6	15.3	3.02
FAM81A	q<=5.7e-20	2.0	16.4	-3.02
CD84	q<=5.7e-20	9.0	1.1	3.02
PIK3R5	q<=5.7e-20	10.2	1.3	3.02
CGREF1	q<=5.7e-20	37.6	4.6	3.02
TMEM174	5.3e-08	9.1	73.5	-3.01
HRH2	q<=5.7e-20	30.9	3.9	3.00
GBP5	q<=5.7e-20	12.4	1.6	3.00
PTHLH	q<=5.7e-20	8.0	1.0	3.00
LGI2	3.7e-09	1.3	10.5	-3.00
DACT2	1.9e-13	1.0	8.0	-3.00
LILRB1	q<=5.7e-20	14.6	1.8	3.00
TNFRSF4	q<=5.7e-20	19.5	2.4	3.00
FAM245A	q<=5.7e-20	1.0	7.9	-2.99
DIRAS3	q<=5.7e-20	1.8	13.9	-2.99
EMX1	q<=5.7e-20	12.5	99.4	-2.99
POU5F1	q<=5.7e-20	34.0	4.3	2.98
BHLHE41	q<=5.7e-20	95.3	12.0	2.98
CD300A	q<=5.7e-20	34.5	4.4	2.98
CD96	q<=5.7e-20	8.4	1.1	2.98
SLC7A13	1.8e-06	1.0	7.9	-2.98
LGI4	q<=5.7e-20	29.7	3.8	2.98
MRAP2	4.7e-14	1.0	7.8	-2.97
SLAMF6	q<=5.7e-20	7.9	1.0	2.97
CTSW	q<=5.7e-20	23.9	3.1	2.97
LINC02121	1.2e-09	1.0	7.8	-2.96
GABRA2	3.8e-15	1.0	7.8	-2.96
CST7	q<=5.7e-20	32.8	4.2	2.96
ABAT	4.6e-11	9.3	72.2	-2.96
PTGFR	1.3e-09	1.0	7.8	-2.96
CD3E	q<=5.7e-20	44.1	5.7	2.96
GAD1	2.8e-06	1.0	7.7	-2.95
DIRAS2	q<=5.7e-20	17.7	2.3	2.95
CCL18	3.8e-18	7.7	1.0	2.95
CD247	q<=5.7e-20	17.1	2.2	2.95
PRLR	2.5e-09	4.8	37.0	-2.94
FUT3	1.7e-08	1.1	8.4	-2.94
KCNK3	1.1e-19	26.6	3.5	2.94
