Gene	FDRAdjustedP-value	CancerSampleMed	NormalSampleMed	|log2FC|
MMP11	q<=4.8e-20	118.9	2.9	5.35
MYBL2	q<=4.8e-20	91.1	2.2	5.34
FOLR1	q<=4.8e-20	14.5	569.6	-5.30
LINC00958	q<=4.8e-20	39.4	1.0	5.30
MMP1	q<=4.8e-20	118.5	3.1	5.26
SERPINB13	q<=4.8e-20	38.3	1.0	5.26
C16orf89	q<=4.8e-20	8.6	325.8	-5.25
VEPH1	q<=4.8e-20	1.3	48.9	-5.25
BIRC5	q<=4.8e-20	89.2	2.4	5.23
GPM6A	1.9e-17	1.0	37.2	-5.22
TROAP	q<=4.8e-20	37.0	1.0	5.21
TNXB	1.3e-12	1.3	47.7	-5.21
ADAMTS8	2.5e-17	1.0	36.7	-5.20
MARCO	1.6e-17	14.3	527.6	-5.20
CPB2	6.8e-14	1.0	36.4	-5.19
DES	2.4e-11	2.2	78.5	-5.17
HBA2	8.1e-08	8.3	297.2	-5.15
C4BPA	6.0e-15	9.5	330.1	-5.11
NXPH4	q<=4.8e-20	34.6	1.0	5.11
GJB3	q<=4.8e-20	52.6	1.5	5.10
CSF3	1.6e-04	1.6	53.6	-5.08
NDNF	q<=4.8e-20	5.3	178.6	-5.07
S100A7	6.7e-06	32.6	1.0	5.03
PTPRZ1	q<=4.8e-20	32.6	1.0	5.01
GBP6	q<=4.8e-20	31.9	1.0	5.00
UBE2C	q<=4.8e-20	221.9	7.1	4.96
ECRG4	8.3e-11	1.0	32.4	-4.96
RHCG	7.9e-19	30.6	1.0	4.94
FOXM1	q<=4.8e-20	52.1	1.7	4.94
FENDRR	8.2e-15	1.6	47.7	-4.94
TPX2	q<=4.8e-20	87.2	2.9	4.93
TCF21	q<=4.8e-20	1.0	30.3	-4.92
SLC34A2	q<=4.8e-20	60.0	1798.6	-4.91
FAM83A	q<=4.8e-20	29.6	1.0	4.89
LHFPL3-AS2	1.0e-18	1.0	29.5	-4.88
SCGB3A1	5.7e-08	31.8	935.0	-4.88
NEK2	q<=4.8e-20	32.4	1.1	4.85
SPP1	q<=4.8e-20	614.3	21.4	4.84
IGSF9	q<=4.8e-20	43.5	1.5	4.84
MAMDC2	5.9e-17	1.4	40.4	-4.83
ARTN	q<=4.8e-20	28.4	1.0	4.83
AURKB	q<=4.8e-20	60.7	2.1	4.83
ATOH8	2.7e-18	1.3	35.8	-4.83
FAM189A2	q<=4.8e-20	3.1	86.6	-4.82
CA9	1.3e-19	28.2	1.0	4.82
NUF2	q<=4.8e-20	30.4	1.1	4.81
CDC45	q<=4.8e-20	40.7	1.5	4.79
TFAP2A	q<=4.8e-20	27.5	1.0	4.78
ABCA3	2.4e-18	13.8	377.3	-4.77
MMP10	3.3e-17	27.0	1.0	4.76
CDC20	q<=4.8e-20	99.4	3.7	4.76
PNCK	q<=4.8e-20	26.9	1.0	4.75
MELK	q<=4.8e-20	30.0	1.1	4.74
LRRN4	7.8e-16	1.0	26.5	-4.73
MS4A8	1.2e-04	1.0	26.5	-4.73
ADGRD1	q<=4.8e-20	1.5	40.6	-4.72
IL1RL1	4.4e-05	1.0	27.7	-4.72
SFTPB	q<=4.8e-20	446.3	11671.8	-4.71
ALDH3B2	q<=4.8e-20	39.5	1.5	4.71
SOX15	q<=4.8e-20	45.0	1.7	4.71
LPL	1.8e-19	5.4	140.5	-4.70
CENPA	q<=4.8e-20	25.8	1.0	4.69
ABCA8	5.5e-20	1.0	25.8	-4.69
FOXA2	q<=4.8e-20	1.4	36.1	-4.68
NKX2-1	q<=4.8e-20	4.7	118.5	-4.65
UPK3B	5.0e-11	7.0	175.6	-4.65
TOP2A	q<=4.8e-20	77.9	3.1	4.64
EDNRB	2.4e-18	3.9	96.4	-4.63
SCN7A	1.5e-17	1.0	24.6	-4.62
MRC1	1.1e-19	9.2	226.1	-4.62
GDF10	2.0e-19	1.0	24.6	-4.62
DLGAP5	q<=4.8e-20	24.5	1.0	4.62
AKR1C2	q<=4.8e-20	189.2	7.7	4.61
PBK	q<=4.8e-20	24.4	1.0	4.61
HMGA2	q<=4.8e-20	24.3	1.0	4.60
FOSB	4.1e-07	17.1	413.3	-4.59
PSAT1	q<=4.8e-20	81.3	3.4	4.58
CASC9	q<=4.8e-20	23.9	1.0	4.58
GRHL3	q<=4.8e-20	24.0	1.0	4.58
HNF1B	q<=4.8e-20	1.0	24.0	-4.58
PI3	q<=4.8e-20	210.8	8.9	4.57
PIGR	2.4e-17	19.7	468.8	-4.57
BTNL9	1.1e-16	2.6	61.3	-4.56
CASC19	q<=4.8e-20	42.1	1.8	4.56
LGI3	4.5e-17	2.2	52.5	-4.55
ANLN	q<=4.8e-20	38.4	1.6	4.55
LY6D	q<=4.8e-20	23.4	1.0	4.55
LRRK2	2.0e-16	4.1	95.6	-4.55
KCNK3	4.6e-14	1.1	24.9	-4.55
FOXE1	q<=4.8e-20	23.3	1.0	4.54
BBOX1-AS1	q<=4.8e-20	23.0	1.0	4.53
NTS	1.6e-17	54.3	2.3	4.53
ZNF385B	1.3e-15	1.5	33.3	-4.52
CDCA3	q<=4.8e-20	45.7	2.0	4.52
NECTIN1	q<=4.8e-20	395.7	17.3	4.52
SERPINB3	q<=4.8e-20	22.7	1.0	4.51
CRTAC1	2.9e-16	5.8	133.1	-4.51
HJURP	q<=4.8e-20	22.7	1.0	4.50
KRT6C	5.4e-17	22.7	1.0	4.50
TTK	q<=4.8e-20	22.5	1.0	4.50
CDC6	q<=4.8e-20	23.8	1.1	4.50
CAPNS2	q<=4.8e-20	22.4	1.0	4.49
CEP55	q<=4.8e-20	42.0	1.9	4.48
RASGRF1	2.9e-19	1.0	22.3	-4.48
KIF2C	q<=4.8e-20	32.7	1.5	4.47
SLC6A8	q<=4.8e-20	191.6	8.6	4.47
PDK4	1.1e-10	4.6	101.3	-4.46
LGALS7B	3.1e-19	22.0	1.0	4.46
VSIG2	q<=4.8e-20	5.6	121.1	-4.45
CCL23	3.7e-12	1.1	23.3	-4.45
PKMYT1	q<=4.8e-20	26.9	1.2	4.43
CHRDL1	1.5e-19	3.0	64.1	-4.43
DLX5	2.2e-15	21.3	1.0	4.41
FAT2	q<=4.8e-20	21.3	1.0	4.41
FHL1	q<=4.8e-20	16.5	350.5	-4.41
CENPF	q<=4.8e-20	22.6	1.1	4.39
RHOV	q<=4.8e-20	69.9	3.3	4.39
HHIP	7.5e-15	1.0	20.7	-4.37
CD300LG	3.0e-12	1.0	20.5	-4.36
CCNB2	q<=4.8e-20	76.8	3.8	4.35
CDCA5	q<=4.8e-20	50.9	2.5	4.35
WDR72	q<=4.8e-20	20.3	1.0	4.34
KIF20A	q<=4.8e-20	27.2	1.3	4.34
DLC1	q<=4.8e-20	6.7	136.0	-4.33
RRM2	q<=4.8e-20	85.0	4.2	4.33
RTKN2	9.2e-16	4.7	94.6	-4.32
DMBT1	3.5e-05	5.8	115.2	-4.32
RBP4	1.4e-11	2.5	49.6	-4.31
C1orf194	6.9e-06	1.0	19.8	-4.31
KIF4A	q<=4.8e-20	19.7	1.0	4.30
BNC1	q<=4.8e-20	19.7	1.0	4.30
AGTR2	5.7e-08	1.0	19.5	-4.29
LMO3	q<=4.8e-20	3.7	71.4	-4.27
NPR1	1.5e-19	2.6	49.7	-4.27
SELENBP1	q<=4.8e-20	30.7	581.7	-4.25
PLK1	q<=4.8e-20	45.2	2.4	4.25
ADGRF5	q<=4.8e-20	11.0	210.4	-4.25
TRIP13	q<=4.8e-20	56.6	3.0	4.25
C7	2.6e-12	8.9	167.4	-4.24
TMEM40	q<=4.8e-20	21.8	1.2	4.24
ORC6	q<=4.8e-20	26.6	1.4	4.24
SPRR2E	2.4e-15	18.8	1.0	4.23
FERMT1	q<=4.8e-20	41.7	2.2	4.22
PPP2R2C	q<=4.8e-20	18.6	1.0	4.22
LINC02541	q<=4.8e-20	78.2	4.2	4.22
EFCC1	1.5e-19	1.1	20.9	-4.22
SPOCK2	q<=4.8e-20	17.3	318.5	-4.21
LRRC36	2.5e-14	1.0	18.5	-4.21
GTSE1	q<=4.8e-20	18.4	1.0	4.20
CCNA2	q<=4.8e-20	31.9	1.7	4.20
MFAP4	q<=4.8e-20	45.1	827.0	-4.20
BMP7	q<=4.8e-20	50.7	2.8	4.19
GALNT14	q<=4.8e-20	26.5	1.5	4.19
NDC80	q<=4.8e-20	25.2	1.4	4.18
HSD17B6	3.9e-15	6.4	115.5	-4.18
LINC00511	q<=4.8e-20	38.4	2.1	4.17
SLC39A8	q<=4.8e-20	22.7	407.9	-4.17
CRABP2	q<=4.8e-20	137.0	7.6	4.16
TEK	2.0e-16	2.8	50.2	-4.16
C8orf34-AS1	1.1e-18	1.4	24.3	-4.16
SLC26A9	8.9e-15	1.3	23.3	-4.15
OLR1	8.8e-17	10.7	190.3	-4.15
ALG1L	q<=4.8e-20	55.1	3.1	4.15
GINS1	q<=4.8e-20	22.5	1.3	4.14
CAVIN2	3.7e-19	14.1	248.6	-4.14
PGM5	q<=4.8e-20	1.4	24.4	-4.13
BUB1B	q<=4.8e-20	17.6	1.0	4.13
OGN	3.3e-05	1.0	17.5	-4.13
LYVE1	6.3e-13	2.7	47.0	-4.12
AOC3	q<=4.8e-20	13.6	235.0	-4.12
SLC22A31	q<=4.8e-20	4.9	84.7	-4.11
STEAP4	4.8e-12	2.8	48.3	-4.11
AGRP	2.1e-14	1.0	17.3	-4.11
LINC01980	q<=4.8e-20	17.2	1.0	4.11
MSLN	5.4e-06	8.9	152.3	-4.10
GSDMC	q<=4.8e-20	17.2	1.0	4.10
MYRF	2.4e-16	3.0	51.1	-4.09
CTSV	q<=4.8e-20	17.1	1.0	4.09
AQP1	q<=4.8e-20	60.3	1025.6	-4.09
UCHL1	q<=4.8e-20	178.0	10.4	4.09
KIF18B	q<=4.8e-20	16.9	1.0	4.08
FAM83D	q<=4.8e-20	53.5	3.2	4.08
CXCL2	1.1e-06	17.4	293.4	-4.08
FMO2	2.3e-16	7.4	123.5	-4.07
ADRB1	4.9e-10	1.0	17.4	-4.06
UHRF1	q<=4.8e-20	16.5	1.0	4.04
CDCA8	q<=4.8e-20	37.0	2.3	4.04
B4GALNT4	q<=4.8e-20	16.4	1.0	4.04
ITIH5	7.5e-20	2.3	37.8	-4.04
MAGEA4	q<=4.8e-20	16.4	1.0	4.04
STAC	3.2e-19	1.6	25.8	-4.03
IL20RB	q<=4.8e-20	16.3	1.0	4.03
CST1	8.8e-04	16.3	1.0	4.03
PRX	6.8e-13	2.8	45.9	-4.02
LINC01133	q<=4.8e-20	22.5	1.4	4.02
ZMYND10	2.9e-06	1.1	18.4	-4.02
CHI3L2	9.3e-08	6.7	108.3	-4.02
PIMREG	q<=4.8e-20	16.2	1.0	4.02
A2M	9.6e-20	167.0	2685.5	-4.01
HSPB6	9.8e-18	1.0	16.0	-4.00
MKI67	q<=4.8e-20	26.2	1.6	4.00
DSP	q<=4.8e-20	289.3	18.2	3.99
IVL	q<=4.8e-20	15.8	1.0	3.98
CCNB1	q<=4.8e-20	89.0	5.6	3.98
CNFN	q<=4.8e-20	25.5	1.6	3.97
CDKN2A	q<=4.8e-20	57.5	3.7	3.96
SCARA5	9.8e-07	1.0	15.5	-3.96
BMP5	4.0e-18	1.2	18.1	-3.94
UBE2T	q<=4.8e-20	78.7	5.1	3.94
EPN3	q<=4.8e-20	15.4	1.0	3.94
ITGA8	2.4e-17	1.8	27.9	-3.94
CDCA7	q<=4.8e-20	30.1	2.0	3.94
SLC46A2	q<=4.8e-20	1.0	15.4	-3.94
IQGAP3	q<=4.8e-20	15.2	1.0	3.93
SHE	q<=4.8e-20	1.3	19.5	-3.93
CDT1	q<=4.8e-20	28.9	1.9	3.92
CPAMD8	q<=4.8e-20	2.7	41.2	-3.92
ACADL	1.1e-17	1.5	23.2	-3.92
GINS2	q<=4.8e-20	22.3	1.5	3.92
SLC1A1	1.0e-19	3.4	51.6	-3.91
CBLC	q<=4.8e-20	55.0	3.7	3.91
ABI3BP	1.8e-19	4.8	71.3	-3.91
AGR3	2.2e-13	15.7	234.1	-3.90
ADAM23	q<=4.8e-20	21.6	1.4	3.90
CRYM	8.4e-12	1.5	22.3	-3.90
SCGB3A2	1.8e-08	77.5	1155.4	-3.90
CDO1	4.5e-16	1.2	17.7	-3.90
CDKN3	q<=4.8e-20	47.1	3.2	3.90
NCAPH	q<=4.8e-20	14.7	1.0	3.88
SOX21	q<=4.8e-20	14.7	1.0	3.88
CERS3	q<=4.8e-20	14.6	1.0	3.87
EMCN	q<=4.8e-20	2.9	41.7	-3.87
ROBO4	4.5e-17	5.4	78.3	-3.86
GPA33	5.4e-12	1.0	14.4	-3.85
SNTN	8.4e-06	1.0	14.4	-3.85
KIF23	q<=4.8e-20	28.9	2.0	3.85
COL6A6	6.1e-16	1.0	14.4	-3.85
KANK3	2.3e-19	1.5	20.7	-3.84
FBP1	q<=4.8e-20	15.4	220.4	-3.84
LIMCH1	q<=4.8e-20	11.7	167.6	-3.84
ALDH3B1	q<=4.8e-20	11.6	167.2	-3.84
ACOXL	q<=4.8e-20	1.0	14.3	-3.83
GPX3	3.0e-17	104.7	1482.8	-3.82
TK1	q<=4.8e-20	200.3	14.2	3.81
ATP13A4	q<=4.8e-20	3.1	43.2	-3.81
IGF2BP3	q<=4.8e-20	13.9	1.0	3.80
CHIA	1.1e-08	1.0	13.8	-3.79
SLC7A5	q<=4.8e-20	145.3	10.5	3.79
COL10A1	q<=4.8e-20	19.8	1.4	3.78
TEDC2	q<=4.8e-20	13.7	1.0	3.78
SCEL	4.2e-18	6.6	90.1	-3.77
UPK1B	q<=4.8e-20	13.6	1.0	3.77
APOH	2.1e-09	1.0	13.6	-3.77
COL4A4	8.8e-19	1.2	15.9	-3.77
MYZAP	1.1e-15	1.0	13.6	-3.76
EXO1	q<=4.8e-20	13.5	1.0	3.76
COL4A3	2.0e-13	1.0	13.6	-3.76
FPR2	4.6e-09	1.7	23.6	-3.76
GPRC5A	q<=4.8e-20	40.3	541.2	-3.75
ROS1	7.1e-18	2.5	34.4	-3.75
S1PR1	1.2e-18	10.4	139.5	-3.75
CTHRC1	q<=4.8e-20	126.0	9.3	3.75
MELTF	q<=4.8e-20	33.1	2.5	3.74
SPC24	q<=4.8e-20	21.8	1.6	3.74
A2ML1	q<=4.8e-20	13.4	1.0	3.74
CERNA2	q<=4.8e-20	13.3	1.0	3.74
SLIT3	1.4e-17	3.1	40.5	-3.73
SEC14L6	q<=4.8e-20	1.0	13.3	-3.73
RAMP3	1.7e-12	14.6	193.5	-3.73
SGCA	7.7e-19	2.6	34.5	-3.72
ACKR1	9.6e-10	9.5	126.0	-3.72
GREM1	q<=4.8e-20	13.2	1.0	3.72
NR4A3	9.2e-07	2.4	32.3	-3.72
CDH5	2.6e-19	14.0	184.1	-3.72
CFAP221	3.0e-16	1.4	18.0	-3.71
SPN	5.3e-20	3.0	38.7	-3.71
SLC4A4	1.2e-18	1.0	13.5	-3.71
DEPDC1B	q<=4.8e-20	13.1	1.0	3.71
C10orf99	q<=4.8e-20	13.0	1.0	3.70
RGCC	q<=4.8e-20	58.0	756.3	-3.70
SIRPB1	4.4e-14	1.3	16.6	-3.70
KIF11	q<=4.8e-20	24.2	1.9	3.70
TMPRSS11E	q<=4.8e-20	13.0	1.0	3.70
MND1	q<=4.8e-20	12.9	1.0	3.69
SPAG5	q<=4.8e-20	26.1	2.0	3.69
CAV1	q<=4.8e-20	94.2	1204.4	-3.68
VIPR1	2.4e-11	6.6	84.1	-3.68
CD36	q<=4.8e-20	13.2	170.3	-3.68
KIFC1	q<=4.8e-20	47.3	3.7	3.67
FAM83B	q<=4.8e-20	12.7	1.0	3.67
ROR1	q<=4.8e-20	1.3	17.2	-3.67
PTPRB	5.1e-16	2.7	34.7	-3.67
HPGD	5.8e-13	10.2	128.8	-3.66
C9orf152	1.6e-13	1.1	14.3	-3.66
MMRN1	1.9e-11	1.6	20.1	-3.66
MMP28	q<=4.8e-20	4.8	61.0	-3.66
LINC00261	q<=4.8e-20	1.0	12.6	-3.66
CCN5	2.4e-12	7.5	94.4	-3.66
RAD51	q<=4.8e-20	17.6	1.4	3.66
SCTR	2.3e-18	2.3	28.8	-3.66
C9orf24	4.9e-06	1.9	23.9	-3.65
SOX17	2.1e-13	1.1	13.8	-3.64
DUXAP8	q<=4.8e-20	13.5	1.1	3.63
CDH3	q<=4.8e-20	125.5	10.1	3.63
CXCL14	q<=4.8e-20	93.9	7.6	3.63
ADAM12	q<=4.8e-20	18.1	1.5	3.63
MAD2L1	q<=4.8e-20	17.7	1.4	3.63
HMMR	q<=4.8e-20	13.8	1.1	3.63
VTCN1	q<=4.8e-20	12.4	1.0	3.63
VSIG4	q<=4.8e-20	28.8	353.7	-3.62
BUB1	q<=4.8e-20	27.8	2.3	3.62
CX3CR1	5.0e-11	1.0	12.3	-3.62
CCBE1	2.5e-19	1.0	12.3	-3.62
TBX4	2.9e-16	2.6	31.4	-3.62
SMIM41	q<=4.8e-20	1.9	22.7	-3.61
TMEM125	q<=4.8e-20	13.6	166.0	-3.61
RGN	q<=4.8e-20	1.4	16.4	-3.60
TMPRSS2	1.6e-18	10.8	130.6	-3.60
RND1	1.7e-06	7.6	92.4	-3.60
GNGT1	q<=4.8e-20	12.0	1.0	3.59
LINC02471	1.2e-13	1.0	12.0	-3.59
HIGD1B	8.2e-17	3.5	42.6	-3.59
RECQL4	q<=4.8e-20	20.7	1.7	3.58
COBL	q<=4.8e-20	2.8	33.6	-3.58
SLC51B	6.6e-19	1.0	11.9	-3.58
NCKAP5	1.6e-17	2.1	25.1	-3.58
CCNE1	q<=4.8e-20	16.1	1.3	3.58
FAXDC2	5.9e-19	6.3	75.9	-3.58
ARHGEF15	3.3e-19	2.8	33.8	-3.57
ARHGAP6	q<=4.8e-20	1.0	11.9	-3.57
NOSTRIN	q<=4.8e-20	2.9	34.5	-3.57
ALOX15B	6.2e-08	7.2	85.0	-3.57
PLAC9	q<=4.8e-20	5.8	68.7	-3.57
CAPN8	6.5e-17	3.1	36.6	-3.56
EEF1AKMT4	q<=4.8e-20	32.0	2.7	3.56
ADRB2	6.2e-19	4.2	49.6	-3.56
FCN1	3.6e-13	1.3	14.9	-3.56
SPC25	q<=4.8e-20	18.5	1.6	3.56
SKA1	q<=4.8e-20	11.8	1.0	3.56
CDK1	q<=4.8e-20	91.4	7.8	3.56
COL11A1	q<=4.8e-20	11.6	1.0	3.54
GIMAP8	3.9e-16	4.6	53.4	-3.53
ORC1	q<=4.8e-20	11.5	1.0	3.53
TCEAL2	8.2e-10	1.0	11.4	-3.52
CGNL1	q<=4.8e-20	4.2	48.2	-3.52
PIFO	4.8e-08	2.0	23.1	-3.52
SERPINB4	1.4e-18	11.4	1.0	3.52
TPPP3	9.9e-12	29.5	338.7	-3.52
CACNG4	3.4e-09	1.4	16.1	-3.51
FAM167A	1.6e-13	2.0	23.1	-3.51
HHIP-AS1	4.9e-19	1.6	18.7	-3.51
ESYT3	q<=4.8e-20	1.2	13.7	-3.51
MORN5	2.7e-05	1.0	11.4	-3.51
RAET1L	q<=4.8e-20	11.4	1.0	3.51
FGFR4	9.4e-20	5.8	65.1	-3.50
RORC	5.5e-18	2.3	26.5	-3.50
NCAPG	q<=4.8e-20	11.3	1.0	3.50
MMP24	3.3e-16	1.0	11.3	-3.50
ASF1B	q<=4.8e-20	52.6	4.7	3.50
MLPH	q<=4.8e-20	10.3	116.4	-3.50
SBSN	4.3e-18	11.3	1.0	3.50
NRGN	7.5e-17	11.1	125.2	-3.50
FAM216B	3.7e-06	1.0	11.2	-3.49
PCLAF	q<=4.8e-20	11.3	1.0	3.49
WNK2	q<=4.8e-20	11.2	1.0	3.49
SEMA3B	6.6e-17	6.9	76.9	-3.49
TREM1	q<=4.8e-20	11.0	123.3	-3.49
SKA3	q<=4.8e-20	11.2	1.0	3.48
RRAD	1.0e-06	9.8	110.2	-3.48
RPL39L	q<=4.8e-20	101.8	9.3	3.46
CHEK1	q<=4.8e-20	19.1	1.7	3.46
HR	q<=4.8e-20	15.0	1.4	3.46
BTBD11	q<=4.8e-20	11.0	1.0	3.46
ARHGAP44	q<=4.8e-20	2.7	29.9	-3.45
PERP	q<=4.8e-20	788.4	72.3	3.45
SLC19A3	2.0e-16	1.0	10.8	-3.44
MASP1	1.1e-13	1.0	10.8	-3.44
ARRB1	q<=4.8e-20	4.1	44.8	-3.44
CFTR	3.2e-16	1.4	14.7	-3.44
MIR4653	q<=4.8e-20	10.8	1.0	3.43
EPAS1	1.0e-15	92.3	993.8	-3.43
CXCL13	9.0e-05	39.0	3.6	3.43
CLIC3	q<=4.8e-20	15.1	162.5	-3.43
ASPM	q<=4.8e-20	10.7	1.0	3.42
LAMP3	q<=4.8e-20	47.5	509.8	-3.42
CAPN9	2.8e-13	1.0	10.7	-3.42
RAPGEFL1	q<=4.8e-20	48.4	4.5	3.42
SYNE1	q<=4.8e-20	2.2	23.4	-3.41
MSR1	q<=4.8e-20	19.2	204.9	-3.41
LINC02478	6.1e-17	1.0	10.6	-3.40
MIR3677	8.4e-06	1.3	13.6	-3.40
ADAMTSL3	8.0e-15	1.1	11.3	-3.39
CSRNP1	4.1e-13	16.8	176.0	-3.39
APOBEC3B	q<=4.8e-20	19.1	1.8	3.39
CAPSL	5.0e-05	1.0	10.5	-3.39
PAX9	q<=4.8e-20	11.4	1.1	3.39
TWIST1	q<=4.8e-20	10.5	1.0	3.39
ESPL1	q<=4.8e-20	10.4	1.0	3.38
CKAP2L	q<=4.8e-20	10.4	1.0	3.38
CA3	2.7e-09	1.0	10.4	-3.38
FAM111B	q<=4.8e-20	11.1	1.1	3.38
SULT1A2	q<=4.8e-20	1.5	15.8	-3.37
HIF3A	4.7e-10	1.3	13.1	-3.37
SIX2	q<=4.8e-20	10.3	1.0	3.37
KRT7	1.7e-11	49.6	513.7	-3.37
FMO5	1.2e-09	4.4	45.3	-3.37
AK4	q<=4.8e-20	16.3	1.6	3.37
LONRF3	1.2e-18	1.0	10.2	-3.36
AURKA	q<=4.8e-20	38.7	3.8	3.36
RAD51AP1	q<=4.8e-20	24.8	2.4	3.36
SEMA3G	6.9e-12	2.8	29.1	-3.36
FHL5	9.4e-17	1.0	10.3	-3.36
VSNL1	q<=4.8e-20	35.1	3.4	3.36
SAPCD2	q<=4.8e-20	10.3	1.0	3.36
GLDN	1.2e-15	1.4	14.7	-3.36
TMPRSS11D	q<=4.8e-20	10.2	1.0	3.35
KLF2	9.8e-16	6.8	69.8	-3.35
ZWINT	q<=4.8e-20	71.3	7.0	3.35
ADGRE1	2.4e-09	1.0	10.2	-3.35
LINC00668	q<=4.8e-20	10.2	1.0	3.35
LDLRAD1	4.8e-05	1.0	10.2	-3.35
LINC00519	q<=4.8e-20	10.2	1.0	3.35
PPBP	7.5e-06	1.0	10.1	-3.34
OTX1	q<=4.8e-20	10.1	1.0	3.34
EZH2	q<=4.8e-20	34.4	3.4	3.34
ARNTL2	q<=4.8e-20	25.1	2.5	3.34
LDB2	3.4e-19	8.4	84.5	-3.33
PKNOX2	1.2e-18	1.4	14.0	-3.33
C1QTNF7	5.8e-17	1.0	10.1	-3.33
CD52	2.9e-18	68.8	686.2	-3.32
MAP1LC3C	5.2e-16	1.0	10.0	-3.32
