Gene	FDRAdjustedP-value	CancerSampleMed	NormalSampleMed	|log2FC|
SARS2	q<=9.6e-20	1.2	43.1	-5.22
KRTCAP2	q<=9.6e-20	9.4	346.0	-5.20
CDK5RAP3	q<=9.6e-20	3.7	135.6	-5.19
CHD1L	q<=9.6e-20	1.0	36.4	-5.18
NOP2	q<=9.6e-20	1.0	35.8	-5.16
CCL21	1.1e-04	1.0	35.8	-5.16
AARSD1	q<=9.6e-20	1.4	48.4	-5.15
NUSAP1	q<=9.6e-20	1.0	35.2	-5.14
REG3G	6.0e-04	1.0	35.1	-5.13
IL10RB	q<=9.6e-20	1.0	34.8	-5.12
RPP21	q<=9.6e-20	2.2	75.3	-5.10
HSD3B2	q<=9.6e-20	98.2	3376.8	-5.10
SNX15	q<=9.6e-20	1.0	33.8	-5.08
TJP2	q<=9.6e-20	1.0	33.7	-5.08
GTF2H4	q<=9.6e-20	1.0	33.7	-5.07
RTEL1	q<=9.6e-20	1.0	33.1	-5.05
PTRH1	q<=9.6e-20	1.0	32.9	-5.04
TAF10	q<=9.6e-20	1.0	32.3	-5.01
CKLF	q<=9.6e-20	1.0	32.3	-5.01
TTC4	q<=9.6e-20	1.0	31.9	-5.00
SULT1E1	q<=9.6e-20	1.0	31.0	-4.95
LRRC38	4.6e-11	1.0	30.7	-4.94
PILRB	q<=9.6e-20	8.0	240.5	-4.91
GIMAP5	q<=9.6e-20	1.0	29.9	-4.90
IRF9	q<=9.6e-20	3.6	106.6	-4.88
FTH1	q<=9.6e-20	45.5	1336.1	-4.88
PHYHD1	q<=9.6e-20	1.4	39.4	-4.87
CYP11B2	4.7e-11	4.2	123.3	-4.86
INMT	q<=9.6e-20	3.8	108.3	-4.85
UCHL3	q<=9.6e-20	3.0	86.1	-4.85
ASNS	q<=9.6e-20	1.0	28.6	-4.84
LINC00339	q<=9.6e-20	1.1	30.3	-4.83
ZNF410	q<=9.6e-20	1.0	28.4	-4.83
ADGRV1	q<=9.6e-20	2.8	79.7	-4.83
IDS	q<=9.6e-20	2.1	60.4	-4.82
USP9Y	q<=9.6e-20	1.0	27.8	-4.80
CRHBP	q<=9.6e-20	1.0	27.6	-4.79
NICN1	q<=9.6e-20	1.0	27.7	-4.79
WBP1	q<=9.6e-20	9.1	253.3	-4.79
STRADA	q<=9.6e-20	2.2	61.7	-4.79
MTFP1	q<=9.6e-20	1.0	27.4	-4.78
PAX8-AS1	1.2e-17	2.8	74.9	-4.77
MUSTN1	q<=9.6e-20	1.0	27.3	-4.77
CDRT4	q<=9.6e-20	1.0	27.3	-4.77
ST3GAL3	q<=9.6e-20	1.1	29.8	-4.73
UPK3BL1	q<=9.6e-20	1.0	26.6	-4.73
GSTM1	2.8e-09	1.0	26.4	-4.72
LRP11	q<=9.6e-20	1.2	31.4	-4.72
CDK11A	q<=9.6e-20	1.0	26.1	-4.71
DUOX1	q<=9.6e-20	1.0	26.0	-4.70
JMJD7	q<=9.6e-20	1.0	25.5	-4.67
PHYHIP	q<=9.6e-20	3.0	74.7	-4.63
CPT1B	q<=9.6e-20	1.0	24.5	-4.62
EGLN1	q<=9.6e-20	2.1	50.7	-4.62
MIR1244-2	2.5e-15	47.8	2.0	4.61
PLA2G4B	q<=9.6e-20	1.0	24.3	-4.60
TRIM34	q<=9.6e-20	1.0	24.2	-4.60
ESM1	1.9e-11	40.1	1.7	4.59
CFB	q<=9.6e-20	1.0	24.2	-4.59
CYP11B1	q<=9.6e-20	332.0	7960.9	-4.58
DCN	1.1e-17	16.3	390.2	-4.58
C18orf32	q<=9.6e-20	1.3	31.6	-4.57
KCNK2	q<=9.6e-20	3.0	72.3	-4.57
DHPS	q<=9.6e-20	4.7	111.9	-4.56
MRAP	q<=9.6e-20	1.2	28.9	-4.56
FMC1	q<=9.6e-20	2.0	46.6	-4.56
RIPOR3	q<=9.6e-20	1.3	31.2	-4.56
RARRES1	q<=9.6e-20	1.4	32.6	-4.54
SCNN1A	q<=9.6e-20	1.0	23.1	-4.53
TM9SF1	q<=9.6e-20	4.5	104.7	-4.53
APOC1	q<=9.6e-20	96.7	2224.5	-4.52
SNORD104	6.5e-12	22.8	1.0	4.51
PTGR2	q<=9.6e-20	1.2	28.2	-4.50
PTOV1-AS1	q<=9.6e-20	2.1	46.7	-4.50
MIR3685	7.8e-15	22.6	1.0	4.50
STIMATE	q<=9.6e-20	1.0	22.5	-4.49
EGFL8	q<=9.6e-20	1.4	31.1	-4.48
TSSK3	q<=9.6e-20	1.0	22.3	-4.48
IGFLR1	q<=9.6e-20	1.0	22.2	-4.47
EGLN2	q<=9.6e-20	4.9	109.6	-4.47
CDK3	q<=9.6e-20	1.0	22.0	-4.46
RAD50	q<=9.6e-20	1.0	21.9	-4.45
PXMP2	q<=9.6e-20	1.3	27.5	-4.44
RALYL	q<=9.6e-20	1.0	21.4	-4.42
COL4A3	q<=9.6e-20	1.0	21.2	-4.41
SDHA	q<=9.6e-20	12.6	266.2	-4.40
AGAP6	q<=9.6e-20	1.0	21.1	-4.40
NPTX2	7.1e-12	1322.2	62.9	4.39
NEFL	2.8e-07	20.7	1.0	4.37
CAPN3	q<=9.6e-20	1.0	20.4	-4.35
SNRPN	q<=9.6e-20	4.8	95.9	-4.33
C7orf25	q<=9.6e-20	1.0	20.0	-4.32
CRIP1	q<=9.6e-20	1.0	19.9	-4.32
PDGFRA	q<=9.6e-20	2.3	45.8	-4.31
SPON1	q<=9.6e-20	1.4	27.4	-4.30
SLC37A2	q<=9.6e-20	6.0	117.1	-4.29
ARHGEF10	q<=9.6e-20	1.0	19.5	-4.29
FLT3LG	q<=9.6e-20	1.0	19.6	-4.29
SDHAP2	q<=9.6e-20	19.3	1.0	4.27
NDUFB8	q<=9.6e-20	13.7	264.8	-4.27
CNPY2	q<=9.6e-20	6.5	124.7	-4.27
CDH2	7.4e-17	6.2	117.9	-4.26
TRAPPC5	q<=9.6e-20	1.0	19.0	-4.25
DES	9.7e-09	1.0	19.0	-4.25
OGFOD2	q<=9.6e-20	1.0	18.9	-4.24
STEAP4	q<=9.6e-20	3.1	58.5	-4.24
C10orf82	2.8e-09	55.9	3.0	4.23
ABLIM1	q<=9.6e-20	10.6	199.6	-4.23
MARCO	6.6e-14	1.0	18.7	-4.23
JTB	q<=9.6e-20	12.4	233.9	-4.23
LDHB	q<=9.6e-20	46.0	856.2	-4.22
UBE2C	2.3e-08	69.5	3.7	4.22
RELL1	5.6e-18	26.4	1.4	4.21
FBLN1	q<=9.6e-20	14.4	260.1	-4.17
FAM153B	q<=9.6e-20	1.0	17.9	-4.16
DLG2	q<=9.6e-20	1.1	19.2	-4.15
PTH1R	q<=9.6e-20	4.5	80.3	-4.14
FXYD1	q<=9.6e-20	1.0	17.6	-4.14
PODN	q<=9.6e-20	1.1	19.4	-4.13
FBP1	q<=9.6e-20	3.3	57.9	-4.13
PBK	7.4e-08	17.4	1.0	4.12
FLJ32255	5.0e-17	17.2	1.0	4.11
LUM	q<=9.6e-20	16.2	276.8	-4.10
MND1	6.2e-13	17.1	1.0	4.10
LINC00893	q<=9.6e-20	1.0	16.9	-4.08
TNFRSF6B	q<=9.6e-20	1.0	16.6	-4.06
SLC25A32	q<=9.6e-20	1.0	16.7	-4.06
IGF2-AS	2.3e-09	16.7	1.0	4.06
SNORD10	q<=9.6e-20	1.0	16.7	-4.06
IGFBP6	q<=9.6e-20	9.6	159.1	-4.05
MTHFS	q<=9.6e-20	1.0	16.6	-4.05
TRIM54	1.5e-15	1.0	16.6	-4.05
GNG5	q<=9.6e-20	9.2	151.7	-4.04
CASTOR1	q<=9.6e-20	1.0	16.4	-4.04
NUDT3	q<=9.6e-20	1.0	16.3	-4.03
MAD1L1	q<=9.6e-20	1.0	16.4	-4.03
DIO3OS	1.7e-14	1.0	16.3	-4.03
CBLN4	q<=9.6e-20	1.0	16.4	-4.03
ATP10A	2.7e-05	1.2	19.9	-4.02
FMO2	q<=9.6e-20	1.0	16.0	-4.00
BGLAP	q<=9.6e-20	1.1	17.0	-4.00
EPS8L2	1.1e-08	2.0	32.6	-4.00
LMOD1	q<=9.6e-20	5.3	83.8	-3.98
PET100	q<=9.6e-20	5.2	82.9	-3.98
CD163	q<=9.6e-20	9.4	145.9	-3.96
ZNF23	q<=9.6e-20	1.0	15.6	-3.96
HTR2B	5.7e-15	1.2	18.5	-3.95
PDCD6	q<=9.6e-20	15.1	234.0	-3.95
PRSS2	q<=9.6e-20	1.0	15.3	-3.94
FAM220A	q<=9.6e-20	1.0	15.4	-3.94
SPOUT1	q<=9.6e-20	1.0	15.2	-3.92
ANGPTL1	q<=9.6e-20	2.6	38.8	-3.91
ADAMTSL2	q<=9.6e-20	3.8	56.6	-3.91
ADSL	q<=9.6e-20	2.2	33.1	-3.91
MIR3682	3.4e-12	15.0	1.0	3.91
MIR1244-4	2.3e-13	14.9	1.0	3.90
TNFSF13	q<=9.6e-20	3.7	55.0	-3.88
PLA2G4A	q<=9.6e-20	1.1	16.5	-3.87
DPT	9.7e-11	1.0	14.7	-3.87
LTC4S	2.5e-16	14.5	1.0	3.86
AMACR	q<=9.6e-20	1.5	21.4	-3.85
ADHFE1	q<=9.6e-20	2.0	28.2	-3.85
SAP25	q<=9.6e-20	1.0	14.3	-3.84
MINAR1	1.6e-14	1.0	14.2	-3.83
TRAPPC6B	q<=9.6e-20	2.5	35.0	-3.82
CHGA	1.9e-08	1.0	14.1	-3.82
MTG1	q<=9.6e-20	2.4	33.5	-3.81
RALY-AS1	q<=9.6e-20	14.1	1.0	3.81
SYTL5	q<=9.6e-20	1.2	16.6	-3.81
CHAD	q<=9.6e-20	1.4	19.2	-3.81
PYROXD2	q<=9.6e-20	3.1	43.3	-3.80
DIABLO	q<=9.6e-20	1.6	21.5	-3.79
ECSCR	q<=9.6e-20	1.6	22.4	-3.79
C17orf49	q<=9.6e-20	1.1	15.4	-3.76
HGF	1.8e-04	1.5	20.5	-3.75
COL4A4	q<=9.6e-20	1.0	13.4	-3.74
RNASEH2A	q<=9.6e-20	1.0	13.4	-3.74
CHRD	q<=9.6e-20	2.3	31.0	-3.73
NEAT1	q<=9.6e-20	42.4	559.5	-3.72
NOL12	q<=9.6e-20	2.3	30.9	-3.72
ARHGEF25	q<=9.6e-20	1.0	13.1	-3.71
NREP	q<=9.6e-20	4.6	59.9	-3.70
SMARCE1	q<=9.6e-20	3.4	44.4	-3.70
IGFBP3	1.4e-13	151.0	11.6	3.70
MRPL46	q<=9.6e-20	8.1	104.3	-3.69
BEX1	2.0e-08	199.9	15.5	3.69
AP1G2-AS1	q<=9.6e-20	1.0	12.8	-3.68
CELF6	q<=9.6e-20	1.0	12.8	-3.68
SEC16B	q<=9.6e-20	1.0	12.7	-3.67
ALPK3	q<=9.6e-20	1.4	17.6	-3.67
PTTG1	8.5e-13	59.3	4.6	3.67
TNNC1	1.0e-16	1.0	12.7	-3.67
DGCR6	q<=9.6e-20	1.0	12.7	-3.66
STC1	4.0e-10	19.9	1.6	3.64
LUZP2	7.7e-04	1.0	12.4	-3.64
MICOS10	q<=9.6e-20	3.2	39.5	-3.64
TIMP4	5.8e-07	1.4	17.3	-3.63
ECRG4	q<=9.6e-20	1.0	12.3	-3.62
PSMD9	q<=9.6e-20	3.6	44.4	-3.62
RSPO3	q<=9.6e-20	1.0	12.3	-3.62
SCARNA12	q<=9.6e-20	1.0	12.3	-3.62
IER3	3.0e-17	4.7	57.4	-3.61
HSPB8	7.6e-14	299.4	24.5	3.61
PRRT2	q<=9.6e-20	1.7	20.9	-3.58
HSPA14	q<=9.6e-20	15.7	1.3	3.58
RAB34	5.8e-09	16.1	193.2	-3.58
HK3	q<=9.6e-20	1.3	15.2	-3.58
PP7080	q<=9.6e-20	1.0	12.0	-3.58
MT3	5.6e-10	1402.6	117.8	3.57
ZFPL1	q<=9.6e-20	5.2	61.6	-3.57
SLC11A1	q<=9.6e-20	2.7	32.2	-3.57
PDF	q<=9.6e-20	1.0	11.9	-3.57
RMI2	8.1e-14	36.0	3.1	3.56
POLD4	q<=9.6e-20	8.3	98.2	-3.56
IGFBP5	q<=9.6e-20	35.6	419.3	-3.56
NPY1R	q<=9.6e-20	4.8	56.5	-3.54
PRR4	3.6e-16	3.2	36.8	-3.53
PLIN5	q<=9.6e-20	1.0	11.5	-3.52
OGN	q<=9.9e-20	1.0	11.4	-3.51
F13A1	2.7e-09	5.2	59.4	-3.51
SNORA8	q<=9.6e-20	1.0	11.4	-3.51
MSH5	q<=9.6e-20	1.0	11.4	-3.51
TMEM200C	q<=9.6e-20	1.0	11.3	-3.50
SEPTIN5	q<=9.6e-20	1.0	11.3	-3.50
GIPC2	4.4e-17	3.7	41.5	-3.50
RWDD3	q<=9.6e-20	3.4	38.7	-3.49
GEMIN7	q<=9.6e-20	1.0	11.2	-3.49
CCL2	1.1e-14	14.9	167.7	-3.49
DDIT4L	3.1e-04	13.0	1.2	3.48
SNORA61	q<=9.6e-20	1.0	11.1	-3.47
SLCO2B1	q<=9.6e-20	6.6	73.4	-3.47
DYNLRB1	q<=9.6e-20	29.0	321.8	-3.47
CDK1	2.7e-11	31.0	2.8	3.47
NKD2	q<=9.6e-20	1.0	11.0	-3.46
HSD11B1	1.7e-13	1.0	11.0	-3.46
TXNDC12	q<=9.6e-20	5.7	63.0	-3.46
SNHG3	7.6e-18	10.9	1.0	3.45
CDC42EP2	q<=9.6e-20	1.0	11.0	-3.45
ANGPT2	1.4e-14	10.9	1.0	3.45
TMEM265	q<=9.6e-20	1.0	11.0	-3.45
MYZAP	q<=9.6e-20	10.4	113.9	-3.45
SHISA8	7.5e-05	1.4	15.6	-3.44
UTP14C	q<=9.6e-20	1.0	10.8	-3.44
NPEPL1	q<=9.6e-20	7.6	82.9	-3.44
FMOD	q<=9.6e-20	3.3	35.9	-3.43
SPINT2	q<=9.6e-20	6.8	73.4	-3.43
UTY	1.0e-12	1.0	10.7	-3.42
MRPL53	q<=9.6e-20	1.0	10.7	-3.42
TTLL3	q<=9.6e-20	7.2	77.6	-3.42
LINC01948	2.6e-10	14.1	1.3	3.42
NPTX1	1.3e-05	51.7	4.9	3.41
CYB561A3	q<=9.6e-20	40.1	425.0	-3.41
PAOX	q<=9.6e-20	1.0	10.6	-3.41
UNC5C	q<=9.6e-20	1.0	10.6	-3.41
MFAP5	6.0e-11	1.0	10.6	-3.41
SNORA63	q<=9.6e-20	1.0	10.7	-3.41
ADAMTSL4	q<=9.6e-20	1.7	17.9	-3.41
CENPS	q<=9.6e-20	2.7	28.6	-3.40
ALDH1A3	q<=9.6e-20	1.0	10.6	-3.40
LINC00887	q<=9.6e-20	2.6	27.4	-3.40
KCNQ1	q<=9.6e-20	40.3	424.4	-3.40
CES4A	q<=9.6e-20	1.1	11.4	-3.39
SLCO2A1	q<=9.6e-20	20.0	206.7	-3.37
SLC40A1	1.4e-17	65.7	680.0	-3.37
C4A	q<=9.6e-20	4.6	47.1	-3.36
RGL3	1.5e-10	5.6	57.7	-3.36
NXPH1	1.4e-08	3.1	31.4	-3.35
ALS2CL	q<=9.6e-20	1.5	15.2	-3.35
SELENBP1	6.8e-17	4.9	49.9	-3.35
TPX2	4.8e-11	25.2	2.5	3.34
SPRN	q<=9.6e-20	1.0	10.1	-3.34
RNASE4	q<=9.6e-20	1.0	10.1	-3.33
PSMA2	q<=9.6e-20	16.4	165.0	-3.33
STAG3L5P-PVRIG2P-PILRB	8.1e-19	10.0	1.0	3.32
CPLX3	2.6e-19	1.0	10.0	-3.32
PDK3	5.3e-11	10.9	1.1	3.32
GSTM5	q<=9.6e-20	1.0	10.0	-3.32
HOXA4	q<=9.6e-20	1.0	10.0	-3.32
MMP2	4.4e-14	12.3	121.5	-3.31
THBS1	q<=9.6e-20	7.2	72.0	-3.31
SMIM10L2B	1.3e-10	50.5	5.1	3.31
RBM4	q<=9.6e-20	14.7	145.1	-3.31
RAB24	q<=9.6e-20	8.0	78.8	-3.30
RALGDS	q<=9.6e-20	10.9	106.2	-3.29
CDKN1C	1.4e-13	26.7	260.7	-3.29
GRB14	1.0e-16	4.9	47.6	-3.29
SIGLEC1	q<=9.6e-20	2.2	21.1	-3.29
KCTD14	q<=9.6e-20	2.0	19.9	-3.28
MEF2B	q<=9.6e-20	1.0	9.7	-3.28
GATA6-AS1	q<=9.6e-20	7.1	68.7	-3.28
NDUFA11	q<=9.6e-20	34.5	335.2	-3.28
CSNK2B	q<=9.6e-20	32.3	312.7	-3.28
STAB1	q<=9.6e-20	16.6	160.1	-3.27
DNASE1L3	q<=9.6e-20	7.1	68.4	-3.27
SNHG32	q<=9.6e-20	34.5	332.6	-3.27
LAMA2	q<=9.6e-20	1.8	17.4	-3.26
DLX5	5.5e-06	9.6	1.0	3.26
SNORA48	q<=9.6e-20	1.0	9.6	-3.26
SFRP4	3.7e-15	1.1	10.2	-3.26
CCN3	3.9e-04	114.7	1091.7	-3.25
CDKN3	1.4e-11	22.4	2.4	3.25
CD302	q<=9.6e-20	1.0	9.5	-3.25
MIR4292	6.3e-18	9.4	1.0	3.24
MINDY4	q<=9.6e-20	1.0	9.4	-3.24
CPXM1	1.7e-04	1.0	9.5	-3.24
PTCD1	q<=9.6e-20	1.0	9.5	-3.24
FPR1	4.2e-05	1.4	13.6	-3.24
SNORA4	q<=9.6e-20	1.0	9.3	-3.22
PRELP	q<=9.6e-20	3.0	28.1	-3.21
EEF1AKMT4	q<=9.6e-20	9.3	1.0	3.21
GATD3B	q<=9.6e-20	2.6	24.5	-3.21
LILRA6	q<=9.6e-20	1.0	9.2	-3.20
TTTY14	q<=9.6e-20	1.0	9.2	-3.20
KLHL4	2.1e-08	6.6	60.8	-3.20
SHF	3.4e-17	1.9	17.8	-3.20
PTGER4	q<=9.6e-20	1.0	9.6	-3.19
S100A13	q<=9.6e-20	22.2	203.5	-3.19
CCL23	q<=9.6e-20	1.0	9.1	-3.19
C2	4.2e-14	2.8	25.1	-3.19
APOC2	q<=9.6e-20	1.0	9.0	-3.17
ARHGAP27P1-BPTFP1-KPNA2P3	6.6e-13	8.9	1.0	3.16
PEG3	q<=9.6e-20	13.8	122.5	-3.15
ZNF564	q<=9.6e-20	1.0	8.9	-3.15
HOXA13	9.3e-15	8.8	1.0	3.14
RAPGEF4	q<=9.6e-20	11.4	99.9	-3.13
MYH11	q<=9.6e-20	2.1	18.2	-3.13
NPIPB5	q<=9.6e-20	2.1	18.0	-3.13
ZBED6CL	q<=9.6e-20	13.4	116.4	-3.12
ZFP36L2	q<=9.6e-20	20.7	179.5	-3.12
RDH5	q<=9.6e-20	1.0	8.7	-3.12
SCLY	q<=9.6e-20	1.0	8.7	-3.12
KCNH2	7.8e-09	39.9	4.6	3.12
MICAL3	q<=9.6e-20	3.9	33.9	-3.12
LIN37	q<=9.6e-20	2.9	25.0	-3.11
CYP17A1	q<=9.6e-20	1986.3	17110.2	-3.11
PKMYT1	4.6e-11	13.5	1.6	3.11
CXCL12	3.5e-12	10.6	90.7	-3.10
WDR73	q<=9.6e-20	21.2	2.5	3.10
RAB43	q<=9.6e-20	1.0	8.6	-3.10
U2AF1L4	q<=9.6e-20	9.4	80.3	-3.09
SNORD22	q<=9.6e-20	1.0	8.5	-3.09
ASF1B	3.3e-13	25.0	2.9	3.09
CLEC7A	q<=9.6e-20	1.6	13.6	-3.09
COX16	q<=9.6e-20	7.7	65.2	-3.08
SEMA6A-AS1	q<=9.6e-20	1.3	11.4	-3.08
SYP	1.1e-07	140.2	16.5	3.08
ANLN	1.7e-09	10.5	1.2	3.08
ADAM33	q<=9.6e-20	1.0	8.5	-3.08
THBS2	q<=9.6e-20	2.0	17.1	-3.07
AEBP1	q<=9.6e-20	14.5	122.2	-3.07
LAT	q<=9.6e-20	1.0	8.4	-3.07
PAPLN	7.2e-05	1.0	8.4	-3.06
BIRC5	1.3e-08	12.1	1.4	3.06
RPS15A	q<=9.6e-20	56.2	469.1	-3.06
PSMA1	q<=9.6e-20	23.5	196.5	-3.06
EFS	q<=9.6e-20	1.0	8.4	-3.06
TDRD10	q<=9.6e-20	1.0	8.3	-3.05
GAS2L3	1.7e-12	8.3	1.0	3.05
TICAM2	q<=9.6e-20	1.0	8.2	-3.04
ZNF154	q<=9.6e-20	1.1	8.7	-3.04
DTD2	q<=9.6e-20	1.7	14.0	-3.04
FXYD6	q<=9.6e-20	7.6	62.4	-3.04
L3MBTL1	q<=9.6e-20	1.6	13.6	-3.04
SIGLEC10	q<=9.6e-20	1.8	15.0	-3.03
ABCA1	q<=9.6e-20	10.7	87.1	-3.03
CENPK	1.6e-10	8.6	1.1	3.02
PAM16	q<=9.6e-20	13.5	109.8	-3.02
BABAM2	q<=9.6e-20	78.0	630.6	-3.02
HAUS4	q<=9.6e-20	6.7	54.0	-3.01
COX4I2	9.4e-13	8.7	1.1	3.01
CDT1	2.3e-09	14.1	1.8	3.01
RBAK-RBAKDN	1.6e-18	8.0	1.0	3.01
ULBP2	5.3e-09	9.0	1.1	3.01
RAB13	q<=9.6e-20	30.8	246.6	-3.00
SLC17A9	4.3e-11	1.0	8.0	-3.00
DYNLT2B	q<=9.6e-20	2.1	17.0	-3.00
BRINP2	3.0e-05	2.6	20.7	-3.00
SPON2	1.9e-12	10.3	81.7	-2.99
BHMT2	2.0e-16	3.7	28.9	-2.98
POLR2J3	q<=9.6e-20	1.2	9.7	-2.98
ZNF223	q<=9.6e-20	1.0	7.9	-2.98
NIPBL-DT	1.5e-19	7.9	1.0	2.98
IFNAR2	q<=9.6e-20	1.0	7.9	-2.98
KRT13	2.6e-12	1.0	7.9	-2.97
IGSF11	q<=9.6e-20	1.9	15.2	-2.97
APOBEC3B	6.3e-07	8.0	1.0	2.97
DUSP26	q<=9.6e-20	6.6	51.9	-2.97
SNORD87	q<=9.6e-20	1.0	7.8	-2.97
CNTN6	3.8e-13	1.0	7.8	-2.96
MIR483	6.7e-04	7.8	1.0	2.96
ZGPAT	q<=9.6e-20	7.0	54.9	-2.96
STON1	q<=9.6e-20	1.1	8.5	-2.96
NFKBIZ	1.3e-17	1.6	12.5	-2.96
AOX1	q<=9.6e-20	85.0	656.0	-2.95
VSIG4	6.3e-19	16.3	125.9	-2.95
AK1	q<=9.6e-20	8.8	68.0	-2.95
TMEM59L	8.5e-04	1.0	7.7	-2.94
PEG10	2.4e-08	48.0	368.5	-2.94
MRC1	q<=9.6e-20	3.8	28.7	-2.93
BSPRY	q<=9.6e-20	1.0	7.6	-2.93
ACKR1	4.1e-12	2.6	19.6	-2.93
GATA5	4.8e-09	1.0	7.6	-2.93
MLXIPL	q<=9.6e-20	27.1	206.5	-2.93
TNFAIP2	q<=9.6e-20	14.7	112.0	-2.93
SNHG21	q<=9.6e-20	1.0	7.6	-2.92
PTPMT1	q<=9.6e-20	1.4	10.5	-2.92
ADORA2A	q<=9.6e-20	1.0	7.6	-2.92
CCNB2	9.3e-09	13.2	1.8	2.91
MIR4315-2	6.2e-10	7.5	1.0	2.91
WFDC1	q<=9.6e-20	7.1	53.2	-2.91
AGAP5	q<=9.6e-20	1.0	7.4	-2.90
CYP4F12	4.3e-17	1.0	7.5	-2.90
CORO2B	2.4e-16	1.0	7.5	-2.90
CORO6	q<=9.6e-20	1.7	13.0	-2.90
PTGIS	q<=9.6e-20	1.0	7.4	-2.90
DAAM2	q<=9.6e-20	4.5	33.7	-2.90
PEAR1	q<=9.6e-20	2.4	17.7	-2.90
PLA2G1B	6.2e-06	71.3	9.5	2.90
CAB39L	q<=9.6e-20	6.9	50.9	-2.89
ABCA9	q<=9.6e-20	1.0	7.4	-2.89
VILL	q<=9.6e-20	1.2	8.6	-2.89
TAGLN	q<=9.6e-20	19.1	141.1	-2.89
TEK	q<=9.6e-20	2.1	15.6	-2.89
GUSBP11	7.6e-15	7.4	1.0	2.88
MRPS28	q<=9.6e-20	18.7	137.3	-2.88
EXTL3-AS1	q<=9.6e-20	3.1	23.0	-2.87
RUBCN	q<=9.6e-20	1.3	9.8	-2.87
PRORP	q<=9.6e-20	2.8	20.6	-2.86
SLC25A34	q<=9.6e-20	1.1	8.0	-2.86
EMILIN1	9.1e-08	11.0	80.0	-2.86
TSTD3	q<=9.6e-20	7.2	1.0	2.86
TRIM66	q<=9.6e-20	1.8	13.1	-2.85
MIR770	q<=9.6e-20	1.0	7.2	-2.85
SQLE	2.9e-07	191.2	26.6	2.85
SHPK	q<=9.6e-20	2.9	21.1	-2.85
ALKBH6	q<=9.6e-20	3.6	25.9	-2.85
OGDHL	1.8e-06	12.5	1.7	2.84
SLITRK4	3.9e-07	2.7	19.0	-2.83
SRPX2	q<=9.6e-20	1.0	7.1	-2.83
MED17	q<=9.6e-20	1.8	12.6	-2.83
NGRN	q<=9.6e-20	43.0	305.1	-2.83
HMX3	3.7e-08	7.1	1.0	2.83
BAHCC1	2.7e-06	1.8	12.8	-2.83
ACADL	4.1e-07	15.6	2.2	2.83
PPP2R2C	4.7e-06	7.0	1.0	2.82
BTBD11	6.4e-09	7.1	1.0	2.82
CRLF1	1.7e-04	3.3	23.1	-2.82
C19orf48	6.1e-11	335.1	47.4	2.82
