Gene	FDRAdjustedP-value	CancerSampleMed	NormalSampleMed	|log2FC|
CLDN3	7.0e-07	50.0	1.0	5.64
CHRDL2	q<=7.0e-20	3.9	188.2	-5.61
CCNE1	3.6e-15	60.2	1.2	5.61
SPINT1	1.2e-08	73.1	1.5	5.59
PPP1R12B	q<=7.0e-20	4.7	228.3	-5.59
RTEL1	q<=7.0e-20	1.0	48.2	-5.59
SRCAP	q<=7.0e-20	1.0	47.9	-5.58
ASF1B	q<=7.0e-20	47.9	1.0	5.58
FLT3LG	q<=7.0e-20	1.0	47.8	-5.58
KIF20A	7.5e-16	47.5	1.0	5.57
DLK1	2.4e-04	47.6	1.0	5.57
HSPB7	q<=7.0e-20	5.6	260.8	-5.54
CRIP1	q<=7.0e-20	2.0	93.4	-5.54
GTF2H4	q<=7.0e-20	1.0	46.1	-5.53
ZWINT	4.3e-19	89.4	2.0	5.52
CDH1	4.2e-09	44.5	1.0	5.48
SHISAL1	q<=7.0e-20	1.5	67.8	-5.48
SNX15	q<=7.0e-20	1.0	44.4	-5.47
SPSB3	q<=7.0e-20	1.0	44.4	-5.47
HAND2	q<=7.0e-20	1.9	83.5	-5.46
MRGPRF	q<=7.0e-20	5.9	257.8	-5.45
CDH13	q<=7.0e-20	1.0	43.3	-5.44
FRMD6-AS2	q<=7.0e-20	1.0	43.4	-5.44
TK1	1.9e-16	139.7	3.2	5.44
EGLN2	q<=7.0e-20	2.8	121.4	-5.43
EGFL8	q<=7.0e-20	1.7	72.6	-5.43
ARHGEF10	q<=7.0e-20	1.0	43.0	-5.43
PRUNE2	q<=7.0e-20	1.7	69.9	-5.41
COL4A6	q<=7.0e-20	1.4	58.1	-5.41
RERGL	1.4e-12	1.0	42.2	-5.40
CLDN4	1.2e-07	136.3	3.3	5.39
SYNPO2	q<=7.0e-20	5.5	228.0	-5.38
CDK5RAP3	q<=7.0e-20	4.1	172.2	-5.38
NDST2	q<=7.0e-20	1.0	41.4	-5.37
KIFC1	2.5e-19	71.2	1.7	5.37
NICN1	q<=7.0e-20	1.0	41.3	-5.37
KIF1A	7.7e-13	41.3	1.0	5.37
UPK3BL1	q<=7.0e-20	1.0	41.1	-5.36
TJP2	q<=7.0e-20	1.0	40.9	-5.36
TPSB2	q<=7.0e-20	1.1	44.6	-5.35
AOC3	q<=7.0e-20	3.2	128.8	-5.35
MYZAP	q<=7.0e-20	1.0	40.6	-5.34
ADHFE1	q<=7.0e-20	1.0	40.6	-5.34
CENPM	6.7e-19	40.4	1.0	5.34
NOP2	q<=7.0e-20	1.0	40.5	-5.34
RPP21	q<=7.0e-20	2.8	113.7	-5.33
TROAP	q<=7.0e-20	46.3	1.1	5.33
TNFRSF6B	q<=7.0e-20	1.0	39.9	-5.32
SERTM1	q<=7.0e-20	1.0	40.0	-5.32
CAPN3	q<=7.0e-20	1.0	39.4	-5.30
MAL2	3.9e-08	39.1	1.0	5.29
FBXL22	q<=7.0e-20	1.6	60.5	-5.28
TNXB	q<=7.0e-20	2.2	86.6	-5.28
IL10RB	q<=7.0e-20	1.0	38.9	-5.28
SNHG3	8.2e-16	38.7	1.0	5.27
CDCA5	1.1e-16	50.7	1.3	5.26
LAT	q<=7.0e-20	1.0	38.3	-5.26
AARSD1	q<=7.0e-20	1.7	64.4	-5.25
WFDC2	1.2e-06	839.3	22.2	5.24
ASNS	q<=7.0e-20	1.0	37.6	-5.23
MIR497HG	q<=7.0e-20	1.0	37.2	-5.22
WT1	q<=7.0e-20	3.9	143.0	-5.21
NXPH4	3.4e-10	37.1	1.0	5.21
SPP1	1.1e-06	156.0	4.2	5.21
PLXNB3	q<=7.0e-20	1.0	36.8	-5.20
CAVIN3	q<=7.0e-20	5.8	210.5	-5.19
TTC4	q<=7.0e-20	1.0	36.3	-5.18
SBK1	1.7e-13	35.9	1.0	5.17
CDK1	q<=7.0e-20	94.6	2.6	5.17
NUF2	7.8e-20	35.6	1.0	5.16
ADAMTSL5	q<=7.0e-20	1.0	35.4	-5.15
SNORD104	6.3e-12	35.6	1.0	5.15
SOX9	4.4e-08	35.5	1.0	5.15
FGF7	q<=7.0e-20	1.0	36.4	-5.15
NDN	q<=7.0e-20	3.4	119.5	-5.15
PGM5	q<=7.0e-20	8.8	307.2	-5.13
CDK3	q<=7.0e-20	1.0	35.1	-5.13
GPRASP1	q<=7.0e-20	2.0	69.2	-5.12
CDC42EP2	q<=7.0e-20	1.0	34.4	-5.10
C2orf74	q<=7.0e-20	1.0	34.2	-5.09
SERINC2	2.3e-12	104.4	3.1	5.08
JMJD7	q<=7.0e-20	1.0	33.8	-5.08
MDP1	q<=7.0e-20	1.0	33.5	-5.07
KCNMA1	q<=7.0e-20	3.3	109.5	-5.07
ELF3	5.3e-08	33.2	1.0	5.05
LOC101928731	q<=7.0e-20	1.0	32.8	-5.04
CBX7	q<=7.0e-20	4.0	131.7	-5.04
LIMS2	q<=7.0e-20	15.5	511.7	-5.04
RAB4B	q<=7.0e-20	1.0	32.7	-5.03
APOD	q<=7.0e-20	31.2	1008.3	-5.01
PDE2A	q<=7.0e-20	2.0	64.1	-5.01
PCBP1	q<=7.0e-20	5.0	161.6	-5.01
LONRF2	q<=7.0e-20	1.5	47.0	-4.99
KIF11	1.9e-16	31.7	1.0	4.99
SLPI	1.5e-05	237.0	7.5	4.98
ST14	4.3e-05	54.3	1.7	4.98
TMEM200B	q<=7.0e-20	3.1	98.1	-4.97
MRM2	q<=7.0e-20	1.0	31.3	-4.97
RAB5IF	q<=7.0e-20	1.7	53.5	-4.96
BUB1	7.1e-16	31.2	1.0	4.96
PRRT2	q<=7.0e-20	4.0	123.3	-4.95
ARHGEF25	q<=7.0e-20	4.8	149.4	-4.95
MIR1244-2	3.1e-17	151.1	4.9	4.94
TEDC2	q<=7.0e-20	30.4	1.0	4.93
AP1M2	2.8e-06	30.5	1.0	4.93
FOXM1	1.3e-13	30.3	1.0	4.92
CASTOR1	q<=7.0e-20	1.0	30.3	-4.92
NKAIN4	2.2e-06	30.4	1.0	4.92
KIF2C	1.6e-18	49.1	1.6	4.91
FAM83D	9.6e-18	30.1	1.0	4.91
CD68	q<=7.0e-20	1.0	29.8	-4.90
AURKA	2.9e-19	46.2	1.6	4.89
CENPF	1.4e-16	29.6	1.0	4.89
FOLR1	8.4e-05	29.7	1.0	4.89
STRA6	3.6e-06	57.9	1.9	4.89
WT1-AS	q<=7.0e-20	1.4	41.0	-4.89
SIX1	2.5e-12	29.5	1.0	4.88
CDT1	1.6e-17	29.5	1.0	4.88
SORBS1	q<=7.0e-20	7.3	213.4	-4.87
SPARCL1	q<=7.0e-20	79.4	2315.6	-4.87
IRF9	q<=7.0e-20	3.4	99.5	-4.87
MYH14	6.1e-09	29.2	1.0	4.87
CLEC3B	q<=7.0e-20	1.6	46.0	-4.87
NEK2	1.7e-17	29.3	1.0	4.87
HJURP	q<=7.0e-20	29.2	1.0	4.87
TUBB2B	1.0e-09	92.4	3.1	4.87
PIMREG	4.3e-18	28.8	1.0	4.85
TPSAB1	q<=7.0e-20	1.6	47.4	-4.85
CENPA	5.3e-19	28.8	1.0	4.85
KRTCAP2	q<=7.0e-20	15.3	437.3	-4.84
SNORA8	q<=7.0e-20	1.0	28.5	-4.83
AGAP6	q<=7.0e-20	1.0	28.4	-4.83
TTK	2.5e-19	28.4	1.0	4.83
C11orf96	q<=7.0e-20	14.1	398.9	-4.82
RAMP1	q<=7.0e-20	42.6	1204.7	-4.82
WIF1	9.6e-05	28.0	1.0	4.81
STIMATE	q<=7.0e-20	1.0	27.9	-4.80
CDK11A	q<=7.0e-20	1.2	33.8	-4.79
HOXB9	5.8e-05	27.6	1.0	4.79
ZNF410	q<=7.0e-20	1.0	27.5	-4.78
MELK	1.4e-15	27.3	1.0	4.77
DLGAP5	5.2e-16	27.2	1.0	4.77
IPO4	q<=7.0e-20	1.0	27.4	-4.77
MEST	2.3e-09	370.8	13.7	4.76
SLC25A32	q<=7.0e-20	1.0	26.9	-4.75
PITX1	7.5e-08	27.0	1.0	4.75
CCNB2	q<=7.0e-20	72.8	2.7	4.74
PRLR	q<=7.0e-20	2.1	56.4	-4.73
PNPLA7	q<=7.0e-20	1.5	40.3	-4.73
CHRDL1	q<=7.0e-20	5.5	145.7	-4.73
MDFI	4.0e-14	238.2	9.1	4.72
EGLN1	q<=7.0e-20	1.8	46.6	-4.72
TTLL3	q<=7.0e-20	4.9	129.6	-4.72
LGI4	q<=7.0e-20	3.7	97.5	-4.72
TSSK3	q<=7.0e-20	1.0	26.1	-4.71
LMNB1	3.0e-13	97.4	3.7	4.71
DIRAS1	2.3e-19	1.0	26.0	-4.70
CDC45	7.4e-19	26.0	1.0	4.70
ABCC9	q<=7.0e-20	1.0	27.0	-4.70
CDCA8	2.1e-17	36.9	1.4	4.69
DLX5	4.5e-06	54.1	2.1	4.69
EMC6	q<=7.0e-20	1.6	42.1	-4.69
ASB2	q<=7.0e-20	2.7	69.3	-4.69
CEP55	1.0e-19	25.8	1.0	4.69
ABCA9	q<=7.0e-20	1.0	25.7	-4.68
SPC24	q<=7.0e-20	40.7	1.6	4.68
DHPS	q<=7.0e-20	4.5	113.8	-4.67
TACR2	2.1e-16	1.0	25.5	-4.67
NLRP1	q<=7.0e-20	2.4	61.4	-4.66
PODN	q<=7.0e-20	6.7	169.4	-4.66
SPOUT1	q<=7.0e-20	1.0	25.2	-4.65
HLF	q<=7.0e-20	1.0	25.1	-4.65
AMY2B	q<=7.0e-20	1.7	42.5	-4.65
CKS2	q<=7.0e-20	210.0	8.4	4.64
LINC00893	q<=7.0e-20	1.0	25.0	-4.64
SOCS2-AS1	q<=7.0e-20	6.2	155.1	-4.63
CAMK1	q<=7.0e-20	2.7	66.0	-4.63
CELF6	q<=7.0e-20	1.0	24.7	-4.62
STBD1	q<=7.0e-20	1.0	24.4	-4.61
ADCY4	q<=7.0e-20	3.3	81.9	-4.61
MKI67	5.7e-10	24.1	1.0	4.59
CCNB1	q<=7.0e-20	115.0	4.8	4.59
GPR17	q<=7.0e-20	1.0	24.1	-4.59
KCNAB3	q<=7.0e-20	1.9	46.5	-4.59
ESM1	1.2e-09	23.9	1.0	4.58
MAD1L1	q<=7.0e-20	1.0	23.9	-4.58
CTHRC1	7.3e-08	193.8	8.1	4.58
CKLF	q<=7.0e-20	1.0	23.9	-4.58
MICAL3	q<=7.0e-20	3.5	83.9	-4.58
GALNT15	5.1e-17	1.0	23.6	-4.56
FAM220A	q<=7.0e-20	1.0	23.5	-4.56
TM9SF1	q<=7.0e-20	3.5	82.1	-4.56
RMI2	3.5e-16	47.6	2.0	4.56
PSMA6	q<=7.0e-20	6.3	148.1	-4.55
SAP25	q<=7.0e-20	1.0	23.4	-4.55
AQP5	3.4e-04	23.4	1.0	4.55
PLEKHH2	q<=7.0e-20	2.4	57.3	-4.55
MYO15B	q<=7.0e-20	5.9	137.6	-4.54
SMARCE1	q<=7.0e-20	3.7	85.2	-4.54
SNORD10	q<=7.0e-20	1.0	23.2	-4.54
LOC102723566	q<=7.0e-20	1.1	25.1	-4.53
EGFL6	1.2e-04	23.1	1.0	4.53
SNORA63	q<=7.0e-20	1.0	23.1	-4.53
LINC00339	q<=7.0e-20	1.4	31.6	-4.53
COL9A3	2.0e-06	76.9	3.3	4.53
SDHAP2	6.8e-17	23.0	1.0	4.52
HPGD	2.6e-07	2.4	54.8	-4.52
RAD50	q<=7.0e-20	1.0	22.8	-4.51
RPL26	q<=7.0e-20	86.9	1982.2	-4.51
ANLN	5.2e-17	22.9	1.0	4.51
ETV4	6.7e-06	24.3	1.1	4.51
LRP11	q<=7.0e-20	1.0	22.8	-4.51
CMYA5	q<=7.0e-20	1.0	22.6	-4.50
PKMYT1	2.8e-19	22.7	1.0	4.50
ITGA11	q<=7.0e-20	3.3	75.1	-4.50
SLC26A10	q<=7.0e-20	1.0	22.6	-4.50
RIPOR2	q<=7.0e-20	3.6	79.8	-4.49
GINS1	q<=7.0e-20	23.4	1.0	4.49
RIPOR3	q<=7.0e-20	3.0	66.9	-4.49
ST3GAL3	q<=7.0e-20	1.7	37.9	-4.48
SPC25	q<=7.0e-20	22.4	1.0	4.48
PDLIM3	q<=7.0e-20	9.6	211.9	-4.46
MYOCD	q<=7.0e-20	1.0	22.1	-4.46
ORC6	q<=7.0e-20	29.9	1.4	4.46
CPA3	q<=7.0e-20	1.0	22.0	-4.46
KANK4	1.1e-06	21.9	1.0	4.45
MND1	3.2e-19	21.8	1.0	4.44
PBK	3.5e-08	21.6	1.0	4.44
MEF2B	q<=7.0e-20	1.0	21.7	-4.44
IFFO1	q<=7.0e-20	3.1	67.5	-4.43
STEAP4	q<=7.0e-20	1.0	21.4	-4.42
HMGB3	q<=7.0e-20	74.2	3.5	4.42
PROM1	3.5e-05	21.3	1.0	4.42
RERG	q<=7.0e-20	10.8	228.9	-4.40
SNORA4	q<=7.0e-20	1.0	21.0	-4.39
PRR4	q<=7.0e-20	1.8	38.0	-4.39
PEG3	q<=7.0e-20	1.0	21.0	-4.39
LAMP5	2.7e-04	25.7	1.2	4.39
FMC1	q<=7.0e-20	1.6	33.7	-4.39
CSDC2	q<=7.0e-20	9.0	186.5	-4.38
RIC3	q<=7.0e-20	1.0	20.8	-4.38
SNORA61	q<=7.0e-20	1.0	20.7	-4.37
KIF4A	3.5e-11	20.7	1.0	4.37
HOXB13	9.4e-06	20.5	1.0	4.36
WBP1	q<=7.0e-20	8.9	182.8	-4.36
CRABP2	5.8e-12	812.3	39.7	4.36
PODXL2	q<=7.0e-20	99.3	4.9	4.35
FAM83H	2.0e-10	20.2	1.0	4.34
MITF	q<=7.0e-20	4.0	80.2	-4.34
MIR1244-3	1.7e-16	20.0	1.0	4.32
INMT	3.3e-18	1.1	21.9	-4.32
CYP4F12	q<=7.0e-20	1.0	19.9	-4.31
RAP1GAP	9.2e-14	19.8	1.0	4.31
ZCCHC12	2.7e-12	3.5	70.0	-4.30
CENPU	q<=7.0e-20	24.1	1.2	4.30
THBS2	q<=7.0e-20	5.0	99.6	-4.30
PRDM8	q<=7.0e-20	1.0	19.7	-4.30
CFB	9.6e-18	1.0	19.7	-4.30
HSPB2	q<=7.0e-20	1.0	19.6	-4.29
RALY-AS1	1.3e-18	19.5	1.0	4.29
TRIP13	1.8e-18	49.5	2.5	4.29
LYPD6B	8.0e-07	19.5	1.0	4.29
TNS1	q<=7.0e-20	21.1	412.4	-4.29
AGR2	4.6e-05	19.6	1.0	4.29
GTSE1	3.9e-14	19.4	1.0	4.28
LARGE2	2.8e-10	19.4	1.0	4.28
NMU	2.2e-10	19.3	1.0	4.27
MEX3A	2.4e-18	51.5	2.7	4.27
TACC3	4.9e-16	112.0	5.8	4.27
SUSD4	8.5e-12	19.3	1.0	4.27
E2F1	4.1e-13	41.0	2.1	4.26
MAOB	q<=7.0e-20	13.0	248.6	-4.26
ABCA8	q<=7.0e-20	1.2	23.8	-4.26
BARX1	3.9e-07	19.1	1.0	4.25
CCDC9B	q<=7.0e-20	2.5	48.5	-4.25
TMOD1	q<=7.0e-20	2.6	49.2	-4.24
CPED1	q<=7.0e-20	2.1	39.9	-4.24
C18orf32	q<=7.0e-20	1.0	18.9	-4.24
CDKN3	4.2e-14	43.7	2.3	4.24
RNASEH2A	q<=7.0e-20	1.0	18.9	-4.24
PAX8	1.2e-06	29.4	1.6	4.24
EVA1C	q<=7.0e-20	5.4	102.5	-4.23
CBX2	3.8e-17	68.3	3.6	4.23
ABCG2	q<=7.0e-20	1.5	28.2	-4.23
RAC3	3.1e-14	90.1	4.8	4.23
LOC728392	5.5e-18	18.6	1.0	4.22
PYCR1	6.4e-17	106.1	5.7	4.22
AKT3	q<=7.0e-20	4.6	85.0	-4.22
FILIP1	q<=7.0e-20	1.0	18.6	-4.22
XAF1	q<=7.0e-20	1.1	21.4	-4.22
FXYD6	q<=7.0e-20	18.1	335.9	-4.22
LGR5	2.1e-07	18.7	1.0	4.22
VGLL3	q<=7.0e-20	1.0	18.6	-4.21
APBA2	1.7e-16	21.5	1.2	4.21
NDUFB8	q<=7.0e-20	11.3	208.9	-4.21
DSCR8	9.1e-09	18.4	1.0	4.20
PDCD6	q<=7.0e-20	8.3	153.7	-4.20
BCL11A	2.7e-15	18.4	1.0	4.20
SDHA	q<=7.0e-20	5.5	101.7	-4.20
STARD9	q<=7.0e-20	1.6	28.4	-4.19
LRRN4CL	q<=7.0e-20	3.8	68.3	-4.18
S100A14	3.6e-06	26.8	1.5	4.18
SPEG	q<=7.0e-20	8.7	158.1	-4.18
IGSF9	8.2e-13	33.0	1.8	4.18
CDC6	4.3e-11	18.2	1.0	4.18
MAD2L1	q<=7.0e-20	20.1	1.1	4.17
ZBTB16	q<=7.0e-20	1.0	17.9	-4.16
TLCD1	1.3e-16	20.5	1.1	4.16
TAF10	q<=7.0e-20	1.0	17.8	-4.16
TREM2	2.2e-09	17.7	1.0	4.15
FXYD2	q<=7.0e-20	1.0	18.3	-4.15
CPT1B	q<=7.0e-20	1.0	17.6	-4.14
CSRP1	q<=7.0e-20	178.7	3152.2	-4.14
FBN2	1.2e-06	39.7	2.3	4.14
ZNF23	q<=7.0e-20	1.0	17.7	-4.14
RDH5	q<=7.0e-20	1.0	17.5	-4.13
TSPAN2	q<=7.0e-20	4.5	78.6	-4.13
SCN7A	q<=7.0e-20	1.0	17.5	-4.13
FSD1	5.8e-12	17.5	1.0	4.13
LINC-PINT	q<=7.0e-20	2.0	34.2	-4.12
KRT8	5.2e-08	624.2	36.0	4.12
SELP	q<=7.0e-20	1.0	17.4	-4.12
PNMA3	1.7e-13	17.4	1.0	4.12
GPIHBP1	q<=7.0e-20	2.3	40.0	-4.11
UBE2T	q<=7.0e-20	81.2	4.7	4.11
SEC31B	q<=7.0e-20	1.8	31.4	-4.10
ANGPTL1	q<=7.0e-20	3.9	66.4	-4.09
USHBP1	q<=7.0e-20	1.1	19.0	-4.09
EEF1AKMT4	2.6e-17	16.9	1.0	4.08
MEIS3	q<=7.0e-20	10.4	176.5	-4.08
DTL	q<=7.0e-20	16.9	1.0	4.08
NUDT3	q<=7.0e-20	1.0	16.9	-4.08
ABCA6	q<=7.0e-20	1.0	16.8	-4.07
SNORD22	q<=7.0e-20	1.0	16.8	-4.07
SNORD87	q<=7.0e-20	1.0	16.7	-4.07
ADAMTS9-AS2	q<=7.0e-20	1.0	16.7	-4.06
CACNA1C	q<=7.0e-20	2.4	40.3	-4.06
UCHL1	1.8e-15	410.9	24.7	4.06
ECM2	q<=7.0e-20	2.4	40.6	-4.06
KIF18B	1.4e-16	16.7	1.0	4.06
PLA2R1	q<=7.0e-20	1.2	19.9	-4.06
LINC00958	7.5e-09	16.7	1.0	4.06
CES1	q<=7.2e-20	4.2	70.4	-4.06
NPFF	q<=7.0e-20	1.0	16.6	-4.05
NEAT1	q<=7.0e-20	24.8	408.8	-4.04
HMGA1	1.5e-12	341.3	20.9	4.03
ESRP1	5.6e-07	16.3	1.0	4.03
HOXD4	q<=7.0e-20	5.1	82.7	-4.02
C7orf25	q<=7.0e-20	1.0	16.2	-4.02
TGFB1I1	q<=7.0e-20	36.3	588.9	-4.02
GALNT14	4.2e-08	16.1	1.0	4.01
LINC01237	q<=7.0e-20	1.5	23.8	-4.01
TRAPPC6B	q<=7.0e-20	1.8	28.3	-4.01
UHRF1	1.9e-14	16.0	1.0	4.00
AQP1	q<=7.0e-20	28.1	449.3	-4.00
ANKRD29	q<=7.0e-20	1.8	29.6	-4.00
PTRH1	q<=7.0e-20	1.0	16.0	-4.00
SERTM2	1.6e-09	1.0	16.0	-4.00
SH3BGR	2.3e-16	1.0	15.9	-3.99
JPT1	q<=7.0e-20	270.0	17.0	3.99
CAVIN2	q<=7.0e-20	4.5	70.9	-3.98
FOXP2	q<=7.0e-20	1.0	15.8	-3.98
SOCS2	q<=7.0e-20	8.1	127.9	-3.98
LAD1	2.2e-07	15.7	1.0	3.98
SARS2	q<=7.0e-20	1.4	22.7	-3.98
MIR4477B	3.5e-11	15.8	1.0	3.98
HSPB6	q<=7.0e-20	17.6	277.5	-3.98
CDRT4	q<=7.0e-20	1.0	15.8	-3.98
OSR2	q<=7.0e-20	23.1	362.8	-3.97
LEFTY2	4.7e-10	4.0	62.6	-3.97
SMPDL3B	1.4e-09	15.5	1.0	3.96
ADGRD1	q<=7.0e-20	1.5	23.8	-3.96
IGLON5	6.2e-07	15.5	1.0	3.96
PLK1	3.8e-15	50.1	3.2	3.96
CLDN6	3.4e-04	15.4	1.0	3.95
TACC1	q<=7.0e-20	11.2	173.6	-3.95
GNA14	q<=7.0e-20	1.5	22.8	-3.94
CDC25C	1.0e-19	15.2	1.0	3.93
KRT18	1.5e-07	362.3	23.8	3.93
PEG10	1.6e-06	82.0	5.4	3.92
GINS2	1.5e-16	20.5	1.4	3.92
RAI2	q<=7.0e-20	8.8	133.3	-3.92
CRB3	1.2e-05	15.2	1.0	3.92
NAALADL1	q<=7.0e-20	1.1	16.9	-3.92
AHNAK2	q<=7.0e-20	2.4	36.4	-3.92
BUB1B	1.0e-17	15.0	1.0	3.91
GNG7	q<=7.0e-20	1.3	19.4	-3.91
AOX1	2.1e-16	1.2	18.3	-3.91
NXPH3	q<=7.0e-20	1.0	15.5	-3.91
HSPB8	q<=7.0e-20	12.6	188.5	-3.91
CCL23	1.2e-15	1.0	15.1	-3.91
ERBB3	4.9e-11	45.7	3.0	3.91
EPHB2	2.1e-17	16.5	1.1	3.91
ABCB1	q<=7.0e-20	1.0	15.0	-3.91
STRADA	q<=7.0e-20	3.8	57.5	-3.91
SLCO2A1	q<=7.0e-20	15.4	231.0	-3.90
HOXB8	2.1e-04	20.9	1.4	3.90
LINC00894	q<=7.0e-20	1.0	14.9	-3.90
PID1	q<=7.0e-20	3.3	48.8	-3.90
SKA3	q<=7.0e-20	15.0	1.0	3.90
C17orf49	q<=7.0e-20	1.0	15.0	-3.90
HMCN2	5.8e-19	1.0	14.9	-3.90
TMEM265	q<=7.0e-20	1.0	14.8	-3.89
PCDHB15	q<=7.0e-20	1.0	14.9	-3.89
CLDN7	1.5e-07	32.6	2.2	3.89
IGF2-AS	2.1e-06	19.9	1.3	3.89
MSH5	q<=7.0e-20	1.4	21.3	-3.89
MT1G	1.2e-05	29.8	2.0	3.89
WSCD2	q<=7.0e-20	1.0	14.9	-3.89
TPCN2	q<=7.0e-20	2.8	41.8	-3.88
ADAMTSL4	q<=7.0e-20	6.1	89.0	-3.87
RAD51AP1	5.6e-14	19.0	1.3	3.87
RBPMS	q<=7.0e-20	27.4	399.4	-3.87
RCOR2	2.3e-12	52.5	3.6	3.87
MIR3685	2.2e-16	14.5	1.0	3.86
NPIPB5	q<=7.0e-20	1.7	24.6	-3.86
ITPR1	q<=7.0e-20	3.3	48.0	-3.86
ASPA	q<=7.0e-20	1.0	14.5	-3.86
HSPA14	q<=7.0e-20	30.4	2.1	3.85
