Gene	FDRAdjustedP-value	CancerSampleMed	NormalSampleMed	|log2FC|
IFI27	q<=9.4e-20	2594.5	284.6	3.19
NXPH4	q<=9.4e-20	23.9	2.6	3.19
PRSS27	5.7e-07	32.9	300.3	-3.19
COL4A2	q<=9.4e-20	157.7	17.6	3.16
IGF2BP2	q<=9.4e-20	43.2	4.9	3.14
BST2	q<=9.4e-20	524.4	59.4	3.14
COL10A1	q<=9.4e-20	8.7	1.0	3.12
COL1A2	1.2e-19	688.6	78.9	3.12
RORC	1.4e-06	1.4	12.3	-3.10
ATP13A4	1.1e-05	1.2	10.1	-3.10
OASL	q<=9.4e-20	42.0	5.2	3.03
SCEL	1.6e-06	24.5	195.8	-3.00
HLF	1.1e-08	1.5	12.1	-3.00
AMTN	7.9e-07	8.0	1.0	3.00
HOPX	1.4e-06	89.6	711.9	-2.99
ADH7	4.4e-04	17.6	140.1	-2.99
DUXAP8	q<=9.4e-20	8.0	1.0	2.99
ITGA5	q<=9.4e-20	91.9	11.6	2.98
BBOX1-AS1	q<=9.4e-20	17.2	2.2	2.98
TREM2	3.7e-15	24.8	3.2	2.97
KLK13	1.9e-05	52.2	406.6	-2.96
PLA2G7	q<=9.4e-20	7.8	1.0	2.96
HOXC13	1.5e-05	7.7	1.0	2.95
HTRA3	2.5e-09	40.4	5.4	2.90
COBL	6.5e-09	2.3	17.6	-2.90
CXCR2	6.2e-07	1.6	12.1	-2.89
CYP27B1	q<=9.4e-20	7.4	1.0	2.88
LRRC15	2.1e-16	7.3	1.0	2.87
C6orf141	q<=9.4e-20	7.3	1.0	2.85
SMIM5	1.1e-08	2.1	14.8	-2.84
FST	q<=9.4e-20	74.7	10.4	2.84
LY6K	q<=9.4e-20	13.8	1.9	2.84
PMEPA1	q<=9.4e-20	58.6	8.3	2.82
SORBS2	2.2e-05	1.9	13.4	-2.82
TJP3	6.5e-04	2.4	16.8	-2.82
CDH11	q<=9.4e-20	12.3	1.7	2.81
RCN3	2.6e-11	44.9	6.5	2.80
PLIN4	3.4e-04	1.0	7.0	-2.80
SNX10	q<=9.4e-20	10.3	1.5	2.79
FKBP10	q<=9.4e-20	57.9	8.4	2.78
RSAD2	q<=9.4e-20	23.9	3.5	2.78
CNFN	5.2e-06	424.7	2921.5	-2.78
CYSRT1	2.9e-06	45.1	309.2	-2.78
CCN4	q<=9.4e-20	6.8	1.0	2.77
EYA2	8.6e-06	6.2	42.2	-2.76
MUC15	2.9e-10	3.2	21.8	-2.76
SCNN1B	1.1e-06	7.5	51.1	-2.76
SLC2A6	q<=9.4e-20	7.9	1.2	2.76
PRR15L	9.2e-04	1.5	10.4	-2.75
ENO2	q<=9.4e-20	33.0	4.9	2.75
TCN1	5.7e-04	6.1	40.9	-2.74
COL6A1	q<=9.4e-20	275.2	41.2	2.74
HCG22	7.8e-05	1.0	6.6	-2.73
NID1	q<=9.4e-20	28.8	4.4	2.72
THY1	1.9e-09	23.0	3.5	2.71
PXDN	q<=9.4e-20	33.0	5.0	2.71
GPRIN1	q<=9.4e-20	10.3	1.6	2.69
HPGD	5.1e-04	4.5	28.6	-2.69
FAM189A2	1.2e-06	1.5	9.9	-2.69
SNX31	3.7e-04	1.0	6.4	-2.69
GPX3	6.2e-10	61.8	395.6	-2.68
KLK12	2.2e-04	11.9	76.2	-2.68
LINC01980	q<=9.4e-20	6.4	1.0	2.68
RBP1	q<=9.4e-20	197.8	31.2	2.67
LAMA3	q<=9.4e-20	99.8	15.7	2.67
PPARG	2.2e-05	1.6	9.9	-2.67
RDH16	q<=9.4e-20	6.9	1.1	2.67
NTS	1.1e-04	1.0	6.3	-2.66
PCSK9	q<=9.4e-20	20.3	3.2	2.66
IGF2BP3	q<=9.4e-20	6.3	1.0	2.66
CDKN2A	q<=9.4e-20	30.2	4.8	2.66
FCER1A	5.1e-07	2.9	18.1	-2.65
PTN	2.4e-05	10.3	64.6	-2.65
PAX9	7.1e-09	9.6	60.4	-2.65
CLU	3.5e-04	62.2	388.6	-2.64
TENM2	q<=9.4e-20	36.0	5.8	2.64
GBP6	1.5e-06	39.7	248.0	-2.64
EMP1	8.6e-07	105.4	653.4	-2.63
GALNT6	3.3e-15	32.7	5.3	2.63
CYP2C18	4.1e-07	3.1	19.4	-2.63
APLN	q<=9.4e-20	6.2	1.0	2.63
SELENBP1	6.4e-06	7.9	48.7	-2.62
CRTAC1	5.6e-04	1.0	6.1	-2.61
SPARC	q<=9.4e-20	635.3	104.2	2.61
CERCAM	q<=9.4e-20	63.7	10.4	2.61
CTSV	q<=9.4e-20	37.7	6.3	2.58
SERPINH1	q<=9.4e-20	332.7	55.9	2.57
COL4A5	q<=9.4e-20	24.3	4.1	2.56
ASPN	q<=9.4e-20	15.2	2.6	2.56
GNLY	5.4e-12	35.7	6.0	2.56
PRSS3	5.2e-05	11.1	65.2	-2.56
SCIN	1.4e-05	1.0	5.9	-2.56
ALOX12	3.1e-04	2.5	14.3	-2.55
F2RL2	q<=9.4e-20	5.9	1.0	2.55
STRA6	6.1e-14	6.2	1.1	2.55
CEACAM1	3.4e-07	9.0	52.7	-2.55
KRT17	1.1e-13	10839.4	1867.6	2.54
LGALS1	q<=9.4e-20	1398.7	242.4	2.53
KREMEN2	q<=9.4e-20	7.9	1.4	2.52
TREM1	q<=9.4e-20	5.7	1.0	2.52
EPHB2	q<=9.4e-20	5.7	1.0	2.52
A2ML1	4.9e-06	88.9	511.4	-2.52
ESM1	1.3e-04	5.7	1.0	2.51
SH2D5	q<=9.4e-20	5.7	1.0	2.50
PDGFRB	1.0e-10	39.7	7.0	2.49
ROR2	q<=9.4e-20	9.5	1.7	2.49
SH2D2A	q<=9.4e-20	14.6	2.6	2.49
GNGT1	q<=9.4e-20	5.6	1.0	2.48
GCOM1	1.6e-07	1.3	7.5	-2.48
NID2	q<=9.4e-20	5.6	1.0	2.48
IDO1	9.7e-09	14.5	2.6	2.48
PDPN	q<=9.4e-20	105.1	18.8	2.48
DKK1	8.2e-11	9.3	1.7	2.47
CD276	q<=9.4e-20	109.3	19.7	2.47
DUSP9	q<=9.4e-20	5.5	1.0	2.46
COL7A1	q<=9.4e-20	91.1	16.5	2.46
DNMT3B	q<=9.4e-20	5.5	1.0	2.46
COL6A2	2.7e-15	387.2	70.8	2.45
HOXD9	q<=9.4e-20	6.3	1.1	2.45
MAPT	4.6e-04	1.0	5.5	-2.45
EVA1A	q<=9.4e-20	7.8	1.4	2.45
BCAS1	4.9e-04	1.9	10.1	-2.45
TGM1	2.2e-06	126.6	688.6	-2.44
GSDME	q<=9.4e-20	36.8	6.8	2.44
WDR54	3.9e-07	39.6	7.3	2.44
GULP1	2.8e-07	2.1	11.2	-2.44
IL33	7.6e-04	4.6	25.1	-2.44
IFI44	q<=9.4e-20	80.5	14.8	2.44
MYOSLID	q<=9.4e-20	5.4	1.0	2.44
IFI44L	q<=9.4e-20	14.2	2.6	2.43
ADAMTS12	q<=9.4e-20	5.4	1.0	2.43
MYZAP	3.2e-09	1.0	5.3	-2.42
FSTL3	q<=9.4e-20	36.3	6.8	2.42
ALG1L	q<=9.4e-20	31.5	5.9	2.42
NDRG2	6.4e-08	58.9	315.8	-2.42
IL11	q<=9.4e-20	5.4	1.0	2.42
THBS2	5.6e-15	26.7	5.0	2.41
C16orf74	q<=9.4e-20	36.6	6.9	2.40
ST6GALNAC1	9.0e-05	5.3	27.9	-2.39
EPSTI1	q<=9.4e-20	27.6	5.3	2.39
FADS3	q<=9.4e-20	26.8	5.1	2.39
AEBP1	1.3e-15	128.9	24.6	2.39
P3H2	q<=9.4e-20	53.3	10.3	2.38
IL1RN	7.5e-07	252.8	1317.5	-2.38
NCCRP1	3.0e-06	62.4	323.6	-2.37
STX1A	q<=9.4e-20	5.9	1.1	2.37
TMPRSS11E	7.8e-05	23.0	118.6	-2.37
TYMP	1.5e-19	448.4	86.6	2.37
EPHX3	8.1e-04	10.2	52.4	-2.37
MELTF	2.7e-06	16.9	3.3	2.37
FNDC1	3.7e-09	5.2	1.0	2.37
COL11A1	q<=9.4e-20	5.1	1.0	2.36
RASGEF1A	q<=9.4e-20	5.1	1.0	2.36
KRT75	7.2e-06	19.1	3.8	2.35
MYBL2	q<=9.4e-20	75.8	14.9	2.35
GDPD2	7.0e-18	5.1	1.0	2.35
UCN2	q<=9.4e-20	5.1	1.0	2.35
SLC16A7	1.0e-08	1.2	6.2	-2.35
ARSI	q<=9.4e-20	17.3	3.4	2.34
TDO2	8.6e-05	5.1	1.0	2.34
SPNS2	9.0e-06	9.9	50.5	-2.34
C4orf48	4.0e-17	8.2	1.6	2.34
LINC00491	q<=9.4e-20	5.0	1.0	2.33
P3H1	q<=9.4e-20	36.7	7.3	2.32
SLC5A1	3.6e-05	3.4	17.0	-2.32
VSIG10L	4.7e-06	10.0	49.7	-2.32
TNFRSF4	9.8e-10	8.4	1.7	2.32
COL8A1	q<=9.4e-20	8.4	1.7	2.31
WNT7A	4.8e-14	5.0	1.0	2.31
BGN	4.4e-17	353.4	71.0	2.31
CLIC3	3.4e-06	59.7	296.9	-2.31
P3H4	q<=9.4e-20	29.7	6.0	2.31
IFIT3	q<=9.4e-20	64.3	13.0	2.31
RNF222	3.7e-05	2.0	10.0	-2.31
IL24	q<=9.4e-20	4.9	1.0	2.30
LUM	q<=9.4e-20	197.8	40.1	2.30
C15orf62	3.8e-06	2.8	13.8	-2.30
SLC11A1	8.5e-14	5.0	1.0	2.30
NETO2	q<=9.4e-20	11.3	2.3	2.30
LINC01269	7.2e-06	1.6	8.0	-2.30
TLE2	3.0e-05	4.1	20.2	-2.30
CHST11	q<=9.4e-20	19.3	4.0	2.29
CHN1	q<=9.4e-20	10.0	2.0	2.29
TTYH3	q<=9.4e-20	66.0	13.5	2.29
HTR7	q<=9.4e-20	4.9	1.0	2.28
RNF225	3.3e-05	1.3	6.1	-2.28
KIF2C	q<=9.4e-20	34.7	7.2	2.28
EMILIN1	5.8e-11	22.2	4.6	2.28
PLEKHA6	2.0e-06	1.5	7.1	-2.27
CYP27C1	q<=9.4e-20	4.8	1.0	2.27
FEZ1	q<=9.4e-20	131.5	27.3	2.27
GDPD3	4.8e-06	6.2	30.0	-2.27
PIF1	q<=9.4e-20	4.8	1.0	2.27
VCAN	7.2e-15	18.2	3.8	2.27
ITGA6	q<=9.4e-20	298.3	62.3	2.26
PLOD3	q<=9.4e-20	64.0	13.3	2.26
CDCA5	q<=9.4e-20	46.9	9.8	2.26
PKMYT1	q<=9.4e-20	37.5	7.9	2.26
NTM	q<=9.4e-20	5.4	1.1	2.26
COL16A1	q<=9.4e-20	50.2	10.5	2.26
SPRY4	q<=9.4e-20	11.6	2.4	2.25
PGF	q<=9.4e-20	45.7	9.6	2.25
RPL39L	q<=9.4e-20	50.2	10.6	2.25
BARX2	2.5e-12	30.3	144.5	-2.25
LINC00519	q<=9.4e-20	6.9	1.5	2.24
LAMP5	q<=9.4e-20	4.7	1.0	2.24
MEIS3	1.3e-11	6.8	1.4	2.24
MSC	1.3e-11	13.2	2.8	2.24
OLFML2B	3.1e-13	22.7	4.8	2.24
HERC5	q<=9.4e-20	11.1	2.4	2.23
ITGA1	1.3e-18	6.2	1.3	2.23
PHLDB2	q<=9.4e-20	31.0	6.6	2.23
TOX2	q<=9.4e-20	7.9	1.7	2.23
SNORD99	3.4e-13	4.7	1.0	2.23
AMIGO2	q<=9.4e-20	16.9	3.6	2.22
ANXA1	9.2e-08	2104.6	9802.7	-2.22
TNC	q<=9.4e-20	195.2	41.9	2.22
MYO1B	q<=9.4e-20	110.7	23.7	2.22
EIF5A2	q<=9.4e-20	5.5	1.2	2.22
C9orf152	6.0e-05	1.0	4.6	-2.21
KDELR3	2.9e-10	28.2	6.1	2.21
CRYAB	8.0e-04	145.4	672.9	-2.21
SAMD5	1.0e-04	1.0	4.6	-2.20
LINC01315	8.2e-04	1.5	7.1	-2.20
HEYL	4.8e-15	5.5	1.2	2.20
PADI3	1.3e-18	5.6	1.2	2.20
DSG2	1.1e-09	64.0	14.0	2.19
KIF14	q<=9.4e-20	5.6	1.2	2.19
BCAS4	q<=9.4e-20	16.6	3.6	2.19
RHEX	q<=9.4e-20	4.5	1.0	2.18
TSPAN10	q<=9.4e-20	7.8	1.7	2.18
SULF1	q<=9.4e-20	35.6	7.9	2.18
DCBLD1	q<=9.4e-20	27.1	6.0	2.18
LTBP1	q<=9.4e-20	60.4	13.3	2.18
ANKRD35	8.5e-08	5.6	25.3	-2.18
CXCL8	3.6e-08	56.8	12.6	2.18
KLHDC7B	8.2e-16	4.5	1.0	2.18
APOL1	q<=9.4e-20	235.5	51.8	2.18
CAVIN3	q<=9.4e-20	11.7	2.6	2.18
THSD1	q<=9.4e-20	14.9	3.3	2.17
RRAGD	2.1e-10	5.7	25.4	-2.17
FOXF2	q<=9.4e-20	6.5	1.5	2.17
HOXC10	q<=9.4e-20	4.5	1.0	2.16
AURKA	q<=9.4e-20	34.8	7.8	2.16
TMEM132A	q<=9.4e-20	77.9	17.4	2.16
TEDC2	q<=9.4e-20	11.7	2.6	2.16
SLC27A6	1.3e-06	1.0	4.5	-2.16
SDK2	q<=9.4e-20	5.8	1.3	2.15
FRZB	3.8e-04	1.7	7.6	-2.15
HORMAD1	1.7e-12	4.4	1.0	2.15
COL27A1	q<=9.4e-20	15.9	3.6	2.15
SOCS1	q<=9.4e-20	19.8	4.5	2.14
SLC52A1	q<=9.4e-20	4.4	1.0	2.14
PLAUR	3.1e-08	107.2	24.3	2.14
ULBP2	q<=9.4e-20	27.3	6.2	2.14
CENPA	q<=9.4e-20	20.4	4.6	2.14
RAC2	q<=9.4e-20	101.9	23.3	2.13
CAPN5	1.1e-05	4.5	19.7	-2.13
ANGPT2	5.5e-17	5.4	1.2	2.13
COL5A3	q<=9.4e-20	24.3	5.5	2.13
GPD1L	2.3e-06	8.1	35.4	-2.13
CLSPN	q<=9.4e-20	5.4	1.2	2.12
KIF3C	q<=9.4e-20	9.0	2.1	2.12
ADAM8	q<=9.4e-20	25.2	5.8	2.12
TRPM2	q<=9.4e-20	4.4	1.0	2.11
COL13A1	q<=9.4e-20	4.3	1.0	2.11
MARCKSL1	q<=9.6e-20	169.6	39.6	2.10
CERNA2	q<=9.4e-20	14.3	3.3	2.10
AUNIP	q<=9.4e-20	8.5	2.0	2.10
SPTSSB	4.7e-04	2.0	8.5	-2.10
PHYHIP	9.8e-04	1.2	5.4	-2.10
DEPTOR	3.7e-05	4.4	18.7	-2.10
TENM3	q<=9.4e-20	4.3	1.0	2.10
LINC00958	q<=9.4e-20	57.5	13.5	2.09
HOXA1	2.0e-09	4.3	1.0	2.09
COL9A2	3.9e-04	6.3	1.5	2.09
CEP55	q<=9.4e-20	43.5	10.2	2.09
CSTA	4.4e-06	1078.0	4600.6	-2.09
EN1	q<=9.4e-20	4.2	1.0	2.09
APOBEC3B	q<=9.4e-20	15.1	3.6	2.08
SCD5	5.3e-08	24.9	5.9	2.08
FSCN1	q<=9.4e-20	542.3	128.3	2.08
HAP1	q<=9.4e-20	4.2	1.0	2.08
PROCR	q<=9.4e-20	34.5	8.2	2.08
SVIP	3.5e-06	2.3	9.8	-2.08
MARVELD1	q<=9.4e-20	55.0	13.1	2.07
PPL	1.5e-06	136.7	573.2	-2.07
SORBS1	1.2e-04	2.2	9.2	-2.07
AGRN	q<=9.4e-20	131.4	31.3	2.07
CGAS	q<=9.4e-20	17.2	4.1	2.06
TNFRSF12A	q<=9.4e-20	219.1	52.6	2.06
OAS2	q<=9.4e-20	102.4	24.6	2.06
CTLA4	q<=9.4e-20	4.2	1.0	2.06
CDC25B	q<=9.4e-20	131.0	31.4	2.06
FNDC3B	q<=9.4e-20	32.6	7.8	2.06
PIMREG	q<=9.4e-20	12.2	2.9	2.06
SBSN	5.3e-04	639.3	2656.3	-2.06
EPCAM	3.4e-05	52.4	12.7	2.05
BICD1	q<=9.4e-20	4.1	1.0	2.05
DDX60L	q<=9.4e-20	12.2	3.0	2.05
CAVIN2	1.5e-04	2.9	12.0	-2.05
CSPG4	q<=9.4e-20	25.0	6.0	2.05
IL1A	q<=9.4e-20	24.2	5.8	2.05
DEGS2	3.4e-05	2.9	12.2	-2.05
CDK14	5.0e-06	7.1	1.7	2.05
RTP4	1.2e-18	17.7	4.3	2.05
SLC15A3	q<=9.4e-20	37.3	9.1	2.04
TMEM200B	q<=9.4e-20	4.3	1.0	2.04
LINC02560	9.5e-06	9.8	40.4	-2.04
CCL20	3.3e-05	23.4	5.7	2.04
MICB	q<=9.4e-20	8.4	2.0	2.04
VAV2	q<=9.4e-20	35.7	8.7	2.04
RHEBL1	q<=9.4e-20	4.1	1.0	2.04
PLEK2	q<=9.4e-20	102.2	25.1	2.03
SLC2A1	q<=9.4e-20	693.0	169.7	2.03
XAF1	q<=9.4e-20	8.2	2.0	2.03
S100A8	6.5e-06	6820.6	27725.7	-2.02
SCG5	q<=9.4e-20	4.1	1.0	2.02
UBE2C	q<=9.4e-20	179.5	44.2	2.02
TRAM2	q<=9.4e-20	18.3	4.5	2.02
PTK7	q<=9.4e-20	116.1	28.8	2.01
BMP1	q<=9.4e-20	63.9	15.9	2.01
CDH3	q<=9.4e-20	315.5	78.2	2.01
SLC16A6	5.3e-07	1.9	7.5	-2.01
SPINK6	1.6e-08	4.1	1.0	2.01
HAS2	5.5e-06	4.0	1.0	2.01
E2F7	q<=9.4e-20	6.1	1.5	2.00
METTL7A	1.4e-07	13.1	52.5	-2.00
KIF18B	q<=9.4e-20	12.9	3.2	2.00
GAST	1.6e-16	4.0	1.0	2.00
HOMER3	q<=9.4e-20	32.3	8.1	2.00
APBA2	q<=9.4e-20	4.0	1.0	1.99
TK1	q<=9.4e-20	186.3	47.0	1.99
SULT2B1	6.7e-07	59.9	237.5	-1.99
SUGCT	q<=9.4e-20	9.2	2.3	1.99
HJURP	q<=9.4e-20	15.3	3.8	1.99
KLF7	q<=9.4e-20	16.7	4.2	1.99
IL4I1	q<=9.4e-20	7.8	2.0	1.99
MIR25	q<=9.4e-20	4.7	1.2	1.99
NAT14	3.2e-10	15.6	4.0	1.98
NR3C2	3.7e-04	1.0	3.9	-1.98
STAT1	q<=9.4e-20	264.8	67.3	1.98
LOC101927972	2.4e-08	1.0	4.0	-1.98
ZBTB7C	1.6e-05	9.3	36.5	-1.98
ZIC2	q<=9.4e-20	3.9	1.0	1.98
CEACAM6	9.5e-04	43.1	170.5	-1.98
LAMB3	q<=9.4e-20	451.6	114.8	1.98
C2	6.8e-16	8.0	2.0	1.97
SEMA4F	q<=9.4e-20	4.9	1.3	1.97
CDC45	q<=9.4e-20	27.6	7.1	1.97
RFC4	q<=9.4e-20	51.8	13.2	1.97
OLR1	4.0e-13	3.9	1.0	1.97
DTL	q<=9.4e-20	13.3	3.4	1.97
MIR3685	3.3e-16	4.2	1.1	1.97
ORC6	q<=9.4e-20	17.2	4.4	1.97
CDC6	q<=9.4e-20	17.0	4.4	1.96
MTFR2	q<=9.4e-20	8.6	2.2	1.96
PLK1	q<=9.4e-20	52.1	13.4	1.96
GGT6	5.9e-09	18.5	72.1	-1.96
LCN2	1.0e-03	367.9	1432.2	-1.96
TRIP13	q<=9.4e-20	32.9	8.4	1.96
RGS4	q<=9.4e-20	3.9	1.0	1.96
PLOD1	q<=9.4e-20	137.5	35.3	1.96
ZBP1	q<=9.4e-20	3.9	1.0	1.96
AQP3	1.3e-06	690.2	2685.7	-1.96
LAG3	q<=9.4e-20	6.7	1.7	1.95
LPCAT1	q<=9.4e-20	47.0	12.2	1.95
FCGR3A	q<=9.4e-20	27.8	7.2	1.95
IGFBP7	4.0e-11	211.6	54.6	1.95
FLJ32255	q<=9.4e-20	15.4	4.0	1.95
HSPB8	6.9e-07	72.6	279.6	-1.95
PARP12	q<=9.4e-20	58.9	15.2	1.95
TGM5	2.7e-06	4.3	16.5	-1.94
FZD2	q<=9.4e-20	3.8	1.0	1.94
AURKB	q<=9.4e-20	63.8	16.6	1.94
CIP2A	q<=9.4e-20	9.8	2.6	1.94
TIGIT	q<=9.4e-20	4.3	1.1	1.94
IL2RA	q<=9.4e-20	3.9	1.0	1.94
GGT5	5.5e-09	24.8	6.5	1.93
IFIT1	q<=9.4e-20	23.9	6.3	1.93
SLC1A1	7.4e-04	1.4	5.5	-1.93
TPBG	q<=9.4e-20	63.8	16.8	1.93
E2F1	q<=9.4e-20	16.2	4.2	1.93
MYO5C	4.4e-04	1.9	7.3	-1.92
GATM	8.4e-06	8.0	30.3	-1.92
TPX2	q<=9.4e-20	77.4	20.5	1.92
CFD	6.6e-04	19.1	72.3	-1.92
KIF4A	q<=9.4e-20	17.5	4.6	1.92
CLEC11A	q<=9.4e-20	14.3	3.8	1.92
FUT3	7.6e-06	14.7	55.6	-1.92
TF	8.3e-04	1.0	3.8	-1.92
LNCAROD	2.5e-14	3.8	1.0	1.91
TINAGL1	2.7e-11	65.9	17.6	1.91
TGFB1	q<=9.4e-20	115.9	30.9	1.91
IGFL2-AS1	q<=9.4e-20	3.8	1.0	1.91
SNAI2	q<=9.4e-20	77.1	20.6	1.91
LAMB1	q<=9.4e-20	66.1	17.7	1.91
TM4SF19	q<=9.4e-20	3.8	1.0	1.91
TRPV3	3.1e-14	3.8	1.0	1.91
BIRC5	q<=9.4e-20	66.6	17.7	1.91
CT69	1.2e-11	4.7	1.2	1.90
NPNT	q<=9.4e-20	26.8	7.2	1.90
CH25H	3.5e-05	4.1	15.2	-1.90
BAIAP2L2	6.5e-06	11.0	2.9	1.90
ADAMDEC1	q<=9.4e-20	4.1	1.1	1.90
CCNA1	1.6e-11	4.4	1.2	1.90
ADA	q<=9.4e-20	35.5	9.5	1.90
PABPC1L	q<=9.4e-20	5.7	1.5	1.89
PART1	1.7e-05	1.0	3.7	-1.89
LBX2-AS1	q<=9.4e-20	3.9	1.1	1.89
MMP17	q<=9.4e-20	6.7	1.8	1.89
HOXC13-AS	9.0e-16	3.7	1.0	1.89
ITGAX	1.2e-13	7.4	2.0	1.89
ZFP92	q<=9.4e-20	3.7	1.0	1.89
CAV1	q<=9.4e-20	250.5	67.6	1.89
IL12RB2	q<=9.4e-20	6.6	1.8	1.89
CDH24	q<=9.4e-20	9.4	2.5	1.89
CMPK2	q<=9.4e-20	17.3	4.7	1.89
HSD17B6	q<=9.4e-20	3.7	1.0	1.89
SERPINB13	6.6e-05	53.6	197.3	-1.88
CAB39L	1.1e-12	3.6	13.3	-1.88
DNAH17	q<=9.4e-20	3.7	1.0	1.88
B4GALNT1	q<=9.4e-20	3.7	1.0	1.88
TEAD2	6.6e-19	27.1	7.3	1.88
ATP10B	9.5e-04	3.1	11.3	-1.88
LEXM	8.9e-05	1.0	3.7	-1.88
