Gene	FDRAdjustedP-value	CancerSampleMed	NormalSampleMed	|log2FC|
PCSK1N	q<=2.8e-20	1272.1	5.4	7.87
C1QL1	q<=2.8e-20	228.1	1.0	7.83
SERPINA5	q<=2.8e-20	4.8	1062.5	-7.80
CHGB	q<=2.8e-20	36784.3	169.1	7.76
SYT1	q<=2.8e-20	213.8	1.0	7.74
INA	q<=2.8e-20	204.5	1.0	7.68
VGF	3.0e-06	203.1	1.0	7.67
TUBB4A	q<=2.8e-20	1.0	201.6	-7.66
CPB1	q<=2.8e-20	1.0	200.3	-7.65
SPOCK3	q<=2.8e-20	183.2	1.0	7.52
RN7SL1	9.1e-14	176.6	1.0	7.46
DRD2	q<=2.8e-20	175.1	1.0	7.45
MCOLN3	q<=2.8e-20	1.0	170.8	-7.42
PHOX2B	q<=2.8e-20	170.4	1.0	7.41
MLXIPL	q<=2.8e-20	1.2	205.5	-7.40
FAIM2	q<=2.8e-20	563.7	3.4	7.38
TPD52L1	q<=2.8e-20	1.9	300.3	-7.34
GNG4	q<=2.8e-20	161.1	1.0	7.33
LINC00682	q<=2.8e-20	156.0	1.0	7.29
CDK5R2	q<=2.8e-20	156.3	1.0	7.29
IFITM10	q<=2.8e-20	1.0	154.4	-7.27
CAMK2B	q<=2.8e-20	153.5	1.0	7.26
ARC	3.5e-14	184.5	1.3	7.20
KCNQ2	q<=2.8e-20	145.8	1.0	7.19
DPP6	q<=2.8e-20	143.9	1.0	7.17
CCN3	q<=2.8e-20	7.9	1107.7	-7.14
CD68	q<=2.8e-20	1.0	138.8	-7.12
CEND1	q<=2.8e-20	137.2	1.0	7.10
NEFL	q<=2.8e-20	137.2	1.0	7.10
PYURF	q<=2.8e-20	129.6	1.0	7.02
BMP7	q<=2.8e-20	126.3	1.0	6.98
CRYBA2	q<=2.8e-20	125.2	1.0	6.97
PRSS3	q<=2.8e-20	123.1	1.0	6.94
CYP11B2	1.5e-14	1.0	122.8	-6.94
SLC47A1	q<=2.8e-20	1.7	200.8	-6.90
RARRES2	q<=2.8e-20	39.7	4696.1	-6.89
FGFRL1	q<=2.8e-20	1.0	113.5	-6.83
MYZAP	q<=2.8e-20	1.0	113.4	-6.83
STRA6	q<=2.8e-20	112.5	1.0	6.81
FEV	q<=2.8e-20	112.2	1.0	6.81
UNC5A	q<=2.8e-20	111.7	1.0	6.80
SEZ6L	q<=2.8e-20	111.5	1.0	6.80
VSTM2A	q<=2.8e-20	108.2	1.0	6.76
SLC6A2	q<=2.8e-20	107.8	1.0	6.75
CLDN1	q<=2.8e-20	1.0	106.3	-6.73
TMEM52	q<=2.8e-20	1.0	101.6	-6.67
ATCAY	q<=2.8e-20	101.2	1.0	6.66
RET	q<=2.8e-20	263.2	2.6	6.65
GSTA3	q<=2.8e-20	1.0	99.9	-6.64
RBM47	q<=2.8e-20	1.1	110.8	-6.61
ASB4	q<=2.8e-20	1.0	95.5	-6.58
CFI	q<=2.8e-20	1.4	127.1	-6.55
CCN5	q<=2.8e-20	1.1	97.3	-6.53
CELF3	q<=2.8e-20	91.8	1.0	6.52
RIMBP2	q<=2.8e-20	91.5	1.0	6.52
CALY	q<=2.8e-20	91.4	1.0	6.51
IL13RA2	1.3e-16	90.5	1.0	6.50
ASPDH	q<=2.8e-20	90.8	1.0	6.50
MIR7-3HG	q<=2.8e-20	89.7	1.0	6.49
SYNGR3	q<=2.8e-20	89.9	1.0	6.49
SYT5	q<=2.8e-20	89.1	1.0	6.48
CELF4	q<=2.8e-20	84.3	1.0	6.40
PKIA	q<=2.8e-20	83.3	1.0	6.38
AMHR2	q<=2.8e-20	1.0	82.4	-6.37
C4B	q<=2.8e-20	1.0	81.9	-6.36
TCEAL5	q<=2.8e-20	97.7	1.2	6.35
OGDHL	q<=2.8e-20	139.6	1.7	6.33
LRRC4B	q<=2.8e-20	79.5	1.0	6.31
ADGRV1	q<=2.8e-20	1.0	79.3	-6.31
DHCR24	q<=2.8e-20	27.7	2148.6	-6.28
NR0B1	q<=2.8e-20	1.0	76.1	-6.25
LINC01807	q<=2.8e-20	1.0	74.8	-6.22
JPH4	q<=2.8e-20	128.7	1.7	6.22
HAND1	q<=2.8e-20	74.7	1.0	6.22
CCL14	q<=2.8e-20	1.0	74.2	-6.21
BEX1	q<=2.8e-20	1154.0	15.6	6.21
ATP1A3	q<=2.8e-20	73.1	1.0	6.19
PCSK1	2.0e-18	72.9	1.0	6.19
GRIK5	q<=2.8e-20	76.0	1.0	6.18
KCNK2	q<=2.8e-20	1.0	72.4	-6.18
DDX3Y	1.7e-17	1.0	71.1	-6.15
ACSF2	q<=2.8e-20	3.0	213.6	-6.15
SEMA3B	q<=2.8e-20	6.2	439.2	-6.15
CALB2	1.2e-04	1.0	70.0	-6.13
PLAGL1	q<=2.8e-20	2.3	161.6	-6.13
CNIH2	q<=2.8e-20	80.7	1.2	6.12
KDM5D	q<=2.8e-20	1.0	68.8	-6.11
GATA6-AS1	q<=2.8e-20	1.0	68.5	-6.10
RAB4B	q<=2.8e-20	1.0	68.5	-6.10
RAMP1	q<=2.8e-20	1007.9	14.8	6.09
ALDH1L1	q<=2.8e-20	1.0	68.1	-6.09
SCN3B	q<=2.8e-20	96.4	1.4	6.08
NTRK1	q<=2.8e-20	85.8	1.3	6.07
PLEK2	q<=2.8e-20	1.0	66.7	-6.06
GNG8	2.5e-08	65.9	1.0	6.04
RAB3C	q<=2.8e-20	65.2	1.0	6.03
RAB5IF	q<=2.8e-20	1.5	99.6	-6.01
POLR2F	q<=2.8e-20	64.0	1.0	6.00
SNAP91	q<=2.8e-20	63.8	1.0	6.00
TPBGL	q<=2.8e-20	76.0	1.2	5.99
LY6D	q<=2.8e-20	1.0	63.4	-5.99
REEP2	q<=2.8e-20	225.6	3.6	5.96
FBXL16	q<=2.8e-20	170.8	2.7	5.96
MAPT	q<=2.8e-20	92.3	1.5	5.96
MC2R	q<=2.8e-20	1.0	62.4	-5.96
PRLHR	q<=2.8e-20	60.9	1.0	5.93
SLC10A4	q<=2.8e-20	61.0	1.0	5.93
SPSB3	q<=2.8e-20	1.0	60.7	-5.92
TMEM35B	q<=2.8e-20	1.0	60.5	-5.92
MAB21L1	q<=2.8e-20	60.6	1.0	5.92
KLHL4	q<=2.8e-20	1.0	60.5	-5.92
ADH1B	q<=2.8e-20	2.2	130.5	-5.91
FGF11	q<=2.8e-20	1.0	60.1	-5.91
KCNQ1	q<=2.8e-20	7.1	424.0	-5.91
KRT8	q<=2.8e-20	1.5	86.1	-5.88
TMEM35A	q<=2.8e-20	69.3	1.2	5.88
SLC29A4	q<=2.8e-20	73.2	1.3	5.86
PILRB	q<=2.8e-20	4.2	239.8	-5.85
ALKAL2	q<=2.8e-20	3.7	214.9	-5.84
PLSCR3	q<=2.8e-20	1.0	57.4	-5.84
CACNA2D3	q<=2.8e-20	56.9	1.0	5.83
SLC16A9	q<=2.8e-20	4.4	251.8	-5.83
ACTL6B	q<=2.8e-20	56.2	1.0	5.81
PTPRN2	q<=2.8e-20	239.1	4.3	5.81
CLGN	q<=2.8e-20	68.9	1.2	5.79
GALM	q<=2.8e-20	3.8	208.3	-5.78
AMT	q<=2.8e-20	1.0	55.0	-5.78
SLC37A2	q<=2.8e-20	2.1	117.0	-5.78
RTL1	q<=2.8e-20	54.8	1.0	5.78
SEPTIN3	q<=2.8e-20	54.0	1.0	5.76
KIF5A	q<=2.8e-20	54.4	1.0	5.76
MIR3654	q<=2.8e-20	53.8	1.0	5.75
SLC35D3	q<=2.8e-20	53.6	1.0	5.75
CHRNB4	q<=2.8e-20	53.0	1.0	5.73
TFAP2B	q<=2.8e-20	53.0	1.0	5.73
MFSD14A	q<=2.8e-20	1.0	52.8	-5.72
B3GAT1	q<=2.8e-20	52.2	1.0	5.71
ACAD11	q<=2.8e-20	1.0	51.6	-5.69
ABCA8	q<=2.8e-20	1.5	77.0	-5.69
AVPR1A	q<=2.8e-20	1.0	50.8	-5.67
C2CD2	q<=2.8e-20	4.7	236.3	-5.65
TMEM151A	q<=2.8e-20	49.8	1.0	5.64
MAPK4	q<=2.8e-20	1.0	49.3	-5.62
PPP2R2C	q<=2.8e-20	48.5	1.0	5.60
TLX2	q<=2.8e-20	48.2	1.0	5.59
CADPS	q<=2.8e-20	48.0	1.0	5.59
ADGRA1	q<=2.8e-20	48.3	1.0	5.59
TCEAL7	q<=2.8e-20	215.2	4.5	5.58
SLC8A2	q<=2.8e-20	47.5	1.0	5.57
PIANP	q<=2.8e-20	47.6	1.0	5.57
NGEF	q<=2.8e-20	1.1	52.6	-5.57
GRB14	q<=2.8e-20	1.0	47.1	-5.56
GATA6	q<=2.8e-20	2.0	95.5	-5.56
ABO	q<=2.8e-20	1.0	47.0	-5.56
MT3	q<=2.8e-20	2.5	118.3	-5.54
SLC18A2	q<=2.8e-20	46.4	1.0	5.54
CNTN1	q<=2.8e-20	210.6	4.6	5.53
C4A	q<=2.8e-20	1.0	45.9	-5.52
FCN2	q<=2.8e-20	1.0	45.8	-5.52
NACAD	q<=2.8e-20	64.6	1.4	5.51
PRPH	2.6e-15	45.6	1.0	5.51
SAA1	6.3e-18	1.0	45.2	-5.50
ELAVL4	q<=2.8e-20	45.1	1.0	5.50
NR1H4	q<=2.8e-20	1.0	44.7	-5.48
EPHX1	q<=2.8e-20	56.5	2520.1	-5.48
IGFBPL1	q<=2.8e-20	44.5	1.0	5.48
DLX1	q<=2.8e-20	44.7	1.0	5.48
MDP1	q<=2.8e-20	1.0	44.2	-5.46
TCEA3	q<=2.8e-20	3.9	171.3	-5.45
LINC02268	q<=2.8e-20	43.5	1.0	5.44
KRTCAP2	q<=2.8e-20	8.0	345.2	-5.43
ST8SIA3	q<=2.8e-20	43.2	1.0	5.43
SARS2	q<=2.8e-20	1.0	42.7	-5.42
MAB21L2	q<=2.8e-20	42.5	1.0	5.41
SYP	q<=2.8e-20	699.3	16.5	5.40
MIAT	q<=2.8e-20	42.3	1.0	5.40
SNAP25	q<=2.8e-20	363.0	8.6	5.40
MIR497HG	q<=2.8e-20	1.0	42.1	-5.40
ITIH4	q<=2.8e-20	1.0	41.9	-5.39
DRGX	q<=2.8e-20	41.8	1.0	5.39
FAM163B	q<=2.8e-20	58.7	1.4	5.39
RAB38	q<=2.8e-20	1.0	41.8	-5.39
LDHB	q<=2.8e-20	20.4	855.0	-5.39
GIPC2	q<=2.8e-20	1.0	41.8	-5.38
PSD	q<=2.8e-20	145.6	3.5	5.38
TLCD3B	q<=2.8e-20	41.5	1.0	5.37
BCO2	q<=2.8e-20	1.1	46.9	-5.36
RGS5	q<=2.8e-20	3799.2	92.2	5.36
NEURL1	q<=2.8e-20	41.1	1.0	5.36
ARFGEF3	q<=2.8e-20	41.2	1.0	5.36
CAMK1	q<=2.8e-20	4.3	176.4	-5.36
CYP2W1	q<=2.8e-20	1.0	40.8	-5.35
SLC6A17	q<=2.8e-20	40.6	1.0	5.34
LINC02363	q<=2.8e-20	1.0	40.2	-5.33
C3	q<=2.8e-20	17.4	699.6	-5.33
BBS1	q<=2.8e-20	1.0	40.3	-5.33
ISL1	q<=2.8e-20	40.2	1.0	5.33
MRM2	q<=2.8e-20	1.0	40.2	-5.33
IL1RL1	q<=2.8e-20	1.0	40.0	-5.32
TCEAL2	q<=2.8e-20	242.7	6.1	5.31
NDST2	q<=2.8e-20	1.0	39.7	-5.31
FERMT1	q<=2.8e-20	1.0	39.4	-5.30
IPO4	q<=2.8e-20	1.0	39.4	-5.30
COL22A1	q<=2.8e-20	39.3	1.0	5.29
VEPH1	q<=2.8e-20	1.0	39.2	-5.29
SULT4A1	q<=2.8e-20	38.8	1.0	5.28
ANGPTL1	q<=2.8e-20	1.0	38.9	-5.28
MAP3K15	q<=2.8e-20	1.0	38.5	-5.27
FDXR	q<=2.8e-20	20.4	783.6	-5.26
RTBDN	q<=2.8e-20	38.4	1.0	5.26
SRCAP	q<=2.8e-20	1.0	38.4	-5.26
SH3BGR	q<=2.8e-20	1.1	39.9	-5.25
SHH	q<=2.8e-20	1.0	37.8	-5.24
PAPSS2	q<=2.8e-20	8.2	312.0	-5.24
MRAP2	q<=2.8e-20	109.6	2.9	5.24
PDGFRA	q<=2.8e-20	1.2	45.1	-5.23
LINC00632	q<=2.8e-20	37.5	1.0	5.23
IRF9	q<=2.8e-20	2.9	106.2	-5.22
CSDC2	q<=2.8e-20	9.2	343.5	-5.22
ADCYAP1R1	q<=2.8e-20	37.4	1.0	5.22
APOE	q<=2.8e-20	178.2	6601.5	-5.21
LMO1	q<=2.8e-20	37.1	1.0	5.21
TMEM59L	q<=2.8e-20	280.6	7.6	5.21
GNAO1	q<=2.8e-20	147.1	4.0	5.20
EMC6	q<=2.8e-20	2.4	87.6	-5.19
RGS4	q<=2.8e-20	218.4	6.0	5.19
LINC01485	q<=2.8e-20	1.0	36.5	-5.19
FBP1	q<=2.8e-20	1.6	57.6	-5.18
CHD1L	q<=2.8e-20	1.0	36.3	-5.18
NOP2	q<=2.8e-20	1.0	35.7	-5.16
CA10	q<=2.8e-20	35.7	1.0	5.16
UCHL1	q<=2.8e-20	1925.5	54.2	5.15
NUSAP1	q<=2.8e-20	1.0	35.2	-5.14
REG3G	6.9e-15	1.0	35.0	-5.13
VTN	q<=2.8e-20	7.5	263.4	-5.12
IL10RB	q<=2.8e-20	1.0	34.7	-5.12
PNMT	3.8e-07	229.4	6.6	5.11
SNTB1	q<=2.8e-20	3.9	135.6	-5.11
TUBB2B	q<=2.8e-20	37.1	1.1	5.11
CKMT2	q<=2.8e-20	1.9	66.9	-5.11
KCNH2	q<=2.8e-20	157.1	4.6	5.10
LSP1	q<=2.8e-20	10.0	343.9	-5.10
BAIAP2L1	q<=2.8e-20	1.0	34.0	-5.09
TPPP3	q<=2.8e-20	158.7	4.7	5.09
TBX3	q<=2.8e-20	11.1	374.9	-5.08
SNX15	q<=2.8e-20	1.0	33.7	-5.08
MIR3682	q<=2.8e-20	33.9	1.0	5.08
GABRB3	q<=2.8e-20	55.3	1.6	5.07
GTF2H4	q<=2.8e-20	1.0	33.5	-5.07
LY6G5B	q<=2.8e-20	3.0	101.2	-5.07
PLCB4	q<=2.8e-20	45.6	1.4	5.06
TJP2	q<=2.8e-20	1.0	33.3	-5.06
GALNT14	q<=2.8e-20	33.2	1.0	5.05
PTRH1	q<=2.8e-20	1.0	32.9	-5.04
SDHA	q<=2.8e-20	8.1	264.9	-5.04
RTEL1	q<=2.8e-20	1.0	32.9	-5.04
STMN4	4.5e-18	32.7	1.0	5.03
SLC22A3	q<=2.8e-20	1.0	32.6	-5.03
KRT19	q<=2.8e-20	202.9	6.2	5.03
SLC24A2	q<=2.8e-20	32.5	1.0	5.02
IGSF1	1.0e-14	32.3	1.0	5.01
MELTF	q<=2.8e-20	32.3	1.0	5.01
CKLF	q<=2.8e-20	1.0	32.2	-5.01
ASIC4	q<=2.8e-20	32.1	1.0	5.00
MAST1	q<=2.8e-20	32.5	1.0	5.00
TTC4	q<=2.8e-20	1.0	31.8	-4.99
RASAL1	q<=2.8e-20	1.0	31.5	-4.98
MAP2	q<=2.8e-20	85.5	2.7	4.98
SNCB	1.1e-18	31.3	1.0	4.97
WNT11	q<=2.8e-20	1.0	31.2	-4.96
LRRC38	q<=2.8e-20	1.0	31.0	-4.95
IQSEC3	q<=2.8e-20	30.9	1.0	4.95
SULT1E1	q<=2.8e-20	1.0	30.6	-4.94
LINC00634	q<=2.8e-20	30.8	1.0	4.94
LHFPL4	q<=2.8e-20	30.5	1.0	4.93
PRCD	q<=2.8e-20	58.4	1.9	4.93
TAFA3	1.0e-10	30.5	1.0	4.93
FLRT1	q<=2.8e-20	30.5	1.0	4.93
NUPR1	q<=2.8e-20	3.6	110.3	-4.93
PNMA2	q<=2.8e-20	58.0	1.9	4.92
NXPH4	2.7e-12	29.8	1.0	4.90
GIMAP5	q<=2.8e-20	1.0	29.8	-4.90
HS6ST2	q<=2.8e-20	29.7	1.0	4.89
GRIA2	q<=2.8e-20	29.7	1.0	4.89
TST	q<=2.8e-20	10.3	306.2	-4.89
MCF2	q<=2.8e-20	1.0	29.7	-4.89
MRAP	q<=2.8e-20	1.0	29.4	-4.88
PDCD6	q<=2.8e-20	7.9	233.7	-4.88
FBLL1	q<=2.8e-20	52.6	1.8	4.87
CYB561	q<=2.8e-20	1955.3	66.9	4.87
AARSD1	q<=2.8e-20	1.7	48.4	-4.87
NR0B2	q<=2.8e-20	1.0	29.0	-4.86
NELL2	3.0e-12	28.9	1.0	4.86
GCH1	q<=2.8e-20	238.5	8.2	4.86
RIMS3	q<=2.8e-20	46.2	1.6	4.85
MPP2	q<=2.8e-20	37.1	1.3	4.84
ASNS	q<=2.8e-20	1.0	28.6	-4.84
PTH1R	q<=2.8e-20	2.8	79.9	-4.83
ZNF410	q<=2.8e-20	1.0	28.4	-4.83
GPR27	q<=2.8e-20	39.6	1.4	4.83
PTOV1-AS1	q<=2.8e-20	1.6	46.2	-4.83
ALPL	q<=2.8e-20	5.0	139.9	-4.82
GATA3-AS1	q<=2.8e-20	28.1	1.0	4.81
GRIA4	q<=2.8e-20	28.1	1.0	4.81
DGKK	q<=2.8e-20	28.0	1.0	4.81
NSG1	q<=2.8e-20	175.1	6.2	4.81
SYN1	q<=2.8e-20	66.5	2.4	4.80
EGLN2	q<=2.8e-20	3.9	109.2	-4.80
MIR4477B	q<=2.8e-20	27.7	1.0	4.79
NICN1	q<=2.8e-20	1.0	27.6	-4.79
RIPOR3	q<=2.8e-20	1.1	31.0	-4.79
DCN	q<=2.8e-20	14.2	390.2	-4.78
CAMK4	q<=2.8e-20	27.5	1.0	4.78
RIIAD1	q<=2.8e-20	27.4	1.0	4.78
RPH3A	4.3e-19	27.5	1.0	4.78
FDX1	q<=2.8e-20	18.6	505.6	-4.77
USP9Y	9.8e-08	1.0	27.3	-4.77
MTFP1	q<=2.8e-20	1.0	27.1	-4.76
MUSTN1	q<=2.8e-20	1.0	27.1	-4.76
LINC00339	q<=2.8e-20	1.1	30.2	-4.76
LINC00887	q<=2.8e-20	1.0	27.1	-4.76
DDR2	q<=2.8e-20	4.5	121.2	-4.76
PSMA6	q<=2.8e-20	9.7	261.3	-4.76
CDRT4	q<=2.8e-20	1.0	27.2	-4.76
EFNB3	1.4e-18	27.0	1.0	4.75
PCBP3	q<=2.8e-20	97.4	3.6	4.75
CTNNA2	q<=2.8e-20	26.9	1.0	4.75
KIAA1522	q<=2.8e-20	7.8	208.6	-4.74
TCEAL6	q<=2.8e-20	26.6	1.0	4.74
FGFR4	q<=2.8e-20	1.0	26.6	-4.74
UPK3BL1	q<=2.8e-20	1.0	26.5	-4.73
PTN	q<=2.8e-20	199.6	7.5	4.73
SRCIN1	q<=2.8e-20	26.3	1.0	4.72
SYPL2	q<=2.8e-20	1.0	26.2	-4.71
CDK11A	q<=2.8e-20	1.0	26.1	-4.71
RUNDC3A	q<=2.8e-20	312.1	12.0	4.70
TBX20	q<=2.8e-20	25.9	1.0	4.70
GLB1L3	q<=2.8e-20	25.7	1.0	4.68
ST3GAL3	q<=2.8e-20	1.2	29.8	-4.68
FAM162B	q<=2.8e-20	95.2	3.7	4.68
JMJD7	q<=2.8e-20	1.0	25.5	-4.67
GFRA2	q<=2.8e-20	25.7	1.0	4.67
DSP	q<=2.8e-20	1.0	26.1	-4.67
CACNG4	q<=2.8e-20	25.4	1.0	4.67
CD200	q<=2.8e-20	80.3	3.2	4.66
PAQR5	q<=2.8e-20	1.0	25.2	-4.66
ALAS1	q<=2.8e-20	40.6	1030.3	-4.66
LYVE1	q<=2.8e-20	5.0	126.5	-4.66
PAK3	q<=2.8e-20	34.5	1.4	4.65
RPP21	q<=2.8e-20	3.0	74.8	-4.65
PXMP2	q<=2.8e-20	1.1	27.5	-4.65
GABRG2	q<=2.8e-20	25.1	1.0	4.65
CDH22	q<=2.8e-20	25.0	1.0	4.64
CCDC69	q<=2.8e-20	10.2	254.8	-4.64
HOXC10	q<=2.8e-20	24.9	1.0	4.64
DHPS	q<=2.8e-20	4.5	111.4	-4.63
KCNK9	q<=2.8e-20	24.8	1.0	4.63
ZNF365	q<=2.8e-20	24.5	1.0	4.62
TMIE	q<=2.8e-20	45.3	1.8	4.62
NLGN3	q<=2.8e-20	1.0	24.6	-4.62
PRUNE2	q<=2.8e-20	76.4	3.1	4.62
C14orf132	q<=2.8e-20	151.6	6.1	4.62
CPT1B	q<=2.8e-20	1.0	24.4	-4.61
SNORD104	q<=2.8e-20	24.5	1.0	4.61
FLVCR2	q<=2.8e-20	1.0	24.5	-4.61
CRHBP	q<=2.8e-20	1.1	27.7	-4.61
TRIM34	q<=2.8e-20	1.0	24.2	-4.60
PGM5	q<=2.8e-20	5.0	120.4	-4.60
PLA2G4B	q<=2.8e-20	1.0	24.3	-4.60
GPR162	q<=2.8e-20	125.7	5.2	4.59
ARHGEF19	q<=2.8e-20	1.1	27.0	-4.59
PCBP1	q<=2.8e-20	7.9	189.4	-4.59
GPR158	q<=2.8e-20	24.1	1.0	4.59
GCGR	3.0e-15	24.1	1.0	4.59
TAF10	q<=2.8e-20	1.3	32.3	-4.59
CFB	q<=2.8e-20	1.0	23.9	-4.58
DYNC1I1	q<=2.8e-20	88.0	3.7	4.57
CDH18	q<=2.8e-20	23.7	1.0	4.56
TM9SF1	q<=2.8e-20	4.4	104.6	-4.56
DOK5	q<=2.8e-20	33.0	1.4	4.56
TMEM179	q<=2.8e-20	255.5	10.8	4.56
GJA1	q<=2.8e-20	27.2	634.6	-4.54
IGF2-AS	q<=2.8e-20	23.3	1.0	4.54
UCHL3	q<=2.8e-20	3.7	86.0	-4.53
CTNND2	q<=2.8e-20	23.1	1.0	4.53
SLC8A3	q<=2.8e-20	23.0	1.0	4.53
MTCL1	q<=2.8e-20	23.0	1.0	4.52
SORCS1	q<=2.8e-20	22.9	1.0	4.52
NMNAT2	q<=2.8e-20	34.4	1.5	4.52
SCNN1A	q<=2.8e-20	1.0	22.8	-4.51
MIR1244-4	q<=2.8e-20	22.8	1.0	4.51
EGLN1	q<=2.8e-20	2.2	50.5	-4.50
PACRG	q<=2.8e-20	24.0	1.1	4.50
CCDC8	q<=2.8e-20	1.7	38.9	-4.50
CHRNB2	q<=2.8e-20	22.4	1.0	4.49
ADD2	q<=2.8e-20	22.5	1.0	4.49
FBLN1	q<=2.8e-20	11.6	259.2	-4.49
STC1	2.0e-09	36.1	1.6	4.49
CCDC181	q<=2.8e-20	22.3	1.0	4.48
STIMATE	q<=2.8e-20	1.0	22.4	-4.48
GOLGA7B	q<=2.8e-20	22.8	1.0	4.48
REEP1	q<=2.8e-20	56.0	2.5	4.48
ITM2C	q<=2.8e-20	1057.0	47.5	4.48
GATA2	q<=2.8e-20	128.2	5.8	4.47
CHST1	1.9e-19	59.3	2.7	4.47
PSD3	q<=2.8e-20	1.5	34.1	-4.47
RETREG1	q<=2.8e-20	22.2	1.0	4.47
TSSK3	q<=2.8e-20	1.0	22.2	-4.47
IGFLR1	q<=2.8e-20	1.0	22.0	-4.46
MOCOS	q<=2.8e-20	1.0	22.0	-4.46
GATA3	q<=2.8e-20	125.2	5.7	4.46
CACHD1	q<=2.8e-20	1.1	24.7	-4.46
NRSN1	q<=2.8e-20	21.8	1.0	4.45
RAD50	q<=2.8e-20	1.0	21.8	-4.45
AKR1B1	q<=2.8e-20	286.9	6280.4	-4.45
RGN	q<=2.8e-20	16.0	348.8	-4.45
HSPB7	2.8e-13	7.6	167.1	-4.45
CDK3	q<=2.8e-20	1.0	21.9	-4.45
CYB561A3	q<=2.8e-20	19.4	421.3	-4.44
CHST8	7.5e-20	21.6	1.0	4.43
CCBE1	q<=2.8e-20	1.0	21.5	-4.43
APBA1	q<=2.8e-20	22.8	1.1	4.43
GALNT6	q<=2.8e-20	26.0	1.2	4.42
DIRAS2	q<=2.8e-20	21.4	1.0	4.42
AMACR	q<=2.8e-20	1.0	21.3	-4.41
LINGO1	q<=2.8e-20	27.1	1.3	4.41
ABCA1	q<=2.8e-20	4.1	86.7	-4.41
BICDL1	q<=2.8e-20	45.8	2.2	4.40
ST18	q<=2.8e-20	21.1	1.0	4.40
CRMP1	q<=2.8e-20	147.0	6.9	4.40
COL4A3	q<=2.8e-20	1.0	21.0	-4.39
AGAP6	q<=2.8e-20	1.0	20.9	-4.39
SLC27A6	q<=2.8e-20	1.0	20.6	-4.37
FNDC4	q<=2.8e-20	12.8	262.6	-4.36
CFAP61	q<=2.8e-20	20.6	1.0	4.36
ESM1	9.7e-15	34.7	1.7	4.36
GDAP1L1	q<=2.8e-20	20.3	1.0	4.35
CHST6	q<=2.8e-20	1.0	20.3	-4.34
RAB39B	q<=2.8e-20	20.1	1.0	4.33
CAPN3	q<=2.8e-20	1.0	20.2	-4.33
SVOP	q<=2.8e-20	20.1	1.0	4.33
ELOVL4	q<=2.8e-20	20.0	1.0	4.32
ADGRB2	q<=2.8e-20	64.2	3.2	4.32
C7orf25	q<=2.8e-20	1.0	19.9	-4.32
