Gene.stable.ID,Gene.name,NCBI.gene..formerly.Entrezgene..ID
ENSG00000274917,RNA5-8SN5,124907332
ENSG00000274917,RNA5-8SN5,124907333
ENSG00000274917,RNA5-8SN5,124907334
ENSG00000274917,RNA5-8SN5,124907335
ENSG00000274917,RNA5-8SN5,124907336
ENSG00000274917,RNA5-8SN5,124907337
ENSG00000274917,RNA5-8SN5,124907338
ENSG00000274917,RNA5-8SN5,124907339
ENSG00000274917,RNA5-8SN5,124907340
ENSG00000274917,RNA5-8SN5,124907341
ENSG00000274917,RNA5-8SN5,124907342
ENSG00000274917,RNA5-8SN5,124907343
ENSG00000274917,RNA5-8SN5,124907439
ENSG00000274917,RNA5-8SN5,124907440
ENSG00000274917,RNA5-8SN5,124907450
ENSG00000274917,RNA5-8SN5,124907458
ENSG00000274917,RNA5-8SN5,124907467
ENSG00000274917,RNA5-8SN5,124907475
ENSG00000274917,RNA5-8SN5,124907476
ENSG00000274917,RNA5-8SN5,124907477
ENSG00000274917,RNA5-8SN5,124907478
ENSG00000274917,RNA5-8SN5,124907479
ENSG00000274917,RNA5-8SN5,124907480
ENSG00000274917,RNA5-8SN5,124907481
ENSG00000274917,RNA5-8SN5,124907482
ENSG00000274917,RNA5-8SN5,124907483
ENSG00000274917,RNA5-8SN5,124907484
ENSG00000274917,RNA5-8SN5,124907572
ENSG00000274917,RNA5-8SN5,124907573
ENSG00000274917,RNA5-8SN5,124907574
ENSG00000274917,RNA5-8SN5,124907575
ENSG00000274917,RNA5-8SN5,124907576
ENSG00000274917,RNA5-8SN5,124907577
ENSG00000274917,RNA5-8SN5,124907578
ENSG00000274917,RNA5-8SN5,124907579
ENSG00000274917,RNA5-8SN5,124907580
ENSG00000274917,RNA5-8SN5,124907581
ENSG00000274917,RNA5-8SN5,124907584
ENSG00000274917,RNA5-8SN5,124907585
ENSG00000274917,RNA5-8SN5,124907586
ENSG00000274917,RNA5-8SN5,124907587
ENSG00000274917,RNA5-8SN5,124907588
ENSG00000274917,RNA5-8SN5,124907589
ENSG00000274917,RNA5-8SN5,124907590
ENSG00000274917,RNA5-8SN5,124907591
ENSG00000274917,RNA5-8SN5,124907592
ENSG00000274917,RNA5-8SN5,124907593
ENSG00000274917,RNA5-8SN5,124907594
ENSG00000274917,RNA5-8SN5,124907595
ENSG00000274917,RNA5-8SN5,124907596
ENSG00000274917,RNA5-8SN5,124907597
ENSG00000274917,RNA5-8SN5,124907598
ENSG00000274917,RNA5-8SN5,124907600
ENSG00000274917,RNA5-8SN5,124907611
ENSG00000274917,RNA5-8SN5,124907622
ENSG00000274917,RNA5-8SN5,124907633
ENSG00000274917,RNA5-8SN5,124907644
ENSG00000274917,RNA5-8SN5,124907655
ENSG00000274917,RNA5-8SN5,124907662
ENSG00000274917,RNA5-8SN5,124907673
ENSG00000274917,RNA5-8SN5,124907684
ENSG00000274917,RNA5-8SN5,124907694
ENSG00000274917,RNA5-8SN5,124907705
ENSG00000274917,RNA5-8SN5,124907709
ENSG00000274917,RNA5-8SN5,124907710
ENSG00000274917,RNA5-8SN5,124907711
ENSG00000274917,RNA5-8SN5,124907712
ENSG00000274917,RNA5-8SN5,124907713
ENSG00000274917,RNA5-8SN5,124907714
ENSG00000274917,RNA5-8SN5,124907715
ENSG00000274917,RNA5-8SN5,124907716
ENSG00000274917,RNA5-8SN5,124907717
ENSG00000274917,RNA5-8SN5,124907718
ENSG00000274917,RNA5-8SN5,124907719
ENSG00000274917,RNA5-8SN5,124907720
ENSG00000274917,RNA5-8SN5,124907721
ENSG00000274917,RNA5-8SN5,124908237
ENSG00000274917,RNA5-8SN5,124908238
ENSG00000274917,RNA5-8SN5,124908239
ENSG00000274917,RNA5-8SN5,124908240
ENSG00000274917,RNA5-8SN5,124908241
ENSG00000274917,RNA5-8SN5,124908242
ENSG00000274917,RNA5-8SN5,124908243
ENSG00000274917,RNA5-8SN5,124908244
ENSG00000274917,RNA5-8SN5,124908245
ENSG00000274917,RNA5-8SN5,124908246
ENSG00000274917,RNA5-8SN5,124908247
ENSG00000274917,RNA5-8SN5,124908248
ENSG00000274917,RNA5-8SN5,124908249
ENSG00000274917,RNA5-8SN5,124908257
ENSG00000274917,RNA5-8SN5,124908268
ENSG00000274917,RNA5-8SN5,124908278
ENSG00000274917,RNA5-8SN5,124908289
ENSG00000274917,RNA5-8SN5,124908300
ENSG00000274917,RNA5-8SN5,124908310
ENSG00000274917,RNA5-8SN5,124908316
ENSG00000274917,RNA5-8SN5,124908327
ENSG00000274917,RNA5-8SN5,124908336
ENSG00000274917,RNA5-8SN5,124908347
ENSG00000274917,RNA5-8SN5,124908358
ENSG00000274917,RNA5-8SN5,124908368
ENSG00000274917,RNA5-8SN5,124908369
ENSG00000274917,RNA5-8SN5,124908370
ENSG00000274917,RNA5-8SN5,124908371
ENSG00000274917,RNA5-8SN5,124908372
ENSG00000274917,RNA5-8SN5,124908373
ENSG00000274917,RNA5-8SN5,124908374
ENSG00000274917,RNA5-8SN5,124908375
ENSG00000274917,RNA5-8SN5,124908376
ENSG00000274917,RNA5-8SN5,124908377
ENSG00000274917,RNA5-8SN5,124908378
ENSG00000274917,RNA5-8SN5,124908379
ENSG00000274917,RNA5-8SN5,124908380
ENSG00000274917,RNA5-8SN5,124908381
ENSG00000274917,RNA5-8SN5,124908382
ENSG00000274917,RNA5-8SN5,124908383
ENSG00000274917,RNA5-8SN5,124908384
ENSG00000274917,RNA5-8SN5,124908385
ENSG00000274917,RNA5-8SN5,124908386
ENSG00000274917,RNA5-8SN5,124908387
ENSG00000274917,RNA5-8SN5,124908388
ENSG00000274917,RNA5-8SN5,124908389
ENSG00000274917,RNA5-8SN5,124908390
ENSG00000274917,RNA5-8SN5,124908391
ENSG00000274917,RNA5-8SN5,124908392
ENSG00000274917,RNA5-8SN5,124908393
ENSG00000274917,RNA5-8SN5,124908474
ENSG00000274917,RNA5-8SN5,124908494
ENSG00000274917,RNA5-8SN5,124908504
ENSG00000274917,RNA5-8SN5,124908512
ENSG00000274917,RNA5-8SN5,124908513
ENSG00000274917,RNA5-8SN5,124908514
ENSG00000274917,RNA5-8SN5,124908515
ENSG00000274917,RNA5-8SN5,124908516
ENSG00000274917,RNA5-8SN5,124908517
ENSG00000274917,RNA5-8SN5,124908518
ENSG00000274917,RNA5-8SN5,124908519
ENSG00000274917,RNA5-8SN5,124908520
ENSG00000274917,RNA5-8SN5,124908521
ENSG00000274917,RNA5-8SN5,124908522
ENSG00000274917,RNA5-8SN5,124908523
ENSG00000274917,RNA5-8SN5,124908524
ENSG00000274917,RNA5-8SN5,124908525
ENSG00000274917,RNA5-8SN5,124908527
ENSG00000274847,MAFIP,727764
ENSG00000296546,,124907018
ENSG00000278793,U6,124905313
ENSG00000303588,,105379548
ENSG00000307470,,112268317
ENSG00000295063,,100505874
ENSG00000307077,,102723347
ENSG00000308185,,124905312
ENSG00000308185,,124905468
ENSG00000303573,,105379562
ENSG00000307088,,124907539
ENSG00000268674,,124903857
ENSG00000268674,,124905556
ENSG00000268674,,124905693
ENSG00000275405,U1,124904613
ENSG00000275405,U1,124905321
ENSG00000275405,U1,124905573
ENSG00000275405,U1,124905809
ENSG00000275063,,102723407
ENSG00000307722,,107987009
ENSG00000298751,,124905324
ENSG00000301761,,100233156
ENSG00000301761,,124907090
ENSG00000274175,,102723655
ENSG00000275869,,102723713
ENSG00000288175,SYT15B,102724488
ENSG00000288244,,653145
ENSG00000276700,RNA5-8SN4,109864274
ENSG00000288288,,101929756
ENSG00000288157,NPY4R2,100996758
ENSG00000308567,,107987386
ENSG00000288472,LINC03015,102723672
ENSG00000288481,FAM25C,644054
ENSG00000310156,,101929031
ENSG00000310156,,102723890
ENSG00000288417,LINC03014,100507642
ENSG00000290627,AGAP12P,414224
ENSG00000288311,,105375115
ENSG00000288499,FAM20C,56975
ENSG00000281934,PRAMEF11,440560
ENSG00000288297,ECSCR,641700
ENSG00000282175,HNRNPCL1,343069
ENSG00000282817,PRAMEF2,65122
ENSG00000288274,SMIM33,111064649
ENSG00000282584,PRAMEF4,400735
ENSG00000288243,STING1,340061
ENSG00000282663,PRAMEF10,343071
ENSG00000279195,PRAMEF7,441871
ENSG00000282119,PRAMEF6,440561
ENSG00000282437,PRAMEF27,101929983
ENSG00000291381,ARHGEF19,128272
ENSG00000282559,HNRNPCL3,649330
ENSG00000282566,PRAMEF25,441873
ENSG00000282566,PRAMEF25,645359
ENSG00000291382,CPLANE2,79363
ENSG00000291375,FBXO42,54455
ENSG00000291379,SZRD1,26099
ENSG00000282530,HNRNPCL2,440563
ENSG00000291401,SPATA21,374955
ENSG00000282095,HNRNPCL4,101060301
ENSG00000291380,NECAP2,55707
ENSG00000282298,PRAMEF9,343070
ENSG00000282741,PRAMEF13,400736
ENSG00000282212,PRAMEF18,391003
ENSG00000291388,LINC01772,107984921
ENSG00000282424,PRAMEF5,343068
ENSG00000291402,CROCCP3,114819
ENSG00000291389,RNU1-1,26871
ENSG00000291392,LINC01783,100132147
ENSG00000291385,RNU1-2,26870
ENSG00000291385,RNU1-2,124905574
ENSG00000282583,PRAMEF8,391002
ENSG00000291408,,105376805
ENSG00000291400,LINC03126,112267871
ENSG00000282125,PRAMEF33,645382
ENSG00000293551,PRAMEF22,653606
ENSG00000291396,RNU1-3,26869
ENSG00000291399,RNU1-4,6060
ENSG00000291399,RNU1-4,26863
ENSG00000291387,PADI2,11240
ENSG00000292238,,124905559
ENSG00000292241,,124900583
ENSG00000292226,,124905558
ENSG00000292227,,102724250
ENSG00000263150,OR8J2,81169
ENSG00000262851,OR5T2,219464
ENSG00000261897,OR5T3,390154
ENSG00000262784,OR5T1,390155
ENSG00000292225,NBPF1,55672
ENSG00000262611,OR8H1,219469
ENSG00000262755,OR8K3,219473
ENSG00000263328,OR8K1,390157
ENSG00000262796,OR8J1,219477
ENSG00000262315,OR8U8,504189
ENSG00000281038,OR8U9,504190
ENSG00000291414,MIR4740,100616294
ENSG00000291415,MIR3186,100422944
ENSG00000291420,ACTG1,71
ENSG00000291421,BAHCC1,57597
ENSG00000288521,U6,124905169
ENSG00000288272,ACTR3BP6,440888
ENSG00000281449,BCL2L14,79370
ENSG00000283344,MIR1244-4,103504734
ENSG00000281324,LRP6,4040
ENSG00000261958,OR9G1,390174
ENSG00000262191,OR9G9,504191
ENSG00000262647,OR9G4,283189
ENSG00000281839,LINC02735,101927120
ENSG00000281818,MANSC1,54682
ENSG00000281234,LOH12CR2,503693
ENSG00000280689,BORCS5,118426
ENSG00000280962,DUSP16,80824
ENSG00000291426,TOLLIP,54472
ENSG00000291427,TOLLIP-DT,255512
ENSG00000291429,,124902606
ENSG00000291428,BRSK2,9024
ENSG00000291431,DUSP8,1850
ENSG00000291432,KRTAP5-AS1,338651
ENSG00000291433,KRTAP5-1,387264
ENSG00000291434,KRTAP5-2,440021
ENSG00000291435,KRTAP5-3,387266
ENSG00000291440,KRTAP5-4,387267
ENSG00000291443,KRTAP5-5,439915
ENSG00000291437,FAM99A,387742
ENSG00000291438,FAM99B,100132464
ENSG00000291442,MOB2,81532
ENSG00000292327,PPP2R3B,28227
ENSG00000292332,IL3RA,3563
ENSG00000292333,P2RY8,286530
ENSG00000292334,SLC25A6,293
ENSG00000292338,DHRSX,207063
ENSG00000292339,ASMTL,8623
ENSG00000292344,PLCXD1,55344
ENSG00000292345,ZBED1,9189
ENSG00000292346,MIR6089,102464837
ENSG00000292347,LINC00102,100359394
ENSG00000292348,CD99,4267
ENSG00000292354,SHOX,6473
ENSG00000292355,MIR3690,100500894
ENSG00000292363,CRLF2,64109
ENSG00000292343,AKAP17A,8227
ENSG00000292336,ASMT,438
ENSG00000292357,CSF2RA,1438
ENSG00000288512,C1R,715
ENSG00000292341,LINC00106,751580
ENSG00000292362,CD99P1,401577
ENSG00000288263,GRK1,6011
ENSG00000288305,LINC00552,100130386
ENSG00000292360,LINC03112,101928092
ENSG00000288124,C1RL,51279
ENSG00000292358,GTPBP6,8225
ENSG00000292366,VAMP7,6845
ENSG00000292370,WASIR1,100128260
ENSG00000288352,C1RL-AS1,283314
ENSG00000292373,IL9R,3581
ENSG00000288369,RBP5,83758
ENSG00000169789,PRY,9081
ENSG00000288427,CLSTN3,9746
ENSG00000114374,USP9Y,8287
ENSG00000114374,USP9Y,64595
ENSG00000169807,PRY2,442862
ENSG00000198692,EIF1AY,9086
ENSG00000288217,PEX5,5830
ENSG00000291453,TTTY20,252951
ENSG00000291455,TSPY8,728403
ENSG00000291455,TSPY8,124908988
ENSG00000291455,TSPY8,128966656
ENSG00000183753,BPY2,9083
ENSG00000291456,FAM197Y7,105379269
ENSG00000291458,TSPY4,7258
ENSG00000291458,TSPY4,728395
ENSG00000291458,TSPY4,124905613
ENSG00000291458,TSPY4,124905618
ENSG00000291458,TSPY4,124909293
ENSG00000291458,TSPY4,124909305
ENSG00000291458,TSPY4,124909329
ENSG00000291459,TSPY9,728132
ENSG00000291459,TSPY9,124905614
ENSG00000291459,TSPY9,124905627
ENSG00000291459,TSPY9,124909317
ENSG00000291459,TSPY9,124909332
ENSG00000291459,TSPY9,128966591
ENSG00000291462,FAM197Y4,100289188
ENSG00000293355,FAM197Y8,105379268
ENSG00000232419,TTTY19,252952
ENSG00000226906,TTTY4,114761
ENSG00000228240,TTTY17A,252949
ENSG00000228240,TTTY17A,474152
ENSG00000215560,TTTY5,83863
ENSG00000244395,RBMY1D,378949
ENSG00000252689,,124900508
ENSG00000169953,HSFY2,159119
ENSG00000251970,RNU1-41P,124905307
ENSG00000012817,KDM5D,8284
ENSG00000284255,OR4C12,283093
ENSG00000292249,OR4C45,403257
ENSG00000172468,HSFY1,86614
ENSG00000176679,TGIF2LY,90655
ENSG00000169800,RBMY1F,159163
ENSG00000169800,RBMY1F,378951
ENSG00000182415,CDY2A,9426
ENSG00000185894,BPY2C,442868
ENSG00000228296,TTTY4C,474150
ENSG00000205916,DAZ4,57135
ENSG00000129873,CDY2B,203611
ENSG00000184895,SRY,6736
ENSG00000129824,RPS4Y1,6192
ENSG00000067646,ZFY,7544
ENSG00000067048,DDX3Y,8653
ENSG00000281230,SERTAD4,56256
ENSG00000183878,UTY,7404
ENSG00000280680,HHAT,55733
ENSG00000287371,,124904503
ENSG00000154620,TMSB4Y,9087
ENSG00000129864,VCY,9084
ENSG00000187191,DAZ3,57054
ENSG00000188120,DAZ1,1617
ENSG00000251925,SNORA70,124900506
ENSG00000251925,SNORA70,124900507
ENSG00000099721,AMELY,266
ENSG00000092377,TBL1Y,90665
ENSG00000285435,H3-4,8290
ENSG00000284841,H2AC25,92815
ENSG00000285449,H2BC26,128312
ENSG00000284998,MIR4666A,100616308
ENSG00000285426,RNF187,149603
ENSG00000205944,DAZ2,57055
ENSG00000285166,RNA5S1,100169751
ENSG00000285166,RNA5S1,124905422
ENSG00000285166,RNA5S1,124905424
ENSG00000285166,RNA5S1,124905425
ENSG00000285166,RNA5S1,124905426
ENSG00000285166,RNA5S1,124905427
ENSG00000285166,RNA5S1,124905428
ENSG00000285166,RNA5S1,124905429
ENSG00000285166,RNA5S1,124905430
ENSG00000285166,RNA5S1,124905431
ENSG00000285166,RNA5S1,124905432
ENSG00000285166,RNA5S1,124905433
ENSG00000285166,RNA5S1,124905434
ENSG00000285166,RNA5S1,124905435
ENSG00000285166,RNA5S1,124905436
ENSG00000285166,RNA5S1,124905437
ENSG00000285166,RNA5S1,124905438
ENSG00000285166,RNA5S1,124905754
ENSG00000285166,RNA5S1,124905755
ENSG00000285166,RNA5S1,124905756
ENSG00000285166,RNA5S1,124905757
ENSG00000285166,RNA5S1,124905758
ENSG00000285166,RNA5S1,124905759
ENSG00000285166,RNA5S1,124905760
ENSG00000285166,RNA5S1,124905761
ENSG00000285166,RNA5S1,124905762
ENSG00000285166,RNA5S1,124905763
ENSG00000285166,RNA5S1,124905764
ENSG00000285166,RNA5S1,124905765
ENSG00000285166,RNA5S1,124905768
ENSG00000285166,RNA5S1,124905769
ENSG00000285166,RNA5S1,124905770
ENSG00000285166,RNA5S1,124905771
ENSG00000285166,RNA5S1,124905772
ENSG00000285166,RNA5S1,124905773
ENSG00000285166,RNA5S1,124905774
ENSG00000285166,RNA5S1,124905775
ENSG00000285166,RNA5S1,124905776
ENSG00000285166,RNA5S1,124905777
ENSG00000285166,RNA5S1,124905778
ENSG00000285166,RNA5S1,124905779
ENSG00000285166,RNA5S1,124905780
ENSG00000285166,RNA5S1,124905781
ENSG00000285166,RNA5S1,124905782
ENSG00000285166,RNA5S1,124905783
ENSG00000285166,RNA5S1,124905784
ENSG00000285166,RNA5S1,124905785
ENSG00000285166,RNA5S1,124905786
ENSG00000285166,RNA5S1,124905787
ENSG00000285166,RNA5S1,124905788
ENSG00000285166,RNA5S1,124905791
ENSG00000285166,RNA5S1,124905792
ENSG00000285166,RNA5S1,124905793
ENSG00000285166,RNA5S1,124905794
ENSG00000285166,RNA5S1,124905795
ENSG00000285166,RNA5S1,124905796
ENSG00000285166,RNA5S1,124905797
ENSG00000285166,RNA5S1,124905798
ENSG00000285166,RNA5S1,124905800
ENSG00000285166,RNA5S1,124905801
ENSG00000285166,RNA5S1,124905802
ENSG00000285166,RNA5S1,124905803
ENSG00000285166,RNA5S1,124905804
ENSG00000285166,RNA5S1,124905805
ENSG00000285166,RNA5S1,124905807
ENSG00000285166,RNA5S1,124905819
ENSG00000285166,RNA5S1,124905822
ENSG00000285166,RNA5S1,124905823
ENSG00000285166,RNA5S1,124905824
ENSG00000285166,RNA5S1,124905825
ENSG00000285166,RNA5S1,124905826
ENSG00000285166,RNA5S1,124905827
ENSG00000285166,RNA5S1,124905828
ENSG00000285166,RNA5S1,124905829
ENSG00000285166,RNA5S1,124905830
ENSG00000285166,RNA5S1,124905831
ENSG00000285166,RNA5S1,124905832
ENSG00000285166,RNA5S1,124905833
ENSG00000285166,RNA5S1,124905834
ENSG00000285166,RNA5S1,124905835
ENSG00000285166,RNA5S1,124905836
ENSG00000285166,RNA5S1,124905837
ENSG00000285166,RNA5S1,124905838
ENSG00000285166,RNA5S1,124905839
ENSG00000285166,RNA5S1,124905840
ENSG00000285166,RNA5S1,124905841
ENSG00000285166,RNA5S1,124905842
ENSG00000285166,RNA5S1,124905843
ENSG00000285166,RNA5S1,124905844
ENSG00000285166,RNA5S1,124905845
ENSG00000285166,RNA5S1,124905846
ENSG00000285285,RNA5S2,100169753
ENSG00000285168,RNA5S3,100169754
ENSG00000285168,RNA5S3,100169763
ENSG00000284853,RNA5S16,100169767
ENSG00000285158,RNA5S17,100169768
ENSG00000284984,RHOU,58480
ENSG00000228787,NLGN4Y-AS1,100874056
ENSG00000242389,RBMY1E,378950
ENSG00000165246,NLGN4Y,22829
ENSG00000129862,VCY1B,353513
ENSG00000280969,RPS4Y2,140032
ENSG00000184991,TTTY13,83868
ENSG00000099715,PCDH11Y,27328
ENSG00000099715,PCDH11Y,83259
ENSG00000280961,TTTY3B,474148
ENSG00000172352,CDY1B,253175
ENSG00000227439,TTTY17B,474151
ENSG00000235412,TTTY4B,474149
ENSG00000183795,BPY2B,442867
ENSG00000231141,TTTY3,114760
ENSG00000172288,CDY1,9085
ENSG00000242875,RBMY1B,378948
ENSG00000234414,RBMY1A1,5940
ENSG00000290716,TTTY9A,83864
ENSG00000290724,XKRY,9082
ENSG00000291016,GOLGA2P2Y,84559
ENSG00000291016,GOLGA2P2Y,401634
ENSG00000237802,FAM197Y6,105379270
ENSG00000228927,TSPY3,728137
ENSG00000228927,TSPY3,100289087
ENSG00000228927,TSPY3,124905615
ENSG00000228927,TSPY3,124905616
ENSG00000228927,TSPY3,124905619
ENSG00000228927,TSPY3,124905620
ENSG00000228927,TSPY3,124905621
ENSG00000228927,TSPY3,124905624
ENSG00000228927,TSPY3,124905625
ENSG00000228927,TSPY3,124905626
ENSG00000228927,TSPY3,124905628
ENSG00000228927,TSPY3,124905629
ENSG00000228927,TSPY3,124908978
ENSG00000228927,TSPY3,124908979
ENSG00000228927,TSPY3,124908981
ENSG00000228927,TSPY3,124909197
ENSG00000228927,TSPY3,124909294
ENSG00000228927,TSPY3,124909306
ENSG00000228927,TSPY3,124909318
ENSG00000228927,TSPY3,124909320
ENSG00000228927,TSPY3,124909330
ENSG00000228927,TSPY3,128966595
ENSG00000228927,TSPY3,128966599
ENSG00000228927,TSPY3,128966647
ENSG00000228927,TSPY3,128966655
ENSG00000290725,XKRYP7,353515
ENSG00000290330,FAM197Y5,100289150
ENSG00000258992,TSPY1,64591
ENSG00000258992,TSPY1,124905617
ENSG00000258992,TSPY1,124905623
ENSG00000258992,TSPY1,124908980
ENSG00000258992,TSPY1,124909015
ENSG00000258992,TSPY1,124909084
ENSG00000290607,FAM197Y3,107987341
ENSG00000236424,TSPY10,124909093
ENSG00000224075,TTTY22,252954
ENSG00000251705,RNA5-8SP6,124907582
ENSG00000290448,FAM197Y9,100132932
ENSG00000229643,LINC00280,100873964
ENSG00000229643,LINC00280,128966592
ENSG00000290336,RBMY2FP,159162
ENSG00000239225,TTTY23,252955
ENSG00000239225,TTTY23,100101121
ENSG00000280774,LEUTX,342900
ENSG00000295422,,107987349
ENSG00000295422,,107987352
ENSG00000281320,DYRK1B,9149
ENSG00000129816,TTTY1B,100101116
ENSG00000147753,TTTY7,246122
ENSG00000185700,TTTY8B,100101118
ENSG00000229236,TTTY10,246119
ENSG00000281403,MIR6719,102465974
ENSG00000237048,TTTY12,83867
ENSG00000280548,FBL,2091
ENSG00000147761,TTTY7B,100101120
ENSG00000288049,,105377224
ENSG00000236951,,102725532
ENSG00000281221,PSMC4,5704
ENSG00000291033,TXLNGY,246126
ENSG00000281526,ZNF546,339327
ENSG00000281601,ZNF780B,163131
ENSG00000280568,ZNF780A,284323
ENSG00000235059,,101929148
ENSG00000129845,TTTY1,50858
ENSG00000290381,TTTY11,83866
ENSG00000281123,FCGBP,8857
ENSG00000291031,BCORP1,286554
ENSG00000291031,BCORP1,105377223
ENSG00000309903,,105377235
ENSG00000183385,TTTY8,84673
ENSG00000293442,PRKY,5616
ENSG00000283276,,101930420
ENSG00000176728,TTTY14,83869
ENSG00000290840,XGY2,100132596
ENSG00000285063,FRG2,448831
ENSG00000283153,FRG1,2483
ENSG00000131007,TTTY9B,425057
ENSG00000284025,,124905408
ENSG00000283878,,124905411
ENSG00000240450,CSPG4P1Y,114758
ENSG00000284181,,124905410
ENSG00000283820,,124905409
ENSG00000283949,DUX4,100288687
ENSG00000301844,,124905622
ENSG00000291363,MUC5AC,4586
ENSG00000293532,MUC2,4583
ENSG00000288360,ZSWIM4,65249
ENSG00000288126,MIR24-2,407013
ENSG00000288183,MIR27A,407018
ENSG00000288462,MIR23A,407010
ENSG00000288505,NANOS3,342977
ENSG00000288397,MIR181C,406957
ENSG00000288329,MIR181D,574457
ENSG00000288152,BRME1,79173
ENSG00000288293,CC2D1A,54862
ENSG00000288195,PODNL1,79883
ENSG00000288453,DCAF15,90379
ENSG00000288283,RFX1,5989
ENSG00000288474,RLN3,117579
ENSG00000288185,IL27RA,9466
ENSG00000288318,PALM3,342979
ENSG00000288191,MISP3,113230
ENSG00000288366,MIR1199,102466515
ENSG00000288239,C19orf67,646457
ENSG00000288516,PRKACA,5566
ENSG00000288210,ASF1B,55723
ENSG00000288348,ADGRL1-AS1,100507373
ENSG00000288324,ADGRL1,22859
ENSG00000288488,SAMD1,90378
ENSG00000280584,OBP2B,29989
ENSG00000281309,SURF6,6838
ENSG00000291365,CNTNAP3C,79937
ENSG00000291365,CNTNAP3C,100289279
ENSG00000281022,MED22,6837
ENSG00000280858,RPL7A,6130
ENSG00000280889,SNORD24,26820
ENSG00000281907,SNORD36A,26815
ENSG00000281541,SNORD36C,26813
ENSG00000280627,SURF1,6834
ENSG00000281766,RYBP,23429
ENSG00000281024,SURF2,6835
ENSG00000280951,SURF4,6836
